fips_code,state,state_name,cbsa_code,county,new_cases_week_over_week_percent_change,new_cases_7_day_rolling_average,new_cases_per_100k_7_day_rolling_average,new_deaths_7_day_rolling_average,new_deaths_week_over_week_percent_change,new_deaths_per_100k_7_day_rolling_average,daily_cli_7_day_rolling_average,daily_cli_percentage_7_day_rolling_average,daily_ili_7_day_rolling_average,daily_ili_percentage_7_day_rolling_average,new_test_results_reported,new_test_results_reported_7_day_rolling_average,percent_new_test_results_reported_positive_7_day_rolling_average,percent_positive_7_day,total_test_results_reported_week_over_week_count_change,testing_suppressed,total_hospitals_reporting,admissions_covid_confirmed_last_7_days,admissions_covid_confirmed_7_day_rolling_average,admissions_covid_confirmed_last_7_days_per_100_beds,admissions_covid_confirmed_week_over_week_percent_change,percent_adult_inpatient_beds_used_confirmed_covid,percent_adult_inpatient_beds_used_confirmed_covid_week_over_week_absolute_change,hospitals_included_in_percent_adult_inpatient_beds_used_confirmed_covid,percent_adult_icu_beds_used_confirmed_covid,percent_adult_icu_beds_used_confirmed_covid_week_over_week_absolute_change,hospitals_included_in_percent_adult_icu_beds_used_confirmed_covid,cbsa_daily_cli_7_day_rolling_average,cbsa_daily_cli_percentage_7_day_rolling_average,cbsa_daily_ili_7_day_rolling_average,cbsa_daily_ili_percentage_7_day_rolling_average,date,report_date_window_start,report_date_window_end,community_transmission_level
53001,WA,,,Adams County,-100.0,0.0,,0.0,,,,,,,,1.71,0.0,,,,,,,,,,,,,,,,,,,2020-05-23,2020-05-17,2020-05-23,
53001,WA,,,Adams County,-100.0,0.0,,0.0,,,,,,,,1.86,0.0,,,,,,,,,,,,,,,,,,,2020-05-19,2020-05-13,2020-05-19,
53001,WA,,,Adams County,-100.0,0.0,,0.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,2020-05-20,2020-05-14,2020-05-20,
53001,WA,,,Adams County,-100.0,0.0,,0.0,,,,,,,,2.14,0.0,,,,,,,,,,,,,,,,,,,2020-05-22,2020-05-16,2020-05-22,
53001,WA,,,Adams County,-100.0,0.0,,0.0,,,,,,,,2.29,0.0,,,,,,,,,,,,,,,,,,,2020-05-21,2020-05-15,2020-05-21,
53001,WA,,,Adams County,-69.23,0.57,,0.0,,,,,,,,3.57,10.71,,,,,,,,,,,,,,,,,,,2020-04-20,2020-04-14,2020-04-20,
53001,WA,,,Adams County,-69.23,0.57,,0.0,,,,,,,,5.0,16.88,,,,,,,,,,,,,,,,,,,2020-04-18,2020-04-12,2020-04-18,
53001,WA,,,Adams County,-66.67,0.29,,0.0,,,,,,,,2.57,2.78,,,,,,,,,,,,,,,,,,,2020-04-30,2020-04-24,2020-04-30,
53001,WA,,,Adams County,-66.67,0.29,,0.0,,,,,,,,2.71,2.78,,,,,,,,,,,,,,,,,,,2020-05-02,2020-04-26,2020-05-02,
53001,WA,,,Adams County,-63.64,0.57,,0.0,,,,,,,,3.71,14.29,,,,,,,,,,,,,,,,,,,2020-04-19,2020-04-13,2020-04-19,
53001,WA,,,Adams County,-60.0,0.29,,0.0,,,,,,,,2.86,2.78,,,,,,,,,,,,,,,,,,,2020-05-01,2020-04-25,2020-05-01,
53001,WA,,,Adams County,-60.0,0.29,,0.0,,,,,,,,2.86,2.78,,,,,,,,,,,,,,,,,,,2020-05-03,2020-04-27,2020-05-03,
53001,WA,,,Adams County,-60.0,0.57,,0.0,,,,,,,,3.86,17.86,,,,,,,,,,,,,,,,,,,2020-04-21,2020-04-15,2020-04-21,
53001,WA,,,Adams County,-55.56,0.57,,0.0,,,,,,,,3.43,17.86,,,,,,,,,,,,,,,,,,,2020-04-22,2020-04-16,2020-04-22,
53001,WA,,,Adams County,-50.0,0.14,,0.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,2020-05-15,2020-05-09,2020-05-15,
53001,WA,,,Adams County,-50.0,0.14,,0.0,,,,,,,,1.29,0.0,,,,,,,,,,,,,,,,,,,2020-05-14,2020-05-08,2020-05-14,
53001,WA,,,Adams County,-50.0,0.14,,0.0,,,,,,,,1.86,0.0,,,,,,,,,,,,,,,,,,,2020-05-13,2020-05-07,2020-05-13,
53001,WA,,,Adams County,-50.0,0.14,,0.0,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,2020-05-11,2020-05-05,2020-05-11,
53001,WA,,,Adams County,-50.0,0.14,,0.0,,,,,,,,2.29,8.33,,,,,,,,,,,,,,,,,,,2020-05-09,2020-05-03,2020-05-09,
53001,WA,,,Adams County,-50.0,0.14,,0.0,,,,,,,,2.29,8.33,,,,,,,,,,,,,,,,,,,2020-05-10,2020-05-04,2020-05-10,
53001,WA,,,Adams County,-50.0,0.29,,0.0,,,,,,,,3.29,11.11,,,,,,,,,,,,,,,,,,,2020-05-06,2020-04-30,2020-05-06,
53001,WA,,,Adams County,-50.0,0.71,,0.0,,,,,,,,4.29,10.71,,,,,,,,,,,,,,,,,,,2020-04-24,2020-04-18,2020-04-24,
53001,WA,,,Adams County,-42.11,1.57,,0.0,,,,,,,,9.86,16.82,,,,,,,,,,,,,,,,,,,2020-04-12,2020-04-06,2020-04-12,
53001,WA,,,Adams County,-41.18,1.43,,0.0,,,,,,,,6.86,15.52,,,,,,,,,,,,,,,,,,,2020-04-09,2020-04-03,2020-04-09,
53001,WA,,,Adams County,-40.0,1.29,,0.0,,,,,,,,9.0,15.41,,,,,,,,,,,,,,,,,,,2020-04-15,2020-04-09,2020-04-15,
53001,WA,,,Adams County,-37.5,1.43,,0.0,,,,,,,,9.71,18.01,,,,,,,,,,,,,,,,,,,2020-04-14,2020-04-08,2020-04-14,
53001,WA,,,Adams County,-33.33,0.29,,0.0,,,,,,,,3.0,11.11,,,,,,,,,,,,,,,,,,,2020-05-04,2020-04-28,2020-05-04,
53001,WA,,,Adams County,-33.33,0.29,,0.0,,,,,,,,3.0,11.11,,,,,,,,,,,,,,,,,,,2020-05-05,2020-04-29,2020-05-05,
53001,WA,,,Adams County,-33.33,0.86,,0.0,,,,,,,,4.57,10.71,,,,,,,,,,,,,,,,,,,2020-04-23,2020-04-17,2020-04-23,
53001,WA,,,Adams County,-33.33,1.43,,0.0,,,,,,,,8.43,17.99,,,,,,,,,,,,,,,,,,,2020-04-10,2020-04-04,2020-04-10,
53001,WA,,,Adams County,-31.58,1.86,,0.0,,,,,,,,9.57,18.01,,,,,,,,,,,,,,,,,,,2020-04-13,2020-04-07,2020-04-13,
53001,WA,,,Adams County,-27.78,1.86,,0.0,,,,,,,,8.57,14.22,,,,,,,,,,,,,,,,,,,2020-04-11,2020-04-05,2020-04-11,
53001,WA,,,Adams County,-25.0,0.43,,0.0,,,,,,,,3.29,0.0,,,,,,,,,,,,,,,,,,,2020-04-28,2020-04-22,2020-04-28,
