fips_code,state,state_name,cbsa_code,county,new_cases_week_over_week_percent_change,new_cases_7_day_rolling_average,new_cases_per_100k_7_day_rolling_average,new_deaths_7_day_rolling_average,new_deaths_week_over_week_percent_change,new_deaths_per_100k_7_day_rolling_average,daily_cli_7_day_rolling_average,daily_cli_percentage_7_day_rolling_average,daily_ili_7_day_rolling_average,daily_ili_percentage_7_day_rolling_average,new_test_results_reported,new_test_results_reported_7_day_rolling_average,percent_new_test_results_reported_positive_7_day_rolling_average,percent_positive_7_day,total_test_results_reported_week_over_week_count_change,testing_suppressed,total_hospitals_reporting,admissions_covid_confirmed_last_7_days,admissions_covid_confirmed_7_day_rolling_average,admissions_covid_confirmed_last_7_days_per_100_beds,admissions_covid_confirmed_week_over_week_percent_change,percent_adult_inpatient_beds_used_confirmed_covid,percent_adult_inpatient_beds_used_confirmed_covid_week_over_week_absolute_change,hospitals_included_in_percent_adult_inpatient_beds_used_confirmed_covid,percent_adult_icu_beds_used_confirmed_covid,percent_adult_icu_beds_used_confirmed_covid_week_over_week_absolute_change,hospitals_included_in_percent_adult_icu_beds_used_confirmed_covid,cbsa_daily_cli_7_day_rolling_average,cbsa_daily_cli_percentage_7_day_rolling_average,cbsa_daily_ili_7_day_rolling_average,cbsa_daily_ili_percentage_7_day_rolling_average,date,report_date_window_start,report_date_window_end,community_transmission_level
25001,MA,,,Barnstable County,-64.96,5.86,,1.14,,,,,,,,262.29,4.18,,,,,,,,,,,,,,,,,,,2020-05-30,2020-05-24,2020-05-30,
25001,MA,,,Barnstable County,-63.87,6.14,,1.0,,,,,,,,265.57,3.96,,,,,,,,,,,,,,,,,,,2020-05-31,2020-05-25,2020-05-31,
25001,MA,,,Barnstable County,-61.67,6.57,,1.71,,,,,,,,222.57,3.61,,,,,,,,,,,,,,,,,,,2020-05-29,2020-05-23,2020-05-29,
25001,MA,,,Barnstable County,-49.07,15.57,,1.0,,,,,,,,121.71,16.44,,,,,,,,,,,,,,,,,,,2020-04-14,2020-04-08,2020-04-14,
25001,MA,,,Barnstable County,-43.33,17.0,,1.43,,,,,,,,126.43,14.89,,,,,,,,,,,,,,,,,,,2020-04-13,2020-04-07,2020-04-13,
25001,MA,,,Barnstable County,-39.13,14.0,,3.57,,,,,,,,353.14,5.99,,,,,,,,,,,,,,,,,,,2020-05-14,2020-05-08,2020-05-14,
25001,MA,,,Barnstable County,-36.31,15.29,,1.0,,,,,,,,132.43,17.84,,,,,,,,,,,,,,,,,,,2020-04-15,2020-04-09,2020-04-15,
25001,MA,,,Barnstable County,-34.25,17.0,,2.86,,,,,,,,325.14,8.16,,,,,,,,,,,,,,,,,,,2020-05-09,2020-05-03,2020-05-09,
25001,MA,,,Barnstable County,-34.16,15.14,,0.86,,,,,,,,127.43,18.07,,,,,,,,,,,,,,,,,,,2020-04-16,2020-04-10,2020-04-16,
25001,MA,,,Barnstable County,-32.79,11.71,,3.57,,,,,,,,301.43,5.76,,,,,,,,,,,,,,,,,,,2020-05-17,2020-05-11,2020-05-17,
25001,MA,,,Barnstable County,-32.26,12.0,,3.29,,,,,,,,285.43,5.51,,,,,,,,,,,,,,,,,,,2020-05-19,2020-05-13,2020-05-19,
25001,MA,,,Barnstable County,-30.06,16.29,,3.71,,,,,,,,313.71,7.2,,,,,,,,,,,,,,,,,,,2020-05-11,2020-05-05,2020-05-11,
25001,MA,,,Barnstable County,-29.91,21.43,,1.0,,,,,,,,133.29,23.78,,,,,,,,,,,,,,,,,,,2020-04-10,2020-04-04,2020-04-10,
25001,MA,,,Barnstable County,-29.89,17.43,,3.0,,,,,,,,321.14,7.84,,,,,,,,,,,,,,,,,,,2020-05-10,2020-05-04,2020-05-10,
25001,MA,,,Barnstable County,-29.82,11.43,,3.14,,,,,,,,308.29,5.75,,,,,,,,,,,,,,,,,,,2020-05-18,2020-05-12,2020-05-18,
25001,MA,,,Barnstable County,-27.33,15.57,,1.0,,,,,,,,116.86,19.22,,,,,,,,,,,,,,,,,,,2020-04-17,2020-04-11,2020-04-17,
25001,MA,,,Barnstable County,-27.21,14.14,,3.57,,,,,,,,356.57,5.38,,,,,,,,,,,,,,,,,,,2020-05-15,2020-05-09,2020-05-15,
25001,MA,,,Barnstable County,-26.67,15.71,,0.71,,,,,,,,119.29,19.86,,,,,,,,,,,,,,,,,,,2020-04-18,2020-04-12,2020-04-18,
25001,MA,,,Barnstable County,-26.45,16.29,,3.43,,,,,,,,343.86,6.84,,,,,,,,,,,,,,,,,,,2020-05-13,2020-05-07,2020-05-13,
25001,MA,,,Barnstable County,-25.46,23.0,,1.29,,,,,,,,123.29,25.34,,,,,,,,,,,,,,,,,,,2020-04-09,2020-04-03,2020-04-09,
25001,MA,,,Barnstable County,-24.56,12.29,,2.71,,,,,,,,232.86,7.18,,,,,,,,,,,,,,,,,,,2020-05-20,2020-05-14,2020-05-20,
25001,MA,,,Barnstable County,-23.86,21.43,,1.29,,,,,,,,137.71,20.76,,,,,,,,,,,,,,,,,,,2020-04-11,2020-04-05,2020-04-11,
25001,MA,,,Barnstable County,-23.53,13.0,,3.43,,,,,,,,290.29,5.6,,,,,,,,,,,,,,,,,,,2020-05-16,2020-05-10,2020-05-16,
25001,MA,,,Barnstable County,-22.61,22.0,,1.43,,,,,,,,131.29,18.06,,,,,,,,,,,,,,,,,,,2020-04-12,2020-04-06,2020-04-12,
25001,MA,,,Barnstable County,-17.65,24.0,,1.14,,,,,,,,120.0,25.15,,,,,,,,,,,,,,,,,,,2020-04-08,2020-04-02,2020-04-08,
25001,MA,,,Barnstable County,-17.28,19.14,,2.57,,,,,,,,258.14,9.19,,,,,,,,,,,,,,,,,,,2020-04-27,2020-04-21,2020-04-27,
25001,MA,,,Barnstable County,-16.78,17.71,,3.57,,,,,,,,333.0,6.88,,,,,,,,,,,,,,,,,,,2020-05-12,2020-05-06,2020-05-12,
25001,MA,,,Barnstable County,-15.31,11.86,,2.43,,,,,,,,194.71,10.93,,,,,,,,,,,,,,,,,,,2020-05-21,2020-05-15,2020-05-21,
25001,MA,,,Barnstable County,-14.94,18.71,,0.71,,,,,,,,126.14,22.97,,,,,,,,,,,,,,,,,,,2020-04-19,2020-04-13,2020-04-19,
25001,MA,,,Barnstable County,-12.26,19.43,,2.29,,,,,,,,293.14,8.39,,,,,,,,,,,,,,,,,,,2020-05-08,2020-05-02,2020-05-08,
25001,MA,,,Barnstable County,-10.92,22.14,,1.86,,,,,,,,292.14,9.99,,,,,,,,,,,,,,,,,,,2020-05-01,2020-04-25,2020-05-01,
25001,MA,,,Barnstable County,-6.33,21.14,,2.43,,,,,,,,260.0,9.02,,,,,,,,,,,,,,,,,,,2020-04-28,2020-04-22,2020-04-28,
25001,MA,,,Barnstable County,-5.49,22.14,,2.14,,,,,,,,322.0,8.92,,,,,,,,,,,,,,,,,,,2020-05-06,2020-04-30,2020-05-06,
25001,MA,,,Barnstable County,-3.8,21.71,,2.14,,,,,,,,267.43,10.12,,,,,,,,,,,,,,,,,,,2020-04-30,2020-04-24,2020-04-30,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-01-22,2020-01-16,2020-01-22,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-01-23,2020-01-17,2020-01-23,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-01-24,2020-01-18,2020-01-24,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-01-25,2020-01-19,2020-01-25,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-01-26,2020-01-20,2020-01-26,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-01-27,2020-01-21,2020-01-27,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-01-28,2020-01-22,2020-01-28,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-01-29,2020-01-23,2020-01-29,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-01-30,2020-01-24,2020-01-30,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-01-31,2020-01-25,2020-01-31,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-01,2020-01-26,2020-02-01,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-02,2020-01-27,2020-02-02,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-03,2020-01-28,2020-02-03,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-04,2020-01-29,2020-02-04,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-05,2020-01-30,2020-02-05,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-06,2020-01-31,2020-02-06,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-07,2020-02-01,2020-02-07,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-08,2020-02-02,2020-02-08,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-09,2020-02-03,2020-02-09,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-10,2020-02-04,2020-02-10,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-11,2020-02-05,2020-02-11,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-12,2020-02-06,2020-02-12,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-13,2020-02-07,2020-02-13,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-14,2020-02-08,2020-02-14,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-15,2020-02-09,2020-02-15,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-16,2020-02-10,2020-02-16,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-17,2020-02-11,2020-02-17,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-18,2020-02-12,2020-02-18,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-19,2020-02-13,2020-02-19,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-20,2020-02-14,2020-02-20,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-21,2020-02-15,2020-02-21,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-22,2020-02-16,2020-02-22,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-23,2020-02-17,2020-02-23,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-24,2020-02-18,2020-02-24,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-25,2020-02-19,2020-02-25,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-26,2020-02-20,2020-02-26,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-27,2020-02-21,2020-02-27,
25001,MA,,,Barnstable County,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2020-02-28,2020-02-22,2020-02-28,
