fips_code,state,state_name,cbsa_code,county,new_cases_week_over_week_percent_change,new_cases_7_day_rolling_average,new_cases_per_100k_7_day_rolling_average,new_deaths_7_day_rolling_average,new_deaths_week_over_week_percent_change,new_deaths_per_100k_7_day_rolling_average,daily_cli_7_day_rolling_average,daily_cli_percentage_7_day_rolling_average,daily_ili_7_day_rolling_average,daily_ili_percentage_7_day_rolling_average,new_test_results_reported,new_test_results_reported_7_day_rolling_average,percent_new_test_results_reported_positive_7_day_rolling_average,percent_positive_7_day,total_test_results_reported_week_over_week_count_change,testing_suppressed,total_hospitals_reporting,admissions_covid_confirmed_last_7_days,admissions_covid_confirmed_7_day_rolling_average,admissions_covid_confirmed_last_7_days_per_100_beds,admissions_covid_confirmed_week_over_week_percent_change,percent_adult_inpatient_beds_used_confirmed_covid,percent_adult_inpatient_beds_used_confirmed_covid_week_over_week_absolute_change,hospitals_included_in_percent_adult_inpatient_beds_used_confirmed_covid,percent_adult_icu_beds_used_confirmed_covid,percent_adult_icu_beds_used_confirmed_covid_week_over_week_absolute_change,hospitals_included_in_percent_adult_icu_beds_used_confirmed_covid,cbsa_daily_cli_7_day_rolling_average,cbsa_daily_cli_percentage_7_day_rolling_average,cbsa_daily_ili_7_day_rolling_average,cbsa_daily_ili_percentage_7_day_rolling_average,date,report_date_window_start,report_date_window_end,community_transmission_level
11001,DC,,,District of Columbia,-36.89,92.14,,6.0,,,,,,,,948.57,11.96,,,,,,,,,,,,,,,,,,,2020-05-29,2020-05-23,2020-05-29,
11001,DC,,,District of Columbia,-33.82,90.29,,4.0,,,,,,,,855.43,10.03,,,,,,,,,,,,,,,,,,,2020-06-01,2020-05-26,2020-06-01,
11001,DC,,,District of Columbia,-33.08,100.57,,5.86,,,,,,,,1024.29,13.19,,,,,,,,,,,,,,,,,,,2020-05-28,2020-05-22,2020-05-28,
11001,DC,,,District of Columbia,-32.25,121.57,,8.57,,,,,,,,1165.14,19.73,,,,,,,,,,,,,,,,,,,2020-05-17,2020-05-11,2020-05-17,
11001,DC,,,District of Columbia,-29.99,98.71,,4.86,,,,,,,,857.0,10.56,,,,,,,,,,,,,,,,,,,2020-05-31,2020-05-25,2020-05-31,
11001,DC,,,District of Columbia,-27.97,134.29,,9.14,,,,,,,,978.71,19.22,,,,,,,,,,,,,,,,,,,2020-05-16,2020-05-10,2020-05-16,
11001,DC,,,District of Columbia,-27.73,125.86,,9.14,,,,,,,,1255.71,19.62,,,,,,,,,,,,,,,,,,,2020-05-18,2020-05-12,2020-05-18,
11001,DC,,,District of Columbia,-21.68,138.86,,9.14,,,,,,,,952.71,19.69,,,,,,,,,,,,,,,,,,,2020-05-15,2020-05-09,2020-05-15,
11001,DC,,,District of Columbia,-18.72,107.29,,5.0,,,,,,,,945.86,11.67,,,,,,,,,,,,,,,,,,,2020-05-30,2020-05-24,2020-05-30,
11001,DC,,,District of Columbia,-18.71,154.57,,10.43,,,,,,,,966.14,20.61,,,,,,,,,,,,,,,,,,,2020-05-14,2020-05-08,2020-05-14,
11001,DC,,,District of Columbia,-18.4,135.57,,9.14,,,,,,,,1268.71,19.12,,,,,,,,,,,,,,,,,,,2020-05-19,2020-05-13,2020-05-19,
11001,DC,,,District of Columbia,-17.12,160.43,,12.29,,,,,,,,960.29,20.92,,,,,,,,,,,,,,,,,,,2020-05-13,2020-05-07,2020-05-13,
11001,DC,,,District of Columbia,-13.89,138.14,,8.14,,,,,,,,1267.14,18.89,,,,,,,,,,,,,,,,,,,2020-05-20,2020-05-14,2020-05-20,
11001,DC,,,District of Columbia,-13.85,128.0,,11.14,,,,,,,,648.29,25.28,,,,,,,,,,,,,,,,,,,2020-04-28,2020-04-22,2020-04-28,
11001,DC,,,District of Columbia,-12.42,166.14,,10.29,,,,,,,,950.14,22.2,,,,,,,,,,,,,,,,,,,2020-05-12,2020-05-06,2020-05-12,
11001,DC,,,District of Columbia,-11.58,122.14,,5.43,,,,,,,,992.71,13.68,,,,,,,,,,,,,,,,,,,2020-05-27,2020-05-21,2020-05-27,
11001,DC,,,District of Columbia,-11.36,108.14,,7.14,,,,,,,,558.86,28.18,,,,,,,,,,,,,,,,,,,2020-04-15,2020-04-09,2020-04-15,
11001,DC,,,District of Columbia,-10.8,128.57,,11.14,,,,,,,,686.0,25.22,,,,,,,,,,,,,,,,,,,2020-04-29,2020-04-23,2020-04-29,
11001,DC,,,District of Columbia,-9.63,116.57,,9.14,,,,,,,,541.0,26.93,,,,,,,,,,,,,,,,,,,2020-04-17,2020-04-11,2020-04-17,
11001,DC,,,District of Columbia,-8.27,137.86,,11.43,,,,,,,,643.71,25.51,,,,,,,,,,,,,,,,,,,2020-04-27,2020-04-21,2020-04-27,
11001,DC,,,District of Columbia,-5.16,128.57,,5.71,,,,,,,,1022.57,14.83,,,,,,,,,,,,,,,,,,,2020-05-26,2020-05-20,2020-05-26,
11001,DC,,,District of Columbia,-4.94,118.14,,8.43,,,,,,,,552.14,27.62,,,,,,,,,,,,,,,,,,,2020-04-16,2020-04-10,2020-04-16,
11001,DC,,,District of Columbia,-4.85,137.43,,12.14,,,,,,,,742.29,25.83,,,,,,,,,,,,,,,,,,,2020-04-30,2020-04-24,2020-04-30,
11001,DC,,,District of Columbia,-4.62,174.14,,10.0,,,,,,,,967.29,21.72,,,,,,,,,,,,,,,,,,,2020-05-11,2020-05-05,2020-05-11,
11001,DC,,,District of Columbia,-2.77,150.29,,7.71,,,,,,,,1271.29,18.51,,,,,,,,,,,,,,,,,,,2020-05-21,2020-05-15,2020-05-21,
11001,DC,,,District of Columbia,-1.7,132.0,,7.43,,,,,,,,1282.29,17.83,,,,,,,,,,,,,,,,,,,2020-05-23,2020-05-17,2020-05-23,
