state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
MS,8,96,2,11,93,2,7,104,8653,106,5711,106,422,104,53,106,27,104,2,104,8,104,632,106,129,104,107,106,402,104,327,106,20,104,7,104,843,106,0.660002311337108,106,5711,8653,0.074531967502649,104,422,5662,0.049184149184149,104,422,8580,0.156743620899149,104,129,823,0.749703440094899,106,632,843,2021/07/13,,1,106,6,106,11,106,5,106,7,106,7,106,7,106,8,106,1,106,1,104,2,104,6,104,2,104,4,104,4,104,4,104,4,104,0,104,4,104
MT,4,62,1,4,62,1,0,66,3168,67,2121,67,63,66,12,67,10,66,2,66,2,66,149,67,16,66,16,67,62,66,62,67,1,66,0,66,225,67,0.669507575757576,67,2121,3168,0.02991452991453,66,63,2106,0.020070086014654,66,63,3139,0.073059360730594,66,16,219,0.662222222222222,67,149,225,2021/07/13,,0,67,2,67,1,67,1,67,1,67,4,67,1,67,2,67,0,67,0,66,0,66,0,66,3,66,1,66,1,66,4,66,1,66,0,66,1,66
NC,5,113,13,5,113,13,22,127,23744,131,18138,131,572,127,93,131,114,127,2,127,7,127,1811,131,166,127,162,131,552,127,502,131,20,127,7,127,2381,131,0.763898247978437,131,18138,23744,0.031832600589905,127,572,17969,0.024363233665559,127,572,23478,0.071644367716875,127,166,2317,0.760604787904242,131,1811,2381,2021/07/13,,3,131,5,131,12,131,17,131,17,131,13,131,17,131,9,131,0,131,1,127,9,127,13,127,5,127,21,127,28,127,15,127,22,127,0,127,12,127
ND,10,39,1,10,39,1,7,49,2437,50,1618,50,33,49,1,50,11,49,0,49,1,49,114,50,7,49,5,50,32,49,14,50,1,49,0,49,199,50,0.663931062782109,50,1618,2437,0.020560747663551,49,33,1605,0.013687266694318,49,33,2411,0.035897435897436,49,7,195,0.57286432160804,50,114,199,2021/07/13,,0,50,0,50,0,50,0,50,0,50,1,50,0,50,0,50,0,50,0,49,2,49,1,49,1,49,2,49,2,49,2,49,1,49,0,49,0,49
NE,10,89,1,15,84,1,0,99,4662,100,3039,100,106,99,12,100,8,99,0,99,0,99,358,100,28,99,27,100,105,99,97,100,1,99,1,99,575,100,0.651866151866152,100,3039,4662,0.035262807717898,99,106,3006,0.02311382468382,99,106,4586,0.049733570159858,99,28,563,0.622608695652174,100,358,575,2021/07/13,,0,100,1,100,1,100,3,100,1,100,1,100,5,100,0,100,0,100,0,99,0,99,1,99,1,99,2,99,1,99,2,99,1,99,0,99,0,99
NH,2,24,4,2,24,4,0,30,3144,30,2202,30,21,30,4,30,5,30,0,30,0,30,182,30,6,30,6,30,20,30,17,30,1,30,0,30,284,30,0.700381679389313,30,2202,3144,0.009536784741144,30,21,2202,0.006679389312977,30,21,3144,0.02112676056338,30,6,284,0.640845070422535,30,182,284,2021/07/13,,0,30,0,30,1,30,1,30,1,30,0,30,1,30,0,30,0,30,0,30,1,30,1,30,1,30,0,30,0,30,1,30,1,30,0,30,0,30
NJ,6,75,14,6,74,15,19,94,24326,95,16540,95,344,94,51,95,121,94,2,94,2,94,1275,95,46,94,40,95,333,94,263,95,11,94,7,94,3050,95,0.679930938090932,95,16540,24326,0.02086492387942,94,344,16487,0.014184397163121,94,344,24252,0.015161502966381,94,46,3034,0.418032786885246,95,1275,3050,2021/07/13,,0,95,3,95,7,95,7,95,9,95,7,95,8,95,6,95,4,95,0,94,2,94,5,94,6,94,9,94,7,94,15,94,16,94,61,94,3,94
NM,16,37,1,17,36,1,1,51,4352,54,2834,51,94,51,12,54,19,53,0,51,0,53,303,51,35,51,36,52,90,51,88,52,4,51,1,51,432,54,0.669343410486538,51,2834,4234,0.033910533910534,50,94,2772,0.022617901828681,51,94,4156,0.087281795511222,51,35,401,0.726618705035971,51,303,417,2021/07/13,,0,52,0,51,0,51,0,51,5,51,4,51,1,51,2,52,0,52,1,51,4,50,2,50,1,50,3,50,6,50,2,50,0,50,0,51,0,51
NV,0,11,52,0,11,52,28,61,8727,63,7023,63,838,61,108,63,70,61,0,61,0,61,694,63,177,61,180,63,832,61,776,63,6,61,13,61,890,63,0.80474389824682,63,7023,8727,0.121273516642547,61,838,6910,0.09780578898226,61,838,8568,0.21351025331725,61,177,829,0.779775280898876,63,694,890,2021/07/13,,0,63,6,63,15,63,24,63,16,63,27,63,13,63,7,63,0,63,2,61,5,61,9,61,10,61,7,61,13,61,16,61,8,61,0,61,11,61
NY,3,195,9,4,194,9,70,198,52310,207,38980,207,769,198,68,207,135,198,0,198,17,198,3306,207,136,198,97,207,737,198,387,207,32,198,3,198,5317,207,0.745173007073217,207,38980,52310,0.019894448181301,198,769,38654,0.014868522815159,198,769,51720,0.026128722382325,198,136,5205,0.621779198796314,207,3306,5317,2021/07/13,,0,207,8,207,12,207,3,207,15,207,11,207,10,207,8,207,1,207,0,198,15,198,16,198,10,198,20,198,27,198,21,198,21,198,5,197,6,198
