state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,28063,181,21845,197,1083,207,2546,162,244,179,3323,158,0.738231835512953,181,20717,28063,0.0447699702449073,197,978,21845,0.03399493995652639,181,954,28063,0.06602351522460054,152,219,3317,0.7876712328767124,146,2415,3066,2020-08-25
PR,8528,66,5263,68,557,68,459,65,64,65,598,62,0.5838414634146342,66,4979,8528,0.10583317499524986,68,557,5263,0.06343808630393996,66,541,8528,0.10286677908937605,61,61,593,0.7048903878583473,60,418,593,2020-08-25
RI,1785,13,1961,13,75,13,130,13,7,13,158,13,1.0985994397759105,13,1961,1785,0.0382457929627741,13,75,1961,0.04201680672268908,13,75,1785,0.04430379746835443,13,7,158,0.8227848101265823,13,130,158,2020-08-25
SC,10240,81,8347,81,964,81,953,76,239,77,1327,75,0.81513671875,81,8347,10240,0.11549059542350545,81,964,8347,0.094140625,81,964,10240,0.17709118311981914,75,235,1327,0.7151469480030144,75,949,1327,2020-08-25
SD,2231,50,1425,52,96,52,82,37,20,32,93,28,0.6324518153294487,50,1411,2231,0.06736842105263158,52,96,1425,0.043030031376064544,50,96,2231,0.13793103448275862,23,12,87,0.5903614457831325,27,49,83,2020-08-25
TN,17972,113,11460,109,1070,116,1498,108,323,110,1999,113,0.6904030363274896,107,11460,16599,0.07663206053140946,104,871,11366,0.05765755261470297,105,989,17153,0.16053858104609012,105,310,1931,0.8048113723346091,106,1472,1829,2020-08-25
TX,64781,541,45877,552,5590,556,5132,491,1816,501,6283,459,0.6935212485142248,541,44927,64781,0.12148736871984105,551,5564,45799,0.08470802863282881,540,5479,64681,0.2528035885933996,449,1578,6242,0.7771765080375617,459,4883,6283,2020-08-25
UT,5324,52,3138,53,163,53,325,44,48,43,546,41,0.5743801652892562,52,3058,5324,0.05194391332058636,53,163,3138,0.029864763335837714,52,159,5324,0.08791208791208792,40,48,546,0.5879120879120879,40,321,546,2020-08-25
VA,15238,81,9842,81,1011,88,803,78,196,80,1257,74,0.6458852867830424,81,9842,15238,0.09876041454988824,81,972,9842,0.06378789867436671,81,972,15238,0.14638027048528243,74,184,1257,0.6276849642004774,74,789,1257,2020-08-25
VI,188,2,106,2,9,2,13,2,4,2,20,2,0.5638297872340425,2,106,188,0.08490566037735849,2,9,106,0.047872340425531915,2,9,188,0.2,2,4,20,0.65,2,13,20,2020-08-25
VT,579,10,372,10,3,13,30,8,6,10,48,7,0.6424870466321243,10,372,579,0.005376344086021506,10,2,372,0.0034542314335060447,10,2,579,0.125,7,6,48,0.625,7,30,48,2020-08-25
WA,10154,82,9058,96,444,96,888,80,107,81,940,67,0.6210360449084105,82,6306,10154,0.04942669486808416,95,444,8983,0.03204683004266296,81,323,10079,0.0797872340425532,62,75,940,0.656989247311828,62,611,930,2020-08-25
WI,12155,127,7320,126,515,133,809,122,127,128,1474,126,0.6036117753772574,126,7320,12127,0.06721311475409836,126,492,7320,0.04055944055944056,127,493,12155,0.08616010854816825,126,127,1474,0.5499660095173351,122,809,1471,2020-08-25
MS,7745,94,5124,98,760,99,540,68,198,69,562,63,0.6491930277598451,94,5028,7745,0.1483216237314598,98,760,5124,0.09761136216914137,94,756,7745,0.3202846975088968,62,180,562,0.9181494661921709,63,516,562,2020-08-25
MT,2752,65,1855,62,101,52,119,31,25,45,194,41,0.7300215982721382,58,1690,2315,0.06121212121212121,52,101,1650,0.05043301069791136,48,99,1963,0.13450292397660818,33,23,171,0.6474358974358975,26,101,156,2020-08-25
NC,21404,116,16750,118,1399,119,1594,107,292,111,2237,103,0.7635488693702112,116,16343,21404,0.08245142002989536,117,1379,16725,0.06291220356424529,115,1345,21379,0.11488600804649084,103,257,2237,0.6991468343062416,102,1557,2227,2020-08-25
ND,2334,46,1599,47,118,47,111,45,19,47,102,42,0.68337617823479,46,1595,2334,0.07379612257661038,47,118,1599,0.050556983718937444,46,118,2334,0.08823529411764706,42,9,102,0.6176470588235294,42,63,102,2020-08-25
NE,4723,88,3003,89,218,88,352,67,58,61,610,66,0.6347660385348296,88,2998,4723,0.06706706706706707,86,201,2997,0.042884574354597825,85,201,4687,0.09555189456342669,57,58,607,0.610051993067591,63,352,577,2020-08-25
NH,3273,30,2166,30,36,30,146,27,6,28,275,26,0.6617781851512374,30,2166,3273,0.01662049861495845,30,36,2166,0.010999083409715857,30,36,3273,0.02181818181818182,26,6,275,0.52,26,143,275,2020-08-25
NJ,7262,31,6101,33,379,34,323,27,15,28,681,27,0.7642522721013495,31,5550,7262,0.060973610883461725,33,372,6101,0.04378958964472597,31,318,7262,0.022026431718061675,27,15,681,0.47430249632892807,27,323,681,2020-08-25
NM,3061,46,1948,45,89,45,232,41,25,42,337,42,0.6420566908371786,45,1948,3034,0.04779806659505908,44,89,1862,0.030251529571719917,45,89,2942,0.07507507507507508,41,25,333,0.6888217522658611,40,228,331,2020-08-25
NV,8272,61,6029,62,871,62,630,58,197,57,843,58,0.7215909090909091,61,5969,8272,0.14446840272018577,62,871,6029,0.09997582205029014,61,827,8272,0.23368920521945433,57,197,843,0.7473309608540926,58,630,843,2020-08-25
NY,42376,143,35353,147,1718,160,2860,119,246,129,4957,115,0.718498342018001,142,30335,42220,0.04505982519163862,147,1593,35353,0.033934302435340756,143,1438,42376,0.04146495474636919,109,197,4751,0.5718106995884774,109,2779,4860,2020-08-25
OH,30601,212,21574,212,1442,212,2686,195,360,191,3824,195,0.7050096402078363,212,21574,30601,0.06707288711102842,211,1442,21499,0.04728954186206671,211,1442,30493,0.0944386149003148,191,360,3812,0.7024058577405857,195,2686,3824,2020-08-25
OK,9250,122,5800,122,553,125,741,120,207,122,1118,119,0.6270270270270271,122,5800,9250,0.08206896551724138,122,476,5800,0.05145945945945946,122,476,9250,0.1806797853309481,119,202,1118,0.6627906976744186,119,741,1118,2020-08-25
OR,5084,51,4656,59,195,60,474,49,48,50,590,38,0.7242328874901652,51,3682,5084,0.04188144329896907,59,195,4656,0.03284815106215578,51,167,5084,0.06271186440677966,38,37,590,0.6254237288135593,38,369,590,2020-08-25
AK,1280,19,920,24,45,24,55,14,9,21,46,9,0.425,19,544,1280,0.04891304347826087,24,45,920,0.02265625,19,29,1280,0.045454545454545456,7,2,44,0.5,9,23,46,2020-08-25
AL,14978,111,10867,111,1251,104,1245,110,407,103,1464,110,0.7255307784750968,111,10867,14978,0.11718972219588508,103,1236,10547,0.08493094207379921,103,1236,14553,0.2803030303030303,102,407,1452,0.8504098360655737,110,1245,1464,2020-08-25
AR,8573,87,5829,89,562,90,675,75,194,74,921,71,0.6780590225125394,87,5813,8573,0.09641447932750043,89,562,5829,0.06555464831447567,87,562,8573,0.1986970684039088,68,183,921,0.7176981541802389,71,661,921,2020-08-25
AZ,11855,79,9405,88,866,90,831,63,254,69,1360,54,0.6587937579080557,78,7810,11855,0.0911217437533227,88,857,9405,0.0621678616617461,79,737,11855,0.13897058823529412,52,189,1360,0.5036764705882353,54,685,1360,2020-08-25
CA,63184,383,45476,384,5383,397,5261,365,1396,365,7211,365,0.7175867308179286,383,45340,63184,0.11327031969506687,383,5141,45387,0.08149580711126611,382,5141,63083,0.19359312161974762,362,1396,7211,0.7295798086257107,364,5261,7211,2020-08-25
CO,9429,81,6156,84,249,98,558,65,80,77,923,57,0.650546187294517,81,6134,9429,0.032975958414554904,84,203,6156,0.021423268639304275,81,202,9429,0.06352683461117196,54,58,913,0.6244343891402715,56,552,884,2020-08-25
CT,8076,30,5836,30,177,31,485,28,23,29,1048,29,0.7226349678058445,30,5836,8076,0.030328992460589444,30,177,5836,0.021916790490341752,30,177,8076,0.02194656488549618,28,23,1048,0.4627862595419847,28,485,1048,2020-08-25
DC,3330,13,2707,13,139,13,246,11,25,11,344,11,0.8129129129129129,13,2707,3330,0.05134835611377909,13,139,2707,0.04174174174174174,13,139,3330,0.07267441860465117,11,25,344,0.7151162790697675,11,246,344,2020-08-25
DE,2498,11,1981,12,93,12,108,7,14,7,142,6,0.7570056044835869,11,1891,2498,0.046945986875315496,12,93,1981,0.03722978382706165,11,93,2498,0.09859154929577464,6,14,142,0.7605633802816901,6,108,142,2020-08-25
FL,74518,257,43274,257,5338,260,4697,243,1211,255,5903,243,0.5918011398750258,256,43092,72815,0.12076535564080049,257,5226,43274,0.0715397622051048,257,5331,74518,0.19027376296548207,241,1119,5881,0.7956971031678808,243,4697,5903,2020-08-25
GA,14337,117,11642,118,2891,143,1082,84,512,93,1227,79,0.8042276195142437,116,11490,14287,0.18192750386531523,118,2118,11642,0.1461951593778336,117,2096,14337,0.31306491372226786,73,381,1217,0.8484107579462102,78,1041,1227,2020-08-25
