state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
PA,20,201,6,25,196,6,35,221,32283,227,26638,227,2581,221,243,227,420,221,6,221,32,221,2860,227,580,221,529,227,2527,221,2197,227,54,221,31,221,3610,227,0.825140166651179,227,26638,32283,0.097787375918769,221,2581,26394,0.080909090909091,221,2581,31900,0.165572366542963,221,580,3503,0.792243767313019,227,2860,3610,2021/04/25,POINT (-77.838886 40.896694),5,224,7,224,20,225,33,224,41,225,48,224,44,225,37,226,8,216,0,217,17,218,42,218,29,219,61,218,90,219,99,219,76,218,6,208
PR,1,25,48,3,23,48,2,73,9802,74,5976,74,528,73,30,74,26,73,3,73,6,73,475,74,104,73,68,74,483,73,440,74,45,73,20,73,708,74,0.60967149561314,74,5976,9802,0.089857045609258,73,528,5876,0.054891360848321,73,528,9619,0.153618906942393,73,104,677,0.67090395480226,74,475,708,2021/04/25,POINT (-66.414655 18.215692),0,74,1,74,1,74,4,74,9,74,5,74,6,74,4,74,0,74,0,73,5,73,1,73,3,73,6,73,2,73,6,73,3,73,0,73
RI,4,9,2,4,9,2,7,14,2623,15,2358,15,187,14,9,15,0,14,0,14,0,14,145,15,32,14,34,15,186,14,150,15,1,14,1,14,184,15,0.898970644300419,15,2358,2623,0.080987440450411,14,187,2309,0.073448546739984,14,187,2546,0.193939393939394,14,32,165,0.78804347826087,15,145,184,2021/04/25,POINT (-71.534637 41.572574),0,15,0,15,4,15,0,15,1,15,3,15,1,15,0,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
SC,20,65,2,20,65,2,5,85,11532,87,9000,87,477,85,61,87,52,85,1,85,2,85,934,87,111,85,100,87,473,85,426,87,4,85,1,85,1329,87,0.780437044745057,87,9000,11532,0.053692030616839,85,477,8884,0.041963578780681,85,477,11367,0.086180124223602,85,111,1288,0.702784048156509,87,934,1329,2021/04/25,POINT (-80.864614 33.878572),0,87,1,87,7,87,12,87,19,87,9,87,9,87,4,87,0,82,1,85,2,85,3,85,1,85,10,85,14,85,10,85,7,85,4,80
SD,0,62,3,0,62,3,19,62,2819,65,1756,65,112,62,8,65,14,62,2,62,1,62,139,65,30,62,26,65,107,62,84,65,5,62,4,62,239,65,0.622915927633913,65,1756,2819,0.065230052417006,62,112,1717,0.040697674418605,62,112,2752,0.131578947368421,62,30,228,0.581589958158996,65,139,239,2021/04/25,POINT (-100.230491 44.43614),0,65,0,65,1,65,3,65,2,65,1,65,0,65,1,65,0,65,0,62,1,62,2,62,1,62,3,62,2,62,1,62,4,62,0,62
TN,11,91,41,28,74,41,14,102,20313,143,13485,129,836,102,90,102,60,102,1,102,5,102,1694,140,243,102,219,102,825,102,744,102,11,102,7,102,2389,143,0.702746365105008,129,13485,19189,0.068914351661034,102,836,12131,0.048983418292611,102,836,17067,0.109855334538879,102,243,2212,0.726415094339623,140,1694,2332,2021/04/25,POINT (-86.343226 35.842998),0,102,0,102,4,102,12,102,17,102,20,102,10,102,10,102,17,102,0,102,5,102,3,102,3,102,11,102,4,102,15,102,8,102,11,102
TX,97,486,13,125,458,13,73,591,69312,596,50671,596,3262,591,337,596,496,591,8,591,52,591,5785,596,931,591,850,596,3166,591,2640,596,96,591,42,591,7320,596,0.731056671283472,596,50671,69312,0.065174825174825,591,3262,50050,0.047589174994529,591,3262,68545,0.130282675622726,591,931,7146,0.790300546448087,596,5785,7320,2021/04/25,POINT (-99.317341 31.447238),3,596,28,596,45,596,46,596,58,596,66,596,43,596,27,596,21,596,7,590,38,589,42,590,62,589,82,590,96,590,84,590,60,590,25,591
UT,1,57,1,1,57,1,2,58,6213,59,3766,59,146,58,19,59,1,58,1,58,0,58,406,59,63,58,64,59,142,58,138,59,4,58,0,58,632,59,0.606148398519234,59,3766,6213,0.03921568627451,58,146,3723,0.023786249592701,58,146,6138,0.102605863192182,58,63,614,0.642405063291139,59,406,632,2021/04/25,POINT (-111.678222 39.323779),0,59,2,59,3,59,3,59,2,59,2,59,4,59,3,59,0,59,0,58,0,58,0,58,1,58,0,58,0,58,0,58,0,58,0,58
VA,15,80,9,21,74,9,24,101,18092,104,13653,104,913,101,95,104,200,101,5,101,22,101,1414,104,211,101,204,104,901,101,763,104,12,101,8,101,1961,104,0.754642936104356,104,13653,18092,0.067694817231408,101,913,13487,0.051194347874846,101,913,17834,0.110761154855643,101,211,1905,0.721060683324834,104,1414,1961,2021/04/25,POINT (-78.666382 37.510861),0,104,2,104,7,104,11,104,17,104,24,104,17,104,12,104,5,104,3,101,11,101,14,101,15,101,30,101,47,101,43,101,35,101,2,101
VI,2,0,0,2,0,0,0,2,168,2,89,2,3,2,0,2,0,2,0,2,0,2,8,2,2,2,2,2,3,2,3,2,0,2,0,2,20,2,0.529761904761905,2,89,168,0.033707865168539,2,3,89,0.017857142857143,2,3,168,0.1,2,2,20,0.4,2,8,20,2021/04/25,POINT (-64.840836 18.060868),0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
