state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
GA,23,120,23,26,116,24,6,163,22175,166,17200,166,594,163,98,166,72,163,4,163,30,163,2039,166,143,163,107,166,560,163,348,166,34,163,6,163,2714,166,0.77564825253664,166,17200,22175,0.034877576184605,163,594,17031,0.027139397816055,163,594,21887,0.053678678678679,163,143,2664,0.751289609432572,166,2039,2714,2021/06/28,,1,166,2,166,5,166,7,166,7,166,6,166,5,166,5,166,1,166,1,163,6,163,0,163,5,163,15,163,10,163,13,163,2,163,20,163,4,163
HI,1,20,4,1,20,4,0,25,2620,25,1823,25,45,25,2,25,14,25,0,25,0,25,125,25,14,25,11,25,42,25,37,25,3,25,2,25,216,25,0.695801526717557,25,1823,2620,0.024684585847504,25,45,1823,0.017175572519084,25,45,2620,0.064814814814815,25,14,216,0.578703703703704,25,125,216,2021/06/28,,0,25,0,25,0,25,0,25,0,25,0,25,2,25,0,25,0,25,0,25,0,25,2,25,0,25,2,25,4,25,4,25,2,25,0,25,1,25
IA,1,28,97,2,27,97,0,124,8029,126,5133,126,197,124,13,126,60,124,0,124,2,124,411,126,33,124,19,126,191,124,74,126,6,124,0,124,668,126,0.639307510275252,126,5133,8029,0.038932806324111,124,197,5060,0.024836106908724,124,197,7932,0.050847457627119,124,33,649,0.615269461077844,126,411,668,2021/06/28,,1,126,1,126,2,126,3,126,2,126,2,126,1,126,0,126,1,126,0,124,2,124,2,124,12,124,9,124,18,124,12,124,5,124,0,124,1,124
PA,23,196,6,29,190,6,8,219,30608,225,24965,225,456,219,42,225,262,219,1,212,14,212,2661,225,65,218,55,224,437,219,280,225,19,216,7,216,3669,225,0.815636434918975,225,24965,30608,0.018427965245504,219,456,24745,0.015086848635236,219,456,30225,0.018248175182482,218,65,3562,0.725265739983647,225,2661,3669,2021/06/28,,2,221,4,220,4,221,7,220,8,220,9,221,4,219,1,222,3,205,1,213,21,214,24,213,25,214,36,213,56,213,48,213,47,215,4,197,1,219
PR,0,10,56,0,10,56,0,65,9286,66,5919,66,50,65,2,66,13,65,1,65,8,65,461,66,8,65,8,66,33,65,17,66,17,65,2,65,655,66,0.637411156579798,66,5919,9286,0.008614748449345,65,50,5804,0.005498130635584,65,50,9094,0.012820512820513,65,8,624,0.70381679389313,66,461,655,2021/06/28,,0,66,1,66,0,66,0,66,0,66,0,66,1,66,0,66,0,66,1,65,2,65,1,65,1,65,2,65,1,65,5,65,0,65,0,65,2,65
RI,4,9,2,4,9,2,4,14,2522,15,2327,15,70,14,1,15,0,14,0,14,0,14,126,15,3,14,3,15,70,14,30,15,0,14,0,14,153,15,0.922680412371134,15,2327,2522,0.030782761653474,14,70,2274,0.028501628664495,14,70,2456,0.02158273381295,14,3,139,0.823529411764706,15,126,153,2021/06/28,,0,15,0,15,0,15,0,15,0,15,0,15,1,15,0,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,14
SC,19,63,5,19,63,5,0,85,10762,87,8280,87,110,85,13,87,22,85,0,85,1,85,778,87,29,85,23,87,109,85,88,87,1,85,0,85,1157,87,0.769373722356439,87,8280,10762,0.013472137170851,85,110,8165,0.010380296310276,85,110,10597,0.025985663082437,85,29,1116,0.672428694900605,87,778,1157,2021/06/28,,0,87,2,87,2,87,2,87,1,86,1,87,3,87,2,87,0,82,0,85,1,85,0,85,3,85,6,85,3,85,5,85,3,85,1,80,1,85
SD,0,62,3,0,62,3,0,62,2814,65,1576,65,21,62,4,65,5,62,0,62,0,62,117,65,6,62,5,65,21,62,11,65,0,62,0,62,234,65,0.560056858564321,65,1576,2814,0.013618677042802,62,21,1542,0.007644703312705,62,21,2747,0.026905829596413,62,6,223,0.5,65,117,234,2021/06/28,,0,65,2,65,1,65,0,65,0,65,0,65,1,65,0,65,0,65,0,62,0,62,1,62,0,62,1,62,1,62,1,62,1,62,0,62,0,62
TN,8,91,44,27,72,44,2,100,20373,143,13279,130,244,100,17,100,15,100,1,100,1,100,1673,140,74,100,67,100,238,100,198,100,6,100,5,100,2443,143,0.687532359946153,130,13279,19314,0.020016406890894,100,244,12190,0.013901549680948,100,244,17552,0.032613486117232,100,74,2269,0.694767441860465,140,1673,2408,2021/06/28,,0,100,2,100,3,100,2,100,4,100,0,100,1,100,1,100,4,100,0,100,0,100,6,100,0,100,3,100,3,100,2,100,0,100,1,100,2,100
TX,87,431,75,101,417,75,64,588,69179,593,50591,593,2001,588,233,593,373,588,6,588,57,588,5581,593,569,588,512,593,1943,588,1551,593,58,588,31,588,6790,593,0.73130574307232,593,50591,69179,0.040015198176219,588,2001,50006,0.029238142552383,588,2001,68438,0.085718589936728,588,569,6638,0.821944035346097,593,5581,6790,2021/06/28,,3,593,14,593,33,593,33,593,44,593,42,593,28,593,24,593,12,593,3,588,36,588,37,588,57,588,44,588,67,588,63,588,45,588,21,588,15,588
UT,1,50,9,1,50,9,0,59,6249,60,3915,60,235,59,46,60,7,59,1,59,0,59,418,60,87,59,86,60,230,59,222,60,5,59,0,59,636,60,0.626500240038406,60,3915,6249,0.060754912099276,59,235,3868,0.038099870298314,59,235,6168,0.140776699029126,59,87,618,0.657232704402516,60,418,636,2021/06/28,,0,60,7,60,6,60,11,60,2,60,7,60,7,60,4,60,2,60,0,59,0,59,1,59,1,59,0,59,3,59,2,59,0,59,0,59,0,59
VA,15,69,20,17,67,20,21,101,17951,104,13241,104,241,101,15,104,96,101,2,101,17,101,1230,104,57,101,50,104,234,101,162,104,7,101,4,101,1887,104,0.737619074146287,104,13241,17951,0.018405376508324,101,241,13094,0.013617357893547,101,241,17698,0.0310119695321,101,57,1838,0.651828298887122,104,1230,1887,2021/06/28,,0,104,1,104,1,104,2,104,1,104,4,104,3,104,2,104,1,104,1,101,8,101,10,101,4,101,10,101,22,101,22,101,19,101,0,101,6,101
VI,2,0,0,2,0,0,0,2,168,2,93,2,4,2,1,2,0,2,0,2,0,2,6,2,1,2,1,2,4,2,4,2,0,2,0,2,20,2,0.553571428571429,2,93,168,0.043010752688172,2,4,93,0.023809523809524,2,4,168,0.05,2,1,20,0.3,2,6,20,2021/06/28,,0,2,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2
VT,1,15,1,1,15,1,0,16,1258,17,882,17,4,16,0,17,5,16,0,16,0,16,76,17,2,16,2,17,4,16,4,17,0,16,0,16,105,17,0.701112877583466,17,882,1258,0.004672897196262,16,4,856,0.00327868852459,16,4,1220,0.020618556701031,16,2,97,0.723809523809524,17,76,105,2021/06/28,,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,16,1,16,0,16,0,16,1,16,0,16,2,16,1,16,0,16,0,16
WA,10,91,2,11,90,2,11,101,13341,103,10102,103,507,101,49,103,143,101,1,101,4,101,985,103,120,101,96,103,500,101,305,103,7,101,3,101,1311,103,0.757214601604078,103,10102,13341,0.050745671103994,101,507,9991,0.038380015140045,101,507,13210,0.093167701863354,101,120,1288,0.751334858886346,103,985,1311,2021/06/28,,0,103,2,103,7,103,5,103,9,103,7,102,15,102,4,102,0,103,0,101,19,101,21,101,11,101,17,101,15,101,20,101,15,101,25,101,1,101
WI,6,122,22,14,114,22,0,147,13364,150,8829,150,109,147,12,150,24,147,0,147,5,147,864,150,25,147,26,150,100,147,88,150,9,147,4,147,1604,150,0.660655492367555,150,8829,13364,0.01263768115942,147,109,8625,0.008316801464978,147,109,13106,0.01610824742268,147,25,1552,0.538653366583541,150,864,1604,2021/06/28,,0,150,1,150,1,150,1,150,2,150,3,150,3,150,1,150,0,150,0,147,0,147,1,147,5,147,5,147,5,147,2,147,6,147,0,147,2,147
MS,8,97,2,12,93,2,1,105,8745,107,5774,107,193,105,30,107,24,105,2,105,12,105,606,107,55,105,38,107,181,105,132,107,12,105,4,105,846,107,0.660263007432819,107,5774,8745,0.033741258741259,105,193,5720,0.022255535055351,105,193,8672,0.066585956416465,105,55,826,0.716312056737589,107,606,846,2021/06/28,,0,107,4,107,5,107,4,107,4,107,3,107,3,107,6,107,1,107,1,105,3,105,7,105,3,105,2,105,2,105,3,105,2,105,1,105,2,105
MT,5,61,1,5,61,1,0,66,3156,67,2091,67,49,66,7,67,11,66,0,66,3,66,127,67,14,66,14,67,46,66,43,67,3,66,0,66,226,67,0.66254752851711,67,2091,3156,0.023625843780135,66,49,2074,0.01566997121842,66,49,3127,0.063636363636364,66,14,220,0.561946902654867,67,127,226,2021/06/28,,0,67,0,67,0,67,0,67,0,67,3,67,3,67,1,67,0,67,0,66,0,66,2,66,1,66,1,66,2,66,2,66,3,66,0,66,1,66
NC,2,115,12,3,114,12,22,125,23386,129,17383,129,398,125,40,129,103,125,1,125,5,125,1786,129,105,125,96,129,380,125,326,129,18,125,4,125,2407,129,0.743307962028564,129,17383,23386,0.023146263448677,125,398,17195,0.01721900147097,125,398,23114,0.044814340588988,125,105,2343,0.742002492729539,129,1786,2407,2021/06/28,,1,129,1,129,2,129,3,129,11,129,8,129,8,129,6,129,0,129,1,125,2,125,11,125,11,125,25,125,16,125,20,125,17,125,0,125,30,125
ND,11,38,1,11,38,1,5,49,2438,50,1648,50,34,49,2,50,8,49,0,49,0,49,107,50,9,49,7,50,32,49,18,50,2,49,0,49,201,50,0.675963904840033,50,1648,2438,0.020884520884521,49,34,1628,0.014096185737977,49,34,2412,0.045685279187817,49,9,197,0.532338308457712,50,107,201,2021/06/28,,0,50,0,50,0,50,0,50,0,50,2,50,0,50,0,50,0,50,1,49,2,49,1,49,2,49,0,49,1,49,1,49,0,49,0,49,0,49
NE,11,89,2,15,85,2,1,101,4354,102,2894,101,53,101,9,102,9,101,0,101,0,101,346,102,16,101,15,102,51,101,43,102,2,101,1,101,566,102,0.66482885366414,101,2894,4353,0.01859649122807,100,53,2850,0.012388966806919,101,53,4278,0.028880866425993,101,16,554,0.6113074204947,102,346,566,2021/06/28,,0,102,1,102,1,102,1,102,1,102,0,102,3,102,2,102,0,102,0,101,0,101,1,101,0,101,0,101,3,101,1,101,4,101,0,101,0,101
NH,2,24,4,3,23,4,0,30,3135,30,2306,30,18,30,0,30,10,30,0,30,0,30,172,30,1,30,1,30,17,30,11,30,1,30,0,30,282,30,0.735566188197767,30,2306,3135,0.007805724197745,30,18,2306,0.005741626794258,30,18,3135,0.00354609929078,30,1,282,0.609929078014184,30,172,282,2021/06/28,,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,29,2,30,1,30,0,30,2,30,3,30,2,30,0,30,1,30
NJ,8,79,9,8,77,11,18,95,24441,96,16781,96,296,95,22,96,102,95,2,95,3,95,1222,96,40,95,36,96,292,95,233,96,4,95,1,95,3042,96,0.686592201628411,96,16781,24441,0.017677974199713,95,296,16744,0.012147576640538,95,296,24367,0.013218770654329,95,40,3026,0.401709401709402,96,1222,3042,2021/06/28,,0,96,0,96,0,96,3,96,8,96,4,96,3,96,1,96,3,95,0,95,3,95,4,95,3,95,8,95,8,95,6,95,7,95,63,94,5,95
NM,14,41,1,15,40,1,2,55,4341,56,3006,56,80,55,11,56,31,55,0,55,7,55,318,56,29,55,28,56,77,55,73,56,3,55,0,55,431,56,0.692467173462336,56,3006,4341,0.02708192281652,55,80,2954,0.018885741265345,55,80,4236,0.070904645476773,55,29,409,0.737819025522042,56,318,431,2021/06/28,,0,56,2,54,1,54,1,54,3,54,2,54,1,54,1,54,0,56,0,55,3,53,5,53,3,53,5,53,8,53,4,53,3,53,0,55,0,55
NV,0,15,48,1,14,48,22,61,8691,63,6421,63,463,61,85,63,68,61,2,61,1,61,790,63,92,61,92,63,453,61,415,63,10,61,21,61,862,63,0.738810263490968,63,6421,8691,0.073410496273981,61,463,6307,0.054342723004695,61,463,8520,0.114713216957606,61,92,802,0.916473317865429,63,790,862,2021/06/28,,0,63,4,63,15,63,8,63,21,63,13,63,17,63,7,63,0,63,0,61,5,61,4,61,14,61,7,61,18,61,7,61,13,61,0,61,4,61
NY,5,189,13,6,188,13,76,198,52552,207,38864,207,730,198,60,207,133,198,1,198,22,198,3252,207,123,198,96,207,693,198,390,207,37,198,6,198,5347,207,0.739534175673619,207,38864,52552,0.018932517246745,198,730,38558,0.014048998287177,198,730,51961,0.023522662076879,198,123,5229,0.608191509257528,207,3252,5347,2021/06/28,,3,207,6,207,8,207,5,207,4,207,8,207,11,207,14,207,1,206,1,198,13,198,14,198,10,198,15,198,29,198,25,198,23,198,3,197,7,198
OH,11,207,13,17,201,13,24,228,32448,231,23209,231,627,228,32,231,111,228,2,228,82,228,2645,231,107,228,71,231,554,228,249,231,73,228,8,228,4151,231,0.715267504930966,231,23209,32448,0.027207637231504,228,627,23045,0.019473864024599,228,627,32197,0.026123046875,228,107,4096,0.63719585642014,231,2645,4151,2021/06/28,,0,230,4,230,4,230,0,230,6,230,13,231,1,230,4,230,0,231,0,227,4,227,4,227,6,227,9,227,7,228,13,227,9,227,1,228,8,227
OK,31,109,2,33,107,2,6,140,9377,142,6627,142,207,140,31,142,48,140,2,140,0,140,635,142,46,140,42,142,180,140,155,142,27,140,22,140,846,142,0.706729231097366,142,6627,9377,0.031841255191509,140,207,6501,0.022470690403821,140,207,9212,0.057213930348259,140,46,804,0.750591016548463,142,635,846,2021/06/28,,0,142,4,142,3,142,2,142,6,142,10,142,4,142,1,142,1,142,0,140,8,140,4,140,5,140,8,140,5,140,10,140,8,140,0,140,1,140
OR,5,52,7,7,50,7,10,62,7128,64,5454,64,173,62,14,64,43,62,0,62,2,62,560,64,32,62,28,64,166,62,137,64,7,62,3,62,822,64,0.765151515151515,64,5454,7128,0.032348541510845,62,173,5348,0.024956722446624,62,173,6932,0.040100250626566,62,32,798,0.681265206812652,64,560,822,2021/06/28,,0,64,1,64,2,64,3,64,3,64,4,64,0,64,1,64,0,64,0,62,2,62,4,62,2,62,4,62,9,62,15,62,7,62,0,62,2,62
ID,4,39,10,4,39,10,0,52,3774,53,2332,53,91,52,9,53,4,52,0,52,0,52,220,53,18,52,18,53,87,52,73,53,4,52,2,52,307,53,0.617912029676736,53,2332,3774,0.039634146341463,52,91,2296,0.024370648098554,52,91,3734,0.060606060606061,52,18,297,0.716612377850163,53,220,307,2021/06/28,,0,53,0,52,0,52,2,52,2,52,2,52,2,52,1,52,0,53,0,52,0,51,0,51,0,51,0,51,2,51,2,51,0,51,0,52,1,52
IL,7,173,25,9,171,25,64,200,31672,205,22193,205,474,200,50,205,260,200,1,200,32,200,2029,205,102,200,76,205,454,200,304,205,20,200,6,200,3358,205,0.700713564031321,205,22193,31672,0.021607330081597,200,474,21937,0.015132167028477,200,474,31324,0.030965391621129,200,102,3294,0.604228707564026,205,2029,3358,2021/06/28,,0,205,0,204,8,204,4,204,8,204,13,204,8,204,9,204,0,196,9,200,22,199,34,199,22,199,33,199,48,199,46,199,37,199,9,191,4,200
