state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
AK,6,15,1,6,15,1,0,22,1410,22,1041,22,188,22,16,22,2,22,2,22,1,22,100,22,41,22,41,22,184,22,180,22,4,22,3,22,127,22,0.738297872340426,22,1041,1410,0.18059558117195,22,188,1041,0.133333333333333,22,188,1410,0.322834645669291,22,41,127,0.78740157480315,22,100,127,2021/10/29,,0,22,4,22,4,22,4,22,1,22,3,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,2,22,0,22,0,22,0,22,0,22,2,22,556,509,601,156,0,41,0,20,0,20,0,20,0,20,0,0,20,20
AL,34,62,18,38,56,20,10,110,15059,114,11456,114,565,110,41,112,73,110,2,110,10,110,1349,114,163,110,153,112,551,110,449,112,14,110,5,110,1572,114,0.760741085065409,114,11456,15059,0.049898436810033,110,565,11323,0.038059952846076,110,565,14845,0.10625814863103,110,163,1534,0.858142493638677,114,1349,1572,2021/10/29,,0,112,0,112,6,112,5,112,5,112,10,112,8,112,7,112,0,112,4,110,3,110,8,110,8,110,9,110,20,110,12,110,9,110,0,110,3,110,5765,1594,2556,484,42,338,3,85,1,85,0,85,0,85,15,3,85,88
AR,17,77,2,17,77,2,3,94,8058,96,5851,96,404,94,33,96,68,94,2,94,15,94,732,96,127,94,125,96,390,94,326,96,14,94,6,94,935,96,0.726110697443534,96,5851,8058,0.069225496915696,94,404,5836,0.0504054897068,94,404,8015,0.138193688792165,94,127,919,0.782887700534759,96,732,935,2021/10/29,,1,96,1,96,1,96,5,95,4,96,6,96,9,96,6,96,0,96,1,94,6,94,6,94,5,94,8,94,14,94,13,94,15,94,0,94,8,94,3260,582,1227,667,0,89,0,91,2,91,0,91,0,91,8,4,91,91
AS,0,1,0,0,1,0,0,1,150,1,72,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,7,1,0.48,1,72,150,0,1,0,72,0,1,0,150,0,1,0,7,0.142857142857143,1,1,7,2021/10/29,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,426,10,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
AZ,33,67,3,32,68,3,17,100,15851,103,11890,103,1894,100,229,103,101,100,5,100,4,100,1418,103,417,100,403,103,1861,100,1639,103,33,100,12,100,2192,103,0.75011040312914,103,11890,15851,0.162004961081174,100,1894,11691,0.121612944651342,100,1894,15574,0.19605077574048,100,417,2127,0.646897810218978,103,1418,2192,2021/10/29,,0,103,8,103,16,103,24,103,50,103,44,103,46,103,35,103,6,103,1,100,8,100,14,100,10,100,14,100,13,100,21,100,20,100,0,100,82,100,2278,1219,527,364,2,24,0,93,0,93,0,93,0,93,14,0,93,93
CA,115,223,41,132,205,42,21,371,61873,379,47384,379,4263,371,356,379,305,371,8,371,13,371,5192,379,974,371,954,379,4199,371,3860,379,64,371,48,370,7007,379,0.765826774198762,379,47384,61873,0.09098281933625,371,4263,46855,0.069769725536407,371,4263,61101,0.142585273020056,371,974,6831,0.740973312401884,379,5192,7007,2021/10/29,,1,379,27,379,36,379,43,379,48,379,73,379,73,379,54,379,1,379,3,371,17,371,40,371,35,371,42,371,64,371,43,371,60,371,1,371,59,371,12360,8757,3635,1762,41,326,0,299,3,298,0,297,0,297,15,27,299,299
CO,15,62,20,13,64,20,4,95,11092,97,8157,97,1337,95,214,97,56,95,4,95,11,95,1131,97,424,95,424,97,1301,95,1239,97,36,95,21,95,1349,97,0.735394879192211,97,8157,11092,0.165901476610001,95,1337,8059,0.121722505462491,95,1337,10984,0.322433460076046,95,424,1315,0.838398813936249,97,1131,1349,2021/10/29,,1,97,15,97,29,97,30,97,37,97,36,97,33,97,31,97,2,97,1,95,12,95,6,95,10,95,6,95,8,95,7,95,6,95,0,95,14,95,1931,450,352,529,71,243,0,84,1,84,0,84,0,84,5,0,84,84
CT,0,28,5,0,28,5,3,32,7875,33,6361,33,254,32,33,33,36,32,3,32,0,32,613,33,54,32,52,33,247,32,210,33,7,32,6,32,1025,33,0.807746031746032,33,6361,7875,0.040151754663294,32,254,6326,0.032526571904213,32,254,7809,0.053838484546361,32,54,1003,0.598048780487805,33,613,1025,2021/10/29,,0,33,1,33,1,33,3,33,2,33,12,33,7,33,6,33,1,33,2,32,2,32,9,32,3,32,2,32,5,32,6,32,7,32,0,32,1,32,1305,629,1166,137,0,4,0,32,0,32,0,32,0,32,0,0,32,32
DC,0,12,2,0,12,2,0,12,3481,14,2671,14,65,13,1,14,43,13,0,13,0,13,251,14,22,12,16,13,58,13,46,14,7,13,4,13,328,14,0.767308244757254,14,2671,3481,0.025242718446602,13,65,2575,0.019397194867204,13,65,3351,0.071895424836601,12,22,306,0.765243902439024,14,251,328,2021/10/29,,0,14,0,14,0,14,0,14,0,14,1,14,0,14,0,14,0,14,0,13,2,13,15,13,3,13,8,13,6,13,6,13,3,13,0,13,1,12,413,334,252,42,0,0,0,10,0,10,0,10,0,10,0,0,10,10
DE,2,7,2,2,7,2,0,10,2879,11,2164,11,183,10,13,11,27,10,1,10,1,10,159,11,34,10,29,11,170,10,154,11,13,10,9,10,195,11,0.75164987843001,11,2164,2879,0.085394307046197,10,183,2143,0.064210526315789,10,183,2850,0.178947368421053,10,34,190,0.815384615384615,11,159,195,2021/10/29,,0,11,0,11,2,11,2,11,1,11,2,11,2,11,4,11,0,11,0,10,1,10,3,10,0,10,1,10,9,10,7,10,5,10,1,10,1,10,904,51,409,131,0,1,0,10,0,10,0,10,0,10,4,0,10,10
