state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2020-09-20,"53,496","52,763","54,229",66.39,65.47,67.31,"79,299","78,314","80,284"
CW,2020-09-21,"54,116","53,404","54,828",66.64,65.83,67.46,"79,865","78,901","80,830"
CW,2020-09-22,"56,471","55,766","57,175",69.39,68.65,70.14,"80,024","79,065","80,982"
CW,2020-09-23,"57,362","56,659","58,064",70.51,69.80,71.22,"80,021","79,067","80,975"
CW,2020-09-24,"57,514","56,818","58,211",70.72,70.10,71.34,"80,006","79,062","80,949"
CW,2020-09-25,"57,550","56,846","58,255",70.45,69.69,71.20,"80,518","79,568","81,467"
CW,2020-09-26,"56,340","55,661","57,019",69.32,68.51,70.13,"80,159","79,239","81,079"
CW,2020-09-27,"54,887","54,247","55,528",67.57,66.82,68.32,"80,096","79,213","80,979"
CW,2020-09-28,"55,228","54,601","55,855",67.82,67.13,68.51,"80,346","79,487","81,205"
CW,2020-09-29,"57,909","57,283","58,535",70.79,70.05,71.53,"80,662","79,804","81,519"
CW,2020-09-30,"58,251","57,631","58,871",71.27,70.51,72.03,"80,618","79,770","81,465"
CW,2020-10-01,"58,448","57,833","59,063",71.06,70.22,71.89,"81,157","80,313","82,001"
CW,2020-10-02,"58,085","57,482","58,688",70.56,69.72,71.41,"81,328","80,513","82,143"
CW,2020-10-03,"57,901","57,302","58,500",69.61,67.41,71.80,"82,111","81,302","82,920"
CW,2020-10-04,"56,356","55,759","56,952",67.89,65.69,70.09,"81,943","81,135","82,751"
CW,2020-10-05,"56,485","55,914","57,056",67.85,65.74,69.96,"82,357","81,585","83,130"
CW,2020-10-06,"59,107","58,561","59,652",70.77,68.76,72.79,"82,593","81,853","83,332"
CW,2020-10-07,"59,838","59,319","60,358",71.48,69.64,73.32,"82,834","82,131","83,537"
CW,2020-10-08,"60,079","59,596","60,562",71.85,70.15,73.55,"82,894","82,223","83,564"
CW,2020-10-09,"59,965","59,572","60,358",71.63,70.25,73.01,"83,069","82,516","83,623"
CW,2020-10-10,"58,773","58,537","59,009",70.41,69.69,71.14,"82,796","82,396","83,196"
CW,2020-10-11,"57,178","56,937","57,418",68.72,67.99,69.46,"82,497","82,105","82,889"
CW,2020-10-12,"57,565","57,360","57,770",68.58,67.73,69.43,"83,383","83,047","83,720"
CW,2020-10-13,"59,882","59,670","60,094",71.18,70.31,72.06,"83,568","83,224","83,912"
CW,2020-10-14,"60,332","60,130","60,534",71.81,70.98,72.65,"83,466","83,139","83,794"
CW,2020-10-15,"60,628","60,439","60,817",71.88,71.10,72.65,"83,800","83,493","84,108"
CW,2020-10-16,"60,623","60,459","60,787",71.80,71.13,72.48,"83,864","83,589","84,140"
CW,2020-10-17,"59,474","59,300","59,649",70.58,69.86,71.29,"83,689","83,408","83,971"
CW,2020-10-18,"57,830","57,620","58,040",68.88,68.04,69.73,"83,398","83,079","83,717"
CW,2020-10-19,"57,990","57,796","58,184",68.89,68.14,69.63,"83,588","83,313","83,863"
CW,2020-10-20,"60,038","59,710","60,366",70.96,69.74,72.18,"84,028","83,616","84,440"
AK,2020-09-20,73,57,89,67.33,30.00,104.65,101,69,133
AL,2020-09-20,"1,217","1,217","1,217",83.13,83.13,83.13,"1,464","1,464","1,464"
AR,2020-09-20,709,695,723,72.12,68.16,76.07,954,932,976
CA,2020-09-20,"4,708","4,689","4,727",67.06,66.11,68.00,"7,021","6,992","7,050"
CT,2020-09-20,484,484,484,46.23,46.23,46.23,"1,047","1,047","1,047"
DC,2020-09-20,244,244,244,72.40,72.40,72.40,337,337,337
DE,2020-09-20,98,77,119,69.01,40.60,97.43,142,115,169
