state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
VT,0,16,1302,17,775,17,0,16,64,17,0,16,0,17,0,16,0,17,0,16,0,16,110,17,0.5952380952380952,17,775,1302,0.0,16,0,750,0.0,16,0,1256,0.0,16,0,102,0.5818181818181818,17,64,110,2020-10-08
WA,11,95,10452,84,10286,100,418,99,985,86,83,85,64,85,415,93,272,93,2,93,2,91,961,67,0.6199770378874856,84,6480,10452,0.041056870641390825,98,418,10181,0.02845803891201239,82,294,10331,0.057754010695187166,62,54,935,0.668054110301769,65,642,961,2020-10-08
WI,9,138,13123,141,8179,139,1297,138,1002,137,281,136,261,139,1287,137,955,139,10,137,4,136,1591,135,0.6255927795624905,139,8179,13074,0.16317726176881106,136,1286,7881,0.10166170246120082,138,1297,12758,0.1852340145023072,132,281,1517,0.6321766561514196,133,1002,1585,2020-10-08
MS,5,88,7785,98,5035,101,876,100,494,72,129,72,131,73,469,94,443,94,6,94,6,92,569,70,0.6382787411689146,98,4969,7785,0.17576243980738362,99,876,4984,0.11369240752757949,96,876,7705,0.2158671586715867,65,117,542,0.8681898066783831,68,494,569,2020-10-08
MT,374,65,2498,64,1730,66,276,65,135,66,48,65,45,66,274,65,260,66,2,65,0,65,194,63,0.6341072858286629,64,1584,2498,0.16140350877192983,65,276,1710,0.10782326712606405,63,266,2467,0.23404255319148937,62,44,188,0.6185567010309279,63,120,194,2020-10-08
NC,17,123,23034,126,16917,127,1332,122,1840,120,365,117,319,120,1314,121,931,123,17,121,6,119,2428,121,0.7281410089433012,126,16772,23034,0.0797700323392023,122,1332,16698,0.058647411060232475,121,1332,22712,0.15446466356326705,116,365,2363,0.7597027250206441,120,1840,2422,2020-10-08
ND,1,48,2213,49,1623,49,235,48,58,47,51,48,49,49,226,48,208,49,9,48,4,48,87,47,0.7333935833709896,49,1623,2213,0.14678326046221113,48,235,1601,0.10740402193784278,48,235,2188,0.3253012048192771,46,27,83,0.6666666666666666,47,58,87,2020-10-08
NE,2,91,5696,95,3706,95,344,93,431,88,116,85,108,86,342,92,310,90,2,92,1,89,630,87,0.6506320224719101,95,3706,5696,0.09424657534246575,93,344,3650,0.06140664048554088,93,344,5602,0.18892508143322476,82,116,614,0.6841269841269841,87,431,630,2020-10-08
NH,1,30,3248,30,2020,30,42,30,133,30,10,30,7,30,41,30,15,30,1,30,1,30,282,30,0.6219211822660099,30,2020,3248,0.020792079207920793,30,42,2020,0.01293103448275862,30,42,3248,0.03546099290780142,30,10,282,0.4716312056737589,30,133,282,2020-10-08
NJ,30,89,21073,88,15950,90,671,89,1281,87,121,86,102,87,599,87,443,88,29,87,26,87,2103,87,0.734636738955061,88,15481,21073,0.04233972741039879,89,671,15848,0.03001194743130227,87,628,20925,0.05842588121680348,85,121,2071,0.6058012363290537,86,1274,2103,2020-10-08
NM,1,51,3895,52,2353,50,171,50,279,47,52,48,53,49,166,48,127,49,5,48,1,48,417,47,0.6127604166666667,50,2353,3840,0.07575078440161363,48,169,2231,0.046416938110749185,50,171,3684,0.13367609254498714,45,52,389,0.6781326781326781,45,276,407,2020-10-08
NV,20,59,8415,59,5837,60,540,60,587,58,143,57,122,57,538,60,385,59,2,60,0,59,844,58,0.6936423054070113,59,5837,8415,0.09251327736851123,60,540,5837,0.06417112299465241,59,540,8415,0.16943127962085308,57,143,844,0.6954976303317536,58,587,844,2020-10-08
NY,40,149,51312,167,35862,169,1964,165,3538,153,370,147,226,153,1881,158,1067,161,77,158,29,152,5905,144,0.6936389148737138,167,35592,51312,0.05417111998649941,160,1926,35554,0.03801868346730393,158,1925,50633,0.059838085181274196,129,340,5682,0.6024539877300613,142,3437,5705,2020-10-08
OH,25,204,30720,207,20584,208,1431,204,2454,200,301,199,222,202,1387,202,887,205,44,202,12,202,3847,201,0.6663736979166667,207,20471,30720,0.07039897673045703,204,1431,20327,0.04717478736731061,203,1431,30334,0.07929399367755532,197,301,3796,0.6378996620743437,200,2454,3847,2020-10-08
OK,3,146,11160,149,7219,149,792,147,908,147,259,146,276,148,782,147,697,149,10,147,9,147,1269,146,0.6468637992831541,149,7219,11160,0.11385853939045429,147,792,6956,0.07290803645401822,147,792,10863,0.21529509559434745,144,259,1203,0.7155240346729709,145,908,1269,2020-10-08
OR,2,54,6259,57,4698,60,257,59,482,55,59,52,42,54,242,54,165,56,4,54,3,54,701,51,0.7398945518453427,57,4631,6259,0.05572419774501301,58,257,4612,0.042036124794745486,55,256,6090,0.0861812778603269,48,58,673,0.6633380884450785,51,465,701,2020-10-08
AK,1,27,1604,27,967,27,52,27,85,21,17,21,11,21,51,22,35,22,1,22,1,22,137,20,0.6028678304239401,27,967,1604,0.05377456049638056,27,52,967,0.032418952618453865,27,52,1604,0.12408759124087591,20,17,137,0.6204379562043796,20,85,137,2020-10-08
AL,27,111,14768,109,10260,109,984,111,1231,109,283,111,263,113,958,111,823,113,26,111,17,111,1515,109,0.6947453954496208,109,10260,14768,0.09313097467231694,106,945,10147,0.06487265737626141,106,945,14567,0.1800271739130435,106,265,1472,0.8125412541254126,109,1231,1515,2020-10-08
AR,9,97,8745,96,5634,98,652,97,695,93,226,87,214,88,601,96,503,96,38,96,33,94,989,85,0.6405266170578134,95,5595,8735,0.11719745222929936,96,644,5495,0.07608568418588318,94,650,8543,0.22717622080679406,79,214,942,0.673407482305359,83,666,989,2020-10-08
AZ,14,89,12557,93,9709,101,748,98,931,90,151,84,136,87,716,92,418,95,11,92,4,92,1656,84,0.6912479095325317,93,8680,12557,0.07840670859538784,98,748,9540,0.056835762560052114,90,698,12281,0.08895899053627761,77,141,1585,0.5048309178743962,84,836,1656,2020-10-08
CA,14,374,62905,397,43816,398,3179,389,4873,384,728,375,618,382,3132,383,2214,390,47,383,23,382,7235,383,0.6943645179238535,397,43679,62905,0.07383922142475553,389,3179,43053,0.05150012960082945,388,3179,61728,0.10482361411087113,372,728,6945,0.6735314443676572,382,4873,7235,2020-10-08
CO,2,94,10744,97,6989,98,419,96,763,84,126,81,101,83,393,90,280,91,15,90,5,89,1203,81,0.6481757259865971,97,6964,10744,0.06074224412873297,96,419,6898,0.03917875306084008,95,416,10618,0.10404127257093723,75,121,1163,0.6309226932668329,80,759,1203,2020-10-08
CT,4,30,8203,31,6182,31,276,31,511,31,35,30,24,31,273,30,141,31,3,30,0,30,1068,31,0.7536267219310009,31,6182,8203,0.045083306109114665,30,276,6122,0.03401528222824747,30,276,8114,0.033460803059273424,30,35,1046,0.47846441947565543,31,511,1068,2020-10-08
DC,11,13,3608,14,2814,14,153,13,256,14,26,13,26,14,135,13,104,14,18,13,3,13,377,14,0.7799334811529933,14,2814,3608,0.05639513453741246,13,153,2713,0.04404145077720207,13,153,3474,0.07323943661971831,13,26,355,0.6790450928381963,14,256,377,2020-10-08
DE,1,14,2925,15,2240,15,163,14,137,12,28,12,26,13,162,14,130,15,1,14,0,14,165,11,0.7658119658119659,15,2240,2925,0.07332433648223122,14,163,2223,0.05634289664707916,14,163,2893,0.15723270440251572,10,25,159,0.7818181818181819,11,129,165,2020-10-08
FL,61,256,79193,262,42783,262,2396,258,4420,262,612,257,549,263,2367,257,2195,263,29,257,23,257,6027,262,0.5402371421716566,262,42783,79193,0.05698249619482496,256,2396,42048,0.030664089995776647,256,2396,78137,0.10566298342541436,256,612,5792,0.7333665173386428,262,4420,6027,2020-10-08
GA,14,157,19153,160,14746,159,1729,158,1962,155,441,152,383,155,1642,153,1286,156,87,153,38,153,2444,153,0.7738245172124265,159,14746,19056,0.1188071188071188,156,1729,14553,0.09169008856127699,157,1729,18857,0.18467336683417085,149,441,2388,0.8027823240589198,153,1962,2444,2020-10-08
HI,1,15,1706,14,1278,17,124,21,92,14,23,14,22,14,124,19,117,19,0,19,0,19,169,14,0.6723329425556858,14,1147,1706,0.0782472613458529,17,100,1278,0.05451348182883939,14,93,1706,0.13609467455621302,14,23,169,0.5443786982248521,14,92,169,2020-10-08
IA,2,122,8275,124,4968,124,497,122,443,124,116,121,109,123,487,122,441,124,10,122,3,122,698,124,0.6003625377643504,124,4968,8275,0.10140787594368496,122,497,4901,0.060780237250825486,122,497,8177,0.17083946980854198,121,116,679,0.6346704871060171,124,443,698,2020-10-08
ID,3,47,3861,48,2118,50,193,49,203,45,52,47,51,48,190,47,180,48,3,47,0,47,316,47,0.5123025123025123,48,1978,3861,0.09423828125,49,193,2048,0.05104469717006083,47,193,3781,0.17105263157894737,46,52,304,0.6444444444444445,45,203,315,2020-10-08
IL,16,181,30002,192,19091,195,1952,190,1933,160,407,161,299,162,1746,178,1116,180,107,178,69,175,3369,152,0.6232917805479634,192,18700,30002,0.10346655358846603,190,1952,18866,0.06424091185000337,187,1905,29654,0.11859265999393388,144,391,3297,0.5499850790808714,148,1843,3351,2020-10-08
IN,1,147,17668,148,11308,149,1258,147,1462,142,271,140,279,142,1243,141,838,143,15,141,2,141,2273,141,0.6323296354992076,148,11172,17668,0.1125928577821534,147,1258,11173,0.07191448007774538,146,1258,17493,0.12207207207207207,139,271,2220,0.6432028156621206,141,1462,2273,2020-10-08
KS,6,136,8362,136,5153,143,465,139,577,111,119,112,106,113,457,127,354,127,7,127,2,124,746,106,0.6015307342740971,136,5030,8362,0.09186092453575662,139,465,5062,0.05533933349549988,132,455,8222,0.14804469273743018,97,106,716,0.7627345844504021,106,569,746,2020-10-08
KY,7,110,13546,113,8830,113,708,110,1139,106,672,108,195,110,692,110,559,111,16,110,2,109,1578,111,0.6518529455189724,113,8830,13546,0.08154803040774015,110,708,8682,0.053017822375318255,110,708,13354,0.4380704041720991,108,672,1534,0.7217997465145755,106,1139,1578,2020-10-08
LA,13,195,14336,180,9076,182,598,209,1133,99,182,203,175,202,586,206,570,206,12,206,6,206,1644,94,0.6148856026785714,180,8815,14336,0.06590450571620712,177,588,8922,0.03964194373401535,175,558,14076,0.09975369458128079,87,162,1624,0.6563260340632603,92,1079,1644,2020-10-08
MA,6,102,19977,103,15056,103,440,102,938,103,78,102,57,103,430,102,271,103,10,102,4,102,1949,103,0.7536667167242329,103,15056,19977,0.029435375970029435,102,440,14948,0.022170714501662803,102,440,19846,0.0405616224648986,102,78,1923,0.48127244740892766,103,938,1949,2020-10-08
MD,1,55,11007,56,8732,56,807,53,916,53,147,53,108,54,800,54,429,55,7,54,1,54,1287,53,0.793313346052512,56,8732,11007,0.09351100811123986,53,807,8630,0.07450147710487445,53,807,10832,0.11778846153846154,51,147,1248,0.7138389366692729,52,913,1279,2020-10-08
ME,0,33,3099,35,2023,37,22,36,198,35,13,33,7,33,22,34,6,35,0,34,0,34,301,33,0.6495643756050339,35,2013,3099,0.011066398390342052,36,22,1988,0.007187193727540019,34,22,3061,0.04513888888888889,31,13,288,0.6578073089700996,33,198,301,2020-10-08
MI,5,137,23236,151,17039,152,901,149,1947,150,209,146,195,150,887,147,674,151,14,147,7,147,2570,148,0.726674126355655,151,16885,23236,0.05328523271630493,148,901,16909,0.039087241334432345,147,901,23051,0.08225108225108226,144,209,2541,0.7575875486381323,148,1947,2570,2020-10-08
MN,5,129,11604,130,7667,130,603,129,700,130,157,129,153,130,586,129,484,130,17,129,8,129,1033,130,0.660720441227163,130,7667,11604,0.08138750168713726,129,603,7409,0.05364768683274021,129,603,11240,0.15684315684315683,129,157,1001,0.6776379477250726,130,700,1033,2020-10-08
MO,13,136,21145,140,13860,141,1332,137,1650,140,450,137,400,141,1295,137,1091,141,37,137,17,137,2302,141,0.6521163395601797,140,13789,21145,0.09754668619553278,137,1332,13655,0.06288916562889166,136,1313,20878,0.20026702269692923,137,450,2247,0.7205240174672489,140,1650,2290,2020-10-08
WV,3,58,6496,62,4367,62,243,58,482,62,72,58,67,62,242,58,191,62,1,58,1,58,642,62,0.6722598522167488,62,4367,6496,0.05694867588469651,58,243,4267,0.038565307094112045,58,243,6301,0.12121212121212122,58,72,594,0.7507788161993769,62,482,642,2020-10-08
WY,4,27,1577,29,702,29,73,27,44,29,14,27,13,29,73,27,64,29,0,27,0,27,121,29,0.44514901712111604,29,702,1577,0.10564399421128799,27,73,691,0.047310434219053794,27,73,1543,0.12280701754385964,27,14,114,0.36363636363636365,29,44,121,2020-10-08
