state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,27512,178,18550,169,1120,205,2515,160,225,175,3282,145,0.7419784427150526,159,17829,24029,0.051482479784366576,169,955,18550,0.03638412329165455,178,1001,27512,0.05555555555555555,137,182,3276,0.7219482120838471,141,2342,3244,2020-08-17
PR,8654,67,5315,66,555,68,437,66,62,66,620,64,0.6040150270016436,65,5145,8518,0.10366886171213546,66,551,5315,0.06378553270164086,67,552,8654,0.0943089430894309,63,58,615,0.6758064516129032,64,419,620,2020-08-17
RI,1777,13,1957,13,80,13,132,13,9,13,159,13,1.1012943162633653,13,1957,1777,0.040878896269800714,13,80,1957,0.04501969611705121,13,80,1777,0.05660377358490566,13,9,159,0.8301886792452831,13,132,159,2020-08-17
SC,10320,81,8429,81,1101,81,1002,75,272,76,1321,73,0.8167635658914729,81,8429,10320,0.1306204769249021,81,1101,8429,0.10668604651162791,81,1101,10320,0.1975775927327782,73,261,1321,0.744890234670704,73,984,1321,2020-08-17
SD,2217,49,849,45,75,52,89,38,18,33,93,28,0.5446254071661237,43,836,1535,0.05182567726737338,45,44,849,0.03382949932341001,49,75,2217,0.08602150537634409,24,8,93,0.6129032258064516,28,57,93,2020-08-17
TN,17988,113,11982,116,1267,114,1513,108,368,110,2012,113,0.6595287801968387,105,11057,16765,0.10341288170387478,109,1209,11691,0.06771448830063814,103,1146,16924,0.1791277258566978,103,345,1926,0.7762273901808786,107,1502,1935,2020-08-17
TX,66197,547,44594,530,7014,553,5573,493,2209,501,6588,465,0.712711076932936,526,44486,62418,0.14646203626721793,529,6518,44503,0.10572340650861613,546,6988,66097,0.2916858061552595,455,1905,6531,0.803885853066181,464,5296,6588,2020-08-17
UT,5400,51,3012,47,159,52,343,44,58,43,553,40,0.5704545454545454,47,3012,5280,0.05179282868525897,47,156,3012,0.029074074074074075,51,157,5400,0.09945750452079566,39,55,553,0.5913200723327305,39,327,553,2020-08-17
VA,15401,78,8292,70,1135,85,825,71,207,72,1420,73,0.6041651281293848,65,8181,13541,0.10672937771345875,70,885,8292,0.07090448672164146,78,1092,15401,0.14285714285714285,67,188,1316,0.6189024390243902,68,812,1312,2020-08-17
VI,188,2,111,2,20,2,6,2,3,2,20,2,0.5904255319148937,2,111,188,0.18018018018018017,2,20,111,0.10638297872340426,2,20,188,0.15,2,3,20,0.3,2,6,20,2020-08-17
