state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
PA,18,204,6,23,199,6,40,222,32468,228,26706,228,2713,222,286,228,445,222,6,220,37,220,2913,228,576,222,527,228,2653,222,2297,228,60,221,36,221,3708,228,0.82253295552544,228,26706,32468,0.102493388741972,222,2713,26470,0.084556646407979,222,2713,32085,0.159955567897806,222,576,3601,0.785598705501618,228,2913,3708,2021/04/26,POINT (-77.838886 40.896694),3,224,9,224,31,226,21,225,65,225,67,224,41,225,35,226,14,211,4,217,18,218,41,218,29,219,71,218,87,219,99,219,82,218,14,204
PR,1,26,47,3,24,47,2,73,9749,74,6054,74,490,73,24,74,18,73,0,73,7,73,488,74,93,73,67,74,449,73,421,74,41,73,20,73,709,74,0.620986767873628,74,6054,9749,0.08233910267182,73,490,5951,0.051201671891327,73,490,9570,0.13716814159292,73,93,678,0.688293370944993,74,488,709,2021/04/26,POINT (-66.414655 18.215692),0,74,0,74,4,74,5,74,6,74,2,74,4,74,3,74,0,74,0,73,0,73,0,73,2,73,5,73,3,73,4,73,3,73,1,73
RI,4,10,1,4,10,1,7,14,2558,15,2318,15,183,14,9,15,0,14,0,14,0,14,139,15,28,14,29,15,182,14,144,15,1,14,1,14,176,15,0.906176700547303,15,2318,2558,0.080510338759349,14,183,2273,0.073730862207897,14,183,2482,0.178343949044586,14,28,157,0.789772727272727,15,139,176,2021/04/26,POINT (-71.534637 41.572574),0,15,2,15,3,15,1,15,3,15,0,15,0,15,0,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
SC,19,66,2,19,66,2,2,85,10769,87,8231,87,435,85,60,87,39,85,0,85,2,85,823,87,102,85,95,87,430,85,398,87,5,85,2,85,1196,87,0.764323521218312,87,8231,10769,0.053591228286313,85,435,8117,0.041026124681694,85,435,10603,0.088311688311688,85,102,1155,0.688127090301003,87,823,1196,2021/04/26,POINT (-80.864614 33.878572),0,86,4,86,9,86,6,86,10,86,10,87,10,87,11,86,0,82,0,85,4,84,4,84,5,84,7,84,4,84,8,84,6,84,1,80
SD,1,61,3,1,61,3,21,62,2819,65,1746,65,105,62,9,65,15,62,2,62,0,62,138,65,25,62,22,65,100,62,81,65,5,62,4,62,238,65,0.619368570415041,65,1746,2819,0.061367621274109,62,105,1711,0.038154069767442,62,105,2752,0.110132158590308,62,25,227,0.579831932773109,65,138,238,2021/04/26,POINT (-100.230491 44.43614),0,65,0,65,0,65,2,65,2,65,1,65,0,65,4,65,0,65,0,62,1,62,2,62,1,62,3,62,2,62,1,62,5,62,0,62
TN,9,96,38,28,77,38,1,105,20343,143,13342,129,813,105,99,105,51,105,0,105,3,105,1697,140,255,105,232,105,803,105,732,105,10,105,9,105,2387,143,0.694208855819762,129,13342,19219,0.068561308821049,105,813,11858,0.04738038347223,105,813,17159,0.11697247706422,105,255,2180,0.728326180257511,140,1697,2330,2021/04/26,POINT (-86.343226 35.842998),0,105,6,105,7,105,8,105,13,105,22,105,11,105,14,105,18,105,1,105,1,105,6,105,5,105,10,105,8,105,8,105,4,105,8,105
TX,97,486,13,123,460,13,51,591,68372,596,50606,596,3158,591,367,596,585,591,10,591,43,591,5730,596,914,591,851,596,3062,591,2622,596,96,591,54,591,7359,596,0.740156789328965,596,50606,68372,0.06320930325654,591,3158,49961,0.046711139379058,591,3158,67607,0.127262600946811,591,914,7182,0.778638401956788,596,5730,7359,2021/04/26,POINT (-99.317341 31.447238),3,596,28,596,46,596,64,596,68,596,58,596,41,596,32,596,27,596,12,590,36,590,59,590,61,590,72,591,162,590,87,590,72,591,24,591
UT,1,58,1,1,58,1,2,59,6241,60,3726,60,136,59,21,60,2,59,2,59,0,59,396,60,56,59,56,60,131,59,127,60,5,59,0,59,629,60,0.597019708380067,60,3726,6241,0.037087537496591,59,136,3667,0.022052862007459,59,136,6167,0.091653027823241,59,56,611,0.629570747217806,60,396,629,2021/04/26,POINT (-111.678222 39.323779),0,60,0,60,10,60,1,60,2,60,3,60,3,60,2,60,0,60,0,59,1,59,0,59,0,59,1,59,0,59,0,59,0,59,0,59
VA,14,81,9,20,75,9,23,101,17986,104,13405,104,902,101,91,104,186,101,6,101,14,101,1384,104,216,101,200,104,887,101,731,104,15,101,9,101,1944,104,0.745301901478928,104,13405,17986,0.068070334314391,101,902,13251,0.050879963898917,101,902,17728,0.114406779661017,101,216,1888,0.711934156378601,104,1384,1944,2021/04/26,POINT (-78.666382 37.510861),1,104,5,104,14,104,9,104,18,104,20,104,17,104,4,104,3,104,0,101,11,101,14,101,22,101,21,101,45,101,33,101,37,101,3,101
VI,2,0,0,2,0,0,0,2,168,2,80,2,3,2,0,2,0,2,0,2,0,2,8,2,2,2,2,2,3,2,3,2,0,2,0,2,20,2,0.476190476190476,2,80,168,0.0375,2,3,80,0.017857142857143,2,3,168,0.1,2,2,20,0.4,2,8,20,2021/04/26,POINT (-64.840836 18.060868),0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
