state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,3,181,27749,186,22071,207,997,202,2418,178,196,179,151,177,973,188,627,184,13,188,3,178,3096,168,0.7196655735341814,186,19970,27749,0.04557505942585482,201,997,21876,0.03274798291409587,180,897,27391,0.06457009033121446,155,193,2989,0.7535853976531942,162,2312,3068,2020-10-01
PR,1,67,9136,67,5470,69,528,68,459,69,57,66,42,66,481,67,216,68,47,67,7,67,645,68,0.5757443082311734,67,5260,9136,0.09863627872221184,68,528,5353,0.05854748603351955,66,524,8950,0.08866995073891626,65,54,609,0.7069767441860465,68,456,645,2020-10-01
RI,4,13,2166,14,1871,14,92,13,136,14,8,13,8,14,91,13,89,14,1,13,1,13,164,14,0.8638042474607571,14,1871,2166,0.0499457111834962,13,92,1842,0.044209514656415184,13,92,2081,0.053691275167785234,13,8,149,0.8292682926829268,14,136,164,2020-10-01
SC,6,76,9807,84,7423,84,612,82,867,80,146,78,132,80,609,80,488,82,3,80,2,80,1284,79,0.7569083307841338,84,7423,9807,0.0834924965893588,82,612,7330,0.06347889223109636,82,612,9641,0.11697806661251016,76,144,1231,0.6721183800623053,79,863,1284,2020-10-01
SD,1,57,2193,58,1576,62,243,59,104,54,49,51,49,52,220,55,211,57,8,55,7,54,170,56,0.5964432284541724,58,1308,2193,0.15861618798955612,59,243,1532,0.08448030374940674,55,178,2107,0.24025974025974026,49,37,154,0.6709677419354839,53,104,155,2020-10-01
TN,9,112,18210,119,12363,120,1073,114,1602,121,265,108,244,108,995,111,832,110,77,111,68,110,2218,123,0.6958713258197882,116,12287,17657,0.08779405237461163,105,989,11265,0.06212943105840797,101,985,15854,0.13197211155378485,105,265,2008,0.7413234613604812,120,1602,2161,2020-10-01
TX,105,550,65940,565,46006,568,3853,566,5084,540,1110,544,1046,549,3791,558,3149,561,62,558,40,556,6434,517,0.699200024426735,563,45799,65502,0.08366982193685046,562,3792,45321,0.05903343895161042,559,3838,65014,0.15642729777921868,508,965,6169,0.7594031706558906,516,4886,6434,2020-10-01
UT,5,53,5283,53,3010,55,179,54,352,46,61,43,60,44,160,51,164,51,6,51,6,50,572,42,0.5566912738974068,53,2941,5283,0.06049340993578912,54,179,2959,0.034542647626399074,52,179,5182,0.10649819494584838,40,59,554,0.5944055944055944,41,340,572,2020-10-01
VA,23,97,17612,95,11109,95,926,96,1350,98,225,94,166,97,917,94,559,97,9,94,5,94,1919,98,0.6307631160572337,95,11109,17612,0.08360099109846747,91,911,10897,0.052808532838676016,91,911,17251,0.12149028077753779,94,225,1852,0.7034914017717562,98,1350,1919,2020-10-01
VI,0,1,56,1,38,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,12,1,0.6785714285714286,1,38,56,0.0,1,0,38,0.0,1,0,56,0.0,1,0,12,0.08333333333333333,1,1,12,2020-10-01
VT,0,16,1304,17,730,17,1,16,64,17,0,16,0,17,1,16,0,17,0,16,0,16,110,17,0.5598159509202454,17,730,1304,0.0014144271570014145,16,1,707,7.936507936507937E-4,16,1,1260,0.0,16,0,103,0.5818181818181818,17,64,110,2020-10-01
WA,12,92,10403,83,9124,99,381,98,877,81,68,79,51,79,362,89,252,87,2,89,2,85,964,65,0.6151110256656733,83,6399,10403,0.04219736404917488,97,381,9029,0.026945525291828795,81,277,10280,0.050106609808102345,59,47,938,0.6607883817427386,63,637,964,2020-10-01
WI,2,138,13162,141,7948,141,1044,138,976,139,231,135,217,138,1033,137,796,138,11,137,2,135,1620,135,0.6038595958061085,141,7948,13162,0.13561964146531566,138,1044,7698,0.08158162069234977,138,1044,12797,0.14941785252263906,131,231,1546,0.6018518518518519,135,975,1620,2020-10-01
ID,2,43,3876,46,1918,46,173,47,197,46,38,44,38,45,171,46,157,47,2,46,2,46,316,46,0.46368861024033436,44,1775,3828,0.09271168274383708,45,173,1866,0.04547844374342797,45,173,3804,0.1254125412541254,43,38,303,0.6234177215189873,46,197,316,2020-10-01
IL,17,174,29774,188,18518,193,1853,189,1846,152,394,153,281,154,1652,175,983,175,80,175,36,170,3376,143,0.6111708201786794,188,18197,29774,0.10112543706293706,188,1851,18304,0.0616482582837723,183,1814,29425,0.11588502269288956,136,383,3305,0.5263942737846704,140,1765,3353,2020-10-01
IN,1,147,17673,149,10639,149,1031,147,1448,140,222,139,227,141,1003,141,672,141,28,141,11,139,2297,139,0.6019917388106151,149,10639,17673,0.09792933130699089,147,1031,10528,0.058921019545090866,147,1031,17498,0.09893048128342247,137,222,2244,0.630387461906835,139,1448,2297,2020-10-01
KS,3,132,7705,133,4530,140,401,137,516,99,91,104,82,104,385,120,282,117,7,120,3,114,690,94,0.5739130434782609,133,4422,7705,0.08528880866425993,136,378,4432,0.049199841290834545,129,372,7561,0.11346444780635401,86,75,661,0.7492581602373887,92,505,674,2020-10-01
KY,4,110,13304,114,8893,115,593,112,1081,102,538,104,160,105,581,109,448,110,12,109,1,108,1560,108,0.6638604930847866,114,8832,13304,0.06769406392694063,112,593,8760,0.045136246003957985,111,593,13138,0.35278514588859416,103,532,1508,0.6929487179487179,102,1081,1560,2020-10-01
LA,10,188,13887,176,8753,177,567,209,1202,92,208,204,191,204,561,207,562,207,6,207,1,207,1829,91,0.6194282422409447,176,8602,13887,0.06498612395929695,173,562,8648,0.039822040697250385,172,546,13711,0.10834715312327253,86,196,1809,0.640787315472936,90,1172,1829,2020-10-01
MA,8,101,19615,102,15023,102,401,101,933,102,86,101,49,102,392,101,224,102,9,101,4,101,1867,102,0.7658934488911547,102,15023,19615,0.02687847710972585,101,401,14919,0.020579933282011804,101,401,19485,0.046713742531233025,101,86,1841,0.49973219068023567,102,933,1867,2020-10-01
MD,1,58,11944,59,9261,59,621,56,949,54,135,52,88,53,608,54,334,55,5,54,3,54,1379,52,0.7753683858004019,59,9261,11944,0.0677282146362744,56,621,9169,0.052752293577981654,56,621,11772,0.10059612518628912,50,135,1342,0.6845540246555475,52,944,1379,2020-10-01
ME,0,34,3071,35,2074,36,29,35,214,33,16,32,7,32,29,32,13,32,0,32,0,31,288,31,0.6730706610224683,35,2067,3071,0.014167073766487542,35,29,2047,0.009561490273656445,34,29,3033,0.05415162454873646,29,15,277,0.7430555555555556,31,214,288,2020-10-01
MI,3,123,23512,149,16985,149,765,146,1581,131,196,144,179,148,750,144,562,148,14,144,5,144,2186,129,0.7160988074957411,148,16814,23480,0.04534676941315945,145,765,16870,0.032794615681399235,145,765,23327,0.07506950880444857,125,162,2158,0.7232387923147301,129,1581,2186,2020-10-01
MN,6,129,11505,130,7550,130,511,129,678,130,133,129,123,130,497,129,391,130,14,129,6,129,1006,130,0.6562364189482833,130,7550,11505,0.06998082717063818,129,511,7302,0.04585015702108569,129,511,11145,0.1357142857142857,129,133,980,0.6739562624254473,130,678,1006,2020-10-01
MO,6,136,21103,139,13234,140,1155,136,1495,140,389,136,349,140,1108,136,894,138,33,136,13,134,2298,140,0.6244609771122589,139,13178,21103,0.08854645814167433,136,1155,13044,0.05480635408168162,135,1142,20837,0.1734284440481498,136,389,2243,0.6505657093124456,140,1495,2298,2020-10-01
MS,4,87,7712,98,4846,100,505,99,487,71,134,70,129,71,451,94,384,93,4,94,4,91,581,67,0.6256483402489627,98,4825,7712,0.10525218841183827,98,505,4798,0.06616876310272536,96,505,7632,0.21660649819494585,62,120,554,0.8158347676419966,66,474,581,2020-10-01
AK,1,22,1508,22,890,22,45,22,70,18,11,17,10,17,44,20,32,19,1,20,1,19,106,16,0.5901856763925729,22,890,1508,0.05056179775280899,22,45,890,0.029840848806366047,22,45,1508,0.06315789473684211,14,6,95,0.6132075471698113,16,65,106,2020-10-01
AL,4,110,15030,111,10175,111,961,110,1244,111,310,110,293,112,943,110,778,112,18,110,10,110,1531,111,0.676979374584165,111,10175,15030,0.09520493434142459,108,957,10052,0.06475842468534308,108,957,14778,0.20847343644922664,108,310,1487,0.8125408229915089,111,1244,1531,2020-10-01
AR,6,98,8938,96,6074,101,579,99,744,92,201,88,205,86,567,97,475,96,12,97,4,94,988,87,0.6648019691206086,96,5942,8938,0.09740915208613728,99,579,5944,0.06594161419576416,94,576,8735,0.202991452991453,79,190,936,0.7406639004149378,85,714,964,2020-10-01
AZ,12,91,13487,93,9964,103,785,101,811,82,121,85,111,87,644,92,374,95,121,92,113,92,1473,75,0.6419515088603841,93,8658,13487,0.0801102153280947,100,785,9799,0.046094459582198,90,609,13212,0.07315340909090909,69,103,1408,0.46300067888662594,75,682,1473,2020-10-01
CA,24,387,63934,397,43899,398,3272,389,4886,382,796,373,702,380,3134,382,2318,389,49,382,18,381,7392,381,0.6844714862201645,397,43761,63934,0.07571269900037024,389,3272,43216,0.05212930361495691,388,3272,62767,0.11208110391439031,370,796,7102,0.6609848484848485,380,4886,7392,2020-10-01
CO,2,82,11049,97,7087,98,321,96,768,81,89,78,75,79,299,87,212,86,11,87,5,84,1192,74,0.6399674178658702,97,7071,11049,0.04580479452054795,96,321,7008,0.029295980957612378,95,320,10923,0.07192374350086655,69,83,1154,0.6031879194630873,73,719,1192,2020-10-01
CT,4,30,8209,31,6255,31,215,31,554,31,30,30,18,31,214,30,120,31,1,30,0,30,1077,31,0.7619685710805214,31,6255,8209,0.034660648073512816,30,215,6203,0.026474572097032384,30,215,8121,0.02843601895734597,30,30,1055,0.5143918291550603,31,554,1077,2020-10-01
DC,12,12,3216,13,2532,13,152,13,261,14,26,12,27,13,134,13,99,14,18,13,6,13,357,14,0.7873134328358209,13,2532,3216,0.06209150326797386,12,152,2448,0.04919093851132686,12,152,3090,0.07738095238095238,12,26,336,0.7310924369747899,14,261,357,2020-10-01
DE,1,12,2736,13,2157,14,130,13,125,10,23,10,20,11,128,12,105,13,2,12,1,12,169,9,0.7554824561403509,13,2067,2736,0.06060606060606061,13,130,2145,0.048094709581945984,12,130,2703,0.1419753086419753,8,23,162,0.7396449704142012,9,125,169,2020-10-01
FL,66,257,81820,262,42709,262,2415,257,4553,262,692,257,582,263,2380,257,2185,263,35,257,25,257,6177,262,0.5219872891713517,262,42709,81820,0.05737159690217133,256,2415,42094,0.029897124181388266,256,2415,80777,0.11645910467855941,256,692,5942,0.7370892018779343,262,4553,6177,2020-10-01
GA,16,154,20138,160,14336,161,2167,161,1972,136,523,137,418,139,1808,151,1377,154,92,151,29,151,2205,129,0.7130603899665885,159,14299,20053,0.15129672814642076,158,2141,14151,0.10735346000705609,157,2130,19841,0.22300140252454417,121,477,2139,0.835827664399093,127,1843,2205,2020-10-01
HI,4,17,1791,16,1367,19,151,23,97,16,27,16,27,16,149,21,139,21,2,21,2,21,91,14,0.6862088218872139,16,1229,1791,0.09290416971470374,19,127,1367,0.06811836962590731,16,122,1791,0.15384615384615385,14,14,91,0.5934065934065934,14,54,91,2020-10-01
IA,1,122,8355,124,5176,124,426,122,457,124,122,121,101,121,422,121,393,123,4,121,0,121,681,124,0.619509275882705,124,5176,8355,0.08341492069708244,122,426,5107,0.051592588107060675,122,426,8257,0.18429003021148035,121,122,662,0.671071953010279,124,457,681,2020-10-01
MT,359,65,2716,64,1991,67,232,66,134,66,43,65,39,66,229,65,211,66,3,65,1,65,190,63,0.6752577319587629,64,1834,2716,0.11717171717171718,66,232,1980,0.08268156424581005,63,222,2685,0.21195652173913043,62,39,184,0.6210526315789474,63,118,190,2020-10-01
NC,110,120,23170,126,16984,126,1229,122,1772,117,330,115,277,118,1188,118,809,120,39,118,9,116,2386,118,0.7330168321104877,126,16984,23170,0.07325505155868153,121,1229,16777,0.05379497505033704,121,1229,22846,0.14045669969840585,113,326,2321,0.7445378151260504,117,1772,2380,2020-10-01
ND,0,47,2129,48,1468,48,181,47,54,46,36,47,31,47,180,47,168,48,1,47,0,47,83,46,0.6895255988727101,48,1468,2129,0.12482758620689655,47,181,1450,0.08606752258678078,47,181,2103,0.24050632911392406,45,19,79,0.6506024096385542,46,54,83,2020-10-01
NE,2,86,5115,87,3582,88,294,87,408,81,96,78,86,79,293,87,258,84,1,87,-1,83,607,81,0.610752688172043,87,3124,5115,0.08293370944992948,87,294,3545,0.04746772591857001,86,239,5035,0.16243654822335024,77,96,591,0.6721581548599671,80,408,607,2020-10-01
NH,2,30,3309,30,2188,30,46,30,136,30,14,30,10,30,46,30,22,30,0,30,0,30,282,30,0.661226956784527,30,2188,3309,0.02102376599634369,30,46,2188,0.01390148080991236,30,46,3309,0.04964539007092199,30,14,282,0.48226950354609927,30,136,282,2020-10-01
NJ,33,94,21351,93,15694,95,528,94,1145,93,84,92,66,93,496,93,295,94,11,93,11,93,1978,92,0.7110205610978408,93,15181,21351,0.033837477569853884,94,528,15604,0.023911710606989576,92,507,21203,0.04316546762589928,91,84,1946,0.5748230535894844,92,1137,1978,2020-10-01
NM,1,50,3610,51,2190,49,147,50,287,46,60,48,59,49,144,48,95,49,3,48,0,48,410,47,0.6158605174353206,49,2190,3556,0.06906338694418164,48,146,2114,0.04198800342759212,50,147,3501,0.15706806282722513,45,60,382,0.6945812807881774,44,282,406,2020-10-01
NV,21,56,8463,59,5864,60,497,58,589,57,127,54,111,56,494,57,361,58,3,57,1,56,849,57,0.6925440151246602,59,5861,8463,0.0861053361053361,58,497,5772,0.059582680014473526,57,494,8291,0.16240409207161124,54,127,782,0.6937573616018846,57,589,849,2020-10-01
NY,28,146,45929,166,35161,168,1868,167,2887,143,304,139,156,143,1728,153,752,153,72,153,18,144,5008,137,0.6789052944260003,165,31083,45784,0.05102420856610801,159,1781,34905,0.03637569060773481,157,1646,45250,0.0508916920400174,121,234,4598,0.5798038806592948,132,2779,4793,2020-10-01
