state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
AK,1,23,0,1,23,0,1,24,1680,24,1040,24,59,24,3,24,2,24,0,24,0,24,93,24,14,24,14,24,49,24,46,24,10,24,2,24,130,24,0.619047619047619,24,1040,1680,0.056730769230769,24,59,1040,0.035119047619048,24,59,1680,0.107692307692308,24,14,130,0.715384615384615,24,93,130,2021/04/25,POINT (-151.631889 63.631126),0,24,0,23,0,23,0,23,1,23,1,23,1,23,0,23,0,24,0,24,0,23,0,23,0,23,2,23,0,23,0,23,0,23,0,24
AL,28,76,13,30,73,14,2,112,15567,117,11606,117,418,112,53,114,80,112,1,112,9,112,1315,117,138,112,120,114,406,112,324,114,12,112,5,112,1639,117,0.74555148712019,117,11606,15567,0.03668919511981,112,418,11393,0.027453040851176,112,418,15226,0.086683417085427,112,138,1592,0.802318486882245,117,1315,1639,2021/04/25,POINT (-86.844516 32.756889),1,114,3,114,7,114,3,114,13,114,12,114,9,114,5,114,0,114,0,112,3,112,10,112,21,112,8,112,15,112,12,112,11,112,0,112
AR,16,88,2,20,84,2,0,104,9206,106,6695,106,204,104,41,106,58,104,0,104,14,104,690,106,76,104,56,106,197,104,141,106,7,104,0,104,995,106,0.727243102324571,106,6695,9206,0.03054349453511,104,204,6679,0.022258592471358,104,204,9165,0.077709611451943,104,76,978,0.693467336683417,106,690,995,2021/04/25,POINT (-92.439162 34.899825),0,106,4,106,3,106,5,106,5,106,8,106,4,106,4,106,8,106,1,104,1,104,4,104,10,104,10,104,11,104,11,104,10,104,0,104
AZ,23,93,3,27,89,3,4,116,16920,119,12069,119,623,116,65,119,125,116,0,116,2,116,1202,119,185,116,136,119,617,116,431,119,6,116,3,116,2268,119,0.713297872340426,119,12069,16920,0.052662721893491,116,623,11830,0.037464670154549,116,623,16629,0.084014532243415,116,185,2202,0.529982363315697,119,1202,2268,2021/04/25,POINT (-111.664616 34.293239),1,119,1,119,8,119,11,119,10,119,11,119,10,119,13,119,0,119,4,116,4,116,15,116,19,116,14,116,23,116,25,116,21,116,0,116
CA,62,316,35,81,298,34,36,405,63412,413,47675,413,2071,404,223,413,407,405,6,404,15,404,4905,412,436,404,386,412,2016,404,1695,412,55,404,43,404,7045,412,0.751829306755819,413,47675,63412,0.043951612903226,404,2071,47120,0.033099987213911,404,2071,62568,0.063464337700146,404,436,6870,0.696238466997871,412,4905,7045,2021/04/25,POINT (-119.662127 37.211164),1,412,18,412,32,412,26,412,46,412,46,412,26,412,26,412,2,412,0,403,33,404,47,404,43,404,65,404,79,404,75,404,62,404,3,404
CO,6,86,13,5,87,13,10,103,11905,105,8440,105,759,103,112,105,63,103,3,103,18,103,960,105,224,103,225,105,730,103,665,105,29,103,16,103,1300,105,0.708945821083578,105,8440,11905,0.090909090909091,103,759,8349,0.064332937786065,103,759,11798,0.176795580110497,103,224,1267,0.738461538461538,105,960,1300,2021/04/25,POINT (-105.547832 38.998552),0,105,13,105,11,105,17,105,28,105,23,105,9,105,9,105,2,105,4,103,10,103,6,103,7,103,7,103,11,103,8,103,10,103,0,103
CT,4,34,1,4,34,1,17,38,8147,39,6663,39,454,38,68,39,36,38,2,38,1,38,578,39,101,38,95,39,448,38,389,39,6,38,3,38,1052,39,0.817847060267583,39,6663,8147,0.068694204872144,38,454,6609,0.056341523951353,38,454,8058,0.098058252427184,38,101,1030,0.549429657794677,39,578,1052,2021/04/25,POINT (-72.738288 41.575155),1,39,2,39,8,39,6,39,17,39,14,39,5,38,13,39,2,39,1,38,2,38,2,38,5,38,4,38,4,38,2,37,15,38,1,38
DC,0,12,2,0,12,2,1,13,3475,14,2711,14,153,13,12,14,84,13,0,13,5,13,288,14,43,13,36,14,135,13,115,14,18,13,7,13,351,14,0.780143884892086,14,2711,3475,0.058174904942966,13,153,2630,0.045576407506702,13,153,3357,0.129909365558912,13,43,331,0.82051282051282,14,288,351,2021/04/25,POINT (-77.016275 38.904785),0,14,2,14,4,14,0,14,3,14,2,14,1,14,0,14,0,14,0,13,9,13,20,13,7,13,10,13,16,13,16,13,6,13,0,13
DE,1,14,1,1,14,1,1,15,3323,16,2427,16,195,15,17,16,28,15,1,15,0,15,143,16,18,15,13,16,187,15,148,16,8,15,6,15,186,16,0.730364128799278,16,2427,3323,0.080879303193696,15,195,2411,0.059252506836828,15,195,3291,0.101123595505618,15,18,178,0.768817204301075,16,143,186,2021/04/25,POINT (-75.452394 38.994926),0,16,2,16,4,16,0,16,1,16,4,16,4,16,2,16,0,16,0,15,0,15,0,15,0,15,3,15,6,15,12,15,7,15,0,15
FL,11,241,15,22,230,15,90,261,58856,267,46973,267,3818,261,481,267,190,261,26,261,14,261,5240,267,902,261,833,267,3766,261,3456,267,52,261,41,261,6492,267,0.798100448552399,267,46973,58856,0.082483581057726,261,3818,46288,0.065948112066881,261,3818,57894,0.143561992678657,261,902,6283,0.807147258163894,267,5240,6492,2021/04/25,POINT (-82.420978 28.260731),1,267,19,267,60,267,71,267,83,267,83,266,94,267,56,267,14,267,0,261,18,261,14,261,17,261,31,261,35,261,34,261,39,261,2,261
