state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2021-02-05,"65,870","65,849","65,891",75.82,75.80,75.85,"86,873","86,685","87,061"
CW,2021-02-06,"64,752","64,728","64,775",74.96,74.92,75.00,"86,383","86,197","86,569"
CW,2021-02-07,"63,181","63,156","63,206",73.18,72.83,73.54,"86,330","86,152","86,509"
CW,2021-02-08,"62,950","62,924","62,976",72.92,72.57,73.27,"86,331","86,153","86,509"
CW,2021-02-09,"64,832","64,812","64,851",74.67,74.33,75.01,"86,824","86,652","86,996"
CW,2021-02-10,"65,308","65,280","65,336",75.28,74.95,75.60,"86,758","86,596","86,920"
CW,2021-02-11,"64,754","64,728","64,779",74.80,74.50,75.10,"86,564","86,414","86,714"
CW,2021-02-12,"64,302","64,281","64,324",74.35,74.08,74.62,"86,488","86,350","86,625"
CW,2021-02-13,"63,080","63,023","63,137",73.26,72.97,73.55,"86,107","85,981","86,233"
CW,2021-02-14,"61,333","61,131","61,534",71.28,70.57,71.98,"86,050","85,823","86,277"
CW,2021-02-15,"61,124","61,096","61,151",71.50,71.27,71.73,"85,487","85,371","85,603"
CW,2021-02-16,"62,447","62,429","62,464",72.75,72.49,73.02,"85,833","85,698","85,968"
CW,2021-02-17,"63,110","63,034","63,185",73.51,73.12,73.90,"85,851","85,683","86,020"
CW,2021-02-18,"62,980","62,959","63,001",73.35,73.03,73.67,"85,863","85,701","86,025"
CW,2021-02-19,"62,757","62,724","62,790",73.16,72.81,73.50,"85,785","85,615","85,956"
CW,2021-02-20,"61,474","61,427","61,521",71.85,71.47,72.23,"85,561","85,379","85,744"
CW,2021-02-21,"60,094","60,071","60,117",70.37,70.02,70.72,"85,396","85,218","85,573"
CW,2021-02-22,"60,483","60,465","60,501",70.63,70.56,70.69,"85,639","85,455","85,824"
CW,2021-02-23,"62,813","62,791","62,835",72.96,72.89,73.04,"86,088","85,900","86,276"
CW,2021-02-24,"63,127","63,012","63,241",73.30,72.91,73.69,"86,120","85,898","86,341"
CW,2021-02-25,"62,795","62,682","62,907",73.17,72.77,73.57,"85,818","85,592","86,044"
CW,2021-02-26,"62,169","62,039","62,300",72.61,72.13,73.08,"85,626","85,365","85,888"
CW,2021-02-27,"60,712","60,567","60,856",71.05,70.52,71.58,"85,450","85,173","85,727"
CW,2021-02-28,"59,086","58,929","59,243",69.29,68.72,69.86,"85,272","84,989","85,554"
CW,2021-03-01,"58,819","58,676","58,962",69.15,68.62,69.67,"85,064","84,792","85,337"
CW,2021-03-02,"61,001","60,870","61,131",71.58,71.11,72.05,"85,220","84,957","85,483"
CW,2021-03-03,"61,287","61,178","61,395",71.81,71.42,72.21,"85,342","85,091","85,593"
CW,2021-03-04,"60,846","60,782","60,910",71.69,71.42,71.95,"84,875","84,635","85,115"
CW,2021-03-05,"60,812","60,585","61,038",71.12,70.28,71.97,"85,501","85,137","85,865"
CW,2021-03-06,"59,652","59,278","60,027",69.84,68.44,71.24,"85,410","84,884","85,937"
CW,2021-03-07,"58,161","57,660","58,662",68.29,66.42,70.16,"85,165","84,489","85,841"
AL,2021-02-05,"1,413","1,413","1,413",89.09,89.09,89.09,"1,586","1,586","1,586"
AZ,2021-02-05,"1,551","1,551","1,551",68.69,68.69,68.69,"2,258","2,258","2,258"
CA,2021-02-05,"7,005","7,005","7,005",86.73,86.73,86.73,"8,077","8,077","8,077"
CT,2021-02-05,650,650,650,61.79,61.79,61.79,"1,052","1,052","1,052"
DC,2021-02-05,278,278,278,86.34,86.34,86.34,322,322,322
DE,2021-02-05,147,147,147,77.37,77.37,77.37,190,190,190
GA,2021-02-05,"2,514","2,514","2,514",88.46,88.46,88.46,"2,842","2,842","2,842"
ID,2021-02-05,189,189,189,63.42,63.42,63.42,298,298,298
IN,2021-02-05,"1,488","1,488","1,488",68.54,68.54,68.54,"2,171","2,171","2,171"
KS,2021-02-05,570,570,570,71.52,71.52,71.52,797,797,797
LA,2021-02-05,"1,302","1,302","1,302",73.19,73.19,73.19,"1,779","1,779","1,779"
MD,2021-02-05,"1,062","1,042","1,082",80.03,80.03,80.03,"1,327","1,300","1,354"
MI,2021-02-05,"1,963","1,963","1,963",73.08,73.08,73.08,"2,686","2,686","2,686"
AL,2021-02-06,"1,386","1,386","1,386",86.62,86.62,86.62,"1,600","1,600","1,600"
AZ,2021-02-06,"1,513","1,513","1,513",68.21,68.21,68.21,"2,218","2,218","2,218"
CA,2021-02-06,"6,901","6,901","6,901",86.25,86.25,86.25,"8,001","7,999","8,003"
CT,2021-02-06,642,642,642,60.74,60.74,60.74,"1,057","1,057","1,057"
DC,2021-02-06,279,279,279,87.46,87.46,87.46,319,319,319
DE,2021-02-06,149,149,149,78.42,78.42,78.42,190,190,190
