state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
AK,1,21,1,1,21,1,0,23,1580,23,985,23,11,23,1,23,0,23,0,23,0,23,83,23,7,23,7,23,11,23,11,23,0,23,0,23,133,23,0.623417721518987,23,985,1580,0.011167512690355,23,11,985,0.006962025316456,23,11,1580,0.052631578947368,23,7,133,0.62406015037594,23,83,133,2021/06/23,,0,23,0,23,0,23,0,23,0,23,0,23,1,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23
AL,27,75,15,27,75,15,1,112,15178,116,10788,116,269,112,23,114,50,112,3,112,11,112,1220,116,87,112,75,114,258,112,183,114,11,112,6,112,1618,116,0.710765581763078,116,10788,15178,0.025737059444925,111,268,10413,0.018205284967054,111,268,14721,0.054430379746835,111,86,1580,0.754017305315204,116,1220,1618,2021/06/23,,0,114,0,114,3,114,5,114,6,114,4,114,1,114,2,114,2,114,0,112,3,112,3,112,6,112,9,112,9,112,15,112,5,112,0,112
AR,15,90,2,17,88,2,2,105,9237,107,6434,107,308,105,54,107,53,105,1,105,7,105,681,107,120,105,112,107,300,105,249,107,8,105,3,105,976,107,0.696546497780665,107,6434,9237,0.04799002804612,105,308,6418,0.033481900206544,105,308,9199,0.12448132780083,105,120,964,0.697745901639344,107,681,976,2021/06/23,,0,107,2,107,3,107,7,107,8,107,10,107,9,107,5,107,10,107,1,105,2,105,0,105,3,105,8,105,15,105,13,105,8,105,3,105
AZ,22,97,3,27,92,3,3,119,17006,122,11603,122,501,119,62,122,63,119,3,119,4,119,1076,122,123,119,78,122,494,119,349,122,7,119,5,119,2173,122,0.68228860402211,122,11603,17006,0.043885774351787,119,501,11416,0.029971284996411,119,501,16716,0.058349146110057,119,123,2108,0.49516797054763,122,1076,2173,2021/06/23,,0,122,3,122,4,122,7,122,15,122,15,122,10,122,7,122,1,122,2,119,4,119,5,119,9,119,13,119,12,119,9,119,8,119,1,119
CA,56,323,35,75,303,36,23,406,63125,414,46811,414,1243,405,125,414,263,406,3,404,6,404,4627,413,297,405,279,413,1206,405,974,413,37,405,29,404,6905,413,0.741560396039604,414,46811,63125,0.026883813478675,405,1243,46236,0.019952806716214,405,1243,62297,0.044071820744918,405,297,6739,0.670094134685011,413,4627,6905,2021/06/23,,1,413,12,411,19,411,21,412,25,411,26,412,8,410,13,410,0,413,4,405,21,404,31,404,24,404,60,403,42,403,45,403,36,404,0,405
CO,8,78,20,7,79,20,5,104,11653,106,7770,106,330,104,31,106,33,104,1,104,8,104,880,106,118,104,110,106,316,104,266,106,14,104,8,104,1286,106,0.666781086415515,106,7770,11653,0.042963155839083,104,330,7681,0.028581326866447,104,330,11546,0.094173982442139,104,118,1253,0.684292379471229,106,880,1286,2021/06/23,,0,105,1,105,3,105,1,105,8,105,10,106,5,105,3,105,0,106,1,103,5,103,6,103,6,103,3,103,7,104,4,103,1,103,0,104
CT,4,34,1,4,34,1,6,38,8159,39,6321,39,82,38,13,39,25,38,0,38,0,38,517,39,10,38,5,39,81,38,41,39,1,38,0,38,1052,39,0.774727295011644,39,6321,8159,0.013078149920255,38,82,6270,0.010159831495478,38,82,8071,0.009708737864078,38,10,1030,0.491444866920152,39,517,1052,2021/06/23,,0,39,1,39,5,39,0,39,2,39,2,39,2,39,0,39,1,39,0,38,1,38,3,38,2,38,5,38,4,38,5,38,5,38,0,38
DC,0,13,1,0,13,1,0,12,3435,14,2540,14,62,13,3,14,40,13,1,13,2,13,253,14,11,12,7,13,53,13,36,14,9,13,1,13,330,14,0.739446870451237,14,2540,3435,0.025121555915721,13,62,2468,0.018680325399217,13,62,3319,0.034810126582278,12,11,316,0.766666666666667,14,253,330,2021/06/23,,0,14,0,14,0,14,0,14,1,14,0,14,2,14,0,14,0,14,0,13,3,13,16,13,4,13,6,13,2,13,4,13,5,13,0,13
DE,1,13,2,1,13,2,0,15,3420,16,2545,16,25,15,2,16,28,15,0,15,0,15,144,16,4,15,4,16,22,15,19,16,3,15,2,15,190,16,0.744152046783626,16,2545,3420,0.009885330170028,15,25,2529,0.007378984651712,15,25,3388,0.021978021978022,15,4,182,0.757894736842105,16,144,190,2021/06/23,,0,16,1,16,0,16,0,16,1,16,0,16,0,16,0,16,0,16,0,15,1,15,0,15,2,15,2,15,5,15,10,15,8,15,0,15
FL,6,198,58,6,198,58,54,256,56992,262,43011,262,1885,256,234,262,131,256,5,256,16,256,4643,262,426,256,410,262,1860,256,1619,262,25,256,20,256,6349,262,0.754684868051656,262,43011,56992,0.04448062674029,256,1885,42378,0.03365410365821,256,1885,56011,0.069178304644365,256,426,6158,0.731296267128682,262,4643,6349,2021/06/23,,2,262,13,261,26,261,31,261,48,260,36,260,34,261,21,261,23,262,1,256,12,255,13,255,10,255,19,255,25,255,27,255,24,255,0,256
