state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2021-02-27,"496,024","495,088","496,960",70.63,70.21,71.06,"702,231","701,058","703,404"
CW,2021-02-28,"480,964","480,046","481,881",68.82,68.41,69.24,"698,843","697,713","699,973"
CW,2021-03-01,"485,458","484,597","486,319",69.44,69.05,69.82,"699,134","698,079","700,189"
CW,2021-03-02,"506,800","506,023","507,577",72.16,71.82,72.51,"702,268","701,347","703,188"
CW,2021-03-03,"513,206","512,584","513,829",72.84,72.56,73.11,"704,559","703,814","705,303"
CW,2021-03-04,"512,207","512,134","512,279",72.68,72.65,72.72,"704,707","704,588","704,826"
CW,2021-03-05,"506,970","506,761","507,180",72.08,71.98,72.18,"703,372","703,073","703,670"
CW,2021-03-06,"487,652","487,343","487,961",69.69,69.57,69.82,"699,696","699,416","699,975"
CW,2021-03-07,"473,502","473,321","473,682",67.95,67.86,68.03,"696,872","696,611","697,134"
CW,2021-03-08,"478,585","478,449","478,722",68.62,68.57,68.68,"697,400","697,267","697,532"
CW,2021-03-09,"501,992","501,680","502,303",71.58,71.47,71.68,"701,317","701,214","701,420"
CW,2021-03-10,"510,332","510,111","510,552",72.54,72.43,72.64,"703,530","703,210","703,851"
CW,2021-03-11,"509,635","509,582","509,688",72.51,72.48,72.54,"702,818","702,724","702,912"
CW,2021-03-12,"506,243","506,153","506,333",72.11,72.07,72.16,"701,989","701,847","702,132"
CW,2021-03-13,"487,650","487,275","488,025",69.76,69.63,69.89,"699,022","698,871","699,173"
CW,2021-03-14,"470,698","470,215","471,182",67.69,67.51,67.87,"695,354","695,100","695,608"
CW,2021-03-15,"475,102","474,729","475,475",68.28,68.13,68.42,"695,818","695,545","696,090"
CW,2021-03-16,"498,795","498,688","498,901",71.23,71.18,71.28,"700,234","700,104","700,364"
CW,2021-03-17,"508,135","508,005","508,264",72.41,72.35,72.46,"701,776","701,614","701,937"
CW,2021-03-18,"507,235","507,142","507,328",72.23,72.18,72.27,"702,266","702,147","702,384"
CW,2021-03-19,"503,169","502,868","503,469",71.67,71.53,71.81,"702,055","701,669","702,441"
CW,2021-03-20,"483,953","483,756","484,150",69.34,69.26,69.42,"697,967","697,777","698,156"
CW,2021-03-21,"469,703","469,464","469,941",67.57,67.47,67.68,"695,098","694,831","695,366"
CW,2021-03-22,"475,907","475,819","475,994",68.40,68.36,68.44,"695,754","695,673","695,834"
CW,2021-03-23,"501,113","500,906","501,320",71.55,71.46,71.64,"700,344","700,126","700,561"
CW,2021-03-24,"509,878","509,582","510,175",72.61,72.47,72.74,"702,213","701,830","702,596"
CW,2021-03-25,"509,812","509,523","510,100",72.50,72.37,72.63,"703,194","702,816","703,571"
CW,2021-03-26,"506,099","505,782","506,416",72.13,72.01,72.25,"701,638","701,372","701,903"
CW,2021-03-27,"487,655","487,026","488,283",69.78,69.46,70.09,"698,871","697,890","699,852"
CW,2021-03-28,"473,354","472,553","474,155",68.15,67.77,68.53,"694,605","693,517","695,693"
CW,2021-03-29,"477,534","475,089","479,979",68.74,67.60,69.89,"694,656","691,446","697,866"
