state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CT,2021/05/12,6292,6275,6309,80.64,80.64,80.64,7803,7803,7803,POINT (-72.738288 41.575155)
DC,2021/05/12,2140,2140,2140,77.68,77.68,77.68,2755,2755,2755,POINT (-77.016275 38.904785)
AL,2021/05/13,10514,10514,10514,75.22,75.22,75.22,13977,13977,13977,POINT (-86.844516 32.756889)
CT,2021/05/13,6263,6263,6263,80.23,80.23,80.23,7806,7806,7806,POINT (-72.738288 41.575155)
DC,2021/05/13,2211,2211,2211,80.58,80.58,80.58,2744,2744,2744,POINT (-77.016275 38.904785)
AL,2021/05/14,10440,10440,10440,74.67,74.67,74.67,13981,13981,13981,POINT (-86.844516 32.756889)
CT,2021/05/14,6184,6184,6184,79.09,79.09,79.09,7819,7819,7819,POINT (-72.738288 41.575155)
DC,2021/05/14,2234,2234,2234,81.21,81.21,81.21,2751,2751,2751,POINT (-77.016275 38.904785)
AL,2021/05/15,9886,9886,9886,71.1,71.1,71.1,13904,13904,13904,POINT (-86.844516 32.756889)
CT,2021/05/15,6056,6056,6056,77.79,77.79,77.79,7785,7785,7785,POINT (-72.738288 41.575155)
DC,2021/05/15,2186,2186,2186,79.38,79.38,79.38,2754,2754,2754,POINT (-77.016275 38.904785)
AL,2021/05/16,9681,9681,9681,69.72,69.72,69.72,13886,13886,13886,POINT (-86.844516 32.756889)
CT,2021/05/16,5919,5919,5919,76.11,76.11,76.11,7777,7777,7777,POINT (-72.738288 41.575155)
DC,2021/05/16,2080,2080,2080,76.02,76.02,76.02,2736,2736,2736,POINT (-77.016275 38.904785)
AL,2021/05/17,9962,9962,9962,71.71,71.71,71.71,13893,13893,13893,POINT (-86.844516 32.756889)
CT,2021/05/17,5827,5827,5827,75.16,75.16,75.16,7753,7753,7753,POINT (-72.738288 41.575155)
DC,2021/05/17,2079,2079,2079,76.01,76.01,76.01,2735,2735,2735,POINT (-77.016275 38.904785)
AL,2021/05/18,10392,10392,10392,74.67,74.67,74.67,13917,13917,13917,POINT (-86.844516 32.756889)
CT,2021/05/18,6144,6144,6144,79.31,79.31,79.31,7747,7747,7747,POINT (-72.738288 41.575155)
DC,2021/05/18,2187,2187,2187,79.41,79.41,79.41,2754,2754,2754,POINT (-77.016275 38.904785)
AL,2021/05/19,10568,10556,10581,75.81,75.47,76.16,13940,13918,13962,POINT (-86.844516 32.756889)
CT,2021/05/19,6280,6280,6280,80.77,80.77,80.77,7775,7775,7775,POINT (-72.738288 41.575155)
DC,2021/05/19,2264,2264,2264,82.21,82.21,82.21,2754,2754,2754,POINT (-77.016275 38.904785)
AL,2021/05/20,10650,10650,10650,76.41,76.41,76.41,13938,13938,13938,POINT (-86.844516 32.756889)
CT,2021/05/20,6220,6220,6220,80.11,80.11,80.11,7764,7764,7764,POINT (-72.738288 41.575155)
DC,2021/05/20,2273,2273,2273,82.47,82.47,82.47,2756,2756,2756,POINT (-77.016275 38.904785)
AL,2021/05/21,10436,10427,10445,74.92,74.73,75.12,13929,13919,13939,POINT (-86.844516 32.756889)
CT,2021/05/21,6229,6208,6250,80.1,79.07,81.12,7777,7741,7813,POINT (-72.738288 41.575155)
DC,2021/05/21,2227,2227,2227,80.86,80.86,80.86,2754,2754,2754,POINT (-77.016275 38.904785)
AL,2021/05/22,9875,9857,9893,71.06,70.49,71.64,13896,13856,13936,POINT (-86.844516 32.756889)
CT,2021/05/22,6226,5300,7152,80.06,43.68,116.44,7777,6700,8854,POINT (-72.738288 41.575155)
DC,2021/05/22,2145,2145,2145,78.11,78.11,78.11,2746,2746,2746,POINT (-77.016275 38.904785)
AK,2021/04/22,955,955,955,64.44,64.44,64.44,1482,1482,1482,POINT (-151.631889 63.631126)
AR,2021/04/22,5405,5405,5405,70.3,70.3,70.3,7688,7688,7688,POINT (-92.439162 34.899825)
AZ,2021/04/22,9840,9840,9840,69.65,69.65,69.65,14128,14128,14128,POINT (-111.664616 34.293239)
CA,2021/04/22,44488,44442,44534,75.2,74.89,75.51,59158,59072,59244,POINT (-119.662127 37.211164)
CO,2021/04/22,7315,7315,7315,72.12,72.12,72.12,10143,10143,10143,POINT (-105.547832 38.998552)
DE,2021/04/22,2001,2001,2001,76.2,76.2,76.2,2626,2626,2626,POINT (-75.452394 38.994926)
FL,2021/04/22,42722,42722,42722,81.33,81.33,81.33,52532,52532,52532,POINT (-82.420978 28.260731)
GA,2021/04/22,15724,15421,16027,82.29,82.29,82.29,19414,19414,19414,POINT (-83.426574 32.638481)
HI,2021/04/22,1790,1790,1790,71.86,71.86,71.86,2491,2491,2491,POINT (-157.854309 21.361013)
IA,2021/04/22,4887,4883,4891,63.87,63.68,64.05,7652,7646,7658,POINT (-93.500061 42.074659)
ID,2021/04/22,1942,1942,1942,59.52,59.52,59.52,3263,3263,3263,POINT (-114.659366 44.389073)
IL,2021/04/22,20508,20508,20508,71.29,71.29,71.29,28768,28768,28768,POINT (-89.148632 40.124144)
IN,2021/04/22,10990,10990,10990,65.05,65.05,65.05,16894,16894,16894,POINT (-86.2818 39.919991)
KS,2021/04/22,4530,4530,4530,57.82,57.82,57.82,7834,7834,7834,POINT (-98.38018 38.484729)
KY,2021/04/22,7456,7445,7467,60.58,60.58,60.58,12308,12308,12308,POINT (-85.290484 37.526683)
LA,2021/04/22,8607,8607,8607,68.04,68.04,68.04,12649,12649,12649,POINT (-91.840238 30.921314)
MA,2021/04/22,13826,13826,13826,82.53,82.53,82.53,16753,16753,16753,POINT (-71.481104 42.151077)
MD,2021/04/22,8428,8428,8428,85.51,85.51,85.51,9856,9856,9856,POINT (-76.687282 38.946466)
ME,2021/04/22,2057,2057,2057,71.42,71.42,71.42,2880,2880,2880,POINT (-69.06137 45.117911)
MI,2021/04/22,17094,17094,17094,81.63,81.63,81.63,20941,20941,20941,POINT (-85.730977 44.874798)
MN,2021/04/22,7598,7598,7598,78.3,78.3,78.3,9704,9704,9704,POINT (-94.198308 46.349153)
MS,2021/04/22,5021,5021,5021,63.61,63.61,63.61,7894,7894,7894,POINT (-89.65344 32.713378)
MT,2021/04/22,1792,1791,1793,62.88,62.35,63.41,2850,2841,2859,POINT (-109.645127 47.033521)
ND,2021/04/22,1542,1542,1542,76.45,76.45,76.45,2017,2017,2017,POINT (-100.46931 47.446305)
NJ,2021/04/22,14553,14553,14553,71.5,71.5,71.5,20353,20353,20353,POINT (-74.655514 40.110253)
NV,2021/04/22,5365,5354,5376,71.05,71.05,71.05,7551,7551,7551,POINT (-114.916992 39.283294)
NY,2021/04/22,36071,36071,36071,75.26,75.26,75.26,47930,47930,47930,POINT (-75.59655 42.921241)
OK,2021/04/22,6601,6601,6601,70.15,70.15,70.15,9410,9410,9410,POINT (-97.508297 35.583449)
PA,2021/04/22,24443,24325,24561,81.65,80.43,82.88,29936,29793,30079,POINT (-77.838886 40.896694)
SC,2021/04/22,7252,6642,7862,79.97,79.97,79.97,9068,8348,9788,POINT (-80.864614 33.878572)
TN,2021/04/22,12535,12535,12535,71.06,71.06,71.06,17639,17639,17639,POINT (-86.343226 35.842998)
UT,2021/04/22,3202,3202,3202,60.22,60.22,60.22,5317,5317,5317,POINT (-111.678222 39.323779)
AK,2021/04/23,851,851,851,57.38,57.38,57.38,1483,1483,1483,POINT (-151.631889 63.631126)
AR,2021/04/23,5390,5387,5393,70.24,70.24,70.24,7674,7674,7674,POINT (-92.439162 34.899825)
AZ,2021/04/23,9718,9715,9722,68.71,68.54,68.89,14144,14130,14158,POINT (-111.664616 34.293239)
CA,2021/04/23,44264,44241,44287,74.79,74.54,75.04,59184,59105,59263,POINT (-119.662127 37.211164)
CO,2021/04/23,7164,7164,7164,70.6,70.6,70.6,10147,10147,10147,POINT (-105.547832 38.998552)
DE,2021/04/23,1973,1973,1973,75.25,75.25,75.25,2622,2622,2622,POINT (-75.452394 38.994926)
FL,2021/04/23,42466,42466,42466,80.53,80.53,80.53,52735,52735,52735,POINT (-82.420978 28.260731)
GA,2021/04/23,15379,15043,15716,80.65,78.94,82.37,19374,19361,19387,POINT (-83.426574 32.638481)
HI,2021/04/23,1814,1814,1814,73.12,73.12,73.12,2481,2481,2481,POINT (-157.854309 21.361013)
IA,2021/04/23,4852,4852,4852,63.51,63.51,63.51,7640,7640,7640,POINT (-93.500061 42.074659)
ID,2021/04/23,1849,1849,1849,56.54,56.54,56.54,3270,3270,3270,POINT (-114.659366 44.389073)
IL,2021/04/23,20316,20316,20316,70.64,70.64,70.64,28760,28760,28760,POINT (-89.148632 40.124144)
IN,2021/04/23,10884,10884,10884,64.47,64.47,64.47,16881,16881,16881,POINT (-86.2818 39.919991)
KS,2021/04/23,4418,4418,4418,56.51,56.51,56.51,7818,7818,7818,POINT (-98.38018 38.484729)
KY,2021/04/23,7424,7398,7451,60.38,60.38,60.38,12297,12297,12297,POINT (-85.290484 37.526683)
LA,2021/04/23,8466,8464,8467,67.25,67.25,67.25,12588,12588,12588,POINT (-91.840238 30.921314)
MA,2021/04/23,13754,13754,13754,82.14,82.14,82.14,16745,16745,16745,POINT (-71.481104 42.151077)
MD,2021/04/23,8384,8384,8384,84.41,84.41,84.41,9933,9933,9933,POINT (-76.687282 38.946466)
ME,2021/04/23,1988,1988,1988,69.08,69.08,69.08,2878,2878,2878,POINT (-69.06137 45.117911)
MI,2021/04/23,17004,17002,17005,81.34,81.34,81.34,20904,20904,20904,POINT (-85.730977 44.874798)
MN,2021/04/23,7518,7516,7520,77.5,77.5,77.5,9701,9701,9701,POINT (-94.198308 46.349153)
MS,2021/04/23,4910,4910,4910,62.44,62.44,62.44,7864,7864,7864,POINT (-89.65344 32.713378)
MT,2021/04/23,1783,1783,1783,62.98,62.98,62.98,2831,2831,2831,POINT (-109.645127 47.033521)
ND,2021/04/23,1528,1518,1538,75.79,74.14,77.45,2016,2002,2030,POINT (-100.46931 47.446305)
NJ,2021/04/23,14438,14438,14438,70.67,70.67,70.67,20430,20430,20430,POINT (-74.655514 40.110253)
NV,2021/04/23,5249,5239,5259,69.29,69.29,69.29,7575,7575,7575,POINT (-114.916992 39.283294)
NY,2021/04/23,35705,35688,35722,74.58,74.44,74.73,47873,47840,47906,POINT (-75.59655 42.921241)
OK,2021/04/23,6478,6473,6483,69.08,68.9,69.26,9378,9370,9386,POINT (-97.508297 35.583449)
PA,2021/04/23,24370,24322,24419,81.04,80.48,81.59,30073,30002,30144,POINT (-77.838886 40.896694)
SC,2021/04/23,7099,6499,7699,78.27,78.27,78.27,9070,8362,9778,POINT (-80.864614 33.878572)
TN,2021/04/23,12342,12341,12342,69.94,69.94,69.94,17646,17646,17646,POINT (-86.343226 35.842998)
UT,2021/04/23,3094,3094,3094,58.22,58.22,58.22,5314,5314,5314,POINT (-111.678222 39.323779)
AK,2021/04/24,857,857,857,57.67,57.67,57.67,1486,1486,1486,POINT (-151.631889 63.631126)
AR,2021/04/24,5088,5088,5088,66.86,66.86,66.86,7610,7610,7610,POINT (-92.439162 34.899825)
AZ,2021/04/24,9432,9351,9514,67.57,65.81,69.32,13960,13872,14047,POINT (-111.664616 34.293239)
CA,2021/04/24,43295,43251,43338,72.08,71.55,72.61,60064,59886,60242,POINT (-119.662127 37.211164)
CO,2021/04/24,6845,6845,6845,67.24,67.24,67.24,10180,10180,10180,POINT (-105.547832 38.998552)
DE,2021/04/24,1868,1868,1868,71.93,71.93,71.93,2597,2597,2597,POINT (-75.452394 38.994926)
FL,2021/04/24,40686,40686,40686,77.87,77.87,77.87,52246,52246,52246,POINT (-82.420978 28.260731)
GA,2021/04/24,14885,14533,15237,78.17,76.04,80.3,19347,19325,19369,POINT (-83.426574 32.638481)
HI,2021/04/24,1784,1784,1784,71.91,71.91,71.91,2481,2481,2481,POINT (-157.854309 21.361013)
IA,2021/04/24,4483,4480,4486,58.49,58.49,58.49,7664,7664,7664,POINT (-93.500061 42.074659)
ID,2021/04/24,1718,1718,1718,52.6,52.6,52.6,3266,3266,3266,POINT (-114.659366 44.389073)
IL,2021/04/24,19691,19689,19693,68.6,68.6,68.6,28702,28702,28702,POINT (-89.148632 40.124144)
IN,2021/04/24,10464,10464,10464,62.43,62.43,62.43,16760,16760,16760,POINT (-86.2818 39.919991)
KS,2021/04/24,4160,4160,4160,53.37,53.37,53.37,7794,7794,7794,POINT (-98.38018 38.484729)
KY,2021/04/24,7156,7141,7171,58.13,58.13,58.13,12311,12311,12311,POINT (-85.290484 37.526683)
LA,2021/04/24,8059,8059,8059,64.47,64.47,64.47,12501,12501,12501,POINT (-91.840238 30.921314)
MA,2021/04/24,13402,13402,13402,80.51,80.51,80.51,16647,16647,16647,POINT (-71.481104 42.151077)
MD,2021/04/24,8111,8111,8111,82.05,82.05,82.05,9885,9885,9885,POINT (-76.687282 38.946466)
ME,2021/04/24,1929,1929,1929,67.61,67.61,67.61,2853,2853,2853,POINT (-69.06137 45.117911)
MI,2021/04/24,16454,16454,16454,79.26,79.26,79.26,20759,20759,20759,POINT (-85.730977 44.874798)
MN,2021/04/24,7370,7370,7370,76.36,76.36,76.36,9652,9652,9652,POINT (-94.198308 46.349153)
MS,2021/04/24,4707,4706,4708,60.32,60.32,60.32,7803,7803,7803,POINT (-89.65344 32.713378)
MT,2021/04/24,1764,1764,1764,62.33,62.33,62.33,2830,2830,2830,POINT (-109.645127 47.033521)
ND,2021/04/24,1443,1432,1454,72.04,70.22,73.86,2003,1989,2017,POINT (-100.46931 47.446305)
NJ,2021/04/24,13666,13666,13666,67.41,67.41,67.41,20273,20273,20273,POINT (-74.655514 40.110253)
NV,2021/04/24,5126,5116,5136,67.64,67.64,67.64,7578,7578,7578,POINT (-114.916992 39.283294)
NY,2021/04/24,34391,34371,34411,71.97,71.79,72.14,47788,47748,47828,POINT (-75.59655 42.921241)
OK,2021/04/24,6167,6163,6171,66.16,65.98,66.33,9322,9314,9330,POINT (-97.508297 35.583449)
PA,2021/04/24,23255,22799,23711,77.58,72.72,82.44,29976,29394,30558,POINT (-77.838886 40.896694)
SC,2021/04/24,6747,6196,7298,74.73,74.73,74.73,9029,8379,9679,POINT (-80.864614 33.878572)
TN,2021/04/24,12074,12074,12074,68.52,68.52,68.52,17621,17621,17621,POINT (-86.343226 35.842998)
UT,2021/04/24,2972,2972,2972,55.94,55.94,55.94,5313,5313,5313,POINT (-111.678222 39.323779)
AK,2021/04/25,848,848,848,56.87,56.87,56.87,1491,1491,1491,POINT (-151.631889 63.631126)
AR,2021/04/25,4860,4860,4860,64.83,64.83,64.83,7496,7496,7496,POINT (-92.439162 34.899825)
AZ,2021/04/25,9042,8960,9123,65.6,63.81,67.38,13783,13696,13871,POINT (-111.664616 34.293239)
CA,2021/04/25,41669,41620,41718,71.41,71.09,71.74,58349,58261,58437,POINT (-119.662127 37.211164)
CO,2021/04/25,6663,6661,6665,65.66,65.66,65.66,10147,10147,10147,POINT (-105.547832 38.998552)
DE,2021/04/25,1832,1832,1832,70.98,70.98,70.98,2581,2581,2581,POINT (-75.452394 38.994926)
FL,2021/04/25,39821,39821,39821,76.07,76.07,76.07,52345,52345,52345,POINT (-82.420978 28.260731)
GA,2021/04/25,14483,14120,14847,76.39,76.39,76.39,19264,19264,19264,POINT (-83.426574 32.638481)
HI,2021/04/25,1751,1751,1751,70.55,70.55,70.55,2482,2482,2482,POINT (-157.854309 21.361013)
IA,2021/04/25,4403,4403,4403,57.54,57.54,57.54,7652,7652,7652,POINT (-93.500061 42.074659)
ID,2021/04/25,1688,1677,1700,52.16,52.16,52.16,3237,3237,3237,POINT (-114.659366 44.389073)
IL,2021/04/25,18978,18975,18982,66.11,66.11,66.11,28707,28707,28707,POINT (-89.148632 40.124144)
IN,2021/04/25,10126,10123,10128,60.25,60.25,60.25,16806,16806,16806,POINT (-86.2818 39.919991)
KS,2021/04/25,4050,4048,4052,52.15,52.15,52.15,7766,7766,7766,POINT (-98.38018 38.484729)
KY,2021/04/25,6847,6832,6862,55.62,55.62,55.62,12310,12310,12310,POINT (-85.290484 37.526683)
LA,2021/04/25,7883,7878,7888,63.09,63.09,63.09,12495,12495,12495,POINT (-91.840238 30.921314)
MA,2021/04/25,13006,13006,13006,78.69,78.69,78.69,16528,16528,16528,POINT (-71.481104 42.151077)
MD,2021/04/25,7977,7977,7977,80.02,80.02,80.02,9969,9969,9969,POINT (-76.687282 38.946466)
ME,2021/04/25,1880,1880,1880,65.96,65.96,65.96,2850,2850,2850,POINT (-69.06137 45.117911)
MI,2021/04/25,16082,16079,16084,77.68,77.68,77.68,20701,20701,20701,POINT (-85.730977 44.874798)
MN,2021/04/25,6985,6984,6986,74.17,74.17,74.17,9418,9418,9418,POINT (-94.198308 46.349153)
MS,2021/04/25,4572,4572,4572,58.91,58.91,58.91,7761,7761,7761,POINT (-89.65344 32.713378)
MT,2021/04/25,1774,1774,1774,62.18,62.18,62.18,2853,2853,2853,POINT (-109.645127 47.033521)
ND,2021/04/25,1393,1384,1402,70.25,68.74,71.76,1983,1971,1995,POINT (-100.46931 47.446305)
NJ,2021/04/25,13547,13547,13547,66.77,66.77,66.77,20288,20288,20288,POINT (-74.655514 40.110253)
NV,2021/04/25,5056,5047,5065,66.75,66.75,66.75,7575,7575,7575,POINT (-114.916992 39.283294)
NY,2021/04/25,33823,33803,33843,70.76,70.58,70.93,47802,47762,47842,POINT (-75.59655 42.921241)
OK,2021/04/25,5906,5903,5908,63.42,63.42,63.42,9312,9312,9312,POINT (-97.508297 35.583449)
PA,2021/04/25,22703,22615,22792,76.05,75.2,76.91,29852,29763,29941,POINT (-77.838886 40.896694)
SC,2021/04/25,6538,6008,7068,72.6,72.6,72.6,9006,8381,9631,POINT (-80.864614 33.878572)
TN,2021/04/25,11827,11827,11827,67.1,67.1,67.1,17626,17626,17626,POINT (-86.343226 35.842998)
UT,2021/04/25,2763,2763,2763,52,52,52,5313,5313,5313,POINT (-111.678222 39.323779)
AK,2021/04/26,873,873,873,58.47,58.47,58.47,1493,1493,1493,POINT (-151.631889 63.631126)
AR,2021/04/26,4976,4964,4988,65.66,65.66,65.66,7578,7578,7578,POINT (-92.439162 34.899825)
AZ,2021/04/26,9048,9042,9053,65.55,65.4,65.71,13802,13792,13812,POINT (-111.664616 34.293239)
