state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state
DE,1,13,2,1,13,2,2,15,3308,16,2369,16,195,15,23,16,45,15,2,15,3,15,149,16,21,15,20,16,191,15,154,16,4,15,4,15,194,16,0.716142684401451,16,2369,3308,0.082978723404255,15,195,2350,0.05952380952381,15,195,3276,0.112903225806452,15,21,186,0.768041237113402,16,149,194,2021/04/14,POINT (-75.452394 38.994926)
FL,7,235,15,23,219,15,72,251,57882,257,44537,257,3792,251,536,257,172,251,8,251,10,251,5037,257,771,251,753,257,3736,251,3412,257,56,251,46,251,6479,257,0.76944473238658,257,44537,57882,0.086458879591418,251,3792,43859,0.066631523458092,251,3792,56910,0.123123602682849,251,771,6262,0.777434789319339,257,5037,6479,2021/04/14,POINT (-82.420978 28.260731)
GA,26,133,11,29,129,12,7,167,22875,170,17575,170,1515,167,291,170,131,167,12,167,29,167,2084,170,354,167,305,170,1473,167,1149,170,42,167,16,167,2708,170,0.768306010928962,170,17575,22875,0.087154116090433,167,1515,17383,0.067082890541977,167,1515,22584,0.133132756675442,167,354,2659,0.769571639586411,170,2084,2708,2021/04/14,POINT (-83.426574 32.638481)
HI,2,20,4,1,21,4,1,26,2652,26,1917,26,55,26,1,26,10,26,0,26,2,26,136,26,11,26,10,26,52,26,41,26,3,26,1,26,213,26,0.722850678733032,26,1917,2652,0.028690662493479,26,55,1917,0.020739064856712,26,55,2652,0.051643192488263,26,11,213,0.63849765258216,26,136,213,2021/04/14,POINT (-157.854309 21.361013)
IA,1,40,85,1,40,85,0,124,8061,126,4699,126,218,124,26,126,6,124,0,124,0,124,426,126,53,124,51,126,214,124,201,126,4,124,3,124,668,126,0.582930157548691,126,4699,8061,0.047033441208198,124,218,4635,0.02736974262398,124,218,7965,0.081664098613251,124,53,649,0.637724550898204,126,426,668,2021/04/14,POINT (-93.500061 42.074659)
MT,5,61,1,6,60,1,3,66,3189,67,1986,67,56,66,10,67,6,66,1,66,0,66,129,67,9,66,9,67,55,66,54,67,1,66,1,66,226,67,0.622765757290687,67,1986,3189,0.028411973617453,66,56,1971,0.017721518987342,66,56,3160,0.040909090909091,66,9,220,0.570796460176991,67,129,226,2021/04/14,POINT (-109.645127 47.033521)
NC,2,125,5,6,121,5,30,128,24137,132,18192,132,1162,128,138,132,123,128,2,128,16,128,1880,132,286,128,270,132,1128,128,1016,132,34,128,19,128,2465,132,0.753697642623358,132,18192,24137,0.064473173167619,128,1162,18023,0.048706878484302,128,1162,23857,0.118869492934331,128,286,2406,0.762677484787018,132,1880,2465,2021/04/14,POINT (-79.130883 35.52603)
ND,12,36,2,12,36,2,27,48,2396,49,1671,50,99,49,9,49,8,48,0,49,2,49,130,49,16,49,14,50,96,49,72,50,3,49,0,49,213,49,0.690317195325543,49,1654,2396,0.059854897218863,49,99,1654,0.041772151898734,48,99,2370,0.076555023923445,48,16,209,0.610328638497653,49,130,213,2021/04/14,POINT (-100.46931 47.446305)
NE,9,91,1,16,84,1,2,100,4789,101,2906,101,185,100,26,101,12,100,0,100,0,100,364,101,45,100,45,101,184,100,165,101,1,100,1,100,567,101,0.606807266652746,101,2906,4789,0.064459930313589,100,185,2870,0.039286472711828,100,185,4709,0.081669691470054,100,45,551,0.641975308641975,101,364,567,2021/04/14,POINT (-99.810595 41.527099)
NH,4,25,1,5,24,1,1,30,3131,30,2245,30,145,30,20,30,18,30,0,30,0,30,157,30,35,30,32,30,143,30,132,30,2,30,1,30,282,30,0.717023315234749,30,2245,3131,0.064587973273942,30,145,2245,0.046311082721175,30,145,3131,0.124113475177305,30,35,282,0.556737588652482,30,157,282,2021/04/14,POINT (-71.57139 43.680429)
NJ,7,79,10,9,77,10,86,95,24547,96,16947,96,2137,95,234,96,122,95,3,95,3,95,1437,96,376,95,364,96,2107,95,1962,96,30,95,5,95,3073,96,0.690389864341875,96,16947,24547,0.126389874615567,95,2137,16908,0.087320720794345,95,2137,24473,0.122996401701014,95,376,3057,0.467621217051741,96,1437,3073,2021/04/14,POINT (-74.655514 40.110253)
NM,15,38,1,18,35,1,2,51,4334,54,2735,51,138,51,18,54,9,53,0,51,2,53,327,52,26,51,25,52,127,51,118,52,11,51,3,51,433,54,0.662869607367911,51,2735,4126,0.044910179640719,50,120,2672,0.032927702219041,51,138,4191,0.063260340632603,51,26,411,0.755196304849884,52,327,433,2021/04/14,POINT (-106.108388 34.421369)
NV,0,2,60,0,2,60,20,62,8755,62,6110,62,392,62,40,62,60,62,0,62,4,62,607,62,89,62,79,62,388,62,319,62,4,62,5,62,845,62,0.697886921758995,62,6110,8755,0.064157119476268,62,392,6110,0.044774414620217,62,392,8755,0.105325443786982,62,89,845,0.718343195266272,62,607,845,2021/04/14,POINT (-114.916992 39.283294)
NY,4,182,9,3,183,9,88,186,47372,195,34769,195,3728,186,395,195,136,186,4,186,16,186,3356,195,775,186,727,195,3675,186,3392,195,53,186,32,186,4924,195,0.733956767710884,195,34769,47372,0.108098703859425,186,3728,34487,0.079739904175222,186,3728,46752,0.161491977495312,186,775,4799,0.681559707554833,195,3356,4924,2021/04/14,POINT (-75.59655 42.921241)
OH,10,208,12,17,201,12,22,226,32253,230,22364,230,1774,226,186,230,173,226,5,226,54,226,2748,230,427,226,394,230,1670,226,1292,230,104,226,28,226,4131,230,0.693392862679441,230,22364,32253,0.079963939598828,226,1774,22185,0.055550336621262,226,1774,31935,0.105120630231413,226,427,4062,0.665214233841685,230,2748,4131,2021/04/14,POINT (-82.70936 40.415534)
OK,28,109,13,30,107,13,5,148,10598,150,6931,150,285,148,32,150,63,148,0,148,5,148,720,150,62,148,54,150,258,148,208,150,27,148,23,148,988,150,0.653991319116814,150,6931,10598,0.041936433195998,148,285,6796,0.027317166682642,148,285,10433,0.065469904963041,148,62,947,0.728744939271255,150,720,988,2021/04/14,POINT (-97.508297 35.583449)
OR,4,54,7,3,55,7,10,63,6973,65,5065,65,281,63,35,65,39,63,0,63,4,63,533,65,62,63,48,65,270,63,204,65,11,63,4,63,807,65,0.726373153592428,65,5065,6973,0.056459714687563,63,281,4977,0.041256790485979,63,281,6811,0.078780177890724,63,62,787,0.660470879801735,65,533,807,2021/04/14,POINT (-120.605279 43.940449)
PA,17,204,6,23,198,6,20,221,31087,227,24363,227,2932,221,310,227,359,221,6,220,19,220,2648,227,592,221,570,227,2867,221,2586,227,65,220,39,220,3530,227,0.783703799015666,227,24363,31087,0.121397813845644,221,2932,24152,0.095489333984693,221,2932,30705,0.172846715328467,221,592,3425,0.75014164305949,227,2648,3530,2021/04/14,POINT (-77.838886 40.896694)
ID,4,38,8,4,38,8,3,49,3598,50,2098,50,161,49,18,50,2,49,0,49,1,49,204,50,39,49,37,50,158,49,146,50,3,49,2,49,307,50,0.583101723179544,50,2098,3598,0.077478344562079,49,161,2078,0.045250140528387,49,161,3558,0.131313131313131,49,39,297,0.664495114006515,50,204,307,2021/04/14,POINT (-114.659366 44.389073)
IL,10,170,23,9,171,23,16,198,31584,203,21679,203,2212,198,279,203,286,198,4,198,24,198,2174,203,477,198,441,203,2163,198,1880,203,49,198,28,198,3466,203,0.686391843971631,203,21679,31584,0.103147586850082,198,2212,21445,0.07084974856667,198,2212,31221,0.14021164021164,198,477,3402,0.627236006924408,203,2174,3466,2021/04/14,POINT (-89.148632 40.124144)
IN,14,146,2,13,147,2,0,160,18940,162,11907,162,864,160,96,162,102,160,1,160,4,160,1482,162,232,160,185,162,848,160,655,162,16,160,7,160,2218,162,0.628669482576558,162,11907,18940,0.073115003808073,160,864,11817,0.045967227069589,160,864,18796,0.10696173351775,160,232,2169,0.668169522091975,162,1482,2218,2021/04/14,POINT (-86.2818 39.919991)
KS,10,135,4,13,132,4,0,146,8815,149,4942,149,183,146,26,149,22,146,1,146,0,146,535,149,44,146,40,149,180,146,151,149,3,146,1,146,837,149,0.560635280771412,149,4942,8815,0.037293662115345,146,183,4907,0.020962199312715,146,183,8730,0.053855569155447,146,44,817,0.639187574671446,149,535,837,2021/04/14,POINT (-98.38018 38.484729)
KY,1,23,93,5,110,2,3,115,14370,117,8384,117,422,115,123,117,66,115,0,115,5,115,1086,117,109,115,108,117,408,115,361,117,14,115,4,115,1837,117,0.583437717466945,117,8384,14370,0.051145315719307,115,422,8251,0.029747638516848,115,422,14186,0.060927892677473,115,109,1789,0.591181273816004,117,1086,1837,2021/04/14,POINT (-85.290484 37.526683)
LA,41,176,6,45,172,6,0,217,14114,223,8747,223,322,223,49,218,4,218,2,218,0,218,1116,223,101,223,98,223,317,223,376,223,5,223,3,223,1856,223,0.619739265977044,223,8747,14114,0.036812621470218,223,322,8747,0.022814227008644,223,322,14114,0.054418103448276,223,101,1856,0.601293103448276,223,1116,1856,2021/04/14,POINT (-91.840238 30.921314)
MA,11,89,1,10,90,1,12,100,19032,101,15339,101,634,100,99,101,63,100,7,100,2,100,998,101,165,100,159,101,617,100,547,101,17,100,12,100,1408,101,0.805958385876419,101,15339,19032,0.041609240664173,100,634,15237,0.033546748505212,100,634,18899,0.119565217391304,100,165,1380,0.708806818181818,101,998,1408,2021/04/14,POINT (-71.481104 42.151077)
MD,4,56,1,4,56,1,10,60,11995,61,9736,61,1492,60,165,61,269,60,1,60,2,60,1019,61,336,60,311,61,1473,60,1216,61,19,60,13,60,1362,61,0.811671529804085,61,9736,11995,0.154195948739148,60,1492,9676,0.125462495795493,60,1492,11892,0.253584905660377,60,336,1325,0.748164464023495,61,1019,1362,2021/04/14,POINT (-76.687282 38.946466)
ME,3,27,9,0,30,9,0,38,3324,39,2259,39,118,38,10,39,17,38,0,38,0,38,238,39,42,38,39,39,118,38,101,39,0,38,0,38,330,39,0.679602888086643,39,2259,3324,0.053081421502474,38,118,2223,0.035909920876446,38,118,3286,0.13125,38,42,320,0.721212121212121,39,238,330,2021/04/14,POINT (-69.06137 45.117911)
MI,18,142,4,14,146,4,12,160,23307,164,18403,164,4314,160,515,164,82,160,16,160,6,160,2258,164,858,160,844,164,4243,160,4039,164,71,160,53,160,2744,164,0.789591109966963,164,18403,23307,0.236086028566738,160,4314,18273,0.186720914127424,160,4314,23104,0.319434102755026,160,858,2686,0.822886297376093,164,2258,2744,2021/04/14,POINT (-85.730977 44.874798)
MN,15,110,15,15,110,15,16,139,9980,140,7505,140,799,139,103,140,33,139,2,139,2,139,729,140,183,139,171,140,773,139,688,140,26,139,12,139,964,140,0.752004008016032,140,7505,9980,0.108309610952962,139,799,7377,0.081538932544137,139,799,9799,0.197198275862069,139,183,928,0.756224066390042,140,729,964,2021/04/14,POINT (-94.198308 46.349153)
MO,22,97,20,29,90,20,11,135,16802,139,13063,139,754,135,62,139,136,135,2,135,20,135,1390,139,167,135,114,139,710,135,459,139,44,135,12,135,1768,139,0.777466968218069,139,13063,16802,0.058554011027413,135,754,12877,0.045638883844804,135,754,16521,0.098062243100411,135,167,1703,0.786199095022624,139,1390,1768,2021/04/14,POINT (-92.477244 38.3675)
MS,11,94,2,13,92,2,0,105,8636,107,5267,107,237,105,16,107,20,105,0,105,2,105,585,107,76,105,58,107,226,105,171,107,11,105,3,105,853,107,0.609888837424734,107,5267,8636,0.045358851674641,105,237,5225,0.02767398411957,105,237,8564,0.091236494597839,105,76,833,0.685814771395076,107,585,853,2021/04/14,POINT (-89.65344 32.713378)
WY,3,26,2,4,25,2,0,29,1731,31,752,31,26,29,3,31,12,29,2,29,0,29,45,31,7,29,6,31,24,29,20,31,2,29,2,29,139,31,0.434430964760254,31,752,1731,0.035040431266846,29,26,742,0.015384615384615,29,26,1690,0.05511811023622,29,7,127,0.323741007194245,31,45,139,2021/04/14,POINT (-107.55145 42.999627)
