state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2021-02-15,"67,467","67,428","67,506",9.72,9.69,9.75,"697,317","696,986","697,648"
CW,2021-02-16,"67,068","67,034","67,103",9.62,9.60,9.64,"700,360","700,075","700,644"
CW,2021-02-17,"65,867","65,838","65,895",9.40,9.38,9.43,"703,511","703,227","703,795"
CW,2021-02-18,"63,518","63,489","63,547",9.06,9.03,9.09,"704,170","703,867","704,473"
CW,2021-02-19,"61,776","61,742","61,810",8.81,8.78,8.84,"703,990","703,709","704,270"
CW,2021-02-20,"59,348","59,316","59,379",8.50,8.46,8.54,"700,997","700,531","701,464"
CW,2021-02-21,"58,581","58,549","58,612",8.43,8.40,8.46,"698,379","698,065","698,693"
CW,2021-02-22,"58,870","58,845","58,895",8.43,8.39,8.47,"701,513","701,182","701,843"
CW,2021-02-23,"58,280","58,252","58,307",8.29,8.25,8.33,"705,981","705,644","706,318"
CW,2021-02-24,"56,374","56,346","56,403",8.01,7.92,8.10,"707,170","706,101","708,239"
CW,2021-02-25,"54,568","54,480","54,656",7.76,7.65,7.87,"706,388","705,586","707,190"
CW,2021-02-26,"52,511","52,401","52,621",7.47,7.33,7.61,"705,602","704,591","706,613"
CW,2021-02-27,"50,548","50,423","50,673",7.21,7.06,7.37,"703,036","701,971","704,101"
CW,2021-02-28,"49,671","49,549","49,794",7.12,6.97,7.28,"699,558","698,458","700,657"
CW,2021-03-01,"49,787","49,671","49,904",7.14,6.99,7.29,"699,837","698,802","700,873"
CW,2021-03-02,"49,186","49,078","49,294",7.02,6.89,7.16,"702,960","702,035","703,885"
CW,2021-03-03,"47,689","47,600","47,777",6.79,6.68,6.90,"705,242","704,508","705,975"
CW,2021-03-04,"46,218","46,002","46,434",6.57,6.33,6.81,"705,390","705,267","705,512"
CW,2021-03-05,"44,605","44,575","44,635",6.36,6.32,6.39,"704,044","703,749","704,340"
CW,2021-03-06,"43,305","43,245","43,365",6.20,6.13,6.27,"700,403","700,114","700,692"
CW,2021-03-07,"42,555","42,519","42,592",6.12,6.07,6.17,"697,580","697,314","697,847"
CW,2021-03-08,"43,043","43,010","43,076",6.19,6.15,6.23,"698,092","697,939","698,245"
CW,2021-03-09,"42,886","42,832","42,940",6.13,6.07,6.19,"701,922","701,786","702,059"
CW,2021-03-10,"41,777","41,744","41,810",5.95,5.93,5.98,"704,229","703,904","704,555"
CW,2021-03-11,"41,036","40,994","41,079",5.86,5.82,5.90,"703,542","703,333","703,751"
CW,2021-03-12,"40,739","40,696","40,782",5.82,5.79,5.86,"702,712","702,512","702,912"
CW,2021-03-13,"39,676","39,616","39,737",5.70,5.62,5.78,"699,662","698,892","700,432"
CW,2021-03-14,"39,304","39,251","39,357",5.67,5.61,5.73,"695,965","695,470","696,460"
CW,2021-03-15,"40,010","39,955","40,064",5.77,5.71,5.83,"696,426","695,958","696,894"
CW,2021-03-16,"40,354","40,275","40,433",5.79,5.68,5.89,"700,534","699,621","701,446"
CW,2021-03-17,"39,885","39,624","40,146",5.73,5.36,6.10,"699,352","696,355","702,349"
AK,2021-02-15,43,40,46,2.91,2.91,2.91,"1,476","1,476","1,476"
AL,2021-02-15,"1,224","1,224","1,224",8.80,8.80,8.80,"13,903","13,903","13,903"
AR,2021-02-15,630,629,631,8.42,8.09,8.76,"7,479","7,437","7,521"
AZ,2021-02-15,"1,950","1,936","1,964",14.00,13.18,14.82,"13,946","13,832","14,060"
CA,2021-02-15,"9,019","9,019","9,019",15.06,15.01,15.11,"59,891","59,854","59,928"
CO,2021-02-15,511,511,511,5.06,5.06,5.06,"10,096","10,096","10,096"
CT,2021-02-15,700,700,700,9.02,9.02,9.02,"7,759","7,759","7,759"
DC,2021-02-15,260,260,260,8.90,8.90,8.90,"2,920","2,920","2,920"
DE,2021-02-15,196,196,196,7.62,7.62,7.62,"2,571","2,571","2,571"
FL,2021-02-15,"5,128","5,128","5,128",10.00,10.00,10.00,"52,229","52,229","52,229"
GA,2021-02-15,"3,222","3,210","3,234",16.67,16.15,17.19,"19,333","19,235","19,431"
HI,2021-02-15,51,51,51,2.04,2.04,2.04,"2,495","2,495","2,495"
IA,2021-02-15,251,251,251,3.32,3.32,3.32,"7,671","7,671","7,671"
ID,2021-02-15,164,164,164,5.17,5.17,5.17,"3,171","3,171","3,171"
IL,2021-02-15,"1,807","1,807","1,807",6.25,6.25,6.25,"28,897","28,897","28,897"
IN,2021-02-15,976,976,976,5.89,5.89,5.89,"16,568","16,568","16,568"
KS,2021-02-15,426,426,426,5.47,5.47,5.47,"7,789","7,789","7,789"
KY,2021-02-15,950,950,950,7.73,7.73,7.73,"12,297","12,297","12,297"
LA,2021-02-15,723,723,723,5.91,5.91,5.91,"12,466","12,466","12,466"
MA,2021-02-15,995,995,995,5.88,5.88,5.88,"16,918","16,918","16,918"
MD,2021-02-15,"1,378","1,355","1,401",14.26,14.26,14.26,"9,664","9,467","9,861"
ME,2021-02-15,119,119,119,4.18,4.18,4.18,"2,849","2,849","2,849"
MI,2021-02-15,941,941,941,4.58,4.58,4.58,"20,531","20,524","20,538"
MN,2021-02-15,388,388,388,4.25,4.25,4.25,"9,130","9,130","9,130"
MS,2021-02-15,591,591,591,7.75,7.75,7.75,"7,629","7,629","7,629"
MT,2021-02-15,89,89,89,3.13,3.13,3.13,"2,842","2,842","2,842"
AK,2021-02-16,34,34,34,2.29,2.29,2.29,"1,483","1,483","1,483"
AL,2021-02-16,"1,195","1,195","1,195",8.64,8.64,8.64,"13,838","13,838","13,838"
AR,2021-02-16,634,632,635,8.45,8.13,8.78,"7,493","7,453","7,533"
AZ,2021-02-16,"1,858","1,854","1,862",13.13,12.98,13.29,"14,164","14,154","14,174"
CA,2021-02-16,"8,785","8,779","8,791",14.62,14.56,14.69,"60,078","60,045","60,111"
CO,2021-02-16,524,524,524,5.18,5.18,5.18,"10,116","10,116","10,116"
CT,2021-02-16,708,707,708,9.12,9.12,9.12,"7,758","7,758","7,758"
DC,2021-02-16,276,276,276,9.38,9.38,9.38,"2,941","2,941","2,941"
DE,2021-02-16,202,202,202,7.77,7.77,7.77,"2,601","2,601","2,601"
FL,2021-02-16,"5,189","5,189","5,189",10.05,10.05,10.05,"52,620","52,620","52,620"
GA,2021-02-16,"3,147","3,147","3,147",16.20,16.20,16.20,"19,424","19,424","19,424"
HI,2021-02-16,58,58,58,2.33,2.33,2.33,"2,489","2,489","2,489"
IA,2021-02-16,236,235,237,3.12,3.12,3.12,"7,671","7,671","7,671"
ID,2021-02-16,157,157,157,4.91,4.91,4.91,"3,197","3,197","3,197"
IL,2021-02-16,"1,798","1,797","1,798",6.22,6.22,6.22,"28,912","28,912","28,912"
IN,2021-02-16,957,945,969,5.78,5.78,5.78,"16,546","16,546","16,546"
KS,2021-02-16,409,409,409,5.22,5.22,5.22,"7,828","7,828","7,828"
KY,2021-02-16,947,947,947,7.70,7.70,7.70,"12,298","12,298","12,298"
LA,2021-02-16,736,736,736,6.02,6.02,6.02,"12,472","12,472","12,472"
MA,2021-02-16,981,981,981,5.79,5.79,5.79,"16,942","16,942","16,942"
MD,2021-02-16,"1,314","1,291","1,337",13.63,13.63,13.63,"9,642","9,449","9,835"
ME,2021-02-16,130,130,131,4.54,4.54,4.54,"2,873","2,873","2,873"
MI,2021-02-16,928,928,928,4.46,4.46,4.46,"20,787","20,780","20,794"
MN,2021-02-16,405,405,405,4.33,4.33,4.33,"9,350","9,350","9,350"
MS,2021-02-16,617,616,618,8.02,8.02,8.02,"7,689","7,689","7,689"
MT,2021-02-16,90,90,90,3.17,3.17,3.17,"2,842","2,842","2,842"
AK,2021-02-17,34,34,34,2.30,2.30,2.30,"1,480","1,480","1,480"
AL,2021-02-17,"1,148","1,148","1,148",8.31,8.31,8.31,"13,808","13,808","13,808"
AR,2021-02-17,631,626,635,8.46,7.92,9.00,"7,452","7,412","7,492"
AZ,2021-02-17,"1,727","1,727","1,727",12.12,12.12,12.12,"14,269","14,269","14,269"
CA,2021-02-17,"8,506","8,506","8,506",14.05,14.05,14.05,"60,561","60,561","60,561"
CO,2021-02-17,525,525,525,5.19,5.19,5.19,"10,115","10,115","10,115"
CT,2021-02-17,668,668,668,8.59,8.59,8.59,"7,776","7,776","7,776"
DC,2021-02-17,277,277,277,9.36,9.36,9.36,"2,959","2,959","2,959"
DE,2021-02-17,204,204,204,7.86,7.86,7.86,"2,596","2,596","2,596"
FL,2021-02-17,"5,002","5,002","5,002",9.67,9.67,9.67,"52,692","52,692","52,692"
GA,2021-02-17,"3,214","3,214","3,214",16.50,16.46,16.53,"19,484","19,476","19,492"
HI,2021-02-17,55,55,55,2.20,2.20,2.20,"2,495","2,495","2,495"
IA,2021-02-17,246,246,246,3.25,3.25,3.25,"7,673","7,673","7,673"
ID,2021-02-17,143,143,143,4.44,4.44,4.44,"3,223","3,223","3,223"
IL,2021-02-17,"1,726","1,725","1,726",5.95,5.95,5.95,"28,981","28,981","28,981"
IN,2021-02-17,933,932,934,5.63,5.63,5.63,"16,558","16,558","16,558"
KS,2021-02-17,407,407,407,5.19,5.19,5.19,"7,842","7,842","7,842"
KY,2021-02-17,947,946,948,7.70,7.70,7.70,"12,296","12,296","12,296"
LA,2021-02-17,719,719,719,5.88,5.88,5.88,"12,468","12,468","12,468"
MA,2021-02-17,916,916,916,5.37,5.37,5.37,"17,056","17,056","17,056"
MD,2021-02-17,"1,291","1,269","1,313",13.28,13.28,13.28,"9,724","9,537","9,911"
ME,2021-02-17,112,112,113,3.91,3.91,3.91,"2,876","2,876","2,876"
MI,2021-02-17,924,924,924,4.42,4.40,4.44,"20,906","20,900","20,912"
MN,2021-02-17,386,385,386,4.08,4.08,4.08,"9,455","9,455","9,455"
MS,2021-02-17,599,599,599,7.78,7.78,7.78,"7,699","7,699","7,699"
MT,2021-02-17,100,100,100,3.52,3.52,3.52,"2,842","2,842","2,842"
AK,2021-02-18,28,28,28,1.88,1.88,1.88,"1,486","1,486","1,486"
AL,2021-02-18,"1,104","1,104","1,104",7.98,7.98,7.98,"13,831","13,831","13,831"
AR,2021-02-18,645,640,651,8.63,8.05,9.21,"7,477","7,442","7,512"
AZ,2021-02-18,"1,689","1,689","1,689",11.78,11.74,11.83,"14,352","14,342","14,362"
CA,2021-02-18,"8,102","8,101","8,103",13.39,13.39,13.39,"60,513","60,513","60,513"
CO,2021-02-18,492,491,493,4.87,4.87,4.87,"10,106","10,106","10,106"
CT,2021-02-18,634,634,634,8.16,8.16,8.16,"7,772","7,772","7,772"
DC,2021-02-18,267,267,267,9.00,9.00,9.00,"2,967","2,967","2,967"
DE,2021-02-18,182,182,182,7.02,7.02,7.02,"2,594","2,594","2,594"
FL,2021-02-18,"4,876","4,876","4,876",9.43,9.43,9.43,"52,663","52,663","52,663"
GA,2021-02-18,"3,125","3,125","3,125",16.00,15.90,16.11,"19,527","19,502","19,552"
HI,2021-02-18,53,53,53,2.12,2.12,2.12,"2,495","2,495","2,495"
IA,2021-02-18,240,240,240,3.17,3.17,3.17,"7,676","7,676","7,676"
ID,2021-02-18,140,139,141,4.34,4.34,4.34,"3,226","3,226","3,226"
IL,2021-02-18,"1,698","1,695","1,702",5.86,5.75,5.97,"28,984","28,969","28,999"
IN,2021-02-18,930,922,937,5.61,5.08,6.15,"16,555","16,432","16,678"
KS,2021-02-18,380,380,380,4.86,4.86,4.86,"7,821","7,821","7,821"
KY,2021-02-18,932,932,932,7.58,7.58,7.58,"12,295","12,295","12,295"
LA,2021-02-18,708,707,708,5.79,5.79,5.79,"12,463","12,463","12,463"
MA,2021-02-18,899,899,899,5.28,5.28,5.28,"17,022","17,022","17,022"
MD,2021-02-18,"1,235","1,213","1,257",12.78,12.78,12.78,"9,663","9,476","9,850"
ME,2021-02-18,103,103,103,3.58,3.58,3.58,"2,880","2,880","2,880"
MI,2021-02-18,873,872,874,4.15,4.11,4.20,"21,014","21,006","21,022"
MN,2021-02-18,377,375,379,3.95,3.95,3.95,"9,533","9,533","9,533"
MS,2021-02-18,600,600,601,7.81,7.71,7.92,"7,685","7,670","7,700"
MT,2021-02-18,90,90,90,3.17,3.17,3.17,"2,843","2,843","2,843"
AK,2021-02-19,33,33,33,2.25,2.25,2.25,"1,467","1,467","1,467"
AL,2021-02-19,"1,039","1,039","1,039",7.48,7.48,7.48,"13,893","13,893","13,893"
AR,2021-02-19,656,651,661,8.68,8.21,9.16,"7,556","7,537","7,575"
AZ,2021-02-19,"1,622","1,622","1,622",11.35,11.35,11.35,"14,304","14,304","14,304"
