state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
PA,7,76,145,46,176,6,66,222,30346,228,25281,228,3041,222,284,228,369,222,16,220,12,220,2819,228,483,222,455,228,2958,222,2561,228,83,222,59,222,3570,228,0.833091676003427,228,25281,30346,0.121528194061463,222,3041,25023,0.101390324409029,222,3041,29993,0.139434180138568,222,483,3464,0.789635854341737,228,2819,3570,2022/02/08,,1,227,11,219,14,220,24,219,26,219,54,219,68,220,74,217,12,222,2,218,17,213,32,213,19,213,48,213,76,213,86,212,86,211,3,217,49,206,5417,0,3442,33,0,21,2,220,11,220,0,46,0,46,47,4,46,220
PR,0,11,56,10,49,8,5,66,8901,66,5530,66,237,66,13,67,6,66,2,66,4,66,505,67,59,66,49,67,220,66,202,67,17,66,9,66,650,67,0.621278508032805,66,5530,8901,0.042454579162032,65,229,5394,0.026288600619906,65,229,8711,0.095008051529791,66,59,621,0.776923076923077,67,505,650,2022/02/08,,0,67,0,67,5,67,0,67,0,67,1,67,4,67,2,67,1,67,0,66,0,66,0,66,0,66,1,66,2,66,1,66,2,66,0,66,1,9,310,10,152,13,0,0,0,66,3,66,0,4,0,4,13,0,4,66
RI,1,1,13,6,7,2,5,14,2337,15,1946,15,130,14,10,15,5,14,0,14,0,14,118,15,24,14,23,15,126,14,124,15,4,14,3,14,139,15,0.832691484809585,15,1946,2337,0.066803699897225,14,130,1946,0.055626872058194,14,130,2337,0.172661870503597,14,24,139,0.848920863309353,15,118,139,2022/02/08,,0,15,0,15,0,15,1,15,2,15,2,15,0,15,5,15,0,15,0,14,1,14,0,14,0,14,0,14,2,14,1,14,1,14,0,14,0,2,9,0,0,0,0,0,0,11,0,11,0,2,0,2,0,0,2,11
SC,22,59,5,24,57,5,21,84,11680,86,9269,86,1451,84,157,86,37,84,5,83,2,83,1024,86,284,84,281,86,1424,84,1383,86,27,84,23,84,1320,86,0.793578767123288,86,9269,11680,0.158648589547343,84,1451,9146,0.125965795641983,84,1451,11519,0.222048475371384,84,284,1279,0.775757575757576,86,1024,1320,2022/02/08,,1,84,6,81,14,81,9,81,20,82,35,81,35,81,35,81,2,81,0,83,1,79,1,79,2,79,10,79,7,78,12,78,3,78,1,79,21,61,1567,1595,1722,4,0,0,1,84,5,84,0,54,0,54,30,3,54,84
SD,0,54,10,7,47,10,44,61,2413,64,1639,64,258,61,36,64,10,61,3,61,4,61,134,64,56,61,55,64,248,61,226,64,10,61,7,61,245,64,0.679237463738085,64,1639,2413,0.159851301115242,61,258,1614,0.109927567106945,61,258,2347,0.23728813559322,61,56,236,0.546938775510204,64,134,245,2022/02/08,,1,62,3,47,7,48,3,47,3,48,6,47,4,47,7,47,2,64,0,61,0,43,3,44,0,44,0,44,2,44,3,43,0,43,2,61,2,9,498,2,1128,33,0,75,0,61,4,61,0,6,0,6,11,0,6,61
TN,2,121,18,22,110,9,564,138,19535,141,14748,141,2802,138,257,141,59,138,8,138,6,138,1752,141,548,138,555,141,2719,138,2660,141,83,138,79,138,2230,141,0.754952649091374,141,14748,19535,0.193575129533679,138,2802,14475,0.145861530452889,138,2802,19210,0.255955161139654,138,548,2141,0.785650224215247,141,1752,2230,2022/02/08,,2,141,11,140,4,140,20,140,35,140,58,140,67,140,45,140,15,141,0,138,4,137,6,137,10,137,4,137,14,137,11,137,9,137,1,138,27,59,8,0,94,12,0,0,0,138,2,138,0,59,0,59,31,4,59,138
TX,8,105,482,14,99,482,139,590,67906,595,52988,595,8943,590,988,595,415,590,71,590,129,590,6231,595,2022,590,1989,595,8644,590,8019,595,299,590,248,590,6863,595,0.780313963420022,595,52988,67906,0.17080810588842,590,8943,52357,0.133185399198773,590,8943,67147,0.302739931127414,590,2022,6679,0.907911991840303,595,6231,6863,2022/02/08,,9,589,49,583,56,583,75,584,126,586,198,583,226,584,187,585,62,595,4,585,45,579,36,578,45,578,43,579,100,578,75,579,55,579,12,590,147,568,303,0,114,0,0,0,17,590,32,590,0,101,0,101,171,17,101,590
UT,0,48,9,2,46,9,19,56,6178,57,3845,57,635,56,95,57,4,56,14,56,1,56,438,57,141,56,144,57,583,56,560,57,52,56,0,56,542,57,0.622369698931693,57,3845,6178,0.167281348788198,56,635,3796,0.104098360655738,56,635,6100,0.265037593984962,56,141,532,0.808118081180812,57,438,542,2022/02/08,,2,56,19,55,12,55,8,55,9,55,13,55,16,55,16,56,0,57,0,56,0,54,1,54,0,54,1,54,0,54,0,54,2,54,0,56,0,44,492,0,193,4,0,0,0,56,1,56,0,43,0,43,15,1,43,56
VA,13,70,23,22,64,20,73,103,17827,106,13411,106,1865,103,208,106,201,103,6,102,12,102,1443,106,370,103,367,106,1823,103,1702,106,42,103,26,103,1935,106,0.752285858529197,106,13411,17827,0.140765340780436,103,1865,13249,0.105893708834885,103,1865,17612,0.196390658174098,103,370,1884,0.745736434108527,106,1443,1935,2022/02/08,,1,105,10,103,15,103,13,103,35,103,43,103,47,103,44,103,0,106,1,102,11,100,9,100,11,100,27,100,44,100,49,100,49,100,0,103,24,73,1020,1428,772,96,0,133,5,103,4,103,0,72,0,72,40,16,72,103
VI,0,2,0,2,0,0,0,2,168,2,102,2,9,2,1,2,0,2,0,2,0,2,8,2,3,2,3,2,9,2,9,2,0,2,0,2,20,2,0.607142857142857,2,102,168,0.088235294117647,2,9,102,0.053571428571429,2,9,168,0.15,2,3,20,0.4,2,8,20,2022/02/08,,0,2,,0,,0,,0,,0,,0,,0,,0,1,2,0,2,,0,,0,,0,,0,,0,,0,,0,0,2,,0,146,,125,0,,30,0,2,0,2,,0,,0,0,,0,2
