state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
KY,12700,103,8528,105,661,106,1085,98,640,100,1531,100,0.665984251968504,103,8458,12700,0.07739212007504691,105,660,8528,0.05196850393700787,103,660,12700,0.42244224422442245,99,640,1515,0.7086871325930765,98,1085,1531,2020-08-15
LA,14123,175,9351,172,1155,207,1309,93,425,202,1659,83,0.6762725363840417,171,9340,13811,0.12089356110381078,167,1104,9132,0.0805398345668263,170,1110,13782,0.2300183038438072,79,377,1639,0.7293550331525015,83,1210,1659,2020-08-15
MA,16987,80,11508,79,323,80,890,76,62,75,1850,76,0.6799409158050221,79,11508,16925,0.028067431352102885,79,323,11508,0.01901454053099429,80,323,16987,0.03351351351351351,75,62,1850,0.4810810810810811,76,890,1850,2020-08-15
MD,10333,50,7075,44,868,49,721,45,133,48,1030,42,0.7773871003186463,44,7075,9101,0.10951500497795477,42,770,7031,0.08374671724540414,48,861,10281,0.12330097087378641,42,127,1030,0.6699029126213593,42,690,1030,2020-08-15
ME,2719,29,1802,30,33,30,214,29,9,27,295,28,0.659801397572637,29,1794,2719,0.018312985571587125,30,33,1802,0.012136815005516733,29,33,2719,0.030821917808219176,26,9,292,0.7016949152542373,28,207,295,2020-08-15
MI,22992,142,14574,124,700,147,1597,123,156,143,2209,121,0.7389230769230769,123,14409,19500,0.039796898586523945,124,580,14574,0.03031489213639527,142,697,22992,0.05930285196921684,121,131,2209,0.7229515617926664,121,1597,2209,2020-08-15
MN,11393,128,7153,121,533,128,612,119,108,121,875,109,0.6881854916297864,121,7153,10394,0.06836292464700126,121,489,7153,0.046783112437461596,128,533,11393,0.12228571428571429,109,107,875,0.695303550973654,108,607,873,2020-08-15
MO,18923,123,9655,103,943,135,1059,97,291,115,1840,100,0.5991740954378605,100,9141,15256,0.06442257897462454,103,622,9655,0.044073349891666225,123,834,18923,0.11914172783738002,92,211,1771,0.6473880597014925,90,1041,1608,2020-08-15
WV,6477,60,4715,60,206,60,479,60,57,60,614,60,0.7279604755287942,60,4715,6477,0.04369034994697773,60,206,4715,0.03180484792342134,60,206,6477,0.09283387622149837,60,57,614,0.7801302931596091,60,479,614,2020-08-15
WY,1472,25,379,20,24,25,46,25,9,25,109,25,0.32365499573014517,20,379,1171,0.047493403693931395,20,18,379,0.016304347826086956,25,24,1472,0.08256880733944955,25,9,109,0.42201834862385323,25,46,109,2020-08-15
