state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
PA,33,183,6,38,178,6,25,216,29518,222,24771,222,3127,216,308,222,343,216,4,211,19,212,2845,222,685,216,660,222,3077,216,2682,222,50,215,24,215,3528,222,0.839182871468257,222,24771,29518,0.127700412463756,216,3127,24487,0.107305857726228,216,3127,29141,0.200233849751535,216,685,3421,0.80640589569161,222,2845,3528,2021/10/19,,1,219,10,219,15,219,23,220,59,219,70,220,67,220,56,220,15,212,3,211,21,213,26,212,31,212,47,212,61,212,78,213,69,213,8,204,48,216,5267,4096,3464,894,17,245,1,211,4,212,0,212,0,212,28,2,212,212
PR,1,5,60,1,5,60,1,65,9434,66,6083,66,79,65,3,66,3,65,0,65,5,65,446,66,18,65,6,66,62,65,56,66,17,65,1,65,653,66,0.644795420818317,66,6083,9434,0.013272849462366,65,79,5952,0.008530396285498,65,79,9261,0.028985507246377,65,18,621,0.683001531393568,66,446,653,2021/10/19,,0,66,0,66,0,66,0,66,0,66,1,66,0,66,2,66,0,66,0,65,0,65,2,65,0,65,1,65,0,65,0,65,0,65,0,65,0,65,0,12,1058,0,0,19,2,65,4,65,0,65,0,65,26,1,65,65
RI,6,7,2,7,6,2,1,14,2477,15,2084,15,99,14,12,15,5,14,0,14,0,14,134,15,14,14,14,15,92,14,89,15,7,14,3,14,160,15,0.84134033104562,15,2084,2477,0.048816568047337,14,99,2028,0.040959867604468,14,99,2417,0.092715231788079,14,14,151,0.8375,15,134,160,2021/10/19,,0,15,0,15,1,15,0,15,4,15,1,15,4,15,2,15,0,15,0,14,1,14,0,14,0,14,2,14,1,14,0,14,1,14,0,14,0,14,9,0,0,1,0,3,0,6,0,6,0,6,0,6,0,0,6,6
SC,29,54,5,29,54,5,10,86,11625,88,9123,88,792,86,64,88,47,86,0,86,2,86,986,88,242,86,239,88,775,86,729,88,17,86,11,86,1339,88,0.784774193548387,88,9123,11625,0.087775684362186,86,792,9023,0.069109947643979,86,792,11460,0.186297151655119,86,242,1299,0.736370425690814,88,986,1339,2021/10/19,,0,88,7,88,5,88,6,88,14,88,10,88,13,88,8,88,1,83,0,86,5,86,4,86,4,86,7,86,4,86,13,86,9,86,1,81,14,86,4546,3209,2557,665,10,116,1,86,1,86,0,86,0,86,6,1,86,86
SD,2,60,3,2,60,3,39,62,2838,65,1758,65,189,62,26,65,9,62,1,62,3,62,156,65,52,62,55,65,181,62,172,65,8,62,4,62,250,65,0.619450317124736,65,1758,2838,0.109628770301624,62,189,1724,0.068206423673764,62,189,2771,0.217573221757322,62,52,239,0.624,65,156,250,2021/10/19,,0,65,1,65,1,65,1,65,2,65,5,65,7,65,9,65,0,65,0,62,1,62,0,62,2,62,1,62,1,62,1,62,3,62,0,62,3,62,870,73,753,252,0,142,0,62,0,62,0,62,0,62,3,0,62,62
TN,24,108,10,41,91,10,31,139,18775,142,13162,141,1308,139,98,142,70,139,2,139,2,139,1573,141,405,139,398,142,1295,139,1189,142,13,139,11,139,2135,142,0.703173415963244,141,13162,18718,0.101264840536975,138,1305,12887,0.070944296794489,139,1308,18437,0.198626777832271,139,405,2039,0.739539257169723,141,1573,2127,2021/10/19,,0,142,6,142,6,142,11,142,16,142,16,142,19,142,9,142,15,142,2,139,6,139,7,139,6,139,13,139,12,139,8,139,13,139,3,139,29,139,432,66,157,419,0,189,3,85,2,85,2,139,2,139,20,4,84,86
TX,19,101,476,18,102,476,65,591,69465,596,52324,596,5176,591,503,596,455,591,23,591,79,591,6246,596,1634,591,1596,596,5018,591,4503,596,158,591,108,591,7113,596,0.753242640178507,596,52324,69465,0.100077339520495,591,5176,51720,0.075348647625702,591,5176,68694,0.235141747013959,591,1634,6949,0.878110501897933,596,6246,7113,2021/10/19,,1,596,28,596,60,596,76,596,75,596,99,596,74,596,58,596,32,596,7,591,36,591,51,591,46,591,73,591,76,591,88,591,53,591,25,591,85,591,983,322,450,75,0,73,4,155,8,155,0,155,0,155,61,4,155,155
UT,1,48,9,1,48,9,1,57,6218,58,4178,58,541,57,70,58,3,57,3,57,1,57,476,58,183,57,180,58,528,57,504,58,13,57,2,57,624,58,0.671920231585719,58,4178,6218,0.131151515151515,57,541,4125,0.088096401237583,57,541,6141,0.298045602605863,57,183,614,0.762820512820513,58,476,624,2021/10/19,,0,58,2,58,8,58,8,58,14,58,19,58,15,58,2,58,2,58,0,57,1,57,0,57,1,57,0,57,1,57,0,57,0,57,0,57,2,57,541,248,97,124,0,2,0,56,0,56,0,56,0,56,4,0,56,56
VA,18,68,20,20,66,20,36,103,18187,106,13613,106,1293,103,118,106,182,103,8,103,20,103,1403,106,270,103,270,106,1260,103,1129,106,33,103,15,103,1984,106,0.748501677022049,106,13613,18187,0.096112391288188,103,1293,13453,0.072025401069519,103,1293,17952,0.139896373056995,103,270,1930,0.707157258064516,106,1403,1984,2021/10/19,,1,106,7,105,9,105,8,105,24,105,30,105,21,105,15,105,3,106,0,103,8,102,10,102,13,102,34,102,36,102,47,102,33,102,1,103,18,103,2736,3229,1198,580,1,16,3,98,5,98,0,98,0,98,27,6,98,98
VI,2,0,0,2,0,0,0,2,168,2,96,2,7,2,1,2,0,2,0,2,0,2,6,2,3,2,3,2,7,2,7,2,0,2,0,2,20,2,0.571428571428571,2,96,168,0.072916666666667,2,7,96,0.041666666666667,2,7,168,0.15,2,3,20,0.3,2,6,20,2021/10/19,,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,185,17,105,13,0,5,0,2,0,2,0,2,0,2,0,0,2,2
