state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
AK,1,23,0,1,23,0,0,24,1678,24,960,24,35,24,7,24,4,24,0,24,0,24,87,24,8,24,6,24,35,24,33,24,0,24,0,24,128,24,0.5721096543504172,24,960,1678,0.036458333333333336,24,35,960,0.020858164481525627,24,35,1678,0.0625,24,8,128,0.6796875,24,87,128,2021-02-14
AL,29,74,14,35,67,15,15,113,15352,116,11608,116,1223,113,157,115,128,113,6,113,7,113,1374,116,425,113,321,115,1199,113,1055,115,24,113,17,113,1629,116,0.7561229807191245,116,11608,15352,0.10824971139330432,112,1219,11261,0.08180110052341967,112,1219,14902,0.26695979899497485,112,425,1592,0.8434622467771639,116,1374,1629,2021-02-14
AR,21,86,2,22,85,2,3,107,9149,109,6369,109,721,107,66,109,63,107,3,107,8,107,750,109,202,107,182,109,708,107,589,109,13,107,5,107,1021,109,0.696141654825664,109,6369,9149,0.11343612334801761,107,721,6356,0.07916117698726394,107,721,9108,0.20119521912350596,107,202,1004,0.7345739471106758,109,750,1021,2021-02-14
AZ,25,95,3,27,93,3,36,120,17428,123,12342,123,1793,120,161,123,153,120,3,120,2,120,1380,123,467,120,412,123,1765,120,1443,123,28,120,15,120,2272,123,0.7081707596970392,123,12342,17428,0.1479861340376362,120,1793,12116,0.10485993332943447,120,1793,17099,0.21275626423690205,120,467,2195,0.6073943661971831,123,1380,2272,2021-02-14
CA,109,291,12,130,271,11,48,404,64954,412,49769,412,8246,404,697,412,542,404,15,404,17,404,6340,412,2261,404,2214,412,8118,404,7550,412,128,404,101,404,7922,412,0.7662191704898852,412,49769,64954,0.1676868327402135,404,8246,49175,0.12880148701207417,404,8246,64021,0.2945160870131562,404,2261,7677,0.8003029537995455,412,6340,7922,2021-02-14
CO,5,86,13,6,85,13,8,102,11732,104,8018,104,512,102,84,104,66,102,1,102,10,102,856,104,156,102,156,104,497,102,447,104,15,102,10,102,1350,104,0.6834299352199114,104,8018,11732,0.06445115810674723,102,512,7944,0.0440467997247075,102,512,11624,0.11845102505694761,102,156,1317,0.6340740740740741,104,856,1350,2021-02-14
CT,4,33,1,4,33,1,20,37,8112,38,6354,38,634,37,87,38,52,37,0,37,1,37,636,38,151,37,136,38,628,37,544,38,6,37,3,37,1067,38,0.783284023668639,38,6354,8112,0.10085905186127904,37,634,6286,0.07905236907730673,37,634,8020,0.14435946462715105,37,151,1046,0.5960637300843487,38,636,1067,2021-02-14
DC,0,12,2,0,12,2,7,13,3441,14,2661,14,285,13,25,14,89,13,1,13,8,13,291,14,56,13,52,14,269,13,244,14,16,13,1,13,343,14,0.7733217088055798,14,2661,3441,0.11076564321803342,13,285,2573,0.08597285067873303,13,285,3315,0.1723076923076923,13,56,325,0.8483965014577259,14,291,343,2021-02-14
DE,1,13,1,1,13,1,2,14,3158,15,2303,15,199,14,23,15,17,14,0,14,0,14,162,15,19,14,19,15,198,14,193,15,1,14,1,14,198,15,0.7292590246991767,15,2303,3158,0.08708971553610503,14,199,2285,0.063659628918746,14,199,3126,0.1,14,19,190,0.8181818181818182,15,162,198,2021-02-14
FL,11,241,15,29,223,15,98,261,58834,267,47000,267,4968,261,686,267,236,261,15,261,13,261,5172,267,1045,261,1010,267,4918,261,4518,267,50,261,43,261,6439,267,0.7988578033110106,267,47000,58834,0.10731180473053245,261,4968,46295,0.08586094260382642,261,4968,57861,0.16760224538893345,261,1045,6235,0.8032303152663457,267,5172,6439,2021-02-14
GA,36,120,14,40,115,15,32,167,23157,170,18398,170,3165,167,385,170,201,167,17,167,40,167,2456,170,829,167,764,170,3100,167,2631,170,65,167,25,167,2851,170,0.7944897871054108,170,18398,23157,0.17391065443156217,167,3165,18199,0.13853628643963933,167,3165,22846,0.29660107334525937,167,829,2795,0.8614521220624343,170,2456,2851,2021-02-14
HI,2,24,0,3,23,0,0,26,2665,26,1922,26,54,26,3,26,8,26,0,26,3,26,145,26,17,26,15,26,51,26,43,26,3,26,0,26,222,26,0.7212007504690432,26,1922,2665,0.02809573361082206,26,54,1922,0.02026266416510319,26,54,2665,0.07657657657657657,26,17,222,0.6531531531531531,26,145,222,2021-02-14
IA,3,46,77,3,46,77,0,124,8060,126,5004,126,251,124,45,126,8,124,0,124,3,124,442,126,57,124,61,126,242,124,236,126,9,124,5,124,676,126,0.6208436724565757,126,5004,8060,0.05092310813552445,124,251,4929,0.03154058808745916,124,251,7958,0.0867579908675799,124,57,657,0.6538461538461539,126,442,676,2021-02-14
PR,0,0,68,0,0,68,4,67,9412,68,5600,68,236,67,25,68,29,67,0,67,15,67,503,68,45,67,36,68,213,67,150,68,23,67,1,67,687,68,0.5949851253718657,68,5600,9412,0.04316020482809071,67,236,5468,0.025582655826558266,67,236,9225,0.06859756097560976,67,45,656,0.7321688500727802,68,503,687,2021-02-14
RI,4,10,1,4,10,1,6,14,2331,15,2396,15,219,14,14,15,0,14,1,14,0,14,137,15,27,14,27,15,217,14,179,15,2,14,2,14,176,15,1.0278850278850278,15,2396,2331,0.09327086882453152,14,219,2348,0.09694555112881806,14,219,2259,0.16981132075471697,14,27,159,0.7784090909090909,15,137,176,2021-02-14
SC,23,62,2,24,61,2,11,85,11517,87,9322,87,1119,85,134,87,114,85,1,85,2,85,1025,87,266,85,256,87,1109,85,1009,87,10,85,8,85,1337,87,0.8094121733090215,87,9322,11517,0.12151156477359105,85,1119,9209,0.09867724867724868,85,1119,11340,0.20508866615265997,85,266,1297,0.7666417352281226,87,1025,1337,2021-02-14
SD,1,61,3,1,61,3,16,62,2839,65,1618,65,91,62,10,65,12,62,0,62,1,62,127,65,12,62,12,65,88,62,51,65,3,62,2,62,244,65,0.5699189855582951,65,1618,2839,0.0571608040201005,62,91,1592,0.0328757225433526,62,91,2768,0.05150214592274678,62,12,233,0.5204918032786885,65,127,244,2021-02-14
TN,17,66,59,26,57,59,20,83,20338,142,12867,126,828,83,82,83,49,83,1,83,0,83,1640,139,230,83,218,83,822,83,752,83,6,83,4,83,2352,142,0.6778527025603203,126,12867,18982,0.07953126500816445,83,828,10411,0.054939950899077696,83,828,15071,0.11758691206543967,83,230,1956,0.7145969498910676,139,1640,2295,2021-02-14
TX,124,466,5,152,438,5,98,590,67283,595,51001,595,10163,590,756,595,639,590,17,590,56,590,6616,595,2434,590,2358,595,10035,590,9452,595,128,590,102,590,7886,595,0.7580072232213189,595,51001,67283,0.2013831094202037,590,10163,50466,0.15276504276459182,590,10163,66527,0.31593977154724817,590,2434,7704,0.8389551103220898,595,6616,7886,2021-02-14
UT,0,58,1,0,58,1,0,58,6212,59,3795,59,286,58,33,59,4,58,4,58,1,58,407,59,111,58,109,59,272,58,251,59,14,58,0,58,624,59,0.6109143593045718,59,3795,6212,0.07628700986929848,58,286,3749,0.04673966334368361,58,286,6119,0.18316831683168316,58,111,606,0.6522435897435898,59,407,624,2021-02-14
VA,23,75,9,24,74,9,50,104,18310,107,13406,107,1697,104,159,107,210,104,5,104,10,104,1427,107,302,104,299,107,1671,104,1471,107,26,104,14,104,1993,107,0.7321682140906608,107,13406,18310,0.12827878146496333,104,1697,13229,0.09403745982489194,104,1697,18046,0.1571279916753382,104,302,1922,0.7160060210737581,107,1427,1993,2021-02-14
VI,2,0,0,2,0,0,0,2,168,2,98,2,0,2,0,2,0,2,0,2,0,2,11,2,0,2,0,2,0,2,0,2,0,2,0,2,20,2,0.5833333333333334,2,98,168,0.0,2,0,98,0.0,2,0,168,0.0,2,0,20,0.55,2,11,20,2021-02-14
VT,2,14,1,2,14,1,2,16,1313,17,831,17,42,16,4,17,11,16,0,16,0,16,70,17,13,16,13,17,42,16,38,17,0,16,0,16,106,17,0.6329017517136329,17,831,1313,0.051470588235294115,16,42,816,0.032915360501567396,16,42,1276,0.13131313131313133,16,13,99,0.660377358490566,17,70,106,2021-02-14
WA,8,95,2,9,94,2,16,103,13616,105,9820,105,599,103,53,105,84,103,2,103,15,103,917,105,137,103,127,105,583,103,526,105,16,103,0,103,1291,105,0.7212103407755581,105,9820,13616,0.061555852430377145,103,599,9731,0.04444279566701291,103,599,13478,0.10804416403785488,103,137,1268,0.710302091402014,105,917,1291,2021-02-14
WI,13,117,20,18,112,20,4,147,13896,150,8631,150,459,147,90,150,51,147,3,147,5,147,897,150,125,147,124,150,450,147,422,150,9,147,2,147,1613,150,0.6211139896373057,150,8631,13896,0.05424249586386197,147,459,8462,0.03367324480962512,147,459,13631,0.0800768737988469,147,125,1561,0.5561066336019839,150,897,1613,2021-02-14
WV,19,40,4,21,38,4,4,59,6218,63,4644,63,408,59,42,63,79,59,1,59,1,59,497,63,77,59,71,63,405,59,342,63,3,59,2,59,686,63,0.7468639433901576,63,4644,6218,0.08923884514435695,59,408,4572,0.06780787767990692,59,408,6017,0.12125984251968504,59,77,635,0.7244897959183674,63,497,686,2021-02-14
MT,10,56,1,9,57,1,3,66,3189,67,2085,67,89,66,23,67,12,66,1,66,5,66,129,67,16,66,16,67,85,66,82,67,4,66,2,66,222,67,0.6538099717779868,67,2085,3189,0.0429122468659595,66,89,2074,0.028146742567994938,66,89,3162,0.07407407407407407,66,16,216,0.581081081081081,67,129,222,2021-02-14
NC,5,120,4,6,119,4,57,125,24127,129,18686,129,1897,125,185,129,164,125,6,125,8,125,2013,129,445,125,455,129,1862,125,1790,129,35,125,24,125,2516,129,0.7744850167861732,129,18686,24127,0.10278500216731686,125,1897,18456,0.07962558764271323,125,1897,23824,0.18118892508143322,125,445,2456,0.8000794912559619,129,2013,2516,2021-02-14
ND,11,38,1,11,38,1,24,49,2435,50,1694,50,108,49,8,50,6,49,2,49,1,49,130,50,21,49,19,50,101,49,77,50,7,49,2,49,212,50,0.6956878850102669,50,1694,2435,0.06440071556350627,49,108,1677,0.04475756319933692,49,108,2413,0.10144927536231885,49,21,207,0.6132075471698113,50,130,212,2021-02-14
NE,9,91,1,13,87,1,2,100,4919,101,3144,101,203,100,24,101,24,100,0,100,0,100,362,101,71,100,69,101,201,100,188,101,2,100,2,100,573,101,0.6391542996544013,101,3144,4919,0.0654627539503386,100,203,3101,0.04194214876033058,100,203,4840,0.12746858168761221,100,71,557,0.631762652705061,101,362,573,2021-02-14
NH,4,25,1,5,24,1,2,30,3125,30,2278,30,130,30,9,30,17,30,0,30,2,30,163,30,20,30,19,30,130,30,115,30,0,30,0,30,282,30,0.72896,30,2278,3125,0.05706760316066725,30,130,2278,0.0416,30,130,3125,0.07092198581560284,30,20,282,0.5780141843971631,30,163,282,2021-02-14
NJ,9,78,9,12,75,9,106,95,24149,96,17144,96,2282,95,227,96,156,95,4,95,3,95,1459,96,404,95,387,96,2263,95,2068,96,19,95,7,95,2913,96,0.7099258768479026,96,17144,24149,0.1334580969647348,95,2282,17099,0.0947871235721703,95,2282,24075,0.13945460821539524,95,404,2897,0.5008582217645039,96,1459,2913,2021-02-14
NM,19,34,1,19,34,1,2,52,4312,54,3077,53,305,52,38,54,13,53,0,52,3,53,356,53,95,52,94,53,298,52,279,53,7,52,3,52,471,54,0.720777699695479,53,3077,4269,0.10092653871608206,52,305,3022,0.07340553549939831,52,305,4155,0.2106430155210643,52,95,451,0.7558386411889597,53,356,471,2021-02-14
NV,0,2,60,0,2,60,31,62,8757,62,6488,62,749,62,78,62,64,62,1,62,1,62,655,62,155,62,151,62,747,62,663,62,2,62,5,62,874,62,0.7408929998858056,62,6488,8757,0.11544389642416769,62,749,6488,0.08553157474020784,62,749,8757,0.17734553775743708,62,155,874,0.7494279176201373,62,655,874,2021-02-14
NY,5,187,13,7,185,13,297,196,52979,205,39821,205,7222,196,592,205,215,196,8,196,18,196,3838,205,1313,196,1261,205,7061,196,6501,205,161,196,44,196,5618,205,0.7516374412503067,205,39821,52979,0.183011504738736,196,7222,39462,0.13801934028972213,196,7222,52326,0.23924927113702624,196,1313,5488,0.6831612673549305,205,3838,5618,2021-02-14
OH,15,206,10,31,190,10,38,228,32885,231,22959,231,1853,228,230,231,289,228,6,228,81,228,2818,231,462,228,410,231,1784,228,1512,231,69,228,33,228,4148,231,0.6981602554356089,231,22959,32885,0.08134685455902366,228,1853,22779,0.056803899328653325,228,1853,32621,0.11290322580645161,228,462,4092,0.6793635486981678,231,2818,4148,2021-02-14
OK,36,104,12,38,102,12,6,150,10935,152,7437,152,905,150,134,152,70,150,0,150,2,150,852,152,253,150,249,152,849,150,797,152,56,150,54,150,1071,152,0.6801097393689987,152,7437,10935,0.12344836993588869,150,905,7331,0.08440589442268233,150,905,10722,0.25,150,253,1012,0.7955182072829131,152,852,1071,2021-02-14
