state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2021-02-11,"64,678","64,662","64,694",74.75,74.45,75.04,"86,530","86,380","86,680"
CW,2021-02-12,"64,304","64,284","64,324",74.36,74.08,74.65,"86,472","86,329","86,614"
CW,2021-02-13,"63,080","63,020","63,139",73.26,72.96,73.57,"86,099","85,965","86,233"
CW,2021-02-14,"61,333","61,123","61,543",71.28,70.53,72.02,"86,050","85,810","86,290"
CW,2021-02-15,"61,124","61,099","61,149",71.50,71.25,71.75,"85,487","85,365","85,609"
CW,2021-02-16,"62,447","62,433","62,461",72.75,72.47,73.02,"85,839","85,699","85,979"
CW,2021-02-17,"63,110","63,035","63,185",73.51,73.11,73.90,"85,857","85,688","86,027"
CW,2021-02-18,"62,980","62,960","63,000",73.35,73.03,73.67,"85,863","85,703","86,022"
CW,2021-02-19,"62,757","62,724","62,790",73.16,72.82,73.49,"85,785","85,619","85,951"
CW,2021-02-20,"61,474","61,425","61,523",71.85,71.47,72.22,"85,561","85,383","85,739"
CW,2021-02-21,"60,094","60,072","60,116",70.37,70.02,70.72,"85,396","85,217","85,574"
CW,2021-02-22,"60,483","60,466","60,499",70.63,70.56,70.69,"85,639","85,457","85,822"
CW,2021-02-23,"62,813","62,792","62,834",72.96,72.89,73.04,"86,088","85,904","86,272"
CW,2021-02-24,"63,127","63,007","63,247",73.30,72.89,73.71,"86,120","85,898","86,341"
CW,2021-02-25,"62,795","62,679","62,910",73.17,72.76,73.58,"85,823","85,595","86,051"
CW,2021-02-26,"62,169","62,038","62,301",72.61,72.13,73.08,"85,626","85,380","85,873"
CW,2021-02-27,"60,710","60,568","60,852",71.05,70.52,71.57,"85,450","85,191","85,709"
CW,2021-02-28,"59,085","58,935","59,235",69.29,68.74,69.84,"85,272","85,005","85,538"
CW,2021-03-01,"58,820","58,680","58,960",69.15,68.63,69.66,"85,064","84,797","85,332"
CW,2021-03-02,"61,004","60,873","61,136",71.59,71.12,72.07,"85,209","84,946","85,471"
CW,2021-03-03,"61,294","61,185","61,404",71.81,71.41,72.21,"85,357","85,109","85,605"
CW,2021-03-04,"60,975","60,964","60,986",71.67,71.63,71.70,"85,082","84,863","85,301"
CW,2021-03-05,"60,910","60,868","60,952",71.47,71.25,71.70,"85,220","84,982","85,458"
CW,2021-03-06,"59,537","59,481","59,593",70.15,69.94,70.37,"84,868","84,619","85,116"
CW,2021-03-07,"57,924","57,834","58,015",68.59,68.24,68.93,"84,456","84,189","84,724"
CW,2021-03-08,"57,657","57,630","57,684",68.35,68.25,68.45,"84,352","84,108","84,597"
CW,2021-03-09,"59,816","59,740","59,892",70.67,70.45,70.89,"84,642","84,397","84,886"
CW,2021-03-10,"60,161","60,111","60,211",71.06,70.85,71.27,"84,662","84,407","84,918"
CW,2021-03-11,"60,194","60,152","60,236",71.13,70.95,71.31,"84,625","84,373","84,877"
CW,2021-03-12,"59,846","59,613","60,079",70.40,69.54,71.27,"85,004","84,627","85,380"
CW,2021-03-13,"58,399","57,949","58,849",69.10,67.42,70.79,"84,529","83,922","85,136"
