state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2021-01-31,"96,160","96,119","96,201",13.74,13.71,13.78,"702,910","702,641","703,179"
CW,2021-02-01,"96,111","96,097","96,125",13.72,13.70,13.74,"703,632","703,396","703,869"
CW,2021-02-02,"95,384","95,378","95,390",13.55,13.55,13.56,"707,063","706,868","707,258"
CW,2021-02-03,"92,634","92,592","92,676",13.12,13.04,13.20,"709,283","708,598","709,968"
CW,2021-02-04,"90,019","90,006","90,032",12.76,12.74,12.77,"708,942","708,739","709,144"
CW,2021-02-05,"87,366","87,344","87,388",12.40,12.38,12.42,"707,708","707,503","707,913"
CW,2021-02-06,"84,160","84,141","84,178",12.00,11.98,12.02,"704,493","704,293","704,693"
CW,2021-02-07,"82,789","82,771","82,806",11.87,11.83,11.92,"700,430","699,935","700,925"
CW,2021-02-08,"82,264","82,249","82,280",11.78,11.77,11.80,"701,499","701,289","701,709"
CW,2021-02-09,"81,075","81,059","81,092",11.54,11.52,11.55,"705,846","705,639","706,053"
CW,2021-02-10,"78,182","78,148","78,216",11.10,11.07,11.13,"707,524","707,288","707,759"
CW,2021-02-11,"74,987","74,965","75,008",10.66,10.64,10.67,"706,925","706,698","707,153"
CW,2021-02-12,"72,160","72,135","72,184",10.29,10.27,10.31,"704,840","704,611","705,069"
CW,2021-02-13,"69,792","69,722","69,862",10.00,9.92,10.08,"701,147","700,568","701,725"
CW,2021-02-14,"68,099","67,842","68,356",9.80,9.51,10.09,"698,100","696,262","699,939"
CW,2021-02-15,"67,539","67,495","67,583",9.73,9.69,9.77,"697,376","697,121","697,631"
CW,2021-02-16,"67,071","67,040","67,103",9.62,9.59,9.65,"700,458","700,257","700,658"
CW,2021-02-17,"65,873","65,847","65,898",9.40,9.37,9.43,"703,608","703,400","703,817"
CW,2021-02-18,"63,523","63,501","63,544",9.06,9.03,9.09,"704,272","704,041","704,503"
CW,2021-02-19,"61,780","61,746","61,814",8.81,8.78,8.85,"704,076","703,876","704,276"
CW,2021-02-20,"59,349","59,319","59,379",8.50,8.46,8.55,"701,083","700,691","701,475"
CW,2021-02-21,"58,583","58,552","58,613",8.42,8.39,8.46,"698,453","698,210","698,697"
CW,2021-02-22,"58,840","58,823","58,857",8.42,8.40,8.44,"701,852","701,726","701,979"
CW,2021-02-23,"58,251","58,225","58,278",8.28,8.25,8.31,"706,328","706,149","706,506"
CW,2021-02-24,"56,353","56,320","56,386",8.01,7.92,8.09,"707,014","706,019","708,009"
CW,2021-02-25,"54,579","54,441","54,717",7.76,7.61,7.92,"706,244","705,487","707,000"
CW,2021-02-26,"52,543","52,371","52,716",7.48,7.29,7.68,"705,405","704,454","706,357"
CW,2021-02-27,"50,631","50,429","50,832",7.24,7.01,7.46,"702,787","701,724","703,851"
CW,2021-02-28,"49,761","49,552","49,969",7.15,6.91,7.39,"699,290","698,126","700,453"
CW,2021-03-01,"49,883","49,633","50,134",7.16,6.87,7.45,"699,767","698,458","701,077"
CW,2021-03-02,"49,519","49,094","49,944",7.11,6.59,7.63,"699,553","696,376","702,730"
AK,2021-01-31,45,45,45,3.05,3.05,3.05,"1,474","1,474","1,474"
AL,2021-01-31,"2,020","2,020","2,020",14.54,14.54,14.54,"13,889","13,889","13,889"
AR,2021-01-31,847,847,847,11.26,11.26,11.26,"7,521","7,521","7,521"
AZ,2021-01-31,"3,519","3,519","3,519",24.58,24.58,24.58,"14,341","14,341","14,341"
CA,2021-01-31,"15,048","15,009","15,087",24.10,23.76,24.44,"62,437","62,292","62,582"
CO,2021-01-31,611,611,611,6.04,6.04,6.04,"10,108","10,108","10,108"
