state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
AK,4,18,0,5,17,0,7,22,1417,22,903,22,143,22,11,22,5,22,0,22,1,22,96,22,26,22,24,22,130,22,120,22,13,22,1,22,131,22,0.6372618207480593,22,903,1417,0.1583610188261351,22,143,903,0.10091743119266056,22,143,1417,0.1984732824427481,22,26,131,0.732824427480916,22,96,131,2020-11-14
AL,31,82,3,37,75,4,7,114,15707,116,12227,116,1456,114,197,116,130,114,4,114,4,114,1336,116,373,114,341,116,1441,114,1286,116,15,114,28,114,1548,116,0.778442732539632,116,12227,15707,0.11986498723964766,114,1456,12147,0.09364548494983277,114,1456,15548,0.24701986754966887,114,373,1510,0.8630490956072352,116,1336,1548,2020-11-14
AR,36,69,2,42,63,2,6,105,10066,106,6664,107,931,105,140,107,177,105,1,105,5,105,798,107,249,105,253,107,922,105,789,107,11,105,7,105,1078,107,0.6620305980528511,106,6664,10066,0.1427476234283962,105,931,6522,0.09450817175921226,104,931,9851,0.24221789883268482,105,249,1028,0.7402597402597403,107,798,1078,2020-11-14
AZ,28,86,3,30,84,3,23,114,15720,117,11705,117,1756,114,224,117,244,114,8,114,10,114,1289,117,420,114,375,117,1749,114,1396,117,19,114,14,114,2050,117,0.7445928753180662,117,11705,15720,0.15257624467807804,114,1756,11509,0.11377478294674097,114,1756,15434,0.21169354838709678,114,420,1984,0.628780487804878,117,1289,2050,2020-11-14
CA,64,319,12,79,304,12,161,387,66344,395,48418,395,5146,385,704,395,605,387,3,385,21,385,5615,393,1332,385,1263,393,5095,385,4429,393,51,383,33,383,7581,393,0.7298022428554203,395,48418,66344,0.1077087301421186,385,5146,47777,0.07883569513596324,385,5146,65275,0.18214139204156982,385,1332,7313,0.7406674581189817,393,5615,7581,2020-11-14
CO,10,80,13,11,79,13,24,101,11651,103,8140,103,1568,101,266,103,198,101,7,101,14,101,988,103,411,101,388,103,1522,101,1354,103,46,101,25,101,1344,103,0.698652476182302,103,8140,11651,0.19478260869565217,101,1568,8050,0.13617021276595745,101,1568,11515,0.3123100303951368,101,411,1316,0.7351190476190477,103,988,1344,2020-11-14
CT,8,24,1,10,22,1,12,32,8392,33,6170,33,1029,32,132,33,84,32,0,32,2,32,569,33,175,32,161,33,1017,32,852,33,12,32,3,32,1077,33,0.7352240228789323,33,6170,8392,0.1684951694776486,32,1029,6107,0.12393110923762496,32,1029,8303,0.16587677725118483,32,175,1055,0.5283194057567316,33,569,1077,2020-11-14
DC,2,10,2,2,10,2,9,13,3528,14,2879,14,225,13,27,14,90,13,2,13,14,13,262,14,50,13,25,14,202,13,135,14,23,13,5,13,364,14,0.8160430839002267,14,2879,3528,0.08093525179856115,13,225,2780,0.0662739322533137,13,225,3395,0.14534883720930233,13,50,344,0.7197802197802198,14,262,364,2020-11-14
DE,2,12,1,3,11,1,1,14,3105,15,2334,15,203,14,17,15,23,14,4,14,9,14,149,15,32,14,33,15,200,14,184,15,3,14,2,14,180,15,0.7516908212560387,15,2334,3105,0.08791684711996535,14,203,2309,0.0660377358490566,14,203,3074,0.1839080459770115,14,32,174,0.8277777777777777,15,149,180,2020-11-14
FL,12,244,6,28,228,6,69,256,56949,262,44155,262,4166,256,521,262,397,256,3,256,15,256,4995,262,877,256,825,262,4135,256,3517,262,31,256,20,256,6328,262,0.7753428506207308,262,44155,56949,0.09565576781778104,256,4166,43552,0.07454727650132417,256,4166,55884,0.14379406460075422,256,877,6099,0.7893489254108723,262,4995,6328,2020-11-14
