state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/06/28,53719,53613,53825,65.83,65.63,66.03,81602,81468,81736,
CW,2021/06/29,56380,56277,56483,69.15,68.99,69.31,81533,81409,81658,
CW,2021/06/30,57216,57117,57315,69.87,69.74,69.99,81898,81776,82020,
CW,2021/07/01,56763,56665,56861,69.45,69.32,69.58,81740,81615,81864,
CW,2021/07/02,56260,56159,56360,68.67,68.51,68.82,81937,81809,82065,
CW,2021/07/03,54601,54496,54706,67,66.81,67.19,81493,81363,81624,
CW,2021/07/04,53089,52980,53197,65.27,65.05,65.5,81335,81199,81471,
CW,2021/07/05,52845,52731,52959,65.05,64.79,65.32,81237,81104,81371,
CW,2021/07/06,54034,53922,54145,66.36,66.08,66.63,81434,81302,81566,
CW,2021/07/07,56642,56556,56729,69.3,69.15,69.46,81734,81621,81846,
CW,2021/07/08,57328,57224,57431,69.92,69.54,70.31,81991,81870,82112,
CW,2021/07/09,57302,57210,57394,69.82,69.49,70.15,82076,81979,82173,
CW,2021/07/10,55940,55852,56028,68.44,68.09,68.79,81738,81625,81852,
CW,2021/07/11,54705,54622,54789,67.17,66.84,67.49,81448,81344,81552,
CW,2021/07/12,55125,55028,55222,67.55,67.19,67.91,81610,81501,81720,
CW,2021/07/13,57775,57697,57853,70.52,70.2,70.83,81936,81833,82040,
CW,2021/07/14,58702,58652,58751,71.4,71.21,71.59,82222,82160,82283,
CW,2021/07/15,58483,58459,58507,71.28,71.16,71.39,82053,82008,82099,
CW,2021/07/16,58248,58219,58277,70.92,70.81,71.02,82139,82108,82169,
CW,2021/07/17,57139,57080,57197,69.68,69.44,69.91,82011,81929,82093,
CW,2021/07/18,55656,55616,55696,68.08,67.91,68.25,81755,81694,81816,
CW,2021/07/19,56037,56016,56058,68.56,68.48,68.64,81737,81713,81760,
CW,2021/07/20,58691,58655,58726,71.36,71.22,71.5,82246,82200,82293,
CW,2021/07/21,59256,59230,59281,71.92,71.82,72.01,82398,82369,82427,
CW,2021/07/22,59212,59183,59242,71.99,71.86,72.13,82254,82202,82305,
CW,2021/07/23,59148,59120,59176,71.84,71.71,71.98,82336,82282,82389,
CW,2021/07/24,58091,58023,58160,70.74,70.46,71.02,82126,82029,82224,
CW,2021/07/25,56878,56813,56943,69.41,69.15,69.67,81947,81858,82036,
CW,2021/07/26,57544,57473,57614,70.32,69.98,70.66,81834,81703,81966,
CW,2021/07/27,59690,59568,59812,72.62,72.05,73.18,82204,81991,82417,
CW,2021/07/28,60584,60208,60960,73.22,71.75,74.69,82743,82252,83234,
AK,2021/06/28,66,66,66,49.25,49.25,49.25,134,134,134,POINT (-151.631889 63.631126)
AL,2021/06/28,1247,1247,1247,78.43,78.43,78.43,1590,1590,1590,POINT (-86.844516 32.756889)
AR,2021/06/28,693,693,693,69.65,69.65,69.65,995,995,995,POINT (-92.439162 34.899825)
CA,2021/06/28,4450,4450,4450,66.7,66.7,66.7,6672,6662,6682,POINT (-119.662127 37.211164)
CO,2021/06/28,843,843,843,67.87,67.87,67.87,1242,1242,1242,POINT (-105.547832 38.998552)
CT,2021/06/28,484,484,484,46.99,46.99,46.99,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/06/28,243,243,243,76.42,76.42,76.42,318,318,318,POINT (-77.016275 38.904785)
DE,2021/06/28,142,142,142,78.02,78.02,78.02,182,182,182,POINT (-75.452394 38.994926)
FL,2021/06/28,4587,4587,4587,72.22,72.22,72.22,6351,6351,6351,POINT (-82.420978 28.260731)
GA,2021/06/28,1914,1884,1944,71.82,68.34,75.3,2665,2630,2700,POINT (-83.426574 32.638481)
HI,2021/06/28,113,113,113,52.56,52.56,52.56,215,215,215,POINT (-157.854309 21.361013)
IA,2021/06/28,412,412,412,62.42,62.42,62.42,660,660,660,POINT (-93.500061 42.074659)
ID,2021/06/28,180,180,180,62.07,62.07,62.07,290,290,290,POINT (-114.659366 44.389073)
IL,2021/06/28,1893,1893,1893,57.16,57.16,57.16,3312,3312,3312,POINT (-89.148632 40.124144)
IN,2021/06/28,1389,1389,1389,62.37,62.37,62.37,2227,2227,2227,POINT (-86.2818 39.919991)
KS,2021/06/28,591,591,591,73.51,73.51,73.51,804,804,804,POINT (-98.38018 38.484729)
KY,2021/06/28,1049,1049,1049,59.5,59.5,59.5,1763,1763,1763,POINT (-85.290484 37.526683)
LA,2021/06/28,1066,1066,1066,60.6,60.6,60.6,1759,1759,1759,POINT (-91.840238 30.921314)
MA,2021/06/28,924,901,947,68.9,62.25,75.56,1341,1299,1383,POINT (-71.481104 42.151077)
