state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-09-29,"499,296","497,867","500,725",68.40,68.03,68.77,"712,967","707,333","718,601"
CW,2020-09-30,"508,633","507,306","509,960",69.44,69.13,69.76,"716,150","710,678","721,622"
CW,2020-10-01,"508,368","507,001","509,735",69.73,68.57,70.88,"718,983","713,667","724,298"
CW,2020-10-02,"503,263","500,676","505,849",69.02,67.66,70.37,"718,956","713,800","724,113"
CW,2020-10-03,"484,853","483,363","486,343",66.61,65.46,67.76,"717,509","712,326","722,692"
CW,2020-10-04,"468,284","466,693","469,875",64.60,63.44,65.76,"714,429","709,255","719,603"
CW,2020-10-05,"474,073","472,687","475,460",65.41,64.35,66.47,"716,051","711,238","720,864"
CW,2020-10-06,"501,998","500,683","503,312",68.75,67.80,69.71,"720,312","715,980","724,643"
CW,2020-10-07,"513,945","512,648","515,241",70.28,69.51,71.05,"724,153","720,518","727,788"
CW,2020-10-08,"516,051","513,493","518,610",70.46,69.60,71.33,"725,306","722,853","727,760"
CW,2020-10-09,"512,661","511,590","513,732",69.62,69.27,69.97,"729,245","727,149","731,341"
CW,2020-10-10,"495,356","493,894","496,817",67.43,66.81,68.05,"729,187","726,771","731,603"
CW,2020-10-11,"480,298","478,533","482,062",65.57,64.79,66.36,"726,925","724,114","729,736"
CW,2020-10-12,"483,922","482,336","485,508",65.94,65.23,66.66,"729,253","726,852","731,654"
CW,2020-10-13,"509,332","507,727","510,937",69.05,68.32,69.78,"733,629","731,225","736,032"
CW,2020-10-14,"519,184","517,548","520,821",70.21,69.47,70.95,"735,519","733,116","737,922"
CW,2020-10-15,"518,158","516,551","519,764",70.12,69.41,70.84,"734,756","732,445","737,068"
CW,2020-10-16,"514,334","512,832","515,837",69.65,68.98,70.31,"734,380","732,283","736,476"
CW,2020-10-17,"496,374","494,719","498,030",67.43,66.68,68.17,"731,989","729,713","734,265"
CW,2020-10-18,"480,344","478,903","481,786",65.41,64.78,66.04,"730,105","728,219","731,990"
CW,2020-10-19,"485,761","484,617","486,905",65.93,65.43,66.42,"732,572","731,065","734,080"
CW,2020-10-20,"511,503","510,959","512,048",68.09,67.85,68.34,"747,015","746,156","747,874"
CW,2020-10-21,"521,972","521,400","522,544",69.29,69.01,69.56,"749,136","748,165","750,107"
