state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/06/05,20689,20676,20702,3,2.98,3.03,691700,691473,691927,
CW,2021/06/06,20480,20436,20523,2.99,2.91,3.06,689000,688759,689241,
CW,2021/06/07,20526,20478,20574,2.99,2.91,3.07,689508,689252,689764,
CW,2021/06/08,20457,20435,20480,2.96,2.92,3,694062,693594,694531,
CW,2021/06/09,19987,19936,20038,2.88,2.79,2.97,696421,696202,696640,
CW,2021/06/10,19264,19256,19273,2.78,2.76,2.8,695867,695659,696076,
CW,2021/06/11,18651,18638,18664,2.69,2.67,2.72,695824,695564,696084,
CW,2021/06/12,18154,18130,18178,2.63,2.57,2.68,694540,693846,695233,
CW,2021/06/13,17937,17908,17967,2.61,2.55,2.66,690745,690303,691187,
CW,2021/06/14,18351,18327,18375,2.67,2.62,2.72,690145,689698,690592,
CW,2021/06/15,18247,18234,18260,2.64,2.61,2.67,693729,693343,694115,
CW,2021/06/16,17847,17827,17868,2.58,2.54,2.62,695637,695281,695993,
CW,2021/06/17,17321,17283,17358,2.51,2.43,2.58,694165,693610,694719,
CW,2021/06/18,17028,17007,17049,2.47,2.42,2.52,691216,690563,691870,
CW,2021/06/19,16690,16651,16730,2.43,2.35,2.51,688198,687505,688891,
CW,2021/06/20,16475,16453,16498,2.42,2.37,2.46,684240,683896,684584,
CW,2021/06/21,16679,16645,16713,2.45,2.37,2.52,684774,683868,685680,
CW,2021/06/22,16792,16776,16807,2.44,2.41,2.48,689542,689212,689872,
CW,2021/06/23,16684,16666,16701,2.42,2.38,2.45,692702,692305,693099,
CW,2021/06/24,16370,16355,16386,2.37,2.34,2.4,693122,692857,693386,
CW,2021/06/25,16428,16384,16472,2.39,2.3,2.47,691345,690593,692096,
CW,2021/06/26,16288,16248,16329,2.38,2.29,2.47,686836,685883,687790,
CW,2021/06/27,15991,15940,16042,2.35,2.24,2.45,684300,683257,685343,
CW,2021/06/28,16448,16395,16500,2.41,2.31,2.52,684657,683990,685324,
CW,2021/06/29,16872,16829,16915,2.45,2.37,2.54,690506,689686,691327,
CW,2021/06/30,16893,16844,16941,2.45,2.36,2.54,692570,691955,693185,
CW,2021/07/01,16936,16884,16989,2.46,2.35,2.56,692126,691317,692936,
CW,2021/07/02,16809,16725,16892,2.45,2.27,2.63,689444,687512,691375,
CW,2021/07/03,16644,16469,16819,2.44,2.04,2.83,685228,680436,690019,
CW,2021/07/04,16756,16551,16962,2.47,2,2.94,681732,676051,687412,
CW,2021/07/05,16861,16592,17130,2.49,1.89,3.08,681749,674553,688945,
AK,2021/06/05,21,21,21,1.42,1.42,1.42,1477,1477,1477,POINT (-151.631889 63.631126)
AL,2021/06/05,305,305,305,2.2,2.2,2.2,13857,13857,13857,POINT (-86.844516 32.756889)
AR,2021/06/05,210,210,210,2.73,2.73,2.73,7686,7686,7686,POINT (-92.439162 34.899825)
AZ,2021/06/05,509,509,509,3.66,3.61,3.71,13921,13903,13939,POINT (-111.664616 34.293239)
CA,2021/06/05,1300,1294,1306,2.2,2.03,2.37,59116,58902,59330,POINT (-119.662127 37.211164)
CO,2021/06/05,470,470,470,4.75,4.75,4.75,9888,9888,9888,POINT (-105.547832 38.998552)
CT,2021/06/05,111,111,111,1.42,1.42,1.42,7791,7791,7791,POINT (-72.738288 41.575155)
DC,2021/06/05,115,115,115,4.19,4.19,4.19,2744,2744,2744,POINT (-77.016275 38.904785)
DE,2021/06/05,46,46,46,1.67,1.67,1.67,2749,2749,2749,POINT (-75.452394 38.994926)
FL,2021/06/05,2017,2017,2017,3.93,3.93,3.94,52223,52215,52231,POINT (-82.420978 28.260731)
GA,2021/06/05,782,782,782,4.07,4.07,4.07,19229,19229,19229,POINT (-83.426574 32.638481)
HI,2021/06/05,70,70,70,2.82,2.82,2.82,2479,2479,2479,POINT (-157.854309 21.361013)
IA,2021/06/05,200,200,200,2.65,2.65,2.65,7655,7655,7655,POINT (-93.500061 42.074659)
ID,2021/06/05,107,107,107,3.27,3.27,3.27,3277,3277,3277,POINT (-114.659366 44.389073)
IL,2021/06/05,825,819,831,2.92,2.7,3.14,28272,28217,28327,POINT (-89.148632 40.124144)
IN,2021/06/05,564,564,564,3.43,3.43,3.43,16445,16445,16445,POINT (-86.2818 39.919991)
KS,2021/06/05,125,125,125,1.57,1.57,1.57,7971,7971,7971,POINT (-98.38018 38.484729)
KY,2021/06/05,294,294,294,2.41,2.41,2.41,12210,12210,12210,POINT (-85.290484 37.526683)
LA,2021/06/05,256,256,256,2.08,2.08,2.08,12503,12503,12503,POINT (-91.840238 30.921314)
MA,2021/06/05,170,170,170,1.02,1.02,1.02,16661,16661,16661,POINT (-71.481104 42.151077)
