state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2021-02-19,"509,459","509,135","509,783",72.38,72.31,72.45,"703,860","703,410","704,310"
CW,2021-02-20,"492,275","491,857","492,693",70.23,70.09,70.38,"700,903","700,318","701,487"
CW,2021-02-21,"479,953","479,619","480,287",68.73,68.64,68.81,"698,332","697,855","698,809"
CW,2021-02-22,"487,606","487,309","487,903",69.46,69.37,69.54,"702,014","701,591","702,437"
CW,2021-02-23,"513,042","512,742","513,343",72.62,72.53,72.70,"706,494","706,067","706,921"
CW,2021-02-24,"521,421","520,521","522,320",73.73,73.35,74.11,"707,188","706,083","708,292"
CW,2021-02-25,"521,146","520,445","521,847",73.77,73.48,74.06,"706,405","705,540","707,270"
CW,2021-02-26,"515,183","514,380","515,986",73.01,72.66,73.36,"705,611","704,552","706,670"
CW,2021-02-27,"496,669","495,787","497,551",70.64,70.26,71.03,"703,044","701,910","704,178"
CW,2021-02-28,"481,602","480,678","482,527",68.84,68.44,69.25,"699,565","698,405","700,725"
CW,2021-03-01,"486,029","485,150","486,908",69.45,69.06,69.83,"699,840","698,745","700,935"
CW,2021-03-02,"507,403","506,606","508,199",72.18,71.84,72.52,"702,964","701,997","703,932"
CW,2021-03-03,"513,809","513,171","514,446",72.85,72.59,73.12,"705,251","704,461","706,041"
CW,2021-03-04,"512,808","512,579","513,037",72.70,72.66,72.73,"705,393","705,046","705,739"
CW,2021-03-05,"507,514","507,218","507,810",72.08,71.99,72.18,"704,057","703,620","704,493"
CW,2021-03-06,"488,223","487,860","488,585",69.71,69.58,69.83,"700,401","699,991","700,812"
CW,2021-03-07,"474,074","473,807","474,342",67.96,67.87,68.04,"697,575","697,179","697,971"
CW,2021-03-08,"479,155","478,913","479,398",68.64,68.58,68.69,"698,082","697,752","698,413"
CW,2021-03-09,"502,588","502,222","502,954",71.59,71.49,71.70,"701,996","701,676","702,317"
CW,2021-03-10,"510,921","510,630","511,213",72.55,72.45,72.65,"704,208","703,775","704,642"
CW,2021-03-11,"510,296","510,056","510,537",72.53,72.47,72.60,"703,513","703,161","703,864"
CW,2021-03-12,"506,807","506,589","507,026",72.12,72.08,72.17,"702,692","702,360","703,023"
CW,2021-03-13,"488,255","487,581","488,929",69.77,69.50,70.05,"699,762","698,987","700,536"
CW,2021-03-14,"471,589","471,022","472,156",67.69,67.46,67.92,"696,686","696,219","697,154"
CW,2021-03-15,"475,964","475,550","476,378",68.28,68.10,68.45,"697,111","696,698","697,524"
CW,2021-03-16,"499,709","499,459","499,960",71.23,71.11,71.35,"701,529","701,153","701,905"
CW,2021-03-17,"508,981","508,679","509,283",72.39,72.24,72.53,"703,106","702,664","703,548"
CW,2021-03-18,"508,057","507,703","508,411",72.23,72.06,72.41,"703,343","702,811","703,875"
CW,2021-03-19,"504,090","503,385","504,796",71.82,71.47,72.16,"701,897","700,844","702,950"
CW,2021-03-20,"489,129","486,074","492,184",69.97,68.57,71.38,"699,006","695,061","702,950"
CW,2021-03-21,"480,416","476,142","484,690",68.72,66.76,70.68,"699,088","693,631","704,545"
AK,2021-02-19,777,777,777,52.97,52.97,52.97,"1,467","1,467","1,467"
AL,2021-02-19,"10,298","10,298","10,298",74.12,74.12,74.12,"13,893","13,893","13,893"
AR,2021-02-19,"5,293","5,280","5,306",70.05,69.46,70.64,"7,556","7,537","7,575"
AZ,2021-02-19,"9,886","9,886","9,886",69.11,69.11,69.11,"14,304","14,304","14,304"
CA,2021-02-19,"45,920","45,910","45,930",76.04,75.96,76.11,"60,390","60,368","60,412"
CO,2021-02-19,"6,517","6,510","6,524",64.44,64.44,64.44,"10,113","10,113","10,113"
CT,2021-02-19,"6,115","6,115","6,115",78.54,78.54,78.54,"7,786","7,786","7,786"
DC,2021-02-19,"2,375","2,375","2,375",80.21,80.21,80.21,"2,961","2,961","2,961"
DE,2021-02-19,"1,847","1,847","1,847",70.98,70.98,70.98,"2,602","2,602","2,602"
FL,2021-02-19,"42,664","42,664","42,664",81.08,81.08,81.08,"52,622","52,622","52,622"
GA,2021-02-19,"15,510","15,388","15,632",79.55,77.80,81.31,"19,496","19,381","19,611"
HI,2021-02-19,"1,767","1,767","1,767",71.25,71.25,71.25,"2,480","2,480","2,480"
IA,2021-02-19,"4,698","4,698","4,698",61.19,61.19,61.19,"7,678","7,678","7,678"
ID,2021-02-19,"1,836","1,836","1,836",57.13,57.13,57.13,"3,214","3,214","3,214"
IL,2021-02-19,"19,360","19,360","19,360",66.83,66.83,66.83,"28,968","28,968","28,968"
IN,2021-02-19,"10,173","10,173","10,173",61.49,61.49,61.49,"16,544","16,544","16,544"
KS,2021-02-19,"4,442","4,442","4,442",56.75,56.75,56.75,"7,827","7,827","7,827"
KY,2021-02-19,"6,956","6,956","6,956",56.58,56.58,56.58,"12,295","12,295","12,295"
LA,2021-02-19,"8,337","8,329","8,345",67.02,67.02,67.02,"12,439","12,439","12,439"
MA,2021-02-19,"13,477","13,477","13,477",79.15,79.15,79.15,"17,028","17,028","17,028"
MD,2021-02-19,"7,950","7,784","8,116",81.85,81.85,81.85,"9,713","9,517","9,909"
ME,2021-02-19,"1,926","1,926","1,926",67.18,67.18,67.18,"2,867","2,867","2,867"
MI,2021-02-19,"15,321","15,313","15,329",73.21,73.01,73.41,"20,928","20,906","20,950"
MN,2021-02-19,"7,095","7,095","7,095",74.46,74.46,74.46,"9,529","9,529","9,529"
AK,2021-02-20,778,778,778,53.07,53.07,53.07,"1,466","1,466","1,466"
AL,2021-02-20,"9,831","9,831","9,831",70.81,70.81,70.81,"13,884","13,884","13,884"
AR,2021-02-20,"5,110","5,100","5,120",68.06,67.59,68.53,"7,508","7,493","7,523"
AZ,2021-02-20,"9,712","9,712","9,712",68.51,68.51,68.51,"14,175","14,175","14,175"
CA,2021-02-20,"44,795","44,502","45,089",74.78,73.31,76.24,"59,906","59,586","60,226"
