state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
AK,1330,20,747,24,50,25,51,13,15,23,46,8,0.34831460674157305,19,403,1157,0.05488621151271754,24,41,747,0.02481203007518797,20,33,1330,0.13636363636363635,7,6,44,0.5,8,23,46,2020-08-21
AL,12282,104,7373,94,1437,109,1059,89,427,97,1204,82,0.7231976459048554,94,7373,10195,0.15153981820648488,93,1117,7371,0.10761454426871025,103,1320,12266,0.2724252491694352,79,328,1204,0.832220367278798,81,997,1198,2020-08-21
AR,8325,86,4689,79,565,88,707,74,256,73,922,69,0.63689505165851,78,4685,7356,0.10812539987204095,79,507,4689,0.06786786786786787,86,565,8325,0.2678958785249458,66,247,922,0.7467391304347826,68,687,920,2020-08-21
AZ,11728,79,6755,68,1028,90,827,64,287,70,1338,54,0.6158504750965855,62,5898,9577,0.1236121391561806,68,835,6755,0.07443724420190996,79,873,11728,0.1591928251121076,52,213,1338,0.5112107623318386,54,684,1338,2020-08-21
CA,62025,380,42519,374,5735,382,5100,362,1547,365,7215,362,0.6888680070638173,374,42519,61723,0.1339401208871328,374,5695,42519,0.09189842805320435,380,5700,62025,0.21302841302841302,359,1537,7215,0.7068607068607069,360,5100,7215,2020-08-21
CO,9258,80,5142,75,255,97,527,65,93,78,937,57,0.591728280961183,72,5122,8656,0.03753403345001945,75,193,5142,0.0220349967595593,80,204,9258,0.07551240560949299,54,70,927,0.5837053571428571,56,523,896,2020-08-21
CT,8070,30,5485,29,177,31,452,28,24,29,1048,29,0.6954482059084569,29,5485,7887,0.03190519598906107,29,175,5485,0.021933085501858737,30,177,8070,0.022900763358778626,28,24,1048,0.4312977099236641,28,452,1048,2020-08-21
DC,3344,13,2528,13,144,13,222,11,30,11,330,11,0.7559808612440191,13,2528,3344,0.056962025316455694,13,144,2528,0.0430622009569378,13,144,3344,0.09090909090909091,11,30,330,0.6727272727272727,11,222,330,2020-08-21
DE,2445,11,1509,8,70,12,94,7,12,7,139,6,0.7066733067729084,7,1419,2008,0.04108681245858184,8,62,1509,0.028629856850715747,11,70,2445,0.08633093525179857,6,12,139,0.6762589928057554,6,94,139,2020-08-21
FL,75977,258,40051,245,6070,261,4419,243,1357,255,5696,243,0.5626562895113933,245,40051,71182,0.13949714114504008,245,5587,40051,0.07974781841873198,258,6059,75977,0.22226135963367383,241,1262,5678,0.7758075842696629,243,4419,5696,2020-08-21
GA,14122,115,7572,91,3284,139,1093,82,589,91,1194,75,0.7633834055852404,91,7572,9919,0.22266244057052298,91,1686,7572,0.17540008497379975,115,2477,14122,0.38513513513513514,71,456,1184,0.8852596314907872,74,1057,1194,2020-08-21
HI,1727,15,1298,16,274,21,108,14,48,14,87,12,0.7168500289519398,15,1238,1727,0.1694915254237288,16,220,1298,0.11696583671105965,15,202,1727,0.3218390804597701,12,28,87,0.735632183908046,12,64,87,2020-08-21
IA,8248,119,4855,119,333,119,501,119,92,118,714,119,0.5886275460717749,119,4855,8248,0.06858908341915551,119,333,4855,0.04037342386032978,119,333,8248,0.12885154061624648,118,92,714,0.7016806722689075,119,501,714,2020-08-21
MS,7682,94,4178,89,1201,97,543,67,231,67,557,62,0.6183618361836184,86,4122,6666,0.16898037338439445,89,706,4178,0.15594897162197344,94,1198,7682,0.3859964093357271,61,215,557,0.9299820466786356,62,518,557,2020-08-21
MT,3070,66,1815,54,79,42,101,26,20,50,227,47,0.7210231814548361,53,1804,2502,0.06076923076923077,35,79,1300,0.042911461162411735,39,79,1841,0.11428571428571428,40,20,175,0.6451612903225806,22,100,155,2020-08-21
NC,18150,107,12857,100,1442,118,1279,98,314,110,1708,95,0.7363572761194029,99,12630,17152,0.08446760519561329,100,1086,12857,0.06750938396997129,106,1223,18116,0.14344262295081966,95,245,1708,0.7326266195524146,94,1244,1698,2020-08-21
ND,2479,44,1617,45,100,45,71,40,21,45,103,40,0.6502622025010085,44,1612,2479,0.06184291898577613,45,100,1617,0.04033884630899556,44,100,2479,0.1262135922330097,40,13,103,0.49514563106796117,39,51,103,2020-08-21
NE,4490,80,2056,70,191,82,313,59,50,55,614,57,0.6066154754873007,69,2054,3386,0.07014125669751584,69,144,2053,0.03845293986139057,79,172,4473,0.08183306055646482,51,50,611,0.5370051635111877,54,312,581,2020-08-21
NH,3276,30,2064,30,40,30,137,27,6,28,275,26,0.63003663003663,30,2064,3276,0.01937984496124031,30,40,2064,0.01221001221001221,30,40,3276,0.02181818181818182,26,6,275,0.48363636363636364,26,133,275,2020-08-21
NJ,18425,73,12554,72,337,34,264,27,11,29,681,27,0.6980427145485976,71,12518,17933,0.06068376068376068,30,284,4680,0.041206457094307564,31,291,7062,0.014684287812041116,27,10,681,0.3876651982378855,27,264,681,2020-08-21
NM,3234,45,1936,42,97,44,216,40,28,42,346,41,0.6149936467598475,42,1936,3148,0.04986449864498645,41,92,1845,0.03113964686998395,44,97,3115,0.08092485549132948,41,28,346,0.6328358208955224,39,212,335,2020-08-21
NV,8314,61,5948,60,891,61,635,58,233,57,846,58,0.7166265060240964,60,5948,8300,0.14979825151311366,60,891,5948,0.1071686312244407,61,891,8314,0.27541371158392436,57,233,846,0.7505910165484634,58,635,846,2020-08-21
NY,41724,140,26505,122,1707,155,2654,117,239,124,4731,111,0.6803289320086124,120,26226,38549,0.0458026787398604,122,1214,26505,0.03403317035758796,140,1420,41724,0.04243093922651934,105,192,4525,0.5475333474486556,108,2586,4723,2020-08-21
OH,30625,208,19405,200,1356,208,2469,193,369,190,4121,172,0.6569948537378115,200,19405,29536,0.06915743365112084,200,1342,19405,0.0444342497624275,207,1356,30517,0.08980287174495011,168,369,4109,0.6020482809070958,171,2469,4101,2020-08-21
OK,9056,120,5202,116,510,123,696,116,198,120,1116,117,0.5870669224692473,116,5202,8861,0.08439061899269512,116,439,5202,0.048696996466431094,120,441,9056,0.17114695340501793,117,191,1116,0.6535211267605634,115,696,1065,2020-08-21
OR,3994,49,2463,36,149,50,266,35,40,40,464,33,0.6853088480801336,36,2463,3594,0.03938286642306131,36,97,2463,0.03730595893840761,49,149,3994,0.06086956521739131,32,28,460,0.5732758620689655,33,266,464,2020-08-21
ID,3740,45,1776,42,176,47,201,41,55,45,294,43,0.46788740092921566,41,1712,3659,0.0990990990990991,42,176,1776,0.047058823529411764,45,176,3740,0.1870748299319728,43,55,294,0.6768707482993197,39,199,294,2020-08-21
IL,29044,176,15955,153,1651,184,1770,133,373,141,3212,123,0.6188854121281736,148,15625,25247,0.08912566593544344,153,1422,15955,0.05474452554744526,176,1590,29044,0.10792264504054896,120,346,3206,0.5272151898734178,118,1666,3160,2020-08-21
IN,16703,134,9499,131,981,135,1303,126,166,126,2260,126,0.5772011909825606,131,9499,16457,0.10137909253605643,131,963,9499,0.05765431359635993,134,963,16703,0.07345132743362832,126,166,2260,0.5765486725663717,126,1303,2260,2020-08-21
KS,7930,124,3746,106,300,132,464,79,81,87,660,74,0.5541144901610018,104,3717,6708,0.06346205779098028,105,235,3703,0.03486750348675035,123,275,7887,0.11708860759493671,68,74,632,0.7380191693290735,71,462,626,2020-08-21
KY,12866,103,8251,104,627,105,1009,98,595,100,1539,100,0.6401367946525727,103,8236,12866,0.07586959156465883,104,626,8251,0.048655370744598164,103,626,12866,0.391705069124424,99,595,1519,0.6556205328135153,98,1009,1539,2020-08-21
LA,13757,173,8505,169,933,207,1189,92,315,198,1641,83,0.6307897862232779,168,8498,13472,0.10519339679479456,165,873,8299,0.06529490417471401,169,879,13462,0.16718075262183837,78,271,1621,0.6684948202315661,82,1097,1641,2020-08-21
MA,17812,79,12029,79,284,79,847,76,59,75,1853,76,0.6753312373680664,79,12029,17812,0.023609610108903483,79,284,12029,0.0159443072086234,79,284,17812,0.03184025903939557,75,59,1853,0.45709660010793307,76,847,1853,2020-08-21
MD,10274,52,6815,45,775,51,660,45,140,48,1035,43,0.757138095767137,45,6815,9001,0.09941262848751836,44,677,6810,0.07522989630209352,50,769,10222,0.13429951690821257,43,139,1035,0.629951690821256,43,652,1035,2020-08-21
ME,2910,30,1746,30,33,31,185,28,8,28,291,28,0.6404867256637168,29,1737,2712,0.015463917525773196,30,27,1746,0.010652920962199313,30,31,2910,0.020833333333333332,26,6,288,0.6236933797909407,27,179,287,2020-08-21
MI,23172,144,14330,125,681,147,1628,123,163,142,2227,121,0.7176691348006897,124,14151,19718,0.03845080251221214,125,551,14330,0.029345762126704644,144,680,23172,0.06061966771441401,121,135,2227,0.7310282891782667,121,1628,2227,2020-08-21
MN,11359,127,7271,125,497,129,689,126,112,127,966,115,0.6457371225577264,124,7271,11260,0.06711594003575849,125,488,7271,0.04375385157144115,127,497,11359,0.11490683229813664,115,111,966,0.7060041407867494,115,682,966,2020-08-21
MO,18800,123,8992,101,903,135,974,97,261,115,1834,100,0.565362309179388,98,8481,15001,0.06494661921708185,101,584,8992,0.04271276595744681,123,803,18800,0.11104815864022663,92,196,1765,0.5980024968789014,90,958,1602,2020-08-21
WV,6647,60,4396,60,235,60,444,60,58,60,624,60,0.6613509854069505,60,4396,6647,0.05345768880800728,60,235,4396,0.035354295170753725,60,235,6647,0.09294871794871795,60,58,624,0.7115384615384616,60,444,624,2020-08-21
WY,1495,26,540,23,33,26,44,26,13,26,114,26,0.3752605976372481,23,540,1439,0.06111111111111111,23,33,540,0.022073578595317726,26,33,1495,0.11403508771929824,26,13,114,0.38596491228070173,26,44,114,2020-08-21
