state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/05/19,29770,29759,29781,4.29,4.28,4.31,696318,696114,696522,
CW,2021/05/20,28613,28570,28655,4.12,4.06,4.18,697401,697081,697720,
CW,2021/05/21,27997,27954,28040,4.03,3.96,4.1,697856,697319,698394,
CW,2021/05/22,27032,27016,27048,3.91,3.88,3.94,695063,694734,695393,
CW,2021/05/23,26692,26670,26713,3.88,3.84,3.92,691255,690814,691697,
CW,2021/05/24,26984,26960,27008,3.93,3.87,3.99,689782,688962,690601,
CW,2021/05/25,27059,27045,27073,3.91,3.88,3.95,694283,693711,694856,
CW,2021/05/26,26265,26253,26276,3.79,3.75,3.83,695984,695432,696535,
CW,2021/05/27,25594,25582,25606,3.69,3.66,3.72,696352,695874,696831,
CW,2021/05/28,24977,24951,25003,3.61,3.57,3.65,694869,694533,695205,
CW,2021/05/29,23812,23799,23825,3.46,3.43,3.49,691526,691094,691959,
CW,2021/05/30,23141,23104,23178,3.37,3.31,3.44,688942,688487,689398,
CW,2021/05/31,23264,23240,23289,3.39,3.36,3.43,688296,688174,688417,
CW,2021/06/01,23484,23473,23495,3.42,3.4,3.44,689266,689095,689437,
CW,2021/06/02,23038,23024,23051,3.33,3.31,3.35,694515,694385,694645,
CW,2021/06/03,22567,22545,22590,3.26,3.22,3.3,695699,695306,696092,
CW,2021/06/04,21648,21632,21664,3.13,3.09,3.16,694891,694439,695343,
CW,2021/06/05,20797,20776,20818,3.02,2.97,3.06,692564,692031,693096,
CW,2021/06/06,20479,20431,20526,2.98,2.9,3.07,689352,689079,689624,
CW,2021/06/07,20524,20473,20575,2.99,2.9,3.07,689807,689547,690067,
CW,2021/06/08,20455,20429,20481,2.96,2.91,3.01,694261,693806,694717,
CW,2021/06/09,19991,19946,20035,2.88,2.81,2.96,696633,696389,696877,
CW,2021/06/10,19270,19257,19283,2.78,2.75,2.81,696056,695823,696289,
CW,2021/06/11,18653,18628,18677,2.69,2.64,2.74,695983,695561,696405,
CW,2021/06/12,18162,18137,18187,2.63,2.57,2.68,694628,693930,695325,
CW,2021/06/13,17946,17908,17984,2.61,2.54,2.68,690828,690232,691424,
CW,2021/06/14,18363,18334,18392,2.67,2.62,2.73,690201,689711,690691,
CW,2021/06/15,18262,18235,18289,2.64,2.59,2.7,693533,692801,694264,
CW,2021/06/16,17852,17816,17888,2.58,2.51,2.65,695196,694510,695882,
CW,2021/06/17,17362,17308,17416,2.51,2.4,2.63,693490,691991,694990,
CW,2021/06/18,17008,16851,17165,2.48,2.14,2.81,689581,685824,693338,
AL,2021/05/19,381,381,381,2.73,2.73,2.73,13940,13940,13940,POINT (-86.844516 32.756889)
AR,2021/05/19,210,210,210,2.69,2.69,2.69,7797,7797,7797,POINT (-92.439162 34.899825)
CA,2021/05/19,1650,1650,1650,2.79,2.79,2.79,59071,59071,59071,POINT (-119.662127 37.211164)
CT,2021/05/19,182,182,182,2.34,2.34,2.34,7775,7775,7775,POINT (-72.738288 41.575155)
DC,2021/05/19,121,121,121,4.39,4.39,4.39,2754,2754,2754,POINT (-77.016275 38.904785)
FL,2021/05/19,2951,2943,2959,5.71,5.57,5.85,52653,52579,52727,POINT (-82.420978 28.260731)
HI,2021/05/19,59,59,59,2.37,2.37,2.37,2487,2487,2487,POINT (-157.854309 21.361013)
IA,2021/05/19,278,278,278,3.65,3.65,3.65,7704,7704,7704,POINT (-93.500061 42.074659)
IL,2021/05/19,1545,1545,1545,5.37,5.37,5.37,28782,28782,28782,POINT (-89.148632 40.124144)
KY,2021/05/19,385,380,390,3.07,3.07,3.07,12527,12527,12527,POINT (-85.290484 37.526683)
MA,2021/05/19,303,303,303,1.81,1.81,1.81,16786,16786,16786,POINT (-71.481104 42.151077)
ME,2021/05/19,114,114,114,3.97,3.97,3.97,2868,2868,2868,POINT (-69.06137 45.117911)
AL,2021/05/20,376,376,376,2.7,2.7,2.7,13938,13938,13938,POINT (-86.844516 32.756889)
AR,2021/05/20,215,215,215,2.76,2.76,2.76,7800,7800,7800,POINT (-92.439162 34.899825)
CA,2021/05/20,1585,1585,1585,2.69,2.69,2.69,59008,59008,59008,POINT (-119.662127 37.211164)
CT,2021/05/20,184,184,184,2.37,2.37,2.37,7764,7764,7764,POINT (-72.738288 41.575155)
DC,2021/05/20,120,119,120,4.34,4.34,4.34,2756,2756,2756,POINT (-77.016275 38.904785)
FL,2021/05/20,2874,2871,2876,5.57,5.57,5.57,52562,52562,52562,POINT (-82.420978 28.260731)
HI,2021/05/20,68,68,69,2.75,2.75,2.75,2490,2490,2490,POINT (-157.854309 21.361013)
IA,2021/05/20,230,230,230,3.04,3.04,3.04,7674,7674,7674,POINT (-93.500061 42.074659)
IL,2021/05/20,1484,1484,1484,5.15,5.15,5.15,28825,28825,28825,POINT (-89.148632 40.124144)
KY,2021/05/20,378,377,379,3.09,3.09,3.09,12221,12221,12221,POINT (-85.290484 37.526683)
MA,2021/05/20,300,300,300,1.78,1.69,1.87,16849,16796,16902,POINT (-71.481104 42.151077)
ME,2021/05/20,115,115,115,4.01,4.01,4.01,2866,2866,2866,POINT (-69.06137 45.117911)
AL,2021/05/21,361,361,361,2.59,2.59,2.59,13929,13929,13929,POINT (-86.844516 32.756889)
AR,2021/05/21,222,222,222,2.85,2.85,2.85,7790,7790,7790,POINT (-92.439162 34.899825)
CA,2021/05/21,1518,1513,1522,2.58,2.58,2.58,58870,58870,58870,POINT (-119.662127 37.211164)
CT,2021/05/21,196,196,196,2.52,2.52,2.52,7777,7777,7777,POINT (-72.738288 41.575155)
DC,2021/05/21,109,109,109,3.96,3.96,3.96,2754,2754,2754,POINT (-77.016275 38.904785)
FL,2021/05/21,2711,2711,2711,5.25,5.25,5.25,52630,52630,52630,POINT (-82.420978 28.260731)
HI,2021/05/21,68,68,68,2.74,2.74,2.74,2480,2480,2480,POINT (-157.854309 21.361013)
IA,2021/05/21,208,207,209,2.74,2.74,2.74,7682,7682,7682,POINT (-93.500061 42.074659)
IL,2021/05/21,1488,1487,1489,5.17,5.17,5.17,28799,28799,28799,POINT (-89.148632 40.124144)
KY,2021/05/21,374,373,374,3.06,3.06,3.06,12221,12221,12221,POINT (-85.290484 37.526683)
MA,2021/05/21,267,267,267,1.59,1.59,1.59,16774,16774,16774,POINT (-71.481104 42.151077)
ME,2021/05/21,128,128,128,4.47,4.47,4.47,2865,2865,2865,POINT (-69.06137 45.117911)
AL,2021/05/22,351,350,352,2.53,2.53,2.53,13895,13895,13895,POINT (-86.844516 32.756889)
AR,2021/05/22,219,219,219,2.83,2.83,2.83,7728,7728,7728,POINT (-92.439162 34.899825)
CA,2021/05/22,1536,1533,1539,2.62,2.62,2.62,58633,58633,58633,POINT (-119.662127 37.211164)
CT,2021/05/22,176,176,176,2.26,2.26,2.26,7775,7775,7775,POINT (-72.738288 41.575155)
DC,2021/05/22,123,123,123,4.48,4.48,4.48,2746,2746,2746,POINT (-77.016275 38.904785)
FL,2021/05/22,2586,2586,2587,5.03,5.03,5.03,52342,52342,52342,POINT (-82.420978 28.260731)
HI,2021/05/22,50,50,50,2.01,2.01,2.01,2484,2484,2484,POINT (-157.854309 21.361013)
IA,2021/05/22,206,205,208,2.72,2.54,2.91,7679,7673,7685,POINT (-93.500061 42.074659)
IL,2021/05/22,1447,1446,1448,5.03,5.03,5.03,28743,28743,28743,POINT (-89.148632 40.124144)
KY,2021/05/22,351,351,351,2.87,2.87,2.87,12224,12224,12224,POINT (-85.290484 37.526683)
MA,2021/05/22,260,260,261,1.56,1.56,1.56,16702,16702,16702,POINT (-71.481104 42.151077)
ME,2021/05/22,122,122,122,4.27,4.27,4.27,2854,2854,2854,POINT (-69.06137 45.117911)
AL,2021/05/23,361,360,362,2.6,2.6,2.6,13893,13893,13893,POINT (-86.844516 32.756889)
AR,2021/05/23,211,211,211,2.76,2.76,2.76,7642,7642,7642,POINT (-92.439162 34.899825)
CA,2021/05/23,1509,1507,1511,2.6,2.6,2.6,58125,58125,58125,POINT (-119.662127 37.211164)
CT,2021/05/23,163,163,163,2.1,2.1,2.1,7764,7764,7764,POINT (-72.738288 41.575155)
DC,2021/05/23,111,111,111,4.1,4.1,4.1,2710,2710,2710,POINT (-77.016275 38.904785)
FL,2021/05/23,2571,2571,2571,5.02,5.02,5.02,52153,52153,52153,POINT (-82.420978 28.260731)
HI,2021/05/23,56,56,56,2.26,2.26,2.26,2479,2479,2479,POINT (-157.854309 21.361013)
IA,2021/05/23,208,208,208,2.75,2.75,2.75,7674,7674,7674,POINT (-93.500061 42.074659)
IL,2021/05/23,1425,1425,1425,4.96,4.96,4.96,28702,28702,28702,POINT (-89.148632 40.124144)
KY,2021/05/23,352,351,352,2.87,2.87,2.87,12227,12227,12227,POINT (-85.290484 37.526683)
MA,2021/05/23,282,282,283,1.71,1.67,1.75,16530,16507,16552,POINT (-71.481104 42.151077)
ME,2021/05/23,124,124,124,4.34,4.34,4.34,2856,2856,2856,POINT (-69.06137 45.117911)
AL,2021/05/24,374,374,374,2.68,2.68,2.68,13948,13948,13948,POINT (-86.844516 32.756889)
AR,2021/05/24,208,206,211,2.71,2.71,2.71,7705,7705,7705,POINT (-92.439162 34.899825)
CA,2021/05/24,1462,1455,1469,2.52,2.23,2.81,57995,57555,58435,POINT (-119.662127 37.211164)
CT,2021/05/24,173,173,173,2.23,2.23,2.23,7763,7763,7763,POINT (-72.738288 41.575155)
DC,2021/05/24,126,126,126,4.55,4.55,4.55,2767,2767,2767,POINT (-77.016275 38.904785)
FL,2021/05/24,2584,2583,2586,5.04,5.04,5.04,52266,52266,52266,POINT (-82.420978 28.260731)
HI,2021/05/24,61,61,61,2.46,2.46,2.46,2476,2476,2476,POINT (-157.854309 21.361013)
IA,2021/05/24,214,214,214,2.83,2.83,2.83,7665,7660,7670,POINT (-93.500061 42.074659)
IL,2021/05/24,1432,1432,1432,4.99,4.99,4.99,28704,28704,28704,POINT (-89.148632 40.124144)
KY,2021/05/24,369,369,369,3.02,3.02,3.02,12225,12225,12225,POINT (-85.290484 37.526683)
MA,2021/05/24,242,241,243,1.46,1.46,1.46,16566,16566,16566,POINT (-71.481104 42.151077)
ME,2021/05/24,128,127,129,4.47,4.16,4.79,2862,2849,2875,POINT (-69.06137 45.117911)
AL,2021/05/25,348,348,348,2.5,2.5,2.5,13946,13946,13946,POINT (-86.844516 32.756889)
AR,2021/05/25,218,218,218,2.81,2.81,2.81,7748,7748,7748,POINT (-92.439162 34.899825)
CA,2021/05/25,1439,1431,1448,2.45,2.11,2.78,58844,58312,59377,POINT (-119.662127 37.211164)
CT,2021/05/25,175,175,175,2.25,2.25,2.25,7764,7764,7764,POINT (-72.738288 41.575155)
DC,2021/05/25,119,119,119,4.3,4.3,4.3,2766,2766,2766,POINT (-77.016275 38.904785)
FL,2021/05/25,2620,2618,2621,5.07,5.04,5.11,52586,52560,52612,POINT (-82.420978 28.260731)
HI,2021/05/25,67,67,67,2.71,2.71,2.71,2476,2476,2476,POINT (-157.854309 21.361013)
IA,2021/05/25,148,147,149,1.96,1.96,1.96,7646,7646,7646,POINT (-93.500061 42.074659)
IL,2021/05/25,1415,1414,1416,4.93,4.93,4.93,28724,28724,28724,POINT (-89.148632 40.124144)
KY,2021/05/25,368,368,369,3.02,3.02,3.02,12221,12221,12221,POINT (-85.290484 37.526683)
