state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,3,67,9368,68,5485,69,587,67,454,69,77,67,79,68,557,67,435,68,30,67,3,67,675,68,0.5812339880444065,68,5445,9368,0.11081744383613366,67,587,5297,0.06453386103781882,66,587,9096,0.12399355877616747,66,77,621,0.6725925925925926,68,454,675,2020-11-09
RI,5,14,2293,15,2078,14,255,14,147,15,27,14,27,15,250,14,245,15,5,14,5,14,175,15,0.9062363715656345,14,2078,2293,0.1251840942562592,13,255,2037,0.11434977578475336,14,255,2230,0.16770186335403728,14,27,161,0.84,15,147,175,2020-11-09
SC,5,84,11346,85,9151,86,795,84,966,86,195,84,186,86,787,84,647,86,8,84,6,84,1308,86,0.7968447029790234,85,9041,11346,0.08801062769843905,84,795,9033,0.07071971390254805,83,791,11185,0.15451664025356576,84,195,1262,0.7385321100917431,86,966,1308,2020-11-09
SD,111,61,2811,64,1877,64,555,61,176,64,96,61,94,64,551,61,529,64,4,61,3,61,221,64,0.6677339025257916,64,1877,2811,0.30629139072847683,61,555,1812,0.2044952100221076,61,555,2714,0.4682926829268293,61,96,205,0.7963800904977375,64,176,221,2020-11-09
TN,24,115,20565,152,14011,133,2020,115,1750,147,521,114,488,114,1912,115,1709,115,108,115,100,115,2307,151,0.7428162443007105,133,14011,18862,0.14765995260663506,114,1994,13504,0.11244085722237684,115,2020,17965,0.23671058609722853,114,521,2201,0.7861635220125787,147,1750,2226,2020-11-09
TX,156,588,70925,586,55140,588,7790,588,6341,588,2082,588,1944,588,7687,588,6911,588,103,588,72,588,7563,586,0.7774409587592528,586,55140,70925,0.14127675009067828,588,7790,55140,0.10983433204088826,586,7790,70925,0.27528758429194766,586,2082,7563,0.838423905857464,586,6341,7563,2020-11-09
UT,22,58,6209,59,3889,59,520,58,465,59,181,58,175,59,512,58,489,59,8,58,0,58,630,59,0.6263488484458045,59,3889,6209,0.13531095498308612,58,520,3843,0.08499509643674404,58,520,6118,0.29193548387096774,58,181,620,0.7380952380952381,59,465,630,2020-11-09
VA,51,105,18851,108,13442,108,1305,105,1423,108,276,105,237,108,1287,105,993,108,18,105,8,105,2078,108,0.7130656198610154,108,13442,18851,0.09817935600361119,105,1305,13292,0.07022547489641069,105,1305,18583,0.13717693836978131,105,276,2012,0.6847930702598652,108,1423,2078,2020-11-09
VI,0,2,168,2,106,2,3,2,11,2,0,2,0,2,3,2,3,2,0,2,0,2,20,2,0.6309523809523809,2,106,168,0.02830188679245283,2,3,106,0.017857142857142856,2,3,168,0.0,2,0,20,0.55,2,11,20,2020-11-09
VT,0,15,787,16,432,16,21,15,35,16,4,15,4,16,21,15,20,16,0,15,0,15,69,16,0.5489199491740788,16,432,787,0.05134474327628362,15,21,409,0.028,15,21,750,0.06451612903225806,15,4,62,0.5072463768115942,16,35,69,2020-11-09
WA,13,96,14064,105,9815,105,637,103,972,105,154,103,141,105,635,103,515,105,2,103,1,103,1368,105,0.6978811149032992,105,9815,14064,0.06556870818322182,103,637,9715,0.045705675539929685,103,637,13937,0.11441307578008915,103,154,1346,0.7105263157894737,105,972,1368,2020-11-09
