state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2021-01-12,"133,376","133,291","133,461",18.96,18.91,19.01,"707,631","707,302","707,960"
CW,2021-01-13,"131,694","131,623","131,766",18.65,18.63,18.67,"710,107","709,974","710,241"
CW,2021-01-14,"129,637","129,564","129,710",18.37,18.34,18.40,"709,598","709,440","709,757"
CW,2021-01-15,"128,688","128,621","128,754",18.25,18.23,18.26,"709,331","709,290","709,372"
CW,2021-01-16,"125,853","125,761","125,945",17.92,17.85,17.99,"706,458","706,025","706,891"
CW,2021-01-17,"125,472","125,398","125,545",17.93,17.89,17.97,"703,706","703,471","703,942"
CW,2021-01-18,"126,670","126,607","126,734",18.08,18.03,18.13,"703,975","703,731","704,220"
CW,2021-01-19,"125,794","125,717","125,870",17.87,17.81,17.93,"707,141","706,889","707,393"
CW,2021-01-20,"122,858","122,788","122,927",17.39,17.33,17.46,"709,575","709,212","709,937"
CW,2021-01-21,"119,008","118,923","119,093",16.87,16.81,16.94,"708,569","708,267","708,870"
CW,2021-01-22,"116,862","116,810","116,915",16.58,16.54,16.63,"707,980","707,724","708,237"
CW,2021-01-23,"112,718","112,658","112,778",16.07,16.02,16.12,"704,555","704,297","704,813"
CW,2021-01-24,"111,969","111,931","112,007",16.04,16.01,16.07,"701,324","701,081","701,566"
CW,2021-01-25,"111,880","111,861","111,899",16.00,15.98,16.02,"702,606","702,347","702,864"
CW,2021-01-26,"110,708","110,691","110,725",15.75,15.74,15.76,"706,187","705,949","706,425"
CW,2021-01-27,"107,398","107,368","107,427",15.23,15.18,15.29,"708,394","707,882","708,906"
CW,2021-01-28,"104,276","104,258","104,293",14.82,14.80,14.83,"707,073","706,791","707,355"
CW,2021-01-29,"100,928","100,900","100,956",14.37,14.35,14.39,"705,506","705,240","705,771"
CW,2021-01-30,"97,375","97,306","97,444",13.92,13.86,13.97,"702,874","702,569","703,180"
CW,2021-01-31,"96,062","95,987","96,138",13.81,13.75,13.88,"698,687","698,288","699,086"
CW,2021-02-01,"95,965","95,936","95,994",13.78,13.76,13.81,"699,415","699,121","699,709"
CW,2021-02-02,"95,245","95,218","95,272",13.61,13.59,13.64,"702,815","702,533","703,098"
CW,2021-02-03,"92,550","92,486","92,615",13.19,13.11,13.28,"704,814","704,099","705,528"
CW,2021-02-04,"89,944","89,894","89,994",12.82,12.78,12.87,"704,592","704,291","704,894"
CW,2021-02-05,"87,254","87,194","87,314",12.47,12.42,12.51,"703,293","702,960","703,626"
CW,2021-02-06,"84,038","83,979","84,097",12.06,12.01,12.11,"700,157","699,821","700,493"
CW,2021-02-07,"82,688","82,628","82,748",11.94,11.87,12.01,"696,096","695,503","696,690"
CW,2021-02-08,"82,170","82,110","82,229",11.84,11.79,11.89,"697,154","696,804","697,504"
CW,2021-02-09,"80,994","80,885","81,102",11.61,11.50,11.71,"701,280","700,567","701,993"
CW,2021-02-10,"78,140","77,950","78,329",11.16,10.98,11.35,"704,066","702,987","705,144"
CW,2021-02-11,"75,217","74,642","75,792",10.82,10.24,11.41,"699,600","696,423","702,777"
CT,2021-01-12,"1,298","1,298","1,298",16.77,16.77,16.77,"7,741","7,741","7,741"
DC,2021-01-12,360,360,360,12.00,12.00,12.00,"3,000","3,000","3,000"
CT,2021-01-13,"1,253","1,253","1,253",16.20,16.20,16.20,"7,736","7,736","7,736"
DC,2021-01-13,352,352,352,11.78,11.78,11.78,"2,987","2,987","2,987"
CT,2021-01-14,"1,232","1,232","1,232",15.90,15.90,15.90,"7,750","7,750","7,750"
DC,2021-01-14,346,346,346,11.58,11.58,11.58,"2,988","2,988","2,988"
CT,2021-01-15,"1,240","1,240","1,240",15.98,15.98,15.98,"7,758","7,758","7,758"
DC,2021-01-15,345,345,345,11.53,11.53,11.53,"2,991","2,991","2,991"
CT,2021-01-16,"1,246","1,246","1,246",16.07,16.07,16.07,"7,755","7,755","7,755"
DC,2021-01-16,357,357,357,11.93,11.93,11.93,"2,993","2,993","2,993"
CT,2021-01-17,"1,265","1,265","1,265",16.35,16.35,16.35,"7,738","7,738","7,738"
