state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,0,1,68,0,1,68,3,68,9293,69,4704,69,430,68,11,69,37,68,4,68,10,68,422,69,69,68,57,69,398,68,314,69,32,68,5,68,662,69,0.5061874529215539,69,4704,9293,0.09431892958982233,68,430,4559,0.04721642692434391,68,430,9107,0.10935023771790808,68,69,631,0.6374622356495468,69,422,662,2021-01-03
RI,4,10,1,4,10,1,18,14,2627,15,2370,15,451,14,39,15,0,14,1,14,0,14,144,15,58,14,60,15,448,14,419,15,3,14,3,14,162,15,0.9021697754092121,15,2370,2627,0.19473229706390327,14,451,2316,0.176171875,14,451,2560,0.3815789473684211,14,58,152,0.8888888888888888,15,144,162,2021-01-03
SC,25,60,2,24,61,2,19,85,11368,87,9606,87,2416,85,304,87,130,85,0,85,4,85,1158,87,485,85,485,87,2396,85,2278,87,20,85,16,85,1327,87,0.8450035186488388,87,9606,11368,0.25509449899693803,85,2416,9471,0.21575281300232185,85,2416,11198,0.37684537684537683,85,485,1287,0.8726450640542577,87,1158,1327,2021-01-03
SD,2,60,3,2,60,3,39,62,2857,65,1786,65,260,62,25,65,21,62,2,62,1,62,167,65,57,62,50,65,257,62,224,65,3,62,1,62,250,65,0.6251312565628281,65,1786,2857,0.14874141876430205,62,260,1748,0.09382894261999278,62,260,2771,0.2384937238493724,62,57,239,0.668,65,167,250,2021-01-03
TN,2,25,117,4,23,117,19,27,19730,144,12892,128,600,27,61,27,11,27,0,27,0,27,1686,140,146,27,136,27,591,27,550,27,9,27,7,27,2238,144,0.7015290852696305,128,12892,18377,0.20040080160320642,27,600,2994,0.14781966001478197,27,600,4059,0.3325740318906606,27,146,439,0.7871148459383753,140,1686,2142,2021-01-03
TX,154,436,5,176,414,5,271,590,70166,595,52839,595,14132,590,1979,595,733,590,38,590,53,590,7104,595,3477,590,3438,595,13906,590,13447,595,226,590,176,590,8064,595,0.7530570361713651,595,52839,70166,0.2707124111641093,590,14132,52203,0.2037074408279759,590,14132,69374,0.44113169246384165,590,3477,7882,0.8809523809523809,595,7104,8064,2021-01-03
UT,0,58,1,2,56,1,3,58,6203,59,3713,59,600,58,87,59,36,58,4,58,2,58,445,59,177,58,171,59,577,58,503,59,23,58,0,58,637,59,0.5985813316137353,59,3713,6203,0.16420361247947454,58,600,3654,0.09818360333824251,58,600,6111,0.2859450726978998,58,177,619,0.6985871271585558,59,445,637,2021-01-03
VA,27,73,8,34,66,8,56,105,18365,108,14030,108,2944,105,305,108,256,105,5,105,19,105,1524,108,523,105,495,108,2922,105,2554,108,22,105,12,105,2010,108,0.7639531717941737,108,14030,18365,0.21254783048155368,105,2944,13851,0.16258905395703319,105,2944,18107,0.26944873776403916,105,523,1941,0.7582089552238805,108,1524,2010,2021-01-03
VI,0,1,0,0,1,0,0,1,56,1,45,1,0,1,0,1,0,1,0,1,0,1,4,1,0,1,0,1,0,1,0,1,0,1,0,1,12,1,0.8035714285714286,1,45,56,0.0,1,0,45,0.0,1,0,56,0.0,1,0,12,0.3333333333333333,1,4,12,2021-01-03
VT,1,15,1,1,15,1,0,16,1308,17,871,17,15,16,8,17,4,16,0,16,1,16,70,17,5,16,5,17,15,16,32,17,0,16,0,16,111,17,0.6659021406727829,17,871,1308,0.017584994138335287,16,15,853,0.01179245283018868,16,15,1272,0.04807692307692308,16,5,104,0.6306306306306306,17,70,111,2021-01-03
