state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,1,66,9361,68,5411,68,594,66,467,68,72,66,70,66,557,66,416,66,37,66,8,65,679,68,0.5780365345582736,68,5411,9361,0.11385853939045429,66,594,5217,0.06535372428209923,66,594,9089,0.11483253588516747,66,72,627,0.6877761413843888,68,467,679,2020-11-07
RI,5,14,2239,15,1999,14,246,14,147,15,29,14,30,15,243,14,240,15,3,14,3,14,165,15,0.8928092898615453,14,1999,2239,0.12563840653728295,13,246,1958,0.11274060494958753,14,246,2182,0.18238993710691823,14,29,159,0.8909090909090909,15,147,165,2020-11-07
SC,8,85,11426,87,9187,87,824,85,1001,87,199,85,189,87,812,85,668,87,12,85,5,85,1307,87,0.8040434097671976,87,9187,11426,0.09073890540689351,85,824,9081,0.0731599041108053,85,824,11263,0.1578112609040444,85,199,1261,0.7658760520275439,87,1001,1307,2020-11-07
SD,111,61,2843,64,1894,64,551,61,186,64,97,61,101,64,548,61,539,64,3,61,3,61,225,64,0.6661976785086177,64,1894,2843,0.3009284543965046,61,551,1831,0.2006554989075018,61,551,2746,0.46411483253588515,61,97,209,0.8266666666666667,64,186,225,2020-11-07
TN,10,116,19978,137,14837,134,1721,116,1846,134,450,116,424,116,1706,116,1485,116,15,116,12,116,2312,137,0.7638095238095238,134,14837,19425,0.12604365021239197,116,1721,13654,0.09800125277603781,116,1721,17561,0.21510516252390058,116,450,2092,0.8186252771618625,134,1846,2255,2020-11-07
TX,159,585,70503,584,52851,586,7638,586,6151,586,1999,586,1885,586,7533,586,6663,586,105,586,64,586,7647,583,0.7496276754180673,584,52851,70503,0.14451949821195437,586,7638,52851,0.10833581549721288,584,7638,70503,0.2614097031515627,583,1999,7647,0.8043677259055839,583,6151,7647,2020-11-07
UT,0,56,5808,57,3449,57,488,56,452,57,180,56,174,57,481,56,463,57,7,56,0,56,630,57,0.59383608815427,57,3449,5808,0.1429827131555816,56,488,3413,0.08535945425922686,56,488,5717,0.2903225806451613,56,180,620,0.7174603174603175,57,452,630,2020-11-07
VA,52,105,18887,108,13477,108,1272,105,1414,108,255,105,210,108,1254,105,914,108,18,105,8,105,2084,108,0.713559591253243,108,13477,18887,0.09538092381523695,105,1272,13336,0.06831731027445083,105,1272,18619,0.1263627353815659,105,255,2018,0.6785028790786948,108,1414,2084,2020-11-07
VI,0,2,168,2,99,2,2,2,12,2,1,2,1,2,2,2,2,2,0,2,0,2,20,2,0.5892857142857143,2,99,168,0.020202020202020204,2,2,99,0.011904761904761904,2,2,168,0.05,2,1,20,0.6,2,12,20,2020-11-07
VT,0,15,788,16,447,16,13,15,36,16,8,15,6,16,13,15,13,16,0,15,0,15,69,16,0.567258883248731,16,447,788,0.030660377358490566,15,13,424,0.017310252996005325,15,13,751,0.12903225806451613,15,8,62,0.5217391304347826,16,36,69,2020-11-07
WA,8,94,13121,101,9750,103,648,101,993,103,150,101,135,103,641,101,531,103,7,101,5,101,1295,101,0.6959835378401037,101,9132,13121,0.06705991927972679,101,648,9663,0.04408709702238978,99,573,12997,0.1043956043956044,99,133,1274,0.7189189189189189,101,931,1295,2020-11-07
WI,16,144,13560,147,9778,147,2409,144,1149,147,460,144,462,147,2383,144,2266,147,26,144,5,144,1649,147,0.7210914454277286,147,9778,13560,0.25357894736842107,144,2409,9500,0.1825691549829481,144,2409,13195,0.29224904701397714,144,460,1574,0.6967859308671922,147,1149,1649,2020-11-07
WV,6,59,6335,63,4869,63,403,59,528,63,114,59,105,63,401,59,333,63,2,59,1,59,658,63,0.7685872138910813,63,4869,6335,0.08438023450586264,59,403,4776,0.06566726413557113,59,403,6137,0.18780889621087316,59,114,607,0.8024316109422492,63,528,658,2020-11-07
ID,6,49,4088,50,2387,50,369,49,225,50,89,49,93,50,365,49,368,50,4,49,4,49,313,50,0.583904109589041,50,2387,4088,0.1591203104786546,49,369,2319,0.09206586826347306,49,369,4008,0.2956810631229236,49,89,301,0.7188498402555911,50,225,313,2020-11-07
IL,24,193,31900,198,22453,198,5394,193,2468,198,972,193,860,198,5296,193,4388,198,98,193,41,193,3847,198,0.7038557993730408,198,22453,31900,0.24307151547924835,193,5394,22191,0.1713632175874448,193,5394,31477,0.2577565632458234,193,972,3771,0.6415388614504809,198,2468,3847,2020-11-07
IN,2,158,18787,160,13145,160,2592,158,1707,160,596,158,528,160,2571,158,2102,160,21,158,6,158,2211,159,0.6996859530526428,160,13145,18787,0.19897136716051278,158,2592,13027,0.1392500268615021,158,2592,18614,0.2761816496756256,157,596,2158,0.7720488466757124,159,1707,2211,2020-11-07
KS,13,144,8552,147,5360,147,921,144,674,147,228,144,208,147,917,144,768,147,4,144,0,144,824,147,0.6267539756782039,147,5360,8552,0.1738391845979615,144,921,5298,0.10905861456483126,144,921,8445,0.2853566958698373,144,228,799,0.8179611650485437,147,674,824,2020-11-07
KY,21,121,14009,123,10112,123,1404,121,1198,123,293,121,311,123,1367,121,1184,123,37,121,27,121,1598,123,0.7218216860589621,123,10112,14009,0.14072366442818482,121,1404,9977,0.10152577915973679,121,1404,13829,0.18854568854568854,121,293,1554,0.7496871088861077,123,1198,1598,2020-11-07
LA,9,211,15558,220,10872,221,687,219,1259,220,165,219,161,219,676,219,648,219,11,219,7,219,1761,220,0.6988044735827227,220,10872,15558,0.06331213713021841,219,687,10851,0.04422556971803785,219,687,15534,0.09369676320272573,219,165,1761,0.7149346961953436,220,1259,1761,2020-11-07
