state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
AK,1,23,0,1,23,0,0,24,1633,24,963,24,42,24,8,24,2,24,0,24,0,24,92,24,8,24,8,24,42,24,39,24,0,24,0,24,131,24,0.5897121861604409,24,963,1633,0.04361370716510903,24,42,963,0.025719534598897736,24,42,1633,0.061068702290076333,24,8,131,0.7022900763358778,24,92,131,2021-03-16
AL,25,77,15,27,74,16,6,112,15482,117,10663,117,532,112,109,114,81,112,1,112,10,112,1298,117,159,112,138,114,522,112,394,114,10,112,10,112,1641,117,0.6887353055160832,117,10663,15482,0.05172581429265921,112,532,10285,0.03548322550523578,112,532,14993,0.09912718204488778,112,159,1604,0.7909811090798293,117,1298,1641,2021-03-16
AR,15,92,2,17,90,2,0,107,9238,109,6415,109,261,107,27,109,47,107,0,107,15,107,698,109,80,107,71,109,251,107,190,109,10,107,2,107,1019,109,0.694414375405932,109,6415,9238,0.04083867939289626,107,261,6391,0.02837573385518591,107,261,9198,0.07976071784646062,107,80,1003,0.6849852796859667,109,698,1019,2021-03-16
AZ,24,96,3,27,93,3,11,120,17191,123,11703,123,657,120,66,123,138,120,1,120,4,120,1123,123,111,120,94,123,641,120,431,123,16,120,8,120,2190,123,0.6807631900413007,123,11703,17191,0.0570857589712399,120,657,11509,0.0389218009478673,120,657,16880,0.05253194510175106,120,111,2113,0.5127853881278539,123,1123,2190,2021-03-16
CA,91,311,14,112,291,13,32,408,63765,416,48031,416,3186,407,345,416,477,408,8,407,14,407,5247,415,781,407,727,415,3121,407,2745,415,65,407,53,407,7280,415,0.7532502156355367,416,48031,63765,0.06710759120397675,407,3186,47476,0.05057785115570231,407,3186,62992,0.11010855773297618,407,781,7093,0.7207417582417582,415,5247,7280,2021-03-16
CO,6,86,13,5,87,13,5,103,11908,105,8063,105,423,103,60,105,45,103,1,103,11,103,872,105,125,103,123,105,406,103,348,105,17,103,4,103,1289,105,0.6771078266711454,105,8063,11908,0.0530940128028116,103,423,7967,0.0358444199644098,103,423,11801,0.09952229299363058,103,125,1256,0.6764934057408845,105,872,1289,2021-03-16
CT,4,33,1,4,33,1,19,37,8112,38,6423,38,480,37,73,38,40,37,3,37,0,37,599,38,98,37,95,38,474,37,420,38,6,37,5,37,1073,38,0.7917899408284024,38,6423,8112,0.07549543881723812,37,480,6358,0.05985783763561541,37,480,8019,0.09315589353612168,37,98,1052,0.5582479030754893,38,599,1073,2021-03-16
DC,0,12,2,0,12,2,4,12,3466,14,2661,14,205,13,17,14,95,13,2,13,9,13,282,14,51,12,43,13,188,13,156,14,17,13,4,13,337,14,0.7677437968840162,14,2661,3466,0.07967353284104159,13,205,2573,0.06141402037147993,13,205,3338,0.1608832807570978,12,51,317,0.8367952522255193,14,282,337,2021-03-16
DE,2,12,2,2,12,2,1,15,3299,16,2426,16,120,15,7,16,42,15,1,15,0,15,164,16,10,15,9,16,115,15,98,16,5,15,2,15,193,16,0.7353743558654138,16,2426,3299,0.0500208420175073,15,120,2399,0.03673094582185491,15,120,3267,0.053763440860215055,15,10,186,0.8497409326424871,16,164,193,2021-03-16
FL,9,240,15,26,223,15,58,258,57840,264,44086,264,3384,258,462,264,220,258,7,258,19,258,4971,264,729,258,691,264,3334,258,2969,264,50,258,38,258,6468,264,0.7622060857538036,264,44086,57840,0.07801369389307698,258,3384,43377,0.05952192496438183,258,3384,56853,0.11658403966096274,258,729,6253,0.7685528756957328,264,4971,6468,2021-03-16
