state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/06/05,491380,491226,491534,71.04,70.97,71.12,691700,691473,691927,
CW,2021/06/06,477837,477596,478078,69.35,69.25,69.45,689000,688759,689241,
CW,2021/06/07,484879,484829,484929,70.32,70.26,70.39,689508,689252,689764,
CW,2021/06/08,509943,509555,510331,73.47,73.3,73.65,694062,693594,694531,
CW,2021/06/09,518535,518168,518903,74.46,74.32,74.59,696421,696202,696640,
CW,2021/06/10,517573,517311,517835,74.38,74.28,74.48,695867,695659,696076,
CW,2021/06/11,512057,511740,512374,73.59,73.47,73.71,695824,695564,696084,
CW,2021/06/12,492784,492216,493353,70.95,70.69,71.21,694540,693846,695233,
CW,2021/06/13,478124,477724,478523,69.22,69.04,69.39,690745,690303,691187,
CW,2021/06/14,485446,484936,485956,70.34,70.13,70.55,690145,689698,690592,
CW,2021/06/15,509512,509108,509915,73.44,73.28,73.61,693729,693343,694115,
CW,2021/06/16,516687,516384,516989,74.27,74.14,74.41,695637,695281,695993,
CW,2021/06/17,514351,513904,514799,74.1,73.89,74.3,694165,693610,694719,
CW,2021/06/18,509412,509044,509781,73.7,73.49,73.9,691216,690563,691870,
CW,2021/06/19,489418,488745,490091,71.12,70.83,71.4,688198,687505,688891,
CW,2021/06/20,474652,474322,474982,69.37,69.23,69.51,684240,683896,684584,
CW,2021/06/21,480129,479771,480486,70.11,69.86,70.37,684774,683868,685680,
CW,2021/06/22,507699,507436,507963,73.63,73.51,73.75,689542,689212,689872,
CW,2021/06/23,516768,516458,517079,74.6,74.46,74.74,692702,692305,693099,
CW,2021/06/24,515068,514865,515271,74.31,74.22,74.4,693122,692857,693386,
CW,2021/06/25,507656,507022,508289,73.43,73.15,73.71,691345,690593,692096,
CW,2021/06/26,487198,486391,488004,70.93,70.57,71.3,686836,685883,687790,
CW,2021/06/27,474930,474011,475849,69.4,68.99,69.81,684300,683257,685343,
CW,2021/06/28,481786,480922,482651,70.37,70.03,70.71,684657,683990,685324,
CW,2021/06/29,506546,506043,507050,73.36,73.09,73.62,690506,689686,691327,
CW,2021/06/30,515498,514990,516006,74.43,74.21,74.66,692570,691955,693185,
CW,2021/07/01,512620,512000,513241,74.06,73.78,74.35,692126,691317,692936,
CW,2021/07/02,503858,502431,505286,73.08,72.4,73.76,689444,687512,691375,
CW,2021/07/03,485354,481626,489083,70.83,69.08,72.58,685228,680436,690019,
CW,2021/07/04,471841,467405,476277,69.21,67.12,71.3,681732,676051,687412,
CW,2021/07/05,469897,464254,475540,68.93,66.28,71.57,681749,674553,688945,
AK,2021/06/05,967,967,967,65.47,65.47,65.47,1477,1477,1477,POINT (-151.631889 63.631126)
AL,2021/06/05,9841,9837,9845,71.02,71.02,71.02,13857,13857,13857,POINT (-86.844516 32.756889)
AR,2021/06/05,5313,5313,5313,69.13,69.13,69.13,7686,7686,7686,POINT (-92.439162 34.899825)
AZ,2021/06/05,9412,9401,9423,67.61,67.33,67.89,13921,13903,13939,POINT (-111.664616 34.293239)
CA,2021/06/05,43585,43438,43732,73.73,72.88,74.58,59116,58902,59330,POINT (-119.662127 37.211164)
CO,2021/06/05,6483,6483,6483,65.56,65.56,65.56,9888,9888,9888,POINT (-105.547832 38.998552)
CT,2021/06/05,5937,5937,5937,76.2,76.2,76.2,7791,7791,7791,POINT (-72.738288 41.575155)
DC,2021/06/05,2120,2120,2120,77.26,77.26,77.26,2744,2744,2744,POINT (-77.016275 38.904785)
DE,2021/06/05,1998,1998,1998,72.68,72.68,72.68,2749,2749,2749,POINT (-75.452394 38.994926)
FL,2021/06/05,39929,39928,39930,76.46,76.43,76.49,52223,52215,52231,POINT (-82.420978 28.260731)
GA,2021/06/05,14531,14531,14531,75.57,75.57,75.57,19229,19229,19229,POINT (-83.426574 32.638481)
HI,2021/06/05,1742,1742,1742,70.27,70.27,70.27,2479,2479,2479,POINT (-157.854309 21.361013)
IA,2021/06/05,4605,4602,4608,60.16,60.16,60.16,7655,7655,7655,POINT (-93.500061 42.074659)
ID,2021/06/05,1831,1825,1837,55.87,55.87,55.87,3277,3277,3277,POINT (-114.659366 44.389073)
IL,2021/06/05,19379,19363,19395,68.54,68.49,68.6,28272,28217,28327,POINT (-89.148632 40.124144)
IN,2021/06/05,10262,10262,10262,62.4,62.4,62.4,16445,16445,16445,POINT (-86.2818 39.919991)
KS,2021/06/05,4515,4515,4515,56.64,56.64,56.64,7971,7971,7971,POINT (-98.38018 38.484729)
KY,2021/06/05,7003,6999,7007,57.35,57.35,57.35,12210,12210,12210,POINT (-85.290484 37.526683)
LA,2021/06/05,8218,8218,8218,65.73,65.73,65.73,12503,12503,12503,POINT (-91.840238 30.921314)
MA,2021/06/05,13440,13440,13440,80.67,80.67,80.67,16661,16661,16661,POINT (-71.481104 42.151077)
MD,2021/06/05,7621,7621,7621,78.4,78.4,78.4,9721,9721,9721,POINT (-76.687282 38.946466)
