state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state
AK,1,23,0,1,23,0,1,24,1671,24,1016,24,47,24,8,24,2,24,1,24,0,24,90,24,13,24,12,24,45,24,42,24,2,24,2,24,140,24,0.608019150209455,24,1016,1671,0.046259842519685,24,47,1016,0.028126870137642,24,47,1671,0.092857142857143,24,13,140,0.642857142857143,24,90,140,2021/04/18,POINT (-151.631889 63.631126)
AL,26,78,12,29,74,13,5,112,15031,116,11563,116,463,112,52,114,98,112,4,112,8,112,1348,116,121,112,113,114,447,112,378,114,16,112,8,112,1631,116,0.769276827889029,116,11563,15031,0.040550008758101,112,463,11418,0.031302819281996,112,463,14791,0.076388888888889,112,121,1584,0.826486817903127,116,1348,1631,2021/04/18,POINT (-86.844516 32.756889)
AR,13,95,2,16,92,2,1,108,9382,110,6722,110,212,108,24,110,44,108,0,108,12,108,669,110,58,108,44,110,207,108,139,110,5,108,1,108,1005,110,0.716478362822426,110,6722,9382,0.031618195376585,108,212,6705,0.02269564286479,108,212,9341,0.058704453441296,108,58,988,0.665671641791045,110,669,1005,2021/04/18,POINT (-92.439162 34.899825)
AZ,25,94,3,28,91,3,9,119,17132,122,12125,122,603,119,71,122,123,119,1,119,6,119,1151,122,169,119,134,122,595,119,405,122,8,119,6,119,2266,122,0.707739901937894,122,12125,17132,0.050693568726356,119,603,11895,0.035856573705179,119,603,16817,0.077204202832344,119,169,2189,0.507943512797882,122,1151,2266,2021/04/18,POINT (-111.664616 34.293239)
CA,65,318,32,83,300,32,34,407,63669,415,48441,415,2121,407,227,415,410,407,7,407,8,407,4873,415,462,407,422,415,2079,407,1758,415,42,407,32,407,7014,415,0.760825519483579,415,48441,63669,0.044340845423757,407,2121,47834,0.033762057877814,407,2121,62822,0.067583382094792,407,462,6836,0.694753350441973,415,4873,7014,2021/04/18,POINT (-119.662127 37.211164)
CO,6,86,13,9,83,13,5,103,11882,105,8710,105,672,103,86,105,63,103,4,103,23,103,945,105,216,103,214,105,643,103,586,105,29,103,11,103,1300,105,0.733041575492341,105,8710,11882,0.077876926642716,103,672,8629,0.057070063694268,103,672,11775,0.170481452249408,103,216,1267,0.726923076923077,105,945,1300,2021/04/18,POINT (-105.547832 38.998552)
CT,4,32,1,4,32,1,14,36,8082,37,6748,37,535,36,73,37,54,36,1,36,0,36,624,37,114,36,108,37,531,36,476,37,4,36,4,36,1051,37,0.834941846077704,37,6748,8082,0.079922318494174,36,535,6694,0.066908454227114,36,535,7996,0.110679611650485,36,114,1030,0.59372026641294,37,624,1051,2021/04/18,POINT (-72.738288 41.575155)
DC,0,12,2,0,12,2,1,12,3476,14,2734,14,195,13,14,14,107,13,0,13,10,13,260,14,46,12,38,13,173,13,131,14,22,13,9,13,356,14,0.786536248561565,14,2734,3476,0.073088455772114,13,195,2668,0.058087578194817,13,195,3357,0.136904761904762,12,46,336,0.730337078651685,14,260,356,2021/04/18,POINT (-77.016275 38.904785)
DE,1,13,1,1,13,1,3,14,3176,15,2495,15,224,14,22,15,28,14,2,14,0,14,154,15,32,14,29,15,220,14,174,15,4,14,4,14,194,15,0.785579345088161,15,2495,3176,0.090614886731392,14,224,2472,0.071246819338422,14,224,3144,0.172043010752688,14,32,186,0.793814432989691,15,154,194,2021/04/18,POINT (-75.452394 38.994926)
FL,10,242,15,25,227,15,72,261,58844,267,46948,267,3884,261,522,267,191,261,13,261,19,261,5141,267,831,261,784,267,3832,261,3478,267,52,261,37,261,6437,267,0.797838352253416,267,46948,58844,0.083974747037966,261,3884,46252,0.067105513225868,261,3884,57879,0.133429672447013,261,831,6228,0.798663973900886,267,5141,6437,2021/04/18,POINT (-82.420978 28.260731)
GA,28,132,10,32,127,11,12,167,23051,170,18682,170,1537,167,277,170,107,167,8,167,25,167,2167,170,375,167,328,170,1505,167,1190,170,32,167,10,167,2743,170,0.810463754283979,170,18682,23051,0.083112529065052,167,1537,18493,0.0675337229228,167,1537,22759,0.139249907166729,167,375,2693,0.790010936930368,170,2167,2743,2021/04/18,POINT (-83.426574 32.638481)
HI,2,23,0,3,22,0,0,25,2640,25,1901,25,43,25,6,25,8,25,1,25,2,25,148,25,7,25,7,25,41,25,38,25,2,25,1,25,220,25,0.720075757575758,25,1901,2640,0.022619673855865,25,43,1901,0.016287878787879,25,43,2640,0.031818181818182,25,7,220,0.672727272727273,25,148,220,2021/04/18,POINT (-157.854309 21.361013)
IA,1,42,83,1,42,83,0,124,8026,126,5166,126,229,124,32,126,10,124,4,124,2,124,465,126,52,124,51,126,224,124,214,126,5,124,4,124,671,126,0.643658111138799,126,5166,8026,0.045043273013375,124,229,5084,0.028881321730357,124,229,7929,0.079754601226994,124,52,652,0.692995529061103,126,465,671,2021/04/18,POINT (-93.500061 42.074659)
PA,19,203,6,23,199,6,28,222,33087,228,27070,228,3208,222,385,228,400,222,11,220,27,220,2951,228,641,222,613,228,3146,222,2849,228,62,221,41,221,3707,228,0.81814609967661,228,27070,33087,0.119572104811957,222,3208,26829,0.098088977220608,222,3208,32705,0.178006109414052,222,641,3601,0.796061505260318,228,2951,3707,2021/04/18,POINT (-77.838886 40.896694)
