state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state
PR,0,0,68,0,0,68,2,67,9410,68,5891,68,549,67,47,68,31,67,1,67,4,67,492,68,104,67,63,68,511,67,457,68,38,67,18,67,695,68,0.626036131774708,68,5891,9410,0.095032023541631,67,549,5777,0.059492847854356,67,549,9228,0.156626506024096,67,104,664,0.707913669064748,68,492,695,2021/04/18,POINT (-66.414655 18.215692)
RI,4,9,2,4,9,2,7,14,2599,15,2399,15,189,14,11,15,0,14,0,14,0,14,145,15,27,14,27,15,188,14,149,15,1,14,1,14,177,15,0.923047325894575,15,2399,2599,0.080425531914894,14,189,2350,0.074940523394132,14,189,2522,0.169811320754717,14,27,159,0.819209039548023,15,145,177,2021/04/18,POINT (-71.534637 41.572574)
SC,20,65,2,20,65,2,2,85,11487,87,9106,87,537,85,82,87,42,85,2,85,1,85,982,87,140,85,134,87,533,85,489,87,4,85,4,85,1342,87,0.792722207713067,87,9106,11487,0.059792896114018,85,537,8981,0.047433972263934,85,537,11321,0.1076095311299,85,140,1301,0.731743666169896,87,982,1342,2021/04/18,POINT (-80.864614 33.878572)
SD,1,61,3,2,60,3,26,62,2816,65,1720,65,116,62,13,65,20,62,0,62,2,62,147,65,25,62,23,65,112,62,88,65,4,62,1,62,237,65,0.610795454545455,65,1720,2816,0.068557919621749,62,116,1692,0.042197162604583,62,116,2749,0.110619469026549,62,25,226,0.620253164556962,65,147,237,2021/04/18,POINT (-100.230491 44.43614)
TN,10,95,38,28,77,38,18,105,20356,143,13601,129,916,105,88,105,50,105,2,105,5,105,1703,140,249,105,238,105,906,105,791,105,10,105,5,105,2386,143,0.707243513077843,129,13601,19231,0.072416791841252,105,916,12649,0.051693002257336,105,916,17720,0.110421286031042,105,249,2255,0.731215113782739,140,1703,2329,2021/04/18,POINT (-86.343226 35.842998)
TX,95,486,13,107,474,13,78,589,67636,594,49616,594,3428,589,371,594,465,589,20,589,57,589,5594,594,901,589,847,594,3337,589,2833,594,91,589,54,589,7236,594,0.733573836418475,594,49616,67636,0.069923508414074,589,3428,49025,0.051257513681629,589,3428,66878,0.127638475704774,589,901,7059,0.773079049198452,594,5594,7236,2021/04/18,POINT (-99.317341 31.447238)
UT,1,57,1,1,57,1,0,58,6217,59,3820,59,154,58,32,59,2,58,0,58,0,58,389,59,67,58,67,59,150,58,147,59,4,58,0,58,630,59,0.614444265723018,59,3820,6217,0.040816326530612,58,154,3773,0.025073266037121,58,154,6142,0.109477124183007,58,67,612,0.617460317460318,59,389,630,2021/04/18,POINT (-111.678222 39.323779)
VA,15,81,9,24,72,9,22,102,17995,105,13470,105,1106,102,138,105,173,102,4,102,11,102,1396,105,232,102,230,105,1061,102,902,105,45,102,7,102,1962,105,0.748541261461517,105,13470,17995,0.083132892363199,102,1106,13304,0.062408306060264,102,1106,17722,0.122686409307245,102,232,1891,0.711518858307849,105,1396,1962,2021/04/18,POINT (-78.666382 37.510861)
VI,2,0,0,2,0,0,0,2,168,2,79,2,2,2,0,2,0,2,0,2,0,2,7,2,1,2,1,2,2,2,2,2,0,2,0,2,15,2,0.470238095238095,2,79,168,0.025316455696203,2,2,79,0.011904761904762,2,2,168,0.066666666666667,2,1,15,0.466666666666667,2,7,15,2021/04/18,POINT (-64.840836 18.060868)
VT,1,15,1,1,15,1,0,16,1307,17,857,17,27,16,5,17,6,16,0,16,1,16,71,17,4,16,4,17,26,16,26,17,1,16,0,16,102,17,0.655700076511094,17,857,1307,0.032530120481928,16,27,830,0.021259842519685,16,27,1270,0.042105263157895,16,4,95,0.696078431372549,17,71,102,2021/04/18,POINT (-72.662695 44.075252)
WA,13,89,2,9,93,2,10,102,13383,104,9950,104,781,102,70,104,164,102,1,102,9,102,967,104,177,102,154,104,761,102,542,104,20,102,2,102,1295,104,0.743480535007098,104,9950,13383,0.079394124224865,102,781,9837,0.058943396226415,102,781,13250,0.139700078926598,102,177,1267,0.746718146718147,104,967,1295,2021/04/18,POINT (-120.592492 47.411715)
WI,6,122,22,11,117,22,2,147,13497,150,8962,150,421,146,89,150,55,147,2,147,9,147,931,150,121,146,124,149,410,146,384,149,11,146,3,146,1615,150,0.663999407275691,150,8962,13497,0.048031945236737,146,421,8765,0.031874621441551,146,421,13208,0.077415227127319,146,121,1563,0.576470588235294,150,931,1615,2021/04/18,POINT (-89.732969 44.639954)
MS,9,97,2,12,94,2,1,106,8771,108,5711,108,268,106,16,108,22,106,2,106,6,106,612,108,82,106,53,108,256,106,178,108,12,106,4,106,845,108,0.651123019040018,108,5711,8771,0.047291335803776,106,268,5667,0.030811680846172,106,268,8698,0.099393939393939,106,82,825,0.724260355029586,108,612,845,2021/04/18,POINT (-89.65344 32.713378)
MT,5,60,1,5,60,1,3,65,3158,66,2068,66,63,65,8,66,14,65,0,65,4,65,145,66,13,65,12,66,58,65,59,66,5,65,3,65,226,66,0.654844838505383,66,2068,3158,0.030686799805163,65,63,2053,0.020134228187919,65,63,3129,0.059090909090909,65,13,220,0.641592920353982,66,145,226,2021/04/18,POINT (-109.645127 47.033521)
NC,3,123,4,7,119,4,22,126,24054,130,18660,130,1196,126,137,130,99,126,0,126,7,126,1951,130,297,126,294,130,1173,126,1099,130,23,126,14,126,2467,130,0.775754552257421,130,18660,24054,0.064774696707106,126,1196,18464,0.050294365012616,126,1196,23780,0.123338870431894,126,297,2408,0.790839075800567,130,1951,2467,2021/04/18,POINT (-79.130883 35.52603)
ND,12,36,2,12,36,2,32,48,2400,49,1818,50,117,49,13,49,9,48,0,49,0,49,132,49,16,49,15,50,114,49,79,50,3,49,0,49,199,49,0.750416666666667,49,1801,2400,0.065108514190317,49,117,1797,0.049283909014322,48,117,2374,0.082051282051282,48,16,195,0.663316582914573,49,132,199,2021/04/18,POINT (-100.46931 47.446305)
NE,10,91,0,15,86,0,1,101,4330,101,2986,101,151,101,12,101,11,101,2,101,0,101,384,101,48,101,45,101,148,101,133,101,3,101,3,101,567,101,0.689607390300231,101,2986,4330,0.050569323509712,101,151,2986,0.034872979214781,101,151,4330,0.084656084656085,101,48,567,0.677248677248677,101,384,567,2021/04/18,POINT (-99.810595 41.527099)
NH,4,25,1,4,25,1,2,30,3132,30,2337,30,115,30,21,30,15,30,1,30,0,30,174,30,34,30,30,30,114,30,100,30,1,30,1,30,282,30,0.746168582375479,30,2337,3132,0.04920838682071,30,115,2337,0.036717752234994,30,115,3132,0.120567375886525,30,34,282,0.617021276595745,30,174,282,2021/04/18,POINT (-71.57139 43.680429)
NJ,6,81,9,9,77,10,85,95,24554,96,17786,96,2023,95,232,96,154,95,8,95,1,95,1451,96,382,95,375,96,1999,95,1869,96,24,95,1,95,3051,96,0.724362629306834,96,17786,24554,0.11402964883603,95,2023,17741,0.082638888888889,95,2023,24480,0.125864909390445,95,382,3035,0.475581776466732,96,1451,3051,2021/04/18,POINT (-74.655514 40.110253)
NM,14,39,1,15,38,1,2,53,4354,54,3008,52,140,53,20,54,16,53,2,53,0,53,339,52,39,53,38,54,128,53,115,54,12,53,4,53,439,54,0.695652173913044,52,3008,4324,0.047007101792357,51,139,2957,0.032964445490935,53,140,4247,0.093525179856115,53,39,417,0.782909930715935,52,339,433,2021/04/18,POINT (-106.108388 34.421369)
NV,0,3,60,0,3,60,20,63,8818,63,6389,63,353,63,49,63,45,63,1,63,2,63,611,63,64,63,62,63,350,63,313,63,3,63,6,63,853,63,0.724540712179633,63,6389,8818,0.055251213022382,63,353,6389,0.040031753232025,63,353,8818,0.075029308323564,63,64,853,0.716295427901524,63,611,853,2021/04/18,POINT (-114.916992 39.283294)
NY,4,194,9,4,194,9,165,198,53334,207,40752,207,4149,198,359,207,173,198,8,198,23,198,3803,207,889,198,826,207,4063,198,3628,207,86,198,43,198,5590,207,0.764090448869389,207,40752,53334,0.102644664901907,198,4149,40421,0.078673417145458,198,4149,52737,0.162671546203111,198,889,5465,0.680322003577818,207,3803,5590,2021/04/18,POINT (-75.59655 42.921241)
OH,10,208,11,17,201,11,25,226,32427,229,23913,229,1773,226,188,229,179,226,5,226,73,226,2931,229,421,226,371,229,1650,226,1245,229,123,226,23,226,4146,229,0.73744102137108,229,23913,32427,0.074662062576325,226,1773,23747,0.055115172992633,226,1773,32169,0.102933985330073,226,421,4090,0.706946454413893,229,2931,4146,2021/04/18,POINT (-82.70936 40.415534)
OK,30,109,12,33,106,12,6,149,10829,151,7676,151,298,149,47,151,77,149,2,149,17,149,757,151,65,149,60,151,273,149,217,151,25,149,22,149,1038,151,0.708837381106289,151,7676,10829,0.039517305397162,149,298,7541,0.027954971857411,149,298,10660,0.065392354124748,149,65,994,0.729287090558767,151,757,1038,2021/04/18,POINT (-97.508297 35.583449)
OR,4,54,7,4,54,7,11,63,7094,65,5310,65,340,63,37,65,54,63,0,63,6,63,582,65,72,63,63,65,331,63,270,65,9,63,3,63,826,65,0.748519875951508,65,5310,7094,0.065271645229411,63,340,5209,0.049076212471132,63,340,6928,0.089330024813896,63,72,806,0.704600484261501,65,582,826,2021/04/18,POINT (-120.605279 43.940449)
ID,4,47,1,4,47,1,4,51,3735,52,2288,52,140,51,20,52,4,51,1,51,0,51,229,52,48,51,44,52,134,51,123,52,6,51,5,51,312,52,0.612583668005355,52,2288,3735,0.062194580186584,51,140,2251,0.037889039242219,51,140,3695,0.158940397350993,51,48,302,0.733974358974359,52,229,312,2021/04/18,POINT (-114.659366 44.389073)
IL,9,169,23,11,167,23,6,196,31440,201,22733,201,2152,196,280,201,315,196,4,196,40,196,2319,201,493,196,465,201,2113,196,1898,201,39,196,23,196,3471,201,0.723059796437659,201,22733,31440,0.09575935567125,196,2152,22473,0.069247353348135,196,2152,31077,0.144702083944819,196,493,3407,0.668107173725151,201,2319,3471,2021/04/18,POINT (-89.148632 40.124144)
IN,11,151,2,12,150,2,0,162,18965,164,12576,164,855,162,91,164,101,162,4,162,6,162,1543,164,201,162,180,164,839,162,645,164,16,162,9,162,2228,164,0.663116266807276,164,12576,18965,0.068581053982514,162,855,12467,0.045425565827223,162,855,18822,0.092244148692061,162,201,2179,0.692549371633752,164,1543,2228,2021/04/18,POINT (-86.2818 39.919991)
KS,15,129,4,17,127,4,0,145,8788,148,5132,148,189,145,19,148,30,145,1,145,0,145,589,148,57,145,54,148,187,145,156,148,2,145,1,145,847,148,0.583978152025489,148,5132,8788,0.03712433706541,145,189,5091,0.021719145024132,145,189,8702,0.069007263922518,145,57,826,0.695395513577332,148,589,847,2021/04/18,POINT (-98.38018 38.484729)
KY,1,24,93,5,111,2,4,116,14476,118,8939,118,447,116,109,118,50,116,1,116,9,116,1145,118,103,116,111,118,430,116,369,118,17,116,5,116,1837,118,0.617504835589942,118,8939,14476,0.050726282342261,116,447,8812,0.03127623845508,116,447,14292,0.05757406372275,116,103,1789,0.623298856831791,118,1145,1837,2021/04/18,POINT (-85.290484 37.526683)
LA,41,175,7,44,172,7,1,216,14264,223,9465,223,309,223,37,217,21,217,2,217,0,217,1157,223,101,223,99,223,303,223,362,223,6,223,7,223,1865,223,0.66355860908581,223,9465,14264,0.032646592709984,223,309,9465,0.021662927650028,223,309,14264,0.054155495978552,223,101,1865,0.620375335120644,223,1157,1865,2021/04/18,POINT (-91.840238 30.921314)
MA,11,90,1,10,91,1,8,101,19271,102,16187,102,599,101,90,102,78,101,0,101,2,101,1048,102,164,101,153,102,578,101,497,102,21,101,5,101,1423,102,0.839966789476415,102,16187,19271,0.03724661111802,101,599,16082,0.031300621832053,101,599,19137,0.117562724014337,101,164,1395,0.736472241742797,102,1048,1423,2021/04/18,POINT (-71.481104 42.151077)
MD,3,56,1,2,57,1,6,59,11942,60,9964,60,1430,59,167,60,278,59,3,59,6,59,1037,60,322,59,301,60,1417,59,1182,60,13,59,6,59,1347,60,0.834366102830347,60,9964,11942,0.144400686660608,59,1430,9903,0.120797431998648,59,1430,11838,0.245989304812834,59,322,1309,0.769858945805494,60,1037,1347,2021/04/18,POINT (-76.687282 38.946466)
ME,2,28,9,1,29,9,1,38,3326,39,2369,39,126,38,19,39,26,38,0,38,0,38,248,39,57,38,53,39,126,38,113,39,0,38,0,38,331,39,0.712266987372219,39,2369,3326,0.053938356164384,38,126,2336,0.038321167883212,38,126,3288,0.177570093457944,38,57,321,0.749244712990936,39,248,331,2021/04/18,POINT (-69.06137 45.117911)
MI,18,143,3,14,147,3,13,161,23355,164,19109,164,4009,161,470,164,78,161,14,161,1,160,2363,164,896,161,896,164,3952,161,3813,164,57,161,52,161,2761,164,0.818197388139585,164,19109,23355,0.210889005786428,161,4009,19010,0.172608283819857,161,4009,23226,0.327844859129162,161,896,2733,0.855849329952916,164,2363,2761,2021/04/18,POINT (-85.730977 44.874798)
MN,15,111,14,15,111,14,14,139,10187,140,7999,140,824,139,97,140,54,139,2,139,3,139,783,140,216,139,202,140,796,139,678,140,28,139,18,139,976,140,0.785216452341219,140,7999,10187,0.104688095540592,139,824,7871,0.082350589646212,139,824,10006,0.229787234042553,139,216,940,0.802254098360656,140,783,976,2021/04/18,POINT (-94.198308 46.349153)
MO,21,98,20,27,92,20,13,135,17357,139,13859,139,781,135,60,139,139,135,5,135,29,135,1432,139,184,135,142,139,734,135,504,139,47,135,17,135,1788,139,0.798467477098577,139,13859,17357,0.057211925866237,135,781,13651,0.045736706488639,135,781,17076,0.106790481717934,135,184,1723,0.80089485458613,139,1432,1788,2021/04/18,POINT (-92.477244 38.3675)
WV,12,47,4,12,47,4,1,59,6242,63,4829,63,297,59,37,63,54,59,1,59,0,59,519,63,82,59,82,63,290,59,267,63,7,59,4,59,665,63,0.773630246715796,63,4829,6242,0.062645011600928,59,297,4741,0.049115263767157,59,297,6047,0.132045088566828,59,82,621,0.780451127819549,63,519,665,2021/04/18,POINT (-80.613729 38.642579)
WY,3,26,2,4,25,2,0,29,1731,31,799,31,28,29,10,31,4,29,0,29,0,29,51,31,8,29,5,31,27,29,21,31,1,29,1,29,138,31,0.46158290005777,31,799,1731,0.035578144853875,29,28,787,0.016568047337278,29,28,1690,0.062992125984252,29,8,127,0.369565217391304,31,51,138,2021/04/18,POINT (-107.55145 42.999627)
