state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
GA,31,129,10,37,122,11,11,167,22607,170,16571,170,1329,167,222,170,94,167,13,167,27,167,2022,170,347,167,332,170,1296,167,1126,170,33,167,13,167,2596,170,0.7330030521519884,170,16571,22607,0.08089846603360117,167,1329,16428,0.0595456785698284,167,1329,22319,0.13629222309505107,167,347,2546,0.7788906009244992,170,2022,2596,2021-03-17
HI,1,24,0,1,24,0,0,25,2618,25,1828,25,35,25,5,25,12,25,0,25,0,25,149,25,8,25,7,25,35,25,23,25,0,25,0,25,224,25,0.6982429335370511,25,1828,2618,0.019146608315098467,25,35,1828,0.013368983957219251,25,35,2618,0.03571428571428571,25,8,224,0.6651785714285714,25,149,224,2021-03-17
IA,1,42,83,1,41,84,0,124,8094,126,4547,126,190,124,23,126,7,124,0,124,1,124,421,126,38,124,37,126,186,124,168,126,4,124,2,124,673,126,0.5617741536940943,126,4547,8094,0.04234455092489414,124,190,4487,0.023752969121140142,124,190,7999,0.0581039755351682,124,38,654,0.62555720653789,126,421,673,2021-03-17
PR,1,10,57,1,10,57,5,67,9339,68,5664,68,153,67,14,68,33,67,1,67,7,67,483,68,16,67,15,68,134,67,95,68,19,67,1,67,695,68,0.6064889174429811,68,5664,9339,0.027562601333093135,67,153,5551,0.016714004806641904,67,153,9154,0.024096385542168676,67,16,664,0.6949640287769784,68,483,695,2021-03-17
RI,4,10,1,4,10,1,21,14,2257,15,1973,15,162,14,7,15,0,14,0,14,0,14,132,15,15,14,18,15,161,14,126,15,1,14,1,14,168,15,0.8741692512184316,15,1973,2257,0.08402489626556017,14,162,1928,0.0744485294117647,14,162,2176,0.1,14,15,150,0.7857142857142857,15,132,168,2021-03-17
SC,23,62,2,24,61,2,6,85,11499,87,8307,87,540,85,58,87,50,85,1,85,3,85,902,87,131,85,120,87,534,85,469,87,6,85,4,85,1331,87,0.7224106444038612,87,8307,11499,0.06578947368421052,85,540,8208,0.04763585038814397,85,540,11336,0.10147172734314484,85,131,1291,0.6776859504132231,87,902,1331,2021-03-17
SD,1,61,3,1,61,3,20,62,2832,65,1428,65,59,62,5,65,6,62,0,62,1,62,100,65,15,62,11,65,57,62,42,65,2,62,1,62,237,65,0.5042372881355932,65,1428,2832,0.04208273894436519,62,59,1402,0.021338155515370705,62,59,2765,0.06637168141592921,62,15,226,0.4219409282700422,65,100,237,2021-03-17
TN,7,71,65,19,59,65,0,78,20128,143,12076,127,594,78,72,78,46,78,3,78,5,78,1587,140,170,78,154,78,583,78,514,78,11,78,6,78,2391,143,0.642237940754135,127,12076,18803,0.06984126984126984,78,594,8505,0.0451985999086897,78,594,13142,0.09371554575523705,78,170,1814,0.6799485861182519,140,1587,2334,2021-03-17
TX,107,481,5,123,465,5,71,588,68646,593,48532,593,4055,588,386,593,535,588,15,588,66,588,5688,593,1110,588,1039,593,3945,588,3477,593,110,588,63,588,7568,593,0.7069894822713633,593,48532,68646,0.08442815798788232,588,4055,48029,0.05974041280551586,588,4055,67877,0.15024363833243096,588,1110,7388,0.7515856236786469,593,5688,7568,2021-03-17
UT,0,58,1,0,58,1,0,58,6152,59,3480,59,178,58,23,59,6,58,3,58,0,58,364,59,57,58,54,59,168,58,149,59,10,58,0,58,624,59,0.5656697009102731,59,3480,6152,0.05180442374854482,58,178,3436,0.029261877363143184,58,178,6083,0.09405940594059406,58,57,606,0.5833333333333334,59,364,624,2021-03-17
VA,17,80,9,23,74,9,25,103,18082,106,12734,106,1044,103,117,106,202,103,3,103,13,103,1294,106,205,103,190,106,1031,103,822,106,13,103,6,103,1976,106,0.7042362570512112,106,12734,18082,0.08297567954220315,103,1044,12582,0.05859243461667976,103,1044,17818,0.10761154855643044,103,205,1905,0.6548582995951417,106,1294,1976,2021-03-17
VI,2,0,0,2,0,0,0,2,168,2,90,2,4,2,0,2,0,2,0,2,0,2,7,2,4,2,4,2,4,2,4,2,0,2,0,2,20,2,0.5357142857142857,2,90,168,0.044444444444444446,2,4,90,0.023809523809523808,2,4,168,0.2,2,4,20,0.35,2,7,20,2021-03-17
VT,1,15,1,1,15,1,0,16,1301,17,794,17,22,16,2,17,4,16,0,16,1,16,56,17,5,16,5,17,22,16,23,17,0,16,0,16,101,17,0.6102997694081476,17,794,1301,0.02849740932642487,16,22,772,0.01740506329113924,16,22,1264,0.05319148936170213,16,5,94,0.5544554455445545,17,56,101,2021-03-17
WA,6,96,2,7,95,2,16,102,13100,104,9227,104,371,102,28,104,56,102,0,102,15,102,878,104,102,102,93,104,360,102,316,104,11,102,6,102,1272,104,0.704351145038168,104,9227,13100,0.04063081809221334,102,371,9131,0.028608883405305367,102,371,12968,0.08186195826645265,102,102,1246,0.690251572327044,104,878,1272,2021-03-17
WI,14,115,21,18,111,21,0,147,13896,150,7896,149,253,146,44,150,41,147,0,147,10,147,803,149,59,146,58,149,246,146,224,149,7,146,1,146,1582,150,0.576056029765813,149,7896,13707,0.03273809523809524,146,253,7728,0.018813206424747174,146,253,13448,0.038562091503267976,146,59,1530,0.5075853350189633,149,803,1582,2021-03-17
WV,14,45,4,16,43,4,4,59,6171,63,4701,63,238,59,15,63,58,59,1,59,2,59,479,63,61,59,57,63,235,59,200,63,3,59,2,59,673,63,0.7617890131259115,63,4701,6171,0.051381692573402415,59,238,4632,0.03979267680989801,59,238,5981,0.09636650868878358,59,61,633,0.711738484398217,63,479,673,2021-03-17
ID,3,41,8,3,41,8,1,51,3676,52,3032,52,146,51,12,52,2,51,0,51,0,51,200,52,33,51,32,52,144,51,131,52,2,51,1,51,307,52,0.8248095756256801,52,3032,3676,0.048666666666666664,51,146,3000,0.040187173135150016,51,146,3633,0.11036789297658862,51,33,299,0.6514657980456026,52,200,307,2021-03-17
IL,8,170,25,9,169,25,65,198,32047,203,20882,203,1219,198,124,203,250,198,2,198,29,198,1960,203,226,198,191,203,1182,198,935,203,37,198,17,198,3493,203,0.6516054544887196,203,20882,32047,0.05897721225022981,198,1219,20669,0.038470035030138544,198,1219,31687,0.06588921282798833,198,226,3430,0.561122244488978,203,1960,3493,2021-03-17
IN,10,153,2,11,152,2,0,163,19139,165,11729,165,595,163,63,165,125,163,5,163,3,163,1455,165,102,163,89,165,582,163,384,165,13,163,6,163,2226,165,0.612832436386436,165,11729,19139,0.051218042523887404,163,595,11617,0.03132568179425082,163,595,18994,0.04685346807533303,163,102,2177,0.6536388140161725,165,1455,2226,2021-03-17
KS,11,130,4,13,128,4,0,142,8727,145,4674,145,199,142,22,145,26,142,1,142,4,142,527,145,47,142,43,145,195,142,170,145,4,142,1,142,841,145,0.5355792368511516,145,4674,8727,0.04297128050097171,142,199,4631,0.023024412819622815,142,199,8643,0.057247259439707675,142,47,821,0.6266349583828775,145,527,841,2021-03-17
KY,1,116,2,5,112,2,3,117,14320,119,8477,119,478,117,120,119,51,117,0,117,6,117,1046,119,102,117,97,119,466,117,397,119,12,117,4,117,1838,119,0.5919692737430168,119,8477,14320,0.05723180076628352,117,478,8352,0.033809591172725986,117,478,14138,0.056919642857142856,117,102,1792,0.5690968443960827,119,1046,1838,2021-03-17
LA,40,176,6,45,171,6,0,216,14104,222,8832,222,390,222,35,217,11,217,2,217,1,217,1179,222,133,222,130,222,380,222,446,222,10,222,6,222,1838,222,0.6262053318207601,222,8832,14104,0.044157608695652176,222,390,8832,0.02765173000567215,222,390,14104,0.07236126224156691,222,133,1838,0.6414581066376496,222,1179,1838,2021-03-17
MA,10,91,1,9,92,1,25,101,19076,102,15147,102,589,101,90,102,82,101,1,101,4,101,981,102,155,101,142,102,562,101,486,102,27,101,20,101,1430,102,0.7940343887607465,102,15147,19076,0.03910762897549964,101,589,15061,0.031093279839518557,101,589,18943,0.11063526052819414,101,155,1401,0.686013986013986,102,981,1430,2021-03-17
MD,3,53,5,3,53,5,19,60,12132,61,9513,61,1158,60,112,61,335,60,3,60,5,60,978,61,240,60,211,61,1143,60,880,61,15,60,9,60,1354,61,0.7841246290801187,61,9513,12132,0.12257859637980312,60,1158,9447,0.09628336243452232,60,1158,12027,0.18250950570342206,60,240,1315,0.7223042836041359,61,978,1354,2021-03-17
ME,3,28,8,3,28,8,1,38,3320,39,2247,39,91,38,8,39,22,38,0,38,1,38,232,39,24,38,21,39,90,38,69,39,1,38,0,38,341,39,0.6768072289156627,39,2247,3320,0.04097253489419181,38,91,2221,0.02771855010660981,38,91,3283,0.07228915662650602,38,24,332,0.6803519061583577,39,232,341,2021-03-17
MI,2,158,4,3,157,4,4,160,23197,164,17405,164,1358,160,223,164,57,160,8,160,5,160,1923,164,309,160,295,164,1335,160,1219,164,23,160,18,160,2535,164,0.7503125404147089,164,17405,23197,0.07860160907564971,160,1358,17277,0.0590691605045672,160,1358,22990,0.12384769539078157,160,309,2495,0.7585798816568048,164,1923,2535,2021-03-17
MN,19,106,15,19,106,15,10,139,9802,140,7022,140,393,139,49,140,28,139,1,139,0,139,613,140,81,139,78,140,385,139,318,140,8,139,4,139,910,140,0.7163844113446235,140,7022,9802,0.05690703735881842,139,393,6906,0.040843899397214715,139,393,9622,0.09267734553775744,139,81,874,0.6736263736263737,140,613,910,2021-03-17
MO,22,97,20,25,94,20,13,135,17183,139,12995,139,837,135,55,139,165,135,1,135,17,135,1372,139,211,135,163,139,795,135,521,139,42,135,18,135,1771,139,0.7562707327009254,139,12995,17183,0.06531408505657432,135,837,12815,0.04950319375443577,135,837,16908,0.12368112543962485,135,211,1706,0.7747035573122529,139,1372,1771,2021-03-17
MS,9,96,2,10,95,2,4,105,8538,107,5255,107,329,105,21,107,13,105,0,105,8,105,600,107,103,105,66,107,322,105,252,107,7,105,2,105,835,107,0.6154837198407122,107,5255,8538,0.06314779270633397,105,329,5210,0.03886591848789132,105,329,8465,0.1263803680981595,105,103,815,0.718562874251497,107,600,835,2021-03-17
MT,7,59,1,7,59,1,3,66,3195,67,1987,67,49,66,8,67,7,66,2,66,9,66,114,67,14,66,14,67,46,66,45,67,3,66,0,66,226,67,0.6219092331768388,67,1987,3195,0.02479757085020243,66,49,1976,0.01547694251421352,66,49,3166,0.06363636363636363,66,14,220,0.504424778761062,67,114,226,2021-03-17
NC,2,126,4,4,124,4,34,128,24227,132,17815,132,959,128,113,132,88,128,2,128,6,128,1831,132,265,128,254,132,928,128,847,132,31,128,19,128,2492,132,0.735336607916787,132,17815,24227,0.05443296628448178,128,959,17618,0.04005011484652328,128,959,23945,0.10896381578947369,128,265,2432,0.7347512038523274,132,1831,2492,2021-03-17
ND,11,38,1,11,38,1,12,49,2365,50,1524,50,75,49,6,50,13,49,0,49,1,49,120,50,17,49,13,50,74,49,42,50,1,49,1,49,193,50,0.6443974630021142,50,1524,2365,0.04973474801061008,49,75,1508,0.03206498503634032,49,75,2339,0.08994708994708994,49,17,189,0.6217616580310881,50,120,193,2021-03-17
NE,9,91,1,16,84,1,1,100,4536,101,2821,101,129,100,16,101,14,100,0,100,0,100,336,101,53,100,50,101,123,100,108,101,6,100,4,100,575,101,0.6219135802469136,101,2821,4536,0.04643628509719223,100,129,2778,0.028949730700179532,100,129,4456,0.09481216457960644,100,53,559,0.5843478260869566,101,336,575,2021-03-17
NH,4,25,1,5,24,1,0,30,3131,30,2162,30,87,30,12,30,13,30,0,30,2,30,159,30,23,30,17,30,85,30,69,30,2,30,1,30,282,30,0.6905142127115937,30,2162,3131,0.04024051803885292,30,87,2162,0.027786649632705204,30,87,3131,0.08156028368794327,30,23,282,0.5638297872340425,30,159,282,2021-03-17
NJ,10,76,10,11,75,10,67,95,24515,96,16683,96,2092,95,221,96,134,95,2,95,2,95,1443,96,366,95,347,96,2045,95,1876,96,47,95,22,95,3012,96,0.6805221293085866,96,16683,24515,0.12570604494652085,95,2092,16642,0.08559387913751483,95,2092,24441,0.12216288384512683,95,366,2996,0.47908366533864544,96,1443,3012,2021-03-17
NM,14,39,1,15,38,1,1,51,4335,54,2842,51,154,51,21,54,12,53,1,51,1,53,324,51,49,51,44,52,146,51,135,52,8,51,5,51,448,54,0.6823529411764706,51,2842,4165,0.055274566473988436,50,153,2768,0.03773584905660377,51,154,4081,0.11556603773584906,51,49,424,0.7380410022779044,51,324,439,2021-03-17
NV,1,16,44,2,15,44,27,59,8614,61,5989,61,327,59,42,61,53,59,0,59,2,59,557,61,59,59,59,61,325,59,280,61,2,59,2,59,866,61,0.6952635244950082,61,5989,8614,0.05550840264810728,59,327,5891,0.03873030913182518,59,327,8443,0.07311028500619579,59,59,807,0.6431870669745958,61,557,866,2021-03-17
NY,6,186,13,6,186,13,205,196,52117,205,38445,205,5180,196,497,205,161,196,10,196,20,196,3575,205,971,196,915,205,5065,196,4491,205,115,196,40,196,5421,205,0.7376671719400579,205,38445,52117,0.13583322407237447,196,5180,38135,0.10058057125104367,196,5180,51501,0.18348450491307633,196,971,5292,0.6594724220623501,205,3575,5421,2021-03-17
OH,9,210,11,16,203,11,24,226,32258,230,21638,230,1213,226,121,230,126,226,5,226,65,226,2556,230,261,226,229,230,1139,226,842,230,74,226,28,226,4154,230,0.6707793415586831,230,21638,32258,0.05651059864896343,226,1213,21465,0.03797864679545383,226,1213,31939,0.0638922888616891,226,261,4085,0.6153105440539239,230,2556,4154,2021-03-17
OK,30,109,12,34,105,12,4,149,10883,151,6810,151,362,149,47,151,63,149,2,149,3,149,759,151,100,149,91,151,330,149,288,151,32,149,28,149,1078,151,0.625746577230543,151,6810,10883,0.054215965253856524,149,362,6677,0.03388244103332085,149,362,10684,0.0975609756097561,149,100,1025,0.7040816326530612,151,759,1078,2021-03-17
OR,3,60,2,2,61,2,8,63,6943,65,4990,65,189,63,15,65,52,63,0,63,32,63,491,65,41,63,25,65,185,63,122,65,4,63,1,63,788,65,0.7187094915742475,65,4990,6943,0.03861871679607683,63,189,4894,0.027810476751030017,63,189,6796,0.053246753246753244,63,41,770,0.6230964467005076,65,491,788,2021-03-17
PA,17,202,7,22,197,7,19,220,31460,226,23970,226,1906,220,232,226,376,220,2,219,21,218,2659,226,389,220,353,226,1870,220,1570,226,36,219,22,219,3653,226,0.7619198982835347,226,23970,31460,0.08023911762229519,220,1906,23754,0.06131969243638002,220,1906,31083,0.10963923337091319,220,389,3548,0.7278948809197919,226,2659,3653,2021-03-17
WY,3,25,2,4,24,2,0,28,1644,30,687,30,22,28,4,30,6,28,0,28,1,28,48,30,5,28,5,30,21,28,12,30,1,28,0,28,133,30,0.41788321167883213,30,687,1644,0.03268945022288262,28,22,673,0.013741411617738912,28,22,1601,0.04132231404958678,28,5,121,0.3609022556390977,30,48,133,2021-03-17
