state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/04/28,41532,41517,41547,5.96,5.91,6,700204,699589,700819,
CW,2021/04/29,40474,40455,40494,5.81,5.76,5.85,699934,699335,700533,
CW,2021/04/30,39632,39606,39657,5.69,5.64,5.75,699083,698398,699768,
CW,2021/05/01,38327,38300,38354,5.53,5.48,5.59,695551,694839,696262,
CW,2021/05/02,38266,38236,38296,5.56,5.5,5.61,691591,691051,692130,
CW,2021/05/03,38894,38874,38914,5.64,5.6,5.68,692244,691807,692680,
CW,2021/05/04,39059,39013,39105,5.63,5.54,5.72,696880,695882,697877,
CW,2021/05/05,38194,38169,38219,5.47,5.42,5.52,701455,700870,702040,
CW,2021/05/06,37164,37132,37197,5.31,5.25,5.38,702380,701592,703169,
CW,2021/05/07,36385,36362,36408,5.24,5.18,5.3,697706,696894,698517,
CW,2021/05/08,34991,34966,35016,5.05,4.99,5.12,695689,694808,696570,
CW,2021/05/09,34447,34407,34487,5,4.91,5.08,692549,691514,693584,
CW,2021/05/10,34732,34706,34758,5.04,4.97,5.11,691841,690899,692782,
CW,2021/05/11,34660,34618,34703,5,4.92,5.08,696364,695428,697301,
CW,2021/05/12,33755,33726,33783,4.86,4.79,4.93,697812,696877,698747,
CW,2021/05/13,32874,32840,32909,4.73,4.67,4.79,697739,696830,698648,
CW,2021/05/14,31774,31741,31806,4.58,4.52,4.64,696496,695498,697495,
CW,2021/05/15,30650,30622,30678,4.44,4.38,4.49,693445,692494,694395,
CW,2021/05/16,30212,30185,30238,4.4,4.35,4.45,689489,688597,690381,
CW,2021/05/17,30419,30395,30444,4.43,4.4,4.47,688952,688178,689727,
CW,2021/05/18,30106,30087,30124,4.36,4.33,4.38,694030,693251,694808,
CW,2021/05/19,29823,29806,29840,4.3,4.27,4.33,696840,696016,697665,
CW,2021/05/20,28622,28570,28674,4.12,4.05,4.2,697510,696644,698375,
CW,2021/05/21,27996,27944,28049,4.03,3.95,4.11,697277,696284,698270,
CW,2021/05/22,27016,26988,27043,3.91,3.86,3.95,694243,693334,695152,
CW,2021/05/23,26675,26641,26708,3.88,3.83,3.93,690409,689463,691356,
CW,2021/05/24,26997,26938,27056,3.93,3.83,4.04,689418,688073,690763,
CW,2021/05/25,27092,27051,27132,3.92,3.85,3.99,694229,693148,695311,
CW,2021/05/26,26332,26271,26394,3.8,3.69,3.91,695913,694541,697284,
CW,2021/05/27,25667,25581,25754,3.7,3.54,3.86,696294,694369,698219,
CW,2021/05/28,25393,25179,25607,3.67,3.29,4.05,695452,691581,699323,
AK,2021/04/28,50,50,50,3.3,3.3,3.3,1517,1517,1517,POINT (-151.631889 63.631126)
AL,2021/04/28,380,380,380,2.72,2.72,2.72,13973,13973,13973,POINT (-86.844516 32.756889)
AR,2021/04/28,210,210,210,2.73,2.73,2.73,7706,7706,7706,POINT (-92.439162 34.899825)
AZ,2021/04/28,620,620,620,4.41,4.41,4.41,14083,14083,14083,POINT (-111.664616 34.293239)
CA,2021/04/28,2040,2040,2040,3.45,3.45,3.45,59165,59165,59165,POINT (-119.662127 37.211164)
CO,2021/04/28,734,724,744,7.23,7.23,7.23,10147,10147,10147,POINT (-105.547832 38.998552)
CT,2021/04/28,461,461,461,5.92,5.92,5.92,7792,7792,7792,POINT (-72.738288 41.575155)
DC,2021/04/28,148,148,148,5.38,5.38,5.38,2751,2751,2751,POINT (-77.016275 38.904785)
DE,2021/04/28,188,188,188,7.16,7.16,7.16,2626,2626,2626,POINT (-75.452394 38.994926)
FL,2021/04/28,3839,3839,3839,7.42,7.42,7.42,52667,52667,52667,POINT (-82.420978 28.260731)
GA,2021/04/28,1458,1458,1458,7.52,7.45,7.58,19399,19376,19422,POINT (-83.426574 32.638481)
HI,2021/04/28,50,50,50,2.01,2.01,2.01,2490,2490,2490,POINT (-157.854309 21.361013)
IA,2021/04/28,189,189,189,2.49,2.49,2.49,7684,7668,7700,POINT (-93.500061 42.074659)
ID,2021/04/28,143,143,143,4.38,4.38,4.38,3267,3267,3267,POINT (-114.659366 44.389073)
IL,2021/04/28,2103,2103,2103,7.31,7.31,7.31,28785,28785,28785,POINT (-89.148632 40.124144)
IN,2021/04/28,873,873,873,5.04,5.04,5.04,17316,17316,17316,POINT (-86.2818 39.919991)
