state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PA,26,191,6,33,184,6,19,217,29814,223,23408,223,2196,217,244,223,320,217,7,212,13,211,2784,223,517,217,498,223,2154,217,1916,223,42,216,25,216,3701,223,0.785134500570202,223,23408,29814,0.094708241687152,217,2196,23187,0.074589857681465,217,2196,29441,0.143730886850153,217,517,3597,0.752229127262902,223,2784,3701,2021/09/01,,2,219,18,218,16,218,31,219,43,219,43,219,46,219,28,219,17,212,7,212,19,212,33,212,23,212,47,212,56,211,63,211,57,212,15,205,21,217
PR,0,9,56,0,9,56,10,64,9282,65,5794,65,500,64,28,65,14,64,6,64,10,64,466,65,107,64,82,65,470,64,424,65,30,64,12,64,647,65,0.624218918336565,65,5794,9282,0.08807468733486,64,500,5677,0.05495713343592,64,500,9098,0.173419773095624,64,107,617,0.720247295208655,65,466,647,2021/09/01,,0,65,3,65,5,65,4,65,4,65,2,65,8,65,2,65,0,65,0,64,1,64,3,64,1,64,0,64,3,64,3,64,3,64,0,64,8,64
RI,6,7,2,6,6,3,4,14,2457,15,2106,15,149,14,18,15,6,14,1,14,2,14,131,15,26,14,25,15,143,14,137,15,6,14,1,14,159,15,0.857142857142857,15,2106,2457,0.072295002426007,14,149,2061,0.062238930659983,14,149,2394,0.184397163120567,14,26,141,0.823899371069182,15,131,159,2021/09/01,,1,15,2,15,2,15,3,15,4,15,3,15,2,15,1,15,0,15,0,14,0,14,2,14,0,14,0,14,0,14,1,14,3,14,0,14,10,14
SC,25,58,5,25,58,5,10,86,11748,88,9557,88,2522,86,280,88,44,86,4,86,6,86,1165,87,546,86,551,88,2460,86,2421,88,62,86,48,86,1376,88,0.813500170241743,88,9557,11748,0.267245946805129,86,2522,9437,0.21803406241895,86,2522,11567,0.408988764044944,86,546,1335,0.849125364431487,87,1165,1372,2021/09/01,,1,88,19,88,26,88,34,88,58,88,62,88,48,88,28,88,4,83,1,86,4,86,7,86,4,86,9,86,5,86,5,86,7,86,2,81,37,86
SD,1,61,3,1,61,3,33,62,2852,65,1644,65,231,62,30,65,8,62,1,62,2,62,146,65,60,62,62,65,226,62,216,65,5,62,4,62,247,65,0.576437587657784,65,1644,2852,0.143211407315561,62,231,1613,0.082914572864322,62,231,2786,0.254237288135593,62,60,236,0.591093117408907,65,146,247,2021/09/01,,0,65,2,65,2,65,4,65,6,65,9,65,7,65,0,64,0,65,0,62,0,62,1,62,0,62,1,62,2,62,3,62,1,62,0,62,3,62
TN,18,49,75,24,43,75,27,68,19959,142,12922,127,2688,68,249,68,67,68,3,68,1,68,1877,139,739,68,720,68,2658,68,2534,68,30,68,29,68,2518,142,0.688475677979647,127,12922,18769,0.319885755087469,68,2688,8403,0.218004866180049,68,2688,12330,0.404709748083242,68,739,1826,0.766748366013072,139,1877,2448,2021/09/01,,0,68,12,68,26,68,38,68,50,68,48,68,30,68,23,68,22,68,1,68,9,68,9,68,6,68,9,68,9,68,12,68,6,68,6,68,51,68
TX,21,104,471,25,100,471,88,591,70675,596,55578,596,14441,591,1536,596,565,591,72,591,173,591,7378,596,3842,591,3825,596,14074,591,13600,596,367,591,294,591,7950,596,0.786388397594623,596,55578,70675,0.262549315491882,591,14441,55003,0.206663136654407,591,14441,69877,0.495933909900607,591,3842,7747,0.928050314465409,596,7378,7950,2021/09/01,,9,596,100,596,203,596,233,596,249,596,276,596,218,596,151,596,97,596,10,591,50,591,59,591,74,591,84,591,79,591,80,591,53,591,76,591,249,591
UT,1,48,9,1,48,9,0,57,6234,58,3941,58,483,57,66,58,1,57,6,57,0,57,443,58,180,57,173,58,471,57,461,58,12,57,1,57,611,58,0.632178376644209,58,3941,6234,0.124388359515838,57,483,3883,0.078307392996109,57,483,6168,0.299500831946755,57,180,601,0.725040916530278,58,443,611,2021/09/01,,2,58,9,58,11,58,12,58,9,58,12,58,9,58,2,58,0,58,0,57,0,57,0,57,0,57,1,57,0,57,0,57,0,57,0,57,1,57
VA,18,68,20,19,67,20,46,103,18216,106,13291,106,1889,103,187,106,213,103,13,103,15,103,1430,106,430,103,418,106,1845,103,1637,106,44,103,29,103,1948,106,0.729633289415898,106,13291,18216,0.143715763846622,103,1889,13144,0.105131344612645,103,1889,17968,0.227152667723191,103,430,1893,0.734086242299795,106,1430,1948,2021/09/01,,4,106,16,106,20,106,31,106,23,106,39,106,32,106,17,106,5,106,3,103,14,103,15,103,20,103,42,103,42,103,48,103,28,103,1,103,19,103
VI,2,0,0,2,0,0,0,2,168,2,94,2,7,2,0,2,0,2,0,2,0,2,13,2,4,2,4,2,7,2,7,2,0,2,0,2,20,2,0.55952380952381,2,94,168,0.074468085106383,2,7,94,0.041666666666667,2,7,168,0.2,2,4,20,0.65,2,13,20,2021/09/01,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,2
