state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
AK,4,20,0,3,21,0,2,24,1621,24,963,24,127,24,12,24,2,24,0,24,0,24,86,24,20,24,19,24,111,24,107,24,16,24,14,24,125,24,0.5940777297964219,24,963,1621,0.13187954309449637,24,127,963,0.0783466995681678,24,127,1621,0.16,24,20,125,0.688,24,86,125,2020-12-16
AL,36,74,5,40,69,6,20,112,15475,115,11695,115,2600,112,344,112,135,112,4,112,4,112,1301,115,624,112,605,112,2579,112,2339,112,21,112,15,112,1447,115,0.755735056542811,115,11695,15475,0.23425533831876746,112,2600,11099,0.1756163458291118,112,2600,14805,0.4450784593437946,112,624,1402,0.899101589495508,115,1301,1447,2020-12-16
AR,35,72,0,40,67,0,10,107,9106,107,6442,107,1133,107,162,107,256,107,0,107,9,107,768,107,308,107,283,107,1094,107,943,107,39,107,25,107,1031,107,0.7074456402372062,107,6442,9106,0.17587705681465382,107,1133,6442,0.12442345706127828,107,1133,9106,0.2987390882638215,107,308,1031,0.7449078564500485,107,768,1031,2020-12-16
AZ,40,80,0,46,74,0,72,120,16311,120,12509,120,4013,120,451,120,304,120,3,120,3,120,1538,120,881,120,809,120,3985,120,3292,120,28,120,22,120,2200,120,0.7669057691128686,120,12509,16311,0.32080901750739466,120,4013,12509,0.24603028630985224,120,4013,16311,0.40045454545454545,120,881,2200,0.6990909090909091,120,1538,2200,2020-12-16
CA,143,259,7,155,247,7,134,409,67019,409,52451,409,17824,408,2200,409,635,409,25,408,15,408,6763,408,3643,408,3561,408,17645,408,16778,408,179,408,149,408,7916,408,0.782628806756293,409,52451,67019,0.3398219290385312,408,17824,52451,0.2659544308330473,408,17824,67019,0.46020717534108135,408,3643,7916,0.8543456291056089,408,6763,7916,2020-12-16
CO,11,80,11,17,74,11,27,102,11700,102,7712,102,1447,102,182,102,96,102,1,102,10,102,930,102,432,102,414,102,1424,102,1281,102,23,102,17,102,1496,102,0.6591452991452992,102,7712,11700,0.18762966804979253,102,1447,7712,0.12367521367521367,102,1447,11700,0.2887700534759358,102,432,1496,0.6216577540106952,102,930,1496,2020-12-16
CT,2,37,0,3,36,0,39,39,8636,39,6578,39,1376,39,98,39,79,39,3,39,1,39,673,39,267,39,250,39,1364,39,1177,39,12,39,8,39,1101,39,0.7616952292728115,39,6578,8636,0.20918212222560048,39,1376,6578,0.15933302454840204,39,1376,8636,0.24250681198910082,39,267,1101,0.6112624886466849,39,673,1101,2020-12-16
DC,0,12,1,0,12,1,8,13,3480,13,2756,13,306,13,29,13,85,13,3,13,15,13,273,13,76,13,72,13,270,13,240,13,36,13,12,13,334,13,0.7919540229885057,13,2756,3480,0.11103047895500726,13,306,2756,0.08793103448275862,13,306,3480,0.2275449101796407,13,76,334,0.8173652694610778,13,273,334,2020-12-16
DE,1,14,0,3,12,0,7,15,3249,15,2300,15,481,15,42,15,24,15,1,15,0,15,160,15,59,15,58,15,463,15,439,15,18,15,11,15,193,15,0.7079101261926747,15,2300,3249,0.2091304347826087,15,481,2300,0.14804555247768544,15,481,3249,0.30569948186528495,15,59,193,0.8290155440414507,15,160,193,2020-12-16
FL,10,248,5,22,236,5,73,263,56201,263,43069,263,5573,263,729,263,274,263,2,263,9,263,4883,263,1107,263,1038,263,5542,263,5002,263,31,263,17,263,5966,263,0.7663386772477359,263,43069,56201,0.12939701409366366,263,5573,43069,0.09916193662034484,263,5573,56201,0.18555145826349312,263,1107,5966,0.8184713375796179,263,4883,5966,2020-12-16
GA,32,126,11,38,120,11,33,169,22423,169,16677,169,3840,169,567,169,189,168,17,169,26,169,2179,169,941,169,888,169,3785,169,3431,169,55,169,21,169,2422,169,0.7437452615617892,169,16677,22423,0.23025724051088325,169,3840,16677,0.1712527315702627,169,3840,22423,0.38852188274153593,169,941,2422,0.8996696944673823,169,2179,2422,2020-12-16
HI,1,25,0,2,24,0,1,26,2642,26,1811,26,136,26,10,26,13,26,0,26,0,26,153,26,19,26,16,26,135,26,60,26,1,26,1,26,228,26,0.6854655563966692,26,1811,2642,0.07509663169519602,26,136,1811,0.05147615442846329,26,136,2642,0.08333333333333333,26,19,228,0.6710526315789473,26,153,228,2020-12-16
IA,4,74,46,5,73,46,3,124,8087,124,5011,124,660,124,92,124,15,124,1,124,0,124,490,124,161,124,149,124,654,124,623,124,6,124,5,124,675,124,0.6196364535674539,124,5011,8087,0.1317102374775494,124,660,5011,0.08161246444911587,124,660,8087,0.23851851851851852,124,161,675,0.725925925925926,124,490,675,2020-12-16
PR,4,7,57,5,6,57,14,68,9344,68,5111,68,585,68,34,68,62,67,0,68,8,67,442,68,100,68,92,68,562,68,484,68,23,68,3,68,656,68,0.5469820205479452,68,5111,9344,0.1144590099784778,68,585,5111,0.0626070205479452,68,585,9344,0.1524390243902439,68,100,656,0.6737804878048781,68,442,656,2020-12-16
RI,3,11,0,2,12,0,21,14,2564,14,2286,14,507,14,30,14,0,14,1,14,0,14,145,14,57,14,56,14,501,14,441,14,6,14,6,14,164,14,0.891575663026521,14,2286,2564,0.22178477690288714,14,507,2286,0.19773790951638065,14,507,2564,0.3475609756097561,14,57,164,0.8841463414634146,14,145,164,2020-12-16
SC,25,59,0,31,53,0,16,84,10949,84,8690,84,1514,84,198,84,95,84,3,84,0,84,1031,84,329,84,313,84,1500,84,1348,84,14,84,13,84,1252,84,0.793679788108503,84,8690,10949,0.17422324510932105,84,1514,8690,0.13827746826194173,84,1514,10949,0.26277955271565495,84,329,1252,0.8234824281150159,84,1031,1252,2020-12-16
SD,10,52,0,14,48,0,81,62,2762,62,1591,62,344,62,36,62,13,62,1,62,0,62,160,62,66,62,64,62,341,62,309,62,3,62,1,62,244,62,0.5760318609703113,62,1591,2762,0.21621621621621623,62,344,1591,0.12454742939898625,62,344,2762,0.27049180327868855,62,66,244,0.6557377049180327,62,160,244,2020-12-16
