state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
PA,27,177,6,30,174,6,18,204,28484,210,23372,210,1633,204,167,210,329,204,11,202,53,202,2746,210,371,204,336,210,1574,204,1319,210,59,203,31,203,3484,210,0.820530824322427,210,23372,28484,0.070500366964556,204,1633,23163,0.058107675337153,204,1633,28103,0.109763313609467,204,371,3380,0.788174512055109,210,2746,3484,2021/05/14,POINT (-77.838886 40.896694),0,207,11,206,12,207,21,206,28,205,28,206,27,205,24,207,17,192,4,199,18,199,25,199,25,199,48,198,68,199,69,199,59,198,13,185
PR,0,12,53,0,12,53,50,64,9086,65,5334,65,272,64,17,65,13,64,0,64,10,64,494,65,57,64,48,65,253,64,223,65,19,64,3,64,678,65,0.587057010785824,65,5334,9086,0.052087322864803,64,272,5222,0.030500112132765,64,272,8918,0.088098918083462,64,57,647,0.728613569321534,65,494,678,2021/05/14,POINT (-66.414655 18.215692),0,65,3,65,5,65,3,65,2,65,1,65,1,65,2,65,0,65,0,64,0,64,1,64,0,64,4,64,3,64,2,64,3,64,0,64
RI,3,9,2,4,8,2,5,13,2492,14,2276,14,120,13,6,14,0,13,0,13,0,13,132,14,16,13,17,14,119,13,83,14,1,13,1,13,167,14,0.913322632423756,14,2276,2492,0.053547523427042,13,120,2241,0.049545829892651,13,120,2422,0.108108108108108,13,16,148,0.790419161676647,14,132,167,2021/05/14,POINT (-71.534637 41.572574),0,14,0,14,0,14,1,14,1,14,1,14,2,14,1,14,0,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
SC,18,49,2,18,49,2,2,67,9302,69,7140,69,282,67,34,69,32,67,2,67,0,67,805,69,81,67,68,69,277,67,236,69,5,67,4,67,1189,69,0.767576865190282,69,7140,9302,0.040022707919387,67,282,7046,0.03086014445174,67,282,9138,0.070557491289199,67,81,1148,0.67703952901598,69,805,1189,2021/05/14,POINT (-80.864614 33.878572),0,69,5,69,3,69,6,69,4,69,13,69,2,69,1,69,0,64,0,67,4,67,3,67,2,67,5,67,1,67,8,67,4,67,5,62
SD,1,59,3,1,59,3,6,60,2584,63,1469,63,49,60,3,63,11,60,0,60,4,60,131,63,19,60,14,63,46,60,38,63,3,60,0,60,237,63,0.568498452012384,63,1469,2584,0.03393351800554,60,49,1444,0.019467620182757,60,49,2517,0.084070796460177,60,19,226,0.552742616033755,63,131,237,2021/05/14,POINT (-100.230491 44.43614),0,63,0,63,0,63,0,63,1,63,0,63,0,63,2,63,0,63,0,60,2,60,2,60,1,60,2,60,2,60,2,60,0,60,0,60
TN,10,95,37,30,75,37,16,105,20316,142,13142,128,630,105,50,105,41,105,0,105,4,105,1728,138,238,105,216,105,620,105,565,105,10,105,7,105,2397,142,0.684800166744828,128,13142,19191,0.050826946349334,105,630,12395,0.034912718204489,105,630,18045,0.103298611111111,105,238,2304,0.73972602739726,138,1728,2336,2021/05/14,POINT (-86.343226 35.842998),0,105,4,105,2,105,10,105,13,105,13,105,4,105,3,105,1,105,1,105,5,105,4,105,5,105,7,105,9,105,6,105,2,105,2,105
TX,96,481,13,116,461,13,49,585,65823,590,46671,590,2668,585,232,590,413,585,4,585,44,585,5240,590,807,585,728,590,2591,585,2139,590,77,585,47,585,7108,590,0.709037874299257,590,46671,65823,0.057911873236379,585,2668,46070,0.041013343171617,585,2668,65052,0.116433415091617,585,807,6931,0.737197523916714,590,5240,7108,2021/05/14,POINT (-99.317341 31.447238),2,590,21,590,29,590,53,590,38,590,36,590,26,590,18,590,9,590,8,584,25,584,43,584,44,584,70,585,84,584,74,584,50,585,15,585
UT,1,52,1,1,52,1,0,53,5519,54,3243,54,134,53,32,54,6,53,2,53,0,53,408,54,58,53,52,54,129,53,119,54,5,53,0,53,630,54,0.587606450443921,54,3243,5519,0.041901188242652,53,134,3198,0.024609733700643,53,134,5445,0.094771241830065,53,58,612,0.647619047619048,54,408,630,2021/05/14,POINT (-111.678222 39.323779),0,54,6,54,6,54,1,54,4,54,9,54,3,54,2,54,1,54,0,53,0,53,1,53,3,53,0,53,0,53,1,53,1,53,0,53
VA,14,71,9,21,64,9,30,91,17062,94,11821,94,610,91,56,94,174,91,3,91,10,91,1348,94,186,91,161,94,595,91,460,94,15,91,6,91,1966,94,0.692826163404056,94,11821,17062,0.052293184740677,91,610,11665,0.036303041123609,91,610,16803,0.09738219895288,91,186,1910,0.685656154628688,94,1348,1966,2021/05/14,POINT (-78.666382 37.510861),0,94,6,94,6,94,5,94,8,94,14,94,9,94,8,94,0,94,0,91,16,91,15,91,14,91,25,91,29,91,34,91,40,91,1,91
VI,2,0,0,2,0,0,0,2,168,2,94,2,2,2,0,2,0,2,0,2,0,2,8,2,0,2,0,2,2,2,2,2,0,2,0,2,20,2,0.55952380952381,2,94,168,0.021276595744681,2,2,94,0.011904761904762,2,2,168,0,2,0,20,0.4,2,8,20,2021/05/14,POINT (-64.840836 18.060868),0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
