state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2021-02-04,"524,249","524,024","524,474",73.93,73.90,73.96,"708,706","708,399","709,013"
CW,2021-02-05,"520,626","520,375","520,878",73.53,73.48,73.58,"707,611","707,299","707,923"
CW,2021-02-06,"505,132","504,875","505,389",71.67,71.62,71.72,"704,396","704,091","704,701"
CW,2021-02-07,"490,724","490,207","491,240",70.03,69.83,70.22,"700,337","699,768","700,905"
CW,2021-02-08,"493,217","492,988","493,446",70.27,70.24,70.31,"701,406","701,097","701,715"
CW,2021-02-09,"515,550","515,324","515,775",73.00,72.97,73.04,"705,782","705,478","706,086"
CW,2021-02-10,"523,846","523,607","524,086",74.00,73.95,74.05,"707,460","707,136","707,783"
CW,2021-02-11,"521,378","521,101","521,654",73.72,73.65,73.79,"706,861","706,552","707,170"
CW,2021-02-12,"513,991","513,758","514,223",72.89,72.83,72.94,"704,776","704,462","705,090"
CW,2021-02-13,"495,378","494,838","495,919",70.62,70.39,70.84,"701,083","700,439","701,726"
CW,2021-02-14,"480,587","479,169","482,005",68.80,68.14,69.47,"698,036","696,091","699,982"
CW,2021-02-15,"481,313","481,053","481,572",68.98,68.90,69.06,"697,312","696,974","697,651"
CW,2021-02-16,"500,337","500,105","500,569",71.40,71.35,71.46,"700,282","699,991","700,572"
CW,2021-02-17,"510,876","510,648","511,103",72.62,72.55,72.69,"703,433","703,143","703,723"
CW,2021-02-18,"510,617","510,383","510,850",72.52,72.44,72.60,"704,093","703,788","704,397"
CW,2021-02-19,"509,568","509,332","509,804",72.39,72.32,72.46,"703,913","703,635","704,191"
CW,2021-02-20,"492,185","491,837","492,534",70.22,70.07,70.36,"700,920","700,470","701,371"
CW,2021-02-21,"479,860","479,623","480,096",68.72,68.63,68.80,"698,290","697,982","698,598"
CW,2021-02-22,"487,529","487,353","487,704",69.46,69.38,69.53,"701,918","701,705","702,131"
CW,2021-02-23,"512,954","512,767","513,141",72.62,72.53,72.70,"706,394","706,166","706,621"
CW,2021-02-24,"521,342","520,463","522,220",73.73,73.34,74.12,"707,080","706,010","708,150"
CW,2021-02-25,"521,064","520,374","521,755",73.77,73.47,74.07,"706,309","705,499","707,118"
CW,2021-02-26,"515,107","514,336","515,878",73.01,72.66,73.36,"705,517","704,536","706,498"
CW,2021-02-27,"496,600","495,760","497,440",70.64,70.27,71.02,"702,944","701,903","703,985"
CW,2021-02-28,"481,547","480,643","482,451",68.84,68.44,69.25,"699,470","698,377","700,564"
CW,2021-03-01,"485,938","485,094","486,782",69.44,69.07,69.82,"699,737","698,717","700,757"
CW,2021-03-02,"507,315","506,537","508,092",72.17,71.83,72.52,"702,896","701,973","703,818"
CW,2021-03-03,"513,718","513,040","514,396",72.85,72.55,73.15,"705,171","704,342","706,000"
CW,2021-03-04,"510,279","509,571","510,988",72.63,72.30,72.95,"702,616","701,692","703,541"
CW,2021-03-05,"504,948","503,030","506,865",72.21,71.35,73.07,"699,285","696,922","701,649"
CW,2021-03-06,"491,046","487,413","494,679",70.57,68.90,72.25,"695,775","691,118","700,432"
AK,2021-02-04,829,829,829,56.74,56.74,56.74,"1,461","1,461","1,461"
AL,2021-02-04,"10,768","10,768","10,768",77.11,77.11,77.11,"13,964","13,964","13,964"
AR,2021-02-04,"5,516","5,516","5,516",72.14,72.14,72.14,"7,646","7,646","7,646"
