state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/04/05,467284,466921,467647,67.63,67.52,67.75,691229,690952,691506,
CW,2021/04/06,497072,496688,497457,71.41,71.28,71.54,696416,696058,696773,
CW,2021/04/07,510926,510422,511430,73.17,72.98,73.36,698615,698138,699092,
CW,2021/04/08,512295,511961,512629,73.42,73.33,73.52,698047,697840,698254,
CW,2021/04/09,508949,508600,509298,72.97,72.86,73.08,697794,697496,698092,
CW,2021/04/10,492167,491850,492485,70.71,70.63,70.8,696342,696143,696541,
CW,2021/04/11,480545,479880,481210,69.39,69.11,69.66,692869,692166,693571,
CW,2021/04/12,486745,486263,487226,70.31,70.12,70.49,692655,692171,693140,
CW,2021/04/13,511769,511314,512225,73.5,73.32,73.69,696568,696077,697059,
CW,2021/04/14,521106,520548,521665,74.39,74.18,74.61,700816,700280,701352,
CW,2021/04/15,520418,519871,520965,74.35,74.12,74.59,699936,699336,700535,
CW,2021/04/16,516382,515815,516949,73.73,73.48,73.97,700412,699782,701043,
CW,2021/04/17,497933,497357,498509,71.51,71.27,71.76,696279,695648,696910,
CW,2021/04/18,482984,482429,483538,69.76,69.52,70,692364,691741,692986,
CW,2021/04/19,488094,487562,488625,70.46,70.38,70.54,692696,692101,693290,
CW,2021/04/20,511749,511225,512274,73.47,73.4,73.53,696549,695943,697155,
CW,2021/04/21,519562,519032,520091,74.37,74.31,74.43,698606,697980,699232,
CW,2021/04/22,518925,518383,519467,74.29,74.21,74.37,698506,697849,699163,
CW,2021/04/23,513859,513325,514394,73.64,73.57,73.7,697837,697206,698468,
CW,2021/04/24,494303,493573,495034,70.94,70.7,71.18,696812,695912,697712,
CW,2021/04/25,480469,479892,481047,69.31,69.19,69.43,693190,692536,693844,
CW,2021/04/26,487041,486411,487670,70.4,70.23,70.57,691830,691122,692538,
CW,2021/04/27,512255,511705,512805,73.6,73.35,73.85,696020,695323,696718,
CW,2021/04/28,521072,520538,521606,74.55,74.32,74.78,698911,698315,699508,
CW,2021/04/29,521142,520604,521680,74.54,74.31,74.78,699118,698511,699725,
CW,2021/04/30,515506,514901,516112,73.86,73.61,74.11,698267,697587,698947,
CW,2021/05/01,494995,494333,495657,71.28,71,71.55,694798,694060,695535,
CW,2021/05/02,480308,479613,481002,69.59,69.29,69.88,690556,689790,691322,
CW,2021/05/03,486186,485538,486835,70.47,70.19,70.74,690298,689537,691058,
CW,2021/05/04,510954,509822,512087,73.52,72.99,74.05,695311,693784,696838,
CW,2021/05/05,517140,513660,520620,74.27,72.68,75.87,696610,692174,701046,
AK,2021/04/05,849,849,849,57.09,57.09,57.09,1487,1487,1487,POINT (-151.631889 63.631126)
AL,2021/04/05,9281,9281,9281,66.93,66.93,66.93,13867,13867,13867,POINT (-86.844516 32.756889)
AR,2021/04/05,4722,4710,4734,61.85,61.28,62.42,7634,7614,7654,POINT (-92.439162 34.899825)
AZ,2021/04/05,9043,9037,9049,65.36,65.36,65.36,13835,13835,13835,POINT (-111.664616 34.293239)
CA,2021/04/05,40778,40648,40908,70.32,69.63,71,57993,57843,58143,POINT (-119.662127 37.211164)
CO,2021/04/05,6225,6225,6225,61.2,61.2,61.2,10171,10171,10171,POINT (-105.547832 38.998552)
