state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,2,67,9415,70,5579,70,531,67,466,70,58,67,55,66,489,67,346,66,42,67,8,65,668,70,0.5925650557620817,70,5579,9415,0.10007538635506973,67,531,5306,0.05886917960088692,67,531,9020,0.09492635024549918,67,58,611,0.6976047904191617,70,466,668,2020-10-27
RI,9,14,2316,15,1992,14,178,14,142,15,17,14,17,15,167,14,166,15,11,14,7,13,178,15,0.8601036269430051,14,1992,2316,0.09128205128205129,13,178,1950,0.07978484984311968,14,178,2231,0.10429447852760736,14,17,163,0.797752808988764,15,142,178,2020-10-27
SC,5,84,10803,87,8935,87,801,85,1000,85,196,85,183,87,794,85,648,87,6,85,2,71,1343,85,0.8270850689623253,87,8935,10803,0.09076487252124646,85,801,8825,0.07528903092395901,85,801,10639,0.15111796453353893,83,196,1297,0.7446016381236039,85,1000,1343,2020-10-27
SD,63,61,2828,64,1928,64,415,61,157,64,77,61,79,64,412,61,414,64,2,61,1,53,211,64,0.6817538896746818,64,1928,2828,0.22051009564293306,61,415,1882,0.15212609970674487,61,415,2728,0.39487179487179486,61,77,195,0.7440758293838863,64,157,211,2020-10-27
TN,26,131,19855,140,14312,136,1648,131,1706,135,440,130,407,130,1642,131,1439,131,6,131,2,122,2034,139,0.7425162127107653,136,14312,19275,0.11690711392225143,130,1645,14071,0.08743633276740238,131,1648,18848,0.22323693556570268,130,440,1971,0.8651115618661258,135,1706,1972,2020-10-27
TX,101,594,69709,592,50441,595,6242,595,5814,594,1645,595,1536,595,6165,595,5513,595,77,595,48,592,7479,590,0.7235794517207247,592,50440,69709,0.1237485378957594,595,6242,50441,0.08954367441793742,592,6242,69709,0.21994919106832464,590,1645,7479,0.7773766546329723,590,5814,7479,2020-10-27
UT,15,57,6085,57,3684,58,351,57,420,57,118,56,117,57,341,56,330,57,1,56,1,33,614,57,0.5973705834018077,57,3635,6085,0.09637561779242175,57,351,3642,0.05855855855855856,56,351,5994,0.19536423841059603,56,118,604,0.6840390879478827,57,420,614,2020-10-27
VA,31,107,19043,110,12803,110,1012,107,1336,110,229,107,185,110,983,107,706,110,29,107,14,99,2070,109,0.6723205377303996,110,12803,19043,0.07996207332490518,107,1012,12656,0.053889983492198736,107,1012,18779,0.11427145708582834,106,229,2004,0.6454106280193237,109,1336,2070,2020-10-27
VI,0,2,168,2,112,2,3,2,13,2,1,2,1,2,3,2,3,2,0,2,0,2,20,2,0.6666666666666666,2,112,168,0.026785714285714284,2,3,112,0.017857142857142856,2,3,168,0.05,2,1,20,0.65,2,13,20,2020-10-27
VT,1,16,1281,17,875,17,4,16,77,17,2,16,2,17,4,16,4,17,0,16,0,16,109,17,0.6830601092896175,17,875,1281,0.0047169811320754715,16,4,848,0.003215434083601286,16,4,1244,0.0196078431372549,16,2,102,0.7064220183486238,17,77,109,2020-10-27
