state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
AK,1,23,0,1,23,0,1,24,1646,24,922,24,85,24,5,24,2,24,0,24,1,24,87,24,18,24,17,24,77,24,73,24,5,24,3,24,126,24,0.560145808019441,24,922,1646,0.09219088937093275,24,85,922,0.05164034021871203,24,85,1646,0.14285714285714285,24,18,126,0.6904761904761905,24,87,126,2021-01-06
AL,39,72,6,41,69,7,18,113,15571,116,12132,116,3343,113,466,115,152,113,4,113,55,113,1633,116,846,113,850,115,3304,113,3124,115,39,113,29,113,1702,116,0.7791407102947787,116,12132,15571,0.2839306947511466,112,3343,11774,0.2209809624537282,112,3343,15128,0.5081081081081081,112,846,1665,0.9594594594594594,116,1633,1702,2021-01-06
AR,21,85,2,24,82,2,15,106,9173,108,6548,108,1389,106,220,108,248,106,5,106,6,106,828,108,382,106,360,108,1368,106,1271,108,21,106,4,106,1048,108,0.7138340782731931,108,6548,9173,0.21267799724391365,106,1389,6531,0.15210249671484888,106,1389,9132,0.3705140640155189,106,382,1031,0.7900763358778626,108,828,1048,2021-01-06
AZ,31,90,3,34,87,3,90,121,17574,124,13614,124,5190,121,657,124,299,121,3,121,6,121,1773,124,1095,121,1027,124,5150,121,4588,124,40,121,26,121,2328,124,0.7746671218846023,124,13614,17574,0.3886184949457132,121,5190,13355,0.30120132319656434,121,5190,17231,0.48753339269813,121,1095,2246,0.7615979381443299,124,1773,2328,2021-01-06
CA,184,219,12,197,206,12,163,407,68952,415,55874,415,22557,406,2307,415,607,407,24,405,13,405,8233,414,4930,406,4934,414,22352,406,21716,414,205,406,174,406,9163,414,0.8103318250377074,415,55874,68952,0.4085968916422128,406,22557,55206,0.33193048545403714,406,22557,67957,0.5536837376460018,406,4930,8904,0.8985048564880498,414,8233,9163,2021-01-06
CO,6,83,13,7,82,13,9,100,11713,102,7822,102,972,100,126,102,104,100,5,100,8,100,865,102,232,100,228,102,943,100,837,102,29,100,15,100,1375,102,0.6678050029881328,102,7822,11713,0.1255651724583387,100,972,7741,0.08377865885192208,100,972,11602,0.17287630402384502,100,232,1342,0.6290909090909091,102,865,1375,2021-01-06
CT,4,34,1,4,34,1,33,38,8437,39,6855,39,1296,38,147,39,59,38,2,38,0,38,669,39,232,38,226,39,1288,38,1148,39,8,38,6,38,1070,39,0.8124925921536091,39,6855,8437,0.19061626709810267,38,1296,6799,0.1553398058252427,38,1296,8343,0.22137404580152673,38,232,1048,0.625233644859813,39,669,1070,2021-01-06
DC,0,13,1,0,13,1,9,13,3510,13,2856,13,371,13,26,14,113,13,3,13,11,13,289,14,64,13,61,14,343,13,311,14,28,13,9,13,350,14,0.8136752136752137,13,2856,3510,0.1295825771324864,12,357,2755,0.10555884092253105,12,357,3382,0.1927710843373494,13,64,332,0.8257142857142857,14,289,350,2021-01-06
DE,1,14,1,2,13,1,15,15,3272,16,2426,16,509,15,54,16,38,15,2,15,0,15,177,16,62,15,64,16,498,15,477,16,11,15,10,15,200,16,0.741442542787286,16,2426,3272,0.21208333333333335,15,509,2400,0.15709876543209877,15,509,3240,0.32124352331606215,15,62,193,0.885,16,177,200,2021-01-06
FL,8,247,15,25,230,15,92,264,58368,270,46274,270,8158,264,1187,270,302,264,17,264,17,264,5380,270,1531,264,1495,270,8096,264,7623,270,62,264,45,264,6425,270,0.7927974232456141,270,46274,58368,0.17912741804448543,264,8158,45543,0.142142770024219,264,8158,57393,0.2462998712998713,264,1531,6216,0.8373540856031129,270,5380,6425,2021-01-06
