state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
PA,24,195,6,31,188,6,8,219,29067,225,22995,225,616,219,29,225,237,219,3,214,24,213,2379,225,109,219,95,225,591,219,365,225,25,217,9,217,3394,225,0.791103313035401,225,22995,29067,0.027063837265498,219,616,22761,0.021471644184182,219,616,28689,0.03312063202674,219,109,3291,0.700942840306423,225,2379,3394,2021/06/15,,1,220,1,219,4,220,3,219,4,219,6,219,7,219,3,220,0,204,2,212,24,213,21,212,16,213,30,212,45,213,43,213,49,212,7,198
PR,0,4,62,0,4,62,0,65,9295,66,5884,66,55,65,3,66,5,65,2,65,6,65,474,66,13,65,12,66,38,65,27,66,17,65,4,65,653,66,0.633028509951587,66,5884,9295,0.009551927752692,65,55,5758,0.006034671933289,65,55,9114,0.020900321543408,65,13,622,0.725880551301684,66,474,653,2021/06/15,,0,66,1,66,0,66,0,66,0,66,0,66,0,66,1,66,1,66,0,65,0,65,0,65,1,65,1,65,2,65,0,65,1,65,0,65
RI,5,8,2,5,8,2,4,14,2530,15,2300,15,79,14,1,15,0,14,0,14,0,14,128,15,8,14,7,15,79,14,40,15,0,14,0,14,169,15,0.909090909090909,15,2300,2530,0.035204991087344,14,79,2244,0.032113821138211,14,79,2460,0.052980132450331,14,8,151,0.757396449704142,15,128,169,2021/06/15,,0,15,0,15,1,15,0,15,0,15,0,15,0,15,0,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
SC,19,61,5,19,61,5,0,83,10422,85,7777,85,135,83,11,85,22,83,0,83,1,83,766,85,34,83,32,85,133,83,109,85,2,83,1,83,1136,85,0.746209940510459,85,7777,10422,0.017591868647381,83,135,7674,0.01316046012868,83,135,10258,0.031050228310502,83,34,1095,0.674295774647887,85,766,1136,2021/06/15,,0,85,1,85,1,85,2,85,3,85,0,85,3,85,1,85,0,80,0,83,2,83,3,83,0,83,3,83,2,83,5,83,5,83,2,78
SD,0,62,3,0,62,3,4,62,2830,65,1609,65,28,62,4,65,7,62,0,62,0,62,126,65,9,62,7,65,28,62,20,65,0,62,0,62,237,65,0.568551236749117,65,1609,2830,0.01759899434318,62,28,1591,0.010133912414043,62,28,2763,0.039823008849558,62,9,226,0.531645569620253,65,126,237,2021/06/15,,1,65,1,65,0,65,0,65,0,65,1,65,0,65,1,65,0,65,0,62,0,62,0,62,0,62,1,62,2,62,1,62,3,62,0,62
TN,4,56,83,6,54,83,2,61,20158,143,12841,127,175,61,11,61,38,61,2,61,2,61,1677,139,60,61,54,61,170,61,129,61,5,61,3,61,2428,143,0.678054704826275,127,12841,18938,0.024554511014452,61,175,7127,0.016323104188042,61,175,10721,0.039292730844794,61,60,1527,0.70432591348173,139,1677,2381,2021/06/15,,0,61,1,61,2,61,1,61,4,61,3,61,0,61,0,61,0,61,0,61,2,61,8,61,5,61,3,61,9,61,6,61,5,61,0,61
TX,90,465,49,113,442,49,55,599,68744,604,50225,604,1951,599,173,604,386,599,10,599,67,599,5380,604,547,599,500,604,1884,599,1435,604,67,599,36,599,6901,604,0.730609216804376,604,50225,68744,0.039314069237899,599,1951,49626,0.028689488853597,599,1951,68004,0.081073069512376,599,547,6747,0.779597159831908,604,5380,6901,2021/06/15,,2,604,12,604,30,604,32,604,25,604,25,604,17,604,16,604,14,604,3,599,28,598,44,599,50,598,59,598,73,599,60,599,55,598,14,599
UT,1,49,9,1,49,9,0,58,6213,59,3746,59,171,58,32,59,2,58,1,58,0,58,410,59,71,58,70,59,169,58,164,59,2,58,0,58,632,59,0.602929341702881,59,3746,6213,0.046216216216216,58,171,3700,0.027886497064579,58,171,6132,0.115635179153094,58,71,614,0.64873417721519,59,410,632,2021/06/15,,1,59,5,59,4,59,6,59,4,59,8,59,1,59,3,59,0,59,0,58,0,58,1,58,0,58,0,58,0,58,1,58,0,58,0,58
VA,14,70,20,17,67,20,23,101,17907,104,12790,104,325,101,31,104,108,101,2,101,13,101,1218,104,60,101,49,104,308,101,196,104,17,101,11,101,1892,104,0.714245825654772,104,12790,17907,0.025752773375594,101,325,12620,0.018410468475613,101,325,17653,0.032590983161325,101,60,1841,0.643763213530655,104,1218,1892,2021/06/15,,0,104,1,104,3,104,4,104,8,104,4,104,5,104,6,104,0,104,0,101,19,101,6,101,4,101,12,101,31,101,21,101,14,101,1,101
VI,2,0,0,2,0,0,0,2,168,2,83,2,1,2,0,2,0,2,0,2,0,2,7,2,0,2,0,2,1,2,1,2,0,2,0,2,20,2,0.494047619047619,2,83,168,0.012048192771084,2,1,83,0.005952380952381,2,1,168,0,2,0,20,0.35,2,7,20,2021/06/15,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
