state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,9010,67,5261,68,550,68,466,66,64,66,670,65,0.5662597114317425,67,5102,9010,0.1045428625736552,68,550,5261,0.05993340732519423,67,540,9010,0.09473684210526316,64,63,665,0.6791044776119403,64,455,670,2020-08-26
RI,1727,13,1893,13,74,13,129,13,9,13,158,13,1.0961204400694846,13,1893,1727,0.03909138932910724,13,74,1893,0.042848870874348584,13,74,1727,0.056962025316455694,13,9,158,0.8164556962025317,13,129,158,2020-08-26
SC,10178,81,8064,81,970,81,936,76,242,77,1318,75,0.7922971114167813,81,8064,10178,0.12028769841269842,81,970,8064,0.0953035959913539,81,970,10178,0.18057663125948406,75,238,1318,0.7071320182094082,75,932,1318,2020-08-26
SD,2228,50,1312,52,80,52,88,37,17,32,94,28,0.5812387791741472,50,1295,2228,0.06097560975609756,52,80,1312,0.03590664272890485,50,80,2228,0.11494252873563218,23,10,87,0.5357142857142857,27,45,84,2020-08-26
TN,17971,113,11784,111,1037,117,1570,111,334,112,1999,114,0.6775918578575125,109,11784,17391,0.0812612150730582,107,951,11703,0.05573694029850746,106,956,17152,0.16580578512396693,107,321,1936,0.800414722654225,109,1544,1929,2020-08-26
TX,64646,540,45275,552,5510,556,5099,491,1783,501,6271,458,0.6850385174643443,540,44285,64646,0.12144611368011152,551,5489,45197,0.08361478635391814,539,5397,64546,0.24831460674157305,448,1547,6230,0.7714878009886781,458,4838,6271,2020-08-26
UT,5340,52,3056,53,160,53,338,44,44,43,546,41,0.5588014981273408,52,2984,5340,0.05235602094240838,53,160,3056,0.029213483146067417,52,156,5340,0.08058608058608059,40,44,546,0.608058608058608,40,332,546,2020-08-26
VA,15081,80,9320,81,1023,88,779,78,205,80,1255,74,0.6144154896890127,80,9266,15081,0.1055793991416309,81,984,9320,0.06226377561169684,80,939,15081,0.15378486055776894,74,193,1255,0.6103585657370518,74,766,1255,2020-08-26
VI,188,2,92,2,9,2,12,2,4,2,20,2,0.48936170212765956,2,92,188,0.09782608695652174,2,9,92,0.047872340425531915,2,9,188,0.2,2,4,20,0.6,2,12,20,2020-08-26
VT,581,10,354,10,11,13,31,8,5,10,48,7,0.6092943201376936,10,354,581,0.02824858757062147,10,10,354,0.01721170395869191,10,10,581,0.08333333333333333,7,4,48,0.6458333333333334,7,31,48,2020-08-26
WA,10010,82,8836,96,416,96,897,80,97,81,921,67,0.608091908091908,82,6087,10010,0.04745608031028976,95,416,8766,0.030181086519114688,81,300,9940,0.06840390879478828,62,63,921,0.6915477497255763,62,630,911,2020-08-26
WI,12512,131,7344,130,500,133,768,122,123,128,1468,126,0.5882729894264659,130,7344,12484,0.0664488017429194,130,488,7344,0.039082480818414325,131,489,12512,0.0837874659400545,126,123,1468,0.5242320819112628,122,768,1465,2020-08-26
WV,6641,60,4482,60,205,60,458,60,60,60,642,60,0.6748983586809215,60,4482,6641,0.04573850959393128,60,205,4482,0.030868845053455805,60,205,6641,0.09345794392523364,60,60,642,0.7133956386292835,60,458,642,2020-08-26
ID,3952,47,1921,43,180,48,202,40,51,46,297,44,0.48266875162887674,42,1852,3837,0.09318063508589276,43,179,1921,0.04554655870445344,47,180,3952,0.1717171717171717,44,51,297,0.6711864406779661,37,198,295,2020-08-26
IL,29436,179,19001,185,1679,188,1867,140,334,145,3251,127,0.6265457263215111,179,18443,29436,0.08683753486658596,185,1650,19001,0.05435521130588395,179,1600,29436,0.09614791987673343,124,312,3245,0.5436199937907482,123,1751,3221,2020-08-26
IN,16332,139,9929,139,831,139,1208,130,161,131,2107,131,0.607947587558168,139,9929,16332,0.08281991718008282,138,820,9901,0.05029440628066732,138,820,16304,0.07641196013289037,131,161,2107,0.5816080885893115,130,1208,2077,2020-08-26
KS,7894,127,4545,131,323,135,500,83,79,91,654,76,0.5660784562650756,126,4459,7877,0.06637069922308546,130,299,4505,0.03692386045327222,126,290,7854,0.10714285714285714,71,69,644,0.7887096774193548,73,489,620,2020-08-26
KY,12999,105,8521,106,604,106,1044,97,573,99,1514,99,0.6515116547426725,105,8469,12999,0.0708836990963502,106,604,8521,0.046465112700977,105,604,12999,0.38353413654618473,98,573,1494,0.6895640686922061,97,1044,1514,2020-08-26
LA,13891,175,9058,177,856,209,1209,94,295,205,1698,87,0.6322079043985315,175,8782,13891,0.09510379061371842,173,843,8864,0.059796999117387464,171,813,13596,0.16507747318235996,83,277,1678,0.6802120141342756,87,1155,1698,2020-08-26
MA,17830,80,12276,80,241,80,907,76,57,75,1841,76,0.6885025238362311,80,12276,17830,0.019631801889866407,80,241,12276,0.013516545148625912,80,241,17830,0.030961434003259097,75,57,1841,0.4926670287887018,76,907,1841,2020-08-26
MD,10620,52,8052,53,757,51,710,44,144,47,1069,42,0.7522598870056497,52,7989,10620,0.09448327508736895,51,757,8012,0.07144208932626799,50,755,10568,0.13376987839101964,42,143,1069,0.656688493919551,42,702,1069,2020-08-26
ME,2920,31,1956,32,39,32,202,30,11,28,292,28,0.6667808219178082,31,1947,2920,0.019938650306748466,32,39,1956,0.012671232876712329,31,37,2920,0.03819444444444445,26,11,288,0.6712328767123288,28,196,292,2020-08-26
