state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/06/16,516752,516128,517376,74.29,74.15,74.42,695623,694853,696393,
CW,2021/06/17,514308,513613,515002,74.11,73.92,74.31,693947,693075,694819,
CW,2021/06/18,509370,508710,510030,73.71,73.51,73.91,691026,690096,691955,
CW,2021/06/19,489371,488524,490217,71.12,70.85,71.4,688091,687139,689044,
CW,2021/06/20,474586,473945,475227,69.37,69.23,69.51,684144,683383,684904,
CW,2021/06/21,480053,479402,480703,70.12,69.9,70.33,684652,683653,685651,
CW,2021/06/22,507626,507016,508236,73.63,73.51,73.75,689423,688665,690181,
CW,2021/06/23,516713,516085,517342,74.61,74.47,74.75,692598,691815,693382,
CW,2021/06/24,515074,514492,515655,74.31,74.22,74.4,693172,692446,693898,
CW,2021/06/25,507672,506854,508490,73.43,73.16,73.7,691375,690394,692356,
CW,2021/06/26,487279,486310,488248,70.94,70.58,71.3,686885,685736,688034,
CW,2021/06/27,475037,473994,476080,69.41,69.02,69.8,684413,683215,685610,
CW,2021/06/28,481836,480880,482791,70.37,70.07,70.67,684760,683905,685615,
CW,2021/06/29,506860,506218,507502,73.38,73.19,73.58,690694,689761,691628,
CW,2021/06/30,515859,515250,516468,74.44,74.34,74.54,692996,692283,693709,
CW,2021/07/01,512866,512260,513473,74.04,73.92,74.15,692715,691971,693459,
CW,2021/07/02,504695,504044,505345,73.05,72.89,73.21,690886,690088,691685,
CW,2021/07/03,481694,480975,482413,70.2,70,70.4,686173,685356,686990,
CW,2021/07/04,465846,465139,466553,68.15,67.95,68.34,683585,682748,684421,
CW,2021/07/05,463717,463000,464434,67.97,67.76,68.18,682233,681355,683111,
CW,2021/07/06,480569,479761,481376,70.19,69.92,70.45,684699,683767,685632,
CW,2021/07/07,508056,507419,508692,73.52,73.36,73.68,691041,690282,691801,
CW,2021/07/08,516629,516016,517242,74.55,74.3,74.8,693018,692286,693751,
CW,2021/07/09,515354,514702,516006,74.44,74.18,74.71,692303,691537,693068,
CW,2021/07/10,497542,496924,498161,72.28,72.02,72.53,688395,687649,689141,
CW,2021/07/11,485502,484675,486328,70.82,70.5,71.14,685524,684751,686296,
CW,2021/07/12,491810,491246,492373,71.54,71.27,71.8,687497,686616,688378,
CW,2021/07/13,514578,513995,515161,74.16,73.88,74.44,693862,692933,694791,
CW,2021/07/14,523996,523240,524752,75.5,75.17,75.84,693994,692992,694995,
CW,2021/07/15,524016,523130,524903,75.46,75.06,75.85,694442,693289,695595,
CW,2021/07/16,521884,518896,524872,75.02,73.68,76.36,695644,691980,699308,
AL,2021/06/16,10574,10574,10574,75.87,75.87,75.87,13937,13937,13937,POINT (-86.844516 32.756889)
AR,2021/06/16,5696,5696,5696,72.64,72.64,72.64,7841,7841,7841,POINT (-92.439162 34.899825)
CA,2021/06/16,45529,45484,45574,76.45,76.22,76.68,59553,59503,59603,POINT (-119.662127 37.211164)
CT,2021/06/16,6274,6274,6274,80.66,80.66,80.66,7778,7778,7778,POINT (-72.738288 41.575155)
DC,2021/06/16,2254,2254,2254,81.84,81.84,81.84,2754,2754,2754,POINT (-77.016275 38.904785)
FL,2021/06/16,41837,41837,41837,79.44,79.44,79.44,52668,52668,52668,POINT (-82.420978 28.260731)
HI,2021/06/16,1791,1791,1791,72.36,72.36,72.36,2475,2475,2475,POINT (-157.854309 21.361013)
IA,2021/06/16,4886,4886,4886,63.59,63.59,63.59,7684,7684,7684,POINT (-93.500061 42.074659)
IL,2021/06/16,20218,20205,20231,71.49,71.37,71.62,28279,28235,28323,POINT (-89.148632 40.124144)
KY,2021/06/16,7554,7554,7554,60.31,60.31,60.31,12525,12525,12525,POINT (-85.290484 37.526683)
MA,2021/06/16,13913,13913,13913,83,83,83,16763,16763,16763,POINT (-71.481104 42.151077)
ME,2021/06/16,2107,2107,2107,73.08,73.08,73.08,2883,2883,2883,POINT (-69.06137 45.117911)
AL,2021/06/17,10591,10591,10591,76.54,76.54,76.54,13837,13837,13837,POINT (-86.844516 32.756889)
AR,2021/06/17,5721,5721,5721,72.95,72.95,72.95,7842,7842,7842,POINT (-92.439162 34.899825)
CA,2021/06/17,45578,45430,45727,75.99,74.7,77.28,59982,59583,60380,POINT (-119.662127 37.211164)
CT,2021/06/17,6235,6235,6235,79.96,79.96,79.96,7798,7798,7798,POINT (-72.738288 41.575155)
DC,2021/06/17,2221,2221,2221,80.79,80.79,80.79,2749,2749,2749,POINT (-77.016275 38.904785)
FL,2021/06/17,41767,41767,41767,79.41,79.41,79.41,52599,52599,52599,POINT (-82.420978 28.260731)
HI,2021/06/17,1769,1769,1769,71.24,71.24,71.24,2483,2483,2483,POINT (-157.854309 21.361013)
IA,2021/06/17,4807,4805,4809,63.02,63.02,63.02,7628,7628,7628,POINT (-93.500061 42.074659)
