state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
PA,8,78,141,46,175,6,9,220,31715,227,24288,227,1259,221,181,227,304,220,4,219,18,218,2524,227,213,220,192,226,1197,221,949,227,62,220,33,220,3495,227,0.76582058962636,227,24288,31715,0.052312294843562,221,1259,24067,0.040136444784494,221,1259,31368,0.06283185840708,220,213,3390,0.722174535050072,227,2524,3495,2022/03/02,,1,223,5,213,10,214,10,212,19,213,24,214,24,213,29,214,59,222,4,215,24,207,26,207,22,206,42,206,51,207,62,208,65,207,8,216,17,197,5213,0,3687,22,0,18,1,216,7,217,0,49,0,49,56,3,49,217
PR,0,7,59,2,11,53,0,65,8830,66,5455,66,72,65,3,66,5,65,0,65,0,65,460,66,16,65,11,66,65,65,47,66,7,65,7,65,655,66,0.617780294450736,66,5455,8830,0.013478098090603,65,72,5342,0.008328513591671,65,72,8645,0.02555910543131,65,16,626,0.702290076335878,66,460,655,2022/03/02,,0,66,0,66,0,66,0,66,0,66,0,66,2,66,1,66,0,66,0,65,0,65,1,65,0,65,2,65,0,65,2,65,0,65,0,65,0,5,0,0,212,0,0,0,1,64,4,64,0,5,0,5,12,0,5,64
RI,1,1,12,6,6,2,1,13,2010,14,1760,14,60,13,6,14,7,13,0,13,0,13,111,14,14,13,11,14,58,13,47,14,2,13,1,13,133,14,0.875621890547264,14,1760,2010,0.034090909090909,13,60,1760,0.029850746268657,13,60,2010,0.105263157894737,13,14,133,0.834586466165414,14,111,133,2022/03/02,,0,14,0,14,0,14,0,14,1,14,1,14,3,14,1,14,0,14,0,13,0,13,2,13,0,13,1,13,2,13,2,13,0,13,0,13,1,2,7,0,0,0,0,0,0,13,0,13,0,2,0,2,0,0,2,13
SC,21,62,5,23,60,5,13,86,11727,88,8620,88,420,86,47,88,23,86,0,85,2,85,902,88,91,86,88,88,409,86,386,88,11,86,10,86,1319,88,0.735055854012109,88,8620,11727,0.049180327868852,86,420,8540,0.036363636363636,86,420,11550,0.071205007824726,86,91,1278,0.68385140257771,88,902,1319,2022/03/02,,0,87,4,82,2,82,0,82,6,82,13,82,12,82,10,82,0,83,0,85,0,80,1,80,2,80,3,80,3,80,6,80,7,80,1,81,5,61,1605,1595,1722,0,0,0,2,86,3,86,0,54,0,54,39,0,54,86
SD,0,55,10,5,50,10,20,62,2433,65,1454,65,127,62,8,65,11,62,0,62,2,62,124,65,20,62,20,65,122,62,104,65,5,62,3,62,245,65,0.597616111796136,65,1454,2433,0.088194444444444,62,127,1440,0.053654414871145,62,127,2367,0.085106382978723,62,20,235,0.506122448979592,65,124,245,2022/03/02,,0,63,1,48,1,47,0,48,1,47,1,47,0,48,4,48,0,65,0,61,1,45,1,45,0,44,0,44,1,44,4,44,4,44,0,62,0,8,500,2,1120,34,0,73,2,62,2,62,0,7,0,7,18,0,7,62
TN,3,62,77,23,51,68,35,139,19656,142,13646,142,1035,139,56,142,34,139,2,139,3,139,1547,142,235,139,227,142,990,139,901,142,45,139,42,139,2239,142,0.694240944240944,142,13646,19656,0.077163945426079,139,1035,13413,0.053540944596762,139,1035,19331,0.109302325581395,139,235,2150,0.690933452434122,142,1547,2239,2022/03/02,,1,142,2,142,4,142,5,142,8,142,9,142,13,142,11,142,3,142,0,138,3,139,4,139,4,139,6,139,10,139,2,138,3,139,2,139,11,60,8,0,107,6,0,0,8,139,11,139,0,60,0,60,42,4,60,139
TX,8,103,483,12,99,483,95,589,69099,594,52457,594,3478,589,315,594,320,589,26,589,89,589,5749,594,742,589,691,594,3322,589,2848,594,156,589,112,589,6672,594,0.759157151333594,594,52457,69099,0.067091049382716,589,3478,51840,0.050875473574887,589,3478,68363,0.113856068743287,589,742,6517,0.86166067146283,594,5749,6672,2022/03/02,,3,591,26,583,21,583,30,582,39,582,70,582,62,583,52,584,12,594,5,587,29,578,34,578,33,579,55,578,51,578,55,578,49,577,9,589,44,563,315,1,176,1976,0,0,24,589,55,589,0,102,0,102,188,0,102,589
UT,0,47,9,2,45,9,3,55,5987,56,4223,56,269,55,46,56,2,55,12,55,0,55,345,56,61,55,61,56,229,55,220,56,40,55,2,55,445,56,0.705361616836479,56,4223,5987,0.064307912981114,55,269,4183,0.045516074450085,55,269,5910,0.140229885057471,55,61,435,0.775280898876404,56,345,445,2022/03/02,,0,56,10,54,10,54,5,54,2,54,10,54,5,54,4,54,0,56,0,55,0,53,0,53,0,53,1,53,0,53,1,53,0,53,0,55,0,42,438,30,193,0,0,0,1,55,2,55,0,42,0,42,41,5,42,55
VA,13,72,22,19,69,19,40,104,17832,107,12665,107,748,104,45,107,127,104,4,104,7,104,1260,107,161,104,154,107,723,104,629,107,25,104,18,104,1905,107,0.710240017945267,107,12665,17832,0.059730096622215,104,748,12523,0.042468631124737,104,748,17613,0.086839266450917,104,161,1854,0.661417322834646,107,1260,1905,2022/03/02,,2,105,2,102,0,101,3,101,8,102,8,101,6,101,15,102,1,107,1,100,6,99,7,98,4,99,23,98,27,100,29,99,28,98,2,104,13,75,1020,1428,762,96,0,133,7,104,6,104,0,72,0,72,38,5,72,104
VI,0,2,0,2,0,0,0,2,168,2,118,2,2,2,0,2,0,2,0,2,0,2,11,2,0,2,0,2,2,2,2,2,0,2,0,2,20,2,0.702380952380952,2,118,168,0.016949152542373,2,2,118,0.011904761904762,2,2,168,0,2,0,20,0.55,2,11,20,2022/03/02,,0,2,,0,,0,,0,,0,,0,,0,,0,0,2,0,2,,0,,0,,0,,0,,0,,0,,0,0,2,,0,146,,125,0,,30,0,2,0,2,,0,,0,0,,0,2
VT,10,6,1,10,6,1,0,16,1245,17,867,17,22,16,2,17,3,16,0,16,1,16,64,17,1,16,1,17,21,16,21,17,1,16,1,16,97,17,0.696385542168675,17,867,1245,0.025700934579439,16,22,856,0.018032786885246,16,22,1220,0.010869565217391,16,1,92,0.65979381443299,17,64,97,2022/03/02,,0,17,0,17,0,17,0,17,1,17,0,17,0,17,1,17,0,17,0,16,0,16,0,16,1,16,1,16,0,16,1,16,0,16,0,16,0,1,,,,,,,0,16,0,16,0,1,0,1,0,0,1,16
WA,8,83,12,14,84,5,41,101,12151,102,9855,102,849,101,72,103,210,101,4,101,7,101,952,102,114,101,83,103,818,101,582,103,31,101,19,101,1267,102,0.811044358489013,102,9855,12151,0.087085854959483,100,849,9749,0.07060878243513,100,849,12024,0.091787439613527,100,114,1242,0.751381215469613,102,952,1267,2022/03/02,,1,101,5,97,13,97,6,97,9,97,15,99,12,97,11,97,0,103,2,101,14,95,30,95,14,95,19,95,33,95,31,95,36,95,31,101,6,85,273,0,16,46,0,0,1,101,0,101,0,77,0,77,15,3,77,101
