state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
WI,24,145,13734,148,9595,147,2097,144,1154,147,414,144,415,147,2076,144,1940,147,21,144,4,144,1628,148,0.7135951212256433,147,9595,13446,0.22575088814727096,144,2097,9289,0.16027208804646897,144,2097,13084,0.26640926640926643,144,414,1554,0.7088452088452089,147,1154,1628,2020-11-01
ID,4,50,4147,51,2328,51,336,50,244,51,79,50,87,51,336,50,335,51,2,50,2,50,318,51,0.5613696648179407,51,2328,4147,0.14906832298136646,50,336,2254,0.08269751415210436,50,336,4063,0.26158940397350994,50,79,302,0.7672955974842768,51,244,318,2020-11-01
IL,66,197,31749,201,21924,202,4164,197,2399,202,806,197,683,202,4074,197,3225,202,90,197,35,197,3867,202,0.6834860940502063,201,21700,31749,0.19226151999261243,197,4164,21658,0.13093718079673136,196,4102,31328,0.21249670445557606,197,806,3793,0.6203775536591674,202,2399,3867,2020-11-01
IN,5,160,18750,162,12637,162,2026,160,1584,162,487,160,450,162,2007,160,1575,162,19,160,4,160,2219,161,0.6739733333333333,162,12637,18750,0.1617823205302244,160,2026,12523,0.10907133243606999,160,2026,18575,0.22483841181902123,159,487,2166,0.7138350608382155,161,1584,2219,2020-11-01
KS,5,146,8744,148,5369,149,760,146,659,149,190,146,176,149,754,146,622,149,6,146,4,146,823,149,0.6092177493138152,148,5327,8744,0.1431261770244821,146,760,5310,0.08800370541917554,145,760,8636,0.23809523809523808,146,190,798,0.8007290400972054,149,659,823,2020-11-01
KY,36,122,14080,124,10295,124,1229,122,1233,124,283,122,311,124,1199,122,1060,124,30,122,15,122,1598,124,0.7311789772727273,124,10295,14080,0.12092885958870413,122,1229,10163,0.08839182968929804,122,1229,13904,0.1821106821106821,122,283,1554,0.7715894868585732,124,1233,1598,2020-11-01
LA,6,209,14856,219,9942,219,650,219,1255,220,224,219,213,219,645,219,626,219,5,219,2,219,1805,220,0.6692245557350566,219,9942,14856,0.06537919935626635,219,650,9942,0.04375336564351104,219,650,14856,0.12409972299168975,219,224,1805,0.6952908587257618,220,1255,1805,2020-11-01
MA,5,101,21802,102,15515,102,605,101,1039,102,148,101,115,102,592,101,403,102,13,101,3,101,1952,102,0.7116319603706082,102,15515,21802,0.03927041412436713,101,605,15406,0.027917493424392044,101,605,21671,0.07684319833852545,101,148,1926,0.5322745901639344,102,1039,1952,2020-11-01
MD,1,59,12140,60,9606,60,988,59,996,60,207,59,165,60,982,59,620,60,6,59,1,59,1307,59,0.7912685337726524,60,9606,12140,0.10343383584589615,59,988,9552,0.08212801330008312,59,988,12030,0.1632492113564669,58,207,1268,0.75592960979342,59,988,1307,2020-11-01
ME,0,38,3267,39,2292,39,58,38,243,39,22,38,17,39,58,38,37,39,0,38,0,38,332,39,0.7015610651974288,39,2292,3267,0.0256978289765175,38,58,2257,0.01795109873104302,38,58,3231,0.06811145510835913,38,22,323,0.7319277108433735,39,243,332,2020-11-01
MI,25,160,24992,163,19236,162,2343,160,2214,163,504,160,473,163,2324,160,2040,163,19,160,15,160,2700,163,0.7774634225204107,162,19236,24742,0.12025877810820682,159,2305,19167,0.09420610349402919,160,2343,24871,0.1881298992161254,160,504,2679,0.82,163,2214,2700,2020-11-01
MN,42,139,11683,140,8504,140,1237,139,832,140,244,139,234,140,1209,139,1058,140,28,139,22,139,1061,140,0.7278952323889412,140,8504,11683,0.14986673128180275,139,1237,8254,0.10924666607789454,139,1237,11323,0.24039408866995074,139,244,1015,0.7841658812441094,140,832,1061,2020-11-01
MO,46,139,20777,143,14500,143,1998,139,1612,143,507,139,469,143,1960,139,1702,143,38,139,20,138,2075,143,0.6978870866823892,143,14500,20777,0.14001401541695865,139,1998,14270,0.09742539496781744,139,1998,20508,0.252113376429637,139,507,2011,0.776867469879518,143,1612,2075,2020-11-01
MS,6,105,8891,107,5798,107,659,105,672,107,188,105,158,107,646,105,560,107,15,105,1,105,769,107,0.6521201214711506,107,5798,8891,0.11472841225626741,105,659,5744,0.07479287254568154,105,659,8811,0.25100133511348466,105,188,749,0.8738621586475943,107,672,769,2020-11-01
AK,5,24,1614,24,1018,24,111,24,94,24,26,24,26,24,106,24,97,24,5,24,5,24,126,24,0.630731102850062,24,1018,1614,0.10903732809430255,24,111,1018,0.0687732342007435,24,111,1614,0.20634920634920634,24,26,126,0.746031746031746,24,94,126,2020-11-01
AL,5,110,15347,113,11583,113,1230,110,1312,113,324,110,307,112,1211,110,1050,112,19,110,12,110,1557,113,0.7547403401316218,113,11583,15347,0.10806522697223446,108,1226,11345,0.08171698993534626,108,1226,15003,0.21485411140583555,108,324,1508,0.8426461143224149,113,1312,1557,2020-11-01
AR,12,107,10197,108,6923,109,771,107,779,109,228,107,210,109,753,107,627,109,18,107,2,107,1045,109,0.6789251740708051,108,6923,10197,0.11358279316440778,107,771,6788,0.07716172938350681,106,771,9992,0.22914572864321608,107,228,995,0.7454545454545455,109,779,1045,2020-11-01
AZ,12,119,16082,122,11578,122,1073,119,1168,122,264,119,216,122,1061,119,792,122,12,119,9,119,2006,122,0.7199353314264395,122,11578,16082,0.09432137834036568,119,1073,11376,0.06787273072300588,119,1073,15809,0.1360824742268041,119,264,1940,0.5822532402791625,122,1168,2006,2020-11-01
CA,13,402,66509,410,47872,410,3530,399,5289,407,908,398,813,406,3456,399,2767,406,74,398,33,397,7574,407,0.7197822851042716,410,47872,66509,0.07479447410797525,399,3530,47196,0.05396893346379648,399,3530,65408,0.1245712717793936,398,908,7289,0.6983100079218378,407,5289,7574,2020-11-01
CO,7,101,11717,103,8194,103,1008,101,962,101,299,100,282,102,980,101,861,103,28,101,13,101,1329,102,0.6993257659810531,103,8194,11717,0.12444444444444444,101,1008,8100,0.08702408702408702,101,1008,11583,0.22982321291314373,99,299,1301,0.7238525206922498,101,962,1329,2020-11-01
CT,9,31,8283,32,5930,32,544,31,544,32,87,31,76,32,536,31,404,32,8,31,4,31,1076,32,0.7159241820596403,32,5930,8283,0.09257998638529612,31,544,5876,0.06630103595368678,31,544,8205,0.0825426944971537,31,87,1054,0.5055762081784386,32,544,1076,2020-11-01
DC,2,12,3647,14,2911,14,131,13,283,14,34,12,21,13,117,13,94,14,14,13,5,13,399,14,0.7981902933918289,14,2911,3647,0.04630611523506539,13,131,2829,0.03727945361411497,13,131,3514,0.08994708994708994,12,34,378,0.7092731829573935,14,283,399,2020-11-01
DE,2,15,3201,16,2301,16,158,15,139,16,31,15,27,16,156,15,145,16,2,15,1,15,178,16,0.7188378631677601,16,2301,3201,0.0691768826619965,15,158,2284,0.04985799936888608,15,158,3169,0.18023255813953487,15,31,172,0.7808988764044944,16,139,178,2020-11-01
FL,51,256,56156,262,41836,262,3584,256,4550,262,652,252,609,258,3543,256,2697,262,37,256,21,256,6181,262,0.7449960823420472,262,41836,56156,0.08721680091499769,256,3584,41093,0.0649852223894399,256,3584,55151,0.1110732538330494,252,652,5870,0.7361268403171007,262,4550,6181,2020-11-01
GA,7,171,23061,174,17230,174,1851,171,2251,174,513,171,458,174,1795,171,1462,174,56,171,9,171,2757,174,0.7471488660509085,174,17230,23061,0.10871608128744273,171,1851,17026,0.08130545550382148,171,1851,22766,0.18985936343449297,171,513,2702,0.8164671744649982,174,2251,2757,2020-11-01
HI,1,25,2640,24,1855,25,96,25,175,25,19,25,11,25,96,25,69,25,0,25,0,25,242,25,0.6973484848484849,24,1841,2640,0.05175202156334232,25,96,1855,0.03636363636363636,24,96,2640,0.07851239669421488,25,19,242,0.7231404958677686,25,175,242,2020-11-01
IA,1,124,8307,126,5566,126,956,124,550,126,200,124,189,126,943,124,901,126,13,124,9,124,686,126,0.6700373179246418,126,5566,8307,0.17419825072886297,124,956,5488,0.11644336175395859,124,956,8210,0.29985007496251875,124,200,667,0.8017492711370262,126,550,686,2020-11-01
MT,61,66,2997,66,2274,67,495,66,166,67,85,66,81,67,487,66,431,67,9,66,6,66,200,66,0.7167167167167167,66,2148,2997,0.21941489361702127,66,495,2256,0.15706100438153017,65,466,2967,0.4020618556701031,65,78,194,0.755,66,151,200,2020-11-01
NC,12,126,23318,130,17634,130,1626,126,1919,129,376,126,351,129,1590,126,1151,130,36,125,10,125,2476,129,0.7562398147353976,130,17634,23318,0.09325533379215416,126,1626,17436,0.07062502714676627,126,1626,23023,0.15556474968969797,125,376,2417,0.7750403877221325,129,1919,2476,2020-11-01
ND,6,49,2374,50,1827,50,406,49,71,48,66,49,63,50,404,49,389,50,2,49,1,49,82,48,0.7695871946082561,50,1827,2374,0.22468179302711677,49,406,1807,0.17291311754684838,49,406,2348,0.5128205128205128,47,40,78,0.8658536585365854,48,71,82,2020-11-01
NE,5,96,5329,97,3715,97,726,96,451,97,190,96,179,97,719,96,688,97,7,96,2,96,650,97,0.6971289172452618,97,3715,5329,0.19760479041916168,96,726,3674,0.1383120594398933,96,726,5249,0.2996845425867508,96,190,634,0.6938461538461539,97,451,650,2020-11-01
NH,4,30,3258,30,2288,30,90,30,171,30,19,30,8,30,90,30,45,30,0,30,0,30,282,30,0.7022713321055862,30,2288,3258,0.039335664335664336,30,90,2288,0.027624309392265192,30,90,3258,0.0673758865248227,30,19,282,0.6063829787234043,30,171,282,2020-11-01
NJ,39,92,22456,93,16670,93,1294,92,1319,93,232,92,209,93,1289,92,1108,93,5,92,3,92,2098,93,0.742340577128607,93,16670,22456,0.07793302818597929,92,1294,16604,0.05800609646763493,92,1294,22308,0.1122942884801549,92,232,2066,0.628693994280267,93,1319,2098,2020-11-01
NM,4,49,3838,51,2563,48,537,49,333,48,153,49,146,50,529,49,482,50,8,49,2,49,408,51,0.6798408488063661,48,2563,3770,0.21495327102803738,46,529,2461,0.14604296981234702,49,537,3677,0.4026315789473684,49,153,380,0.8366834170854272,48,333,398,2020-11-01
NV,20,60,8443,62,6421,62,778,60,648,62,175,60,180,62,773,60,651,62,5,60,4,60,849,62,0.7605116664692645,62,6421,8443,0.12364907819453275,60,778,6292,0.0939840541193525,60,778,8278,0.22123893805309736,60,175,791,0.7632508833922261,62,648,849,2020-11-01
NY,54,170,55793,179,40907,179,2580,170,4192,178,431,170,345,179,2495,170,1671,179,85,170,26,170,7018,177,0.7331923359561235,179,40907,55793,0.0635608878815501,170,2580,40591,0.046798476328677674,170,2580,55130,0.06263624473187036,168,431,6881,0.5973211741236819,177,4192,7018,2020-11-01
OH,59,219,33229,225,23531,225,2468,221,2867,223,578,221,535,224,2402,221,2058,224,66,221,18,221,3944,223,0.7081464985404315,225,23531,33229,0.10574574746133082,221,2468,23339,0.07508823171473773,221,2468,32868,0.14839537869062902,220,578,3895,0.7269269776876268,223,2867,3944,2020-11-01
OK,16,153,11462,155,8127,155,1090,153,890,155,317,153,318,155,1067,153,1010,155,26,153,24,153,1174,155,0.7090385622055487,155,8127,11462,0.13846544715447154,153,1090,7872,0.09777538571941155,153,1090,11148,0.2868778280542986,153,317,1105,0.75809199318569,155,890,1174,2020-11-01
OR,1,61,6774,63,4863,63,274,61,503,63,62,61,42,63,261,61,180,63,13,61,8,61,820,63,0.7178919397697077,63,4863,6774,0.057322175732217574,61,274,4780,0.04149000605693519,61,274,6604,0.07828282828282829,61,62,792,0.6134146341463415,63,503,820,2020-11-01
WV,13,59,6329,63,4723,63,374,59,500,63,94,59,92,63,371,59,335,63,3,59,2,59,660,63,0.7462474324537842,63,4723,6329,0.08060344827586206,59,374,4640,0.06102137379670419,59,374,6129,0.15435139573070608,59,94,609,0.7575757575757576,63,500,660,2020-11-01
WY,0,29,1678,31,853,31,161,29,63,31,34,29,30,31,152,29,134,31,9,29,0,29,132,31,0.5083432657926102,31,853,1678,0.19258373205741627,29,161,836,0.09805115712545676,29,161,1642,0.272,29,34,125,0.4772727272727273,31,63,132,2020-11-01
