state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,27461,178,17264,168,1087,205,2343,161,221,175,2922,149,0.6955591000671592,158,16571,23824,0.050915199258572755,168,879,17264,0.034667346418557225,178,952,27461,0.061042524005486966,141,178,2916,0.7680502267178235,144,2202,2867,2020-08-19
PR,9117,67,5216,67,580,68,469,66,72,66,682,65,0.5551168147416914,66,5061,9117,0.1111963190184049,67,580,5216,0.06328836239991226,67,577,9117,0.10207100591715976,64,69,676,0.6744868035190615,65,460,682,2020-08-19
RI,1646,13,1853,13,89,13,128,13,9,13,152,13,1.1257594167679221,13,1853,1646,0.04803022126281705,13,89,1853,0.05407047387606318,13,89,1646,0.05921052631578947,13,9,152,0.8421052631578947,13,128,152,2020-08-19
SC,10236,81,8003,81,1052,81,939,75,246,77,1320,73,0.7818483782727628,81,8003,10236,0.13145070598525552,81,1052,8003,0.1027745212973818,81,1052,10236,0.17803030303030304,73,235,1320,0.6954545454545454,73,918,1320,2020-08-19
SD,2222,48,839,44,72,51,87,37,17,32,93,27,0.537012987012987,42,827,1540,0.04410011918951132,44,37,839,0.032403240324032405,48,72,2222,0.08602150537634409,23,8,93,0.6344086021505376,27,59,93,2020-08-19
TN,17948,113,11500,116,1120,115,1483,109,347,111,2004,113,0.6331240657698057,105,10589,16725,0.09546455306032585,110,1084,11355,0.060236012446427525,104,1026,17033,0.16943866943866945,104,326,1924,0.7622739018087855,108,1475,1935,2020-08-19
TX,64014,534,43058,519,6647,547,5403,485,2051,495,6506,457,0.7124612810786636,515,43012,60371,0.14092619257745367,519,6068,43058,0.10171212547255287,534,6511,64014,0.27120483795937356,446,1749,6449,0.7898862588379957,456,5139,6506,2020-08-19
UT,5402,52,3040,48,176,53,350,44,59,43,553,41,0.5747778408016638,48,3040,5289,0.056578947368421055,48,172,3040,0.03184005923731951,52,172,5402,0.10488245931283906,40,58,553,0.620253164556962,40,343,553,2020-08-19
VA,15391,78,7665,69,1107,85,674,71,215,72,1393,73,0.5665142771490669,64,7559,13343,0.11089367253750815,69,850,7665,0.06867649925281008,78,1057,15391,0.15050426687354537,67,194,1289,0.5167315175097277,68,664,1285,2020-08-19
VI,188,2,102,2,14,2,6,2,3,2,20,2,0.5425531914893617,2,102,188,0.13725490196078433,2,14,102,0.07446808510638298,2,14,188,0.15,2,3,20,0.3,2,6,20,2020-08-19
VT,618,12,187,7,12,15,30,8,9,10,48,7,0.5151515151515151,7,187,363,0.0374331550802139,7,7,187,0.014563106796116505,12,9,618,0.16666666666666666,7,8,48,0.625,7,30,48,2020-08-19
WA,9634,80,5751,76,337,82,614,66,94,68,895,65,0.62,75,5580,9000,0.05096102980074061,75,289,5671,0.0331798199706929,79,317,9554,0.09273743016759776,60,83,895,0.6536312849162011,61,585,895,2020-08-19
WI,12381,134,7237,130,596,136,826,123,149,131,1469,129,0.603001939455266,129,7151,11859,0.08124913638247892,130,588,7237,0.046684435829092964,134,578,12381,0.10142954390742001,129,149,1469,0.5653661875427789,123,826,1461,2020-08-19
AK,1283,19,732,23,39,24,59,13,8,22,46,8,0.36666666666666664,18,407,1110,0.04371584699453552,23,32,732,0.01636788776305534,19,21,1283,0.022727272727272728,6,1,44,0.5217391304347826,8,24,46,2020-08-19
AL,12785,107,7919,94,1386,108,1090,90,408,93,1171,81,0.7455983429055645,94,7919,10621,0.13770449568465798,90,1069,7763,0.10340700550546557,103,1296,12533,0.2751736111111111,75,317,1152,0.8864218616567037,81,1038,1171,2020-08-19
AR,8284,84,4384,75,711,87,607,69,315,72,905,69,0.6553172341382931,73,4369,6667,0.11382299270072993,75,499,4384,0.08582810236600676,84,711,8284,0.2696132596685083,66,244,905,0.7509578544061303,64,588,783,2020-08-19
AZ,11818,78,7177,68,1040,89,861,63,294,70,1376,54,0.6425269645608629,62,6255,9735,0.11996655984394594,68,861,7177,0.07547808427821967,78,892,11818,0.16061046511627908,52,221,1376,0.5373584905660377,53,712,1325,2020-08-19
CA,62522,382,44329,374,5946,396,5327,363,1578,365,7217,363,0.7131893944269257,374,44329,62156,0.12930587200252655,374,5732,44329,0.09207958798502927,382,5757,62522,0.2186504087571013,360,1578,7217,0.7381183317167799,361,5327,7217,2020-08-19
CO,9040,77,5359,74,354,94,537,65,69,77,931,57,0.6245609927417467,71,5335,8542,0.05523418548236611,74,296,5359,0.03351769911504425,77,303,9040,0.048859934853420196,54,45,921,0.5887640449438202,56,524,890,2020-08-19
CT,8073,30,5830,29,181,31,494,28,27,29,1048,29,0.7389100126742713,29,5830,7890,0.03104631217838765,29,181,5830,0.02242041372476155,30,181,8073,0.025763358778625955,28,27,1048,0.4713740458015267,28,494,1048,2020-08-19
DC,3023,12,2338,13,137,13,235,11,33,10,324,11,0.7734039034072114,12,2338,3023,0.05859709153122327,13,137,2338,0.04531921931855772,12,137,3023,0.10185185185185185,10,33,324,0.7253086419753086,11,235,324,2020-08-19
DE,2445,11,1498,8,77,12,91,7,12,7,139,6,0.701195219123506,7,1408,2008,0.04606141522029372,8,69,1498,0.031492842535787324,11,77,2445,0.08633093525179857,6,12,139,0.6546762589928058,6,91,139,2020-08-19
FL,73950,259,39934,246,6072,261,4478,244,1373,256,5641,244,0.578234050563262,246,39934,69062,0.13920468773476236,246,5559,39934,0.081947261663286,259,6060,73950,0.22726463783591386,242,1277,5619,0.7938308810494593,244,4478,5641,2020-08-19
GA,14224,118,7833,94,3294,143,1093,86,592,92,1215,79,0.7750074205995845,94,7833,10107,0.2188178220349802,94,1714,7833,0.17259561304836896,118,2455,14224,0.3800829875518672,73,458,1205,0.8699588477366255,79,1057,1215,2020-08-19
