state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
HI,1714,12,1853,24,242,18,92,12,42,12,77,10,0.7145379635079459,11,1214,1699,0.15301391035548687,13,198,1294,0.10618436406067679,12,182,1714,0.3116883116883117,10,24,77,0.6623376623376623,10,51,77,2020-08-19
IA,8245,119,4906,119,302,119,462,119,91,118,712,118,0.595027289266222,119,4906,8245,0.061557276803913576,119,302,4906,0.03662825955124318,119,302,8245,0.12780898876404495,117,91,712,0.648876404494382,118,462,712,2020-08-19
MS,7676,94,4185,89,1210,98,538,65,250,67,558,61,0.6234334893552771,86,4129,6623,0.16654719235364396,89,697,4185,0.15724335591453883,94,1207,7676,0.41397849462365593,60,231,558,0.9301075268817204,61,519,558,2020-08-19
MT,3137,67,1820,49,73,44,96,25,21,44,229,46,0.7558139534883721,49,1820,2408,0.04822908816880181,33,64,1327,0.03772609819121447,42,73,1935,0.1206896551724138,37,21,174,0.6357615894039735,23,96,151,2020-08-19
NC,18764,106,13741,100,1419,117,1285,98,318,109,1784,95,0.7569732272880026,99,13515,17854,0.0815078960774325,100,1120,13741,0.06684106561315466,105,1252,18731,0.1429372197309417,95,255,1784,0.7063134160090192,94,1253,1774,2020-08-19
ND,2512,47,1693,48,81,48,67,45,18,48,103,43,0.6711783439490446,47,1686,2512,0.047844063792085056,48,81,1693,0.032245222929936306,47,81,2512,0.10679611650485436,43,11,103,0.47572815533980584,43,49,103,2020-08-19
NE,4728,85,2175,75,175,86,298,64,45,58,616,63,0.6001106194690266,74,2170,3616,0.06261510128913444,73,136,2172,0.034218916046758766,83,161,4705,0.0734094616639478,55,45,613,0.5111876075731497,59,297,581,2020-08-19
NH,3273,30,2140,30,32,30,151,27,8,28,275,26,0.6538344026886649,30,2140,3273,0.014953271028037384,30,32,2140,0.00977696303085854,30,32,3273,0.02909090909090909,26,8,275,0.5345454545454545,26,147,275,2020-08-19
NJ,18953,74,13358,73,475,34,291,27,9,29,681,27,0.7214517876489708,72,13318,18460,0.09040034438226431,30,420,4646,0.06065296932169997,31,431,7106,0.013215859030837005,27,9,681,0.42731277533039647,27,291,681,2020-08-19
NM,3211,45,1811,41,98,44,225,39,32,41,339,40,0.6288194444444445,41,1811,2880,0.04550691244239631,40,79,1736,0.03169469598965071,44,98,3092,0.0943952802359882,40,32,339,0.6772151898734177,37,214,316,2020-08-19
NV,8540,61,6068,60,950,61,662,58,261,57,852,58,0.7117053718038939,60,6068,8526,0.15655899802241266,60,950,6068,0.11124121779859485,61,950,8540,0.30633802816901406,57,261,852,0.7769953051643192,58,662,852,2020-08-19
NY,42519,144,26580,125,1625,159,2752,120,225,125,4769,112,0.6747952871114306,123,26288,38957,0.04465763732129421,125,1187,26580,0.03250311625391002,144,1382,42519,0.039189784236019376,104,178,4542,0.5530350766645663,109,2633,4761,2020-08-19
OH,30018,203,19478,199,1377,208,2546,190,357,187,4005,169,0.6670319509605835,199,19478,29201,0.06997638361228052,199,1363,19478,0.04603811434302909,202,1377,29910,0.08940646130728776,165,357,3993,0.6372966207759699,168,2546,3995,2020-08-19
OK,8955,119,5388,116,527,122,672,115,206,119,1087,116,0.6084697910784868,116,5388,8855,0.08407572383073497,116,453,5388,0.050921273031825795,119,456,8955,0.18307267709291627,116,199,1087,0.6486486486486487,114,672,1036,2020-08-19
OR,4102,50,2571,37,182,51,282,36,36,41,478,33,0.6944894651539708,37,2571,3702,0.047452353169972775,37,122,2571,0.04436860068259386,50,182,4102,0.05063291139240506,32,24,474,0.5815899581589958,33,278,478,2020-08-19
ID,3961,47,1972,45,179,49,188,41,50,46,292,42,0.48925281473899696,44,1912,3908,0.08975659229208925,45,177,1972,0.045190608432214084,47,179,3961,0.16095890410958905,42,47,292,0.6267123287671232,38,183,292,2020-08-19
IL,29062,176,16739,154,1620,184,1816,134,340,142,3193,125,0.6430808990523925,149,16423,25538,0.08315908955134715,154,1392,16739,0.053781570435620395,176,1563,29062,0.10009413241292751,122,319,3187,0.5463228271251194,120,1716,3141,2020-08-19
IN,16754,133,9682,131,886,134,1306,126,165,126,2261,126,0.585333413941116,131,9682,16541,0.08954761412931213,131,867,9682,0.051748836098842066,133,867,16754,0.0729765590446705,126,165,2261,0.5776205218929678,126,1306,2261,2020-08-19
KS,7781,122,3837,108,302,132,490,78,73,87,661,73,0.5703748306488032,104,3789,6643,0.06187467087941022,107,235,3798,0.03552053732885559,121,275,7742,0.10426540284360189,67,66,633,0.7783094098883573,70,488,627,2020-08-19
KY,12843,103,8480,105,601,106,1043,97,561,99,1515,99,0.6545978353967141,103,8407,12843,0.0706367924528302,105,599,8480,0.04664019310130032,103,599,12843,0.37525083612040133,98,561,1495,0.6884488448844884,97,1043,1515,2020-08-19
LA,14113,175,8865,174,930,207,1269,93,328,204,1716,84,0.6368405922092856,173,8861,13914,0.10280157443852744,169,888,8638,0.06469393675659994,170,892,13788,0.17275943396226415,80,293,1696,0.6841491841491841,84,1174,1716,2020-08-19
MA,17647,79,12208,79,275,79,893,76,56,75,1852,76,0.6917889726299088,79,12208,17647,0.022526212319790302,79,275,12208,0.015583385277950926,79,275,17647,0.03023758099352052,75,56,1852,0.4821814254859611,76,893,1852,2020-08-19
MD,10234,51,6829,44,812,51,715,44,140,48,1063,42,0.7771901586571626,43,6760,8698,0.09905660377358491,42,672,6784,0.07837360047142015,49,798,10182,0.1317027281279398,42,140,1063,0.6641580432737535,42,706,1063,2020-08-19
ME,2902,30,1741,29,33,31,203,28,7,28,287,28,0.6436269044964698,28,1732,2691,0.015508328546812177,29,27,1741,0.011026878015161957,30,32,2902,0.017605633802816902,26,5,284,0.7031802120141343,27,199,283,2020-08-19
MI,22955,144,13902,124,658,147,1573,122,159,142,2139,120,0.7161105318039624,123,13735,19180,0.038267875125881166,124,532,13902,0.028664778915269005,144,658,22955,0.057971014492753624,120,124,2139,0.7353903693314633,120,1573,2139,2020-08-19
MN,11342,126,7522,125,473,129,713,124,101,125,1002,113,0.6632572083590512,124,7522,11341,0.06288221217761233,125,473,7522,0.04170340327984483,126,473,11342,0.10079840319361277,113,101,1002,0.7075848303393214,113,709,1002,2020-08-19
MO,18901,124,9366,102,930,136,979,96,259,115,1835,100,0.5880164740268368,99,8852,15054,0.063634422378817,102,596,9366,0.04354266970001587,124,823,18901,0.11325028312570781,92,200,1766,0.611287254280279,89,964,1577,2020-08-19
WV,6536,60,4447,60,202,60,432,60,56,60,641,60,0.6803855569155447,60,4447,6536,0.045423881268270745,60,202,4447,0.03090575275397797,60,202,6536,0.0873634945397816,60,56,641,0.6739469578783152,60,432,641,2020-08-19
WY,1419,26,552,23,22,26,38,26,5,26,108,26,0.40498899486427,23,552,1363,0.03985507246376811,23,22,552,0.015503875968992248,26,22,1419,0.046296296296296294,26,5,108,0.35185185185185186,26,38,108,2020-08-19
