state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2021-02-07,"63,154","63,133","63,175",73.11,72.76,73.45,"86,323","86,149","86,497"
CW,2021-02-08,"62,950","62,927","62,973",72.86,72.53,73.19,"86,337","86,169","86,505"
CW,2021-02-09,"64,832","64,814","64,849",74.61,74.27,74.95,"86,830","86,659","87,001"
CW,2021-02-10,"65,308","65,281","65,335",75.21,74.88,75.54,"86,758","86,596","86,920"
CW,2021-02-11,"64,754","64,729","64,778",74.75,74.43,75.06,"86,564","86,406","86,722"
CW,2021-02-12,"64,302","64,281","64,324",74.28,74.00,74.56,"86,488","86,347","86,628"
CW,2021-02-13,"63,080","63,020","63,139",73.19,72.89,73.50,"86,107","85,972","86,242"
CW,2021-02-14,"61,333","61,120","61,546",71.22,70.46,71.97,"86,050","85,809","86,291"
CW,2021-02-15,"61,124","61,097","61,150",71.44,71.19,71.69,"85,487","85,364","85,610"
CW,2021-02-16,"62,447","62,432","62,461",72.69,72.42,72.96,"85,839","85,701","85,977"
CW,2021-02-17,"63,110","63,031","63,188",73.45,73.04,73.86,"85,857","85,681","86,034"
CW,2021-02-18,"62,980","62,960","63,000",73.30,72.98,73.63,"85,863","85,700","86,025"
CW,2021-02-19,"62,757","62,723","62,790",73.10,72.75,73.44,"85,785","85,616","85,954"
CW,2021-02-20,"61,474","61,424","61,523",71.79,71.43,72.16,"85,561","85,387","85,736"
CW,2021-02-21,"60,094","60,072","60,116",70.31,69.97,70.66,"85,396","85,222","85,569"
CW,2021-02-22,"60,483","60,466","60,500",70.57,70.51,70.63,"85,639","85,464","85,815"
CW,2021-02-23,"62,813","62,792","62,834",72.91,72.84,72.99,"86,088","85,905","86,271"
CW,2021-02-24,"63,127","63,005","63,248",73.25,72.84,73.67,"86,120","85,894","86,345"
CW,2021-02-25,"62,795","62,676","62,913",73.11,72.69,73.53,"85,818","85,588","86,049"
CW,2021-02-26,"62,169","62,037","62,302",72.54,72.06,73.02,"85,626","85,380","85,873"
CW,2021-02-27,"60,711","60,560","60,862",70.97,70.42,71.53,"85,450","85,180","85,719"
CW,2021-02-28,"59,087","58,931","59,243",69.23,68.66,69.80,"85,272","84,996","85,547"
CW,2021-03-01,"58,819","58,670","58,968",69.08,68.54,69.63,"85,064","84,791","85,338"
CW,2021-03-02,"61,002","60,870","61,135",71.52,71.04,72.00,"85,222","84,953","85,490"
