state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
AK,1,20,1,1,20,1,0,22,1424,22,905,22,45,22,4,22,0,22,0,22,0,22,82,22,10,22,10,22,44,22,42,22,1,22,0,22,124,22,0.635533707865168,22,905,1424,0.049723756906077,22,45,905,0.031601123595506,22,45,1424,0.080645161290323,22,10,124,0.661290322580645,22,82,124,2021/07/08,,0,22,0,22,1,22,0,22,1,22,1,22,1,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22
AL,25,67,14,29,63,14,2,102,14509,106,10175,106,347,102,46,104,44,102,4,102,18,102,1249,106,126,102,114,104,334,102,286,104,13,102,4,102,1632,106,0.701288855193328,106,10175,14509,0.034561752988048,102,347,10040,0.024272523782876,102,347,14296,0.079046424090339,102,126,1594,0.76531862745098,106,1249,1632,2021/07/08,,0,104,2,104,8,104,8,104,12,104,3,104,8,104,5,104,0,104,0,102,5,102,4,102,4,102,7,102,8,102,8,102,8,102,0,102,0,102
AR,17,70,2,18,69,2,3,87,7758,89,5577,89,556,87,92,89,61,87,2,87,9,87,712,89,188,87,196,89,542,87,510,89,14,87,6,87,990,89,0.718870843000773,89,5577,7758,0.10014409221902,87,556,5552,0.072011397487372,87,556,7721,0.192229038854806,87,188,978,0.719191919191919,89,712,990,2021/07/08,,0,89,7,89,5,89,18,89,17,89,12,89,18,89,12,89,3,89,1,87,5,87,6,87,8,87,12,87,12,87,12,87,5,87,0,87,5,87
AZ,25,70,3,28,67,3,3,95,14990,98,9894,98,605,95,72,98,78,95,1,95,4,95,1109,98,177,95,129,98,591,95,433,98,14,95,8,95,2201,98,0.660040026684456,98,9894,14990,0.062467733608673,95,605,9685,0.041162062865696,95,605,14698,0.082903981264637,95,177,2135,0.503861880963198,98,1109,2201,2021/07/08,,0,98,3,98,6,98,10,98,11,98,20,98,14,98,8,98,0,98,2,95,4,95,10,95,7,95,13,95,15,95,12,95,14,95,1,95,3,95
CA,62,280,39,78,263,40,12,373,60366,381,44774,381,1781,371,216,381,278,373,5,371,8,371,4604,379,378,371,347,379,1745,371,1495,379,36,371,26,371,6802,379,0.741708908988504,381,44774,60366,0.040309621347577,371,1781,44183,0.029908645126621,371,1781,59548,0.056979198070546,371,378,6634,0.676859747133196,379,4604,6802,2021/07/08,,2,379,16,379,26,379,40,379,46,379,38,379,23,379,25,379,0,379,1,371,12,371,27,371,34,371,45,371,57,371,50,371,51,371,1,371,11,371
CO,3,56,20,3,56,20,4,77,8967,79,6146,79,258,77,34,79,45,77,4,77,15,77,675,79,83,77,82,79,242,77,206,79,16,77,3,77,997,79,0.685402029664325,79,6146,8967,0.042525135981539,77,258,6067,0.029106498194946,77,258,8864,0.085743801652893,77,83,968,0.67703109327984,79,675,997,2021/07/08,,1,79,2,79,9,79,3,79,5,79,4,79,6,79,3,79,1,79,2,77,6,77,10,77,5,77,5,77,9,77,6,77,2,77,0,77,3,77
CT,0,29,4,0,29,4,2,32,7860,33,6042,33,62,32,7,33,19,32,1,32,0,32,511,33,14,32,11,33,59,32,37,33,3,32,1,32,1052,33,0.768702290076336,33,6042,7860,0.010354041416166,32,62,5988,0.007977354606279,32,62,7772,0.013592233009709,32,14,1030,0.48574144486692,33,511,1052,2021/07/08,,0,33,1,33,2,33,0,33,1,33,2,33,0,33,1,33,0,33,0,32,1,32,0,32,1,32,3,32,6,32,1,32,7,32,0,32,0,32
DC,0,13,1,0,13,1,0,12,3472,14,2636,14,36,13,0,14,42,13,0,13,0,13,259,14,4,12,3,13,32,13,16,14,4,13,2,13,332,14,0.759216589861751,14,2636,3472,0.0140625,13,36,2560,0.010739856801909,13,36,3352,0.012578616352201,12,4,318,0.780120481927711,14,259,332,2021/07/08,,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,13,1,13,9,13,4,13,10,13,7,13,6,13,4,13,0,13,0,12
DE,1,7,2,1,7,2,0,9,2796,10,2074,10,64,9,1,10,37,9,0,9,0,9,146,10,6,9,5,10,64,9,18,10,0,9,0,9,190,10,0.741773962804006,10,2074,2796,0.031052886948083,9,64,2061,0.02315484804631,9,64,2764,0.032967032967033,9,6,182,0.768421052631579,10,146,190,2021/07/08,,0,10,0,10,0,10,0,10,0,10,0,10,0,10,1,10,0,10,0,9,3,9,5,9,3,9,3,9,8,9,9,9,6,9,0,9,0,9
FL,4,159,59,5,158,59,78,216,53975,222,42293,222,3334,216,504,222,149,216,8,216,12,216,4826,222,720,216,703,222,3300,216,3016,222,34,216,31,216,6450,222,0.783566465956461,222,42293,53975,0.080090323820505,216,3334,41628,0.062905660377358,216,3334,53000,0.115071120345213,216,720,6257,0.748217054263566,222,4826,6450,2021/07/08,,5,222,31,221,83,222,65,222,95,222,77,221,76,221,47,221,25,222,0,216,5,216,22,216,20,216,24,216,27,216,28,216,23,216,0,216,22,216
