state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,7,15,47,8,14,47,26,65,8740,68,4668,69,687,65,220,66,750,64,0,65,8,64,449,69,118,65,103,66,657,65,484,66,30,65,0,65,672,69,0.5210526315789473,68,4554,8740,0.15774971297359358,65,687,4355,0.08052073288331726,64,668,8296,0.19001610305958133,65,118,621,0.6681547619047619,69,449,672,2020-11-26
RI,2,11,1,2,11,1,6,13,2203,14,1942,14,453,13,32,14,0,13,1,13,0,13,142,14,42,13,43,14,447,13,415,14,6,13,6,13,177,14,0.8815251929187472,14,1942,2203,0.2389240506329114,13,453,1896,0.21217798594847775,13,453,2135,0.25766871165644173,13,42,163,0.8022598870056498,14,142,177,2020-11-26
SC,22,48,2,27,43,2,5,70,10019,72,7537,72,817,70,102,72,82,70,1,70,1,70,977,72,198,70,193,72,813,70,726,72,4,70,3,70,1291,72,0.7522706856971754,72,7537,10019,0.1094001071237279,70,817,7468,0.08293574256420667,70,817,9851,0.1592920353982301,70,198,1243,0.7567776917118513,72,977,1291,2020-11-26
SD,10,49,3,13,46,3,99,59,2611,62,1569,62,541,59,54,62,14,59,2,59,1,59,174,62,106,59,111,62,536,59,520,62,5,59,4,59,216,62,0.6009191880505553,62,1569,2611,0.359468438538206,59,541,1505,0.21614063124250898,59,541,2503,0.53,59,106,200,0.8055555555555556,62,174,216,2020-11-26
TN,24,80,40,35,69,40,41,104,19788,144,13052,126,2499,104,227,104,127,104,3,104,7,104,1731,141,614,104,578,104,2474,104,2261,104,25,104,21,104,2116,144,0.710506260206859,126,13052,18370,0.20017622556872797,104,2499,12484,0.14465991316931984,104,2499,17275,0.3056246888999502,104,614,2009,0.8406993686255464,141,1731,2059,2020-11-26
TX,132,451,0,156,427,0,157,583,69739,581,48607,583,9455,583,1053,583,506,583,21,583,49,583,6021,583,2546,583,2426,583,9340,583,8701,583,115,583,64,583,7432,581,0.6969844706692094,581,48607,69739,0.19451930791861255,583,9455,48607,0.13557693686459513,581,9455,69739,0.3425726587728741,581,2546,7432,0.8101453175457481,581,6021,7432,2020-11-26
UT,6,45,1,5,46,1,2,51,5447,52,2829,52,564,51,79,52,2,51,0,51,0,51,435,52,191,51,188,52,554,51,543,52,10,51,0,51,659,52,0.5193684597025886,52,2829,5447,0.20222301900322695,51,564,2789,0.10516501957859407,51,564,5363,0.2942989214175655,51,191,649,0.6600910470409712,52,435,659,2020-11-26
VA,28,67,3,37,58,3,30,95,18048,98,11813,98,1676,95,159,98,222,95,6,95,9,95,1389,98,408,95,355,98,1647,95,1350,98,29,95,9,95,2082,98,0.6545323581560284,98,11813,18048,0.14324786324786326,95,1676,11700,0.09427912471170613,95,1676,17777,0.20238095238095238,95,408,2016,0.6671469740634006,98,1389,2082,2020-11-26
VI,1,1,0,2,0,0,0,2,168,2,86,2,0,2,0,2,0,2,0,2,0,2,11,2,0,2,0,2,0,2,0,2,0,2,0,2,20,2,0.5119047619047619,2,86,168,0.0,2,0,86,0.0,2,0,168,0.0,2,0,20,0.55,2,11,20,2020-11-26
VT,1,15,1,1,15,1,0,16,1281,17,662,17,25,16,4,17,4,16,0,16,0,16,65,17,5,16,5,17,25,16,20,17,0,16,0,16,111,17,0.516783762685402,17,662,1281,0.03863987635239567,16,25,647,0.02009646302250804,16,25,1244,0.04807692307692308,16,5,104,0.5855855855855856,17,65,111,2020-11-26
