state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2020-11-12,"64,366","64,308","64,424",74.81,74.60,75.01,"86,044","85,963","86,125"
CW,2020-11-13,"63,951","63,886","64,016",74.53,74.31,74.74,"85,810","85,734","85,887"
CW,2020-11-14,"63,024","62,952","63,096",73.60,73.33,73.88,"85,626","85,522","85,730"
CW,2020-11-15,"61,753","61,688","61,818",72.39,72.11,72.68,"85,304","85,184","85,424"
CW,2020-11-16,"61,820","61,763","61,877",72.34,72.11,72.57,"85,458","85,365","85,551"
CW,2020-11-17,"64,629","64,542","64,716",75.02,74.70,75.34,"86,150","86,041","86,259"
CW,2020-11-18,"65,606","65,549","65,664",75.91,75.67,76.15,"86,422","86,330","86,513"
CW,2020-11-19,"65,373","65,337","65,409",75.77,75.57,75.98,"86,275","86,186","86,364"
CW,2020-11-20,"65,167","65,112","65,222",76.00,75.80,76.20,"85,628","85,532","85,723"
CW,2020-11-21,"64,561","64,519","64,602",75.12,74.97,75.26,"85,835","85,753","85,918"
CW,2020-11-22,"63,161","63,120","63,203",73.66,73.51,73.80,"85,638","85,554","85,723"
CW,2020-11-23,"63,270","63,230","63,310",73.83,73.68,73.97,"85,590","85,502","85,678"
CW,2020-11-24,"65,423","65,409","65,438",75.92,75.86,75.98,"86,061","85,983","86,139"
CW,2020-11-25,"65,203","65,171","65,235",75.61,75.49,75.72,"86,124","86,041","86,207"
CW,2020-11-26,"63,871","63,814","63,928",74.29,74.10,74.48,"85,858","85,759","85,958"
CW,2020-11-27,"62,507","62,457","62,558",72.97,72.79,73.15,"85,542","85,444","85,639"
CW,2020-11-28,"62,965","62,910","63,019",73.18,72.98,73.38,"85,930","85,828","86,031"
CW,2020-11-29,"63,168","63,117","63,219",73.50,73.30,73.69,"85,820","85,717","85,922"
CW,2020-11-30,"63,941","63,871","64,011",74.41,74.16,74.66,"85,814","85,706","85,923"
CW,2020-12-01,"66,406","66,369","66,444",76.86,76.73,77.00,"86,288","86,203","86,373"
CW,2020-12-02,"67,046","66,994","67,099",77.37,77.21,77.53,"86,550","86,469","86,631"
CW,2020-12-03,"67,438","67,411","67,464",77.68,77.59,77.77,"86,706","86,631","86,782"
CW,2020-12-04,"67,455","67,394","67,515",77.56,77.34,77.77,"86,971","86,899","87,043"
CW,2020-12-05,"66,824","66,768","66,881",76.98,76.76,77.20,"86,809","86,728","86,890"
CW,2020-12-06,"65,623","65,565","65,680",75.91,75.67,76.15,"86,448","86,358","86,538"
CW,2020-12-07,"65,770","65,724","65,816",76.30,76.05,76.54,"86,201","86,096","86,305"
CW,2020-12-08,"68,008","67,923","68,093",78.16,77.83,78.49,"87,013","86,893","87,134"
CW,2020-12-09,"68,540","68,496","68,585",79.05,78.87,79.24,"86,701","86,630","86,771"
CW,2020-12-10,"68,631","68,602","68,660",79.15,79.02,79.28,"86,712","86,659","86,766"
CW,2020-12-11,"68,447","68,219","68,676",78.53,77.74,79.32,"87,158","86,902","87,413"
CW,2020-12-12,"67,516","67,101","67,931",77.68,76.17,79.18,"86,919","86,405","87,433"
AL,2020-11-12,"1,319","1,319","1,319",87.52,87.52,87.52,"1,507","1,507","1,507"
AZ,2020-11-12,"1,208","1,205","1,211",62.92,62.46,63.38,"1,920","1,916","1,924"
CA,2020-11-12,"5,298","5,294","5,302",72.95,72.78,73.11,"7,263","7,258","7,268"
CT,2020-11-12,576,576,576,54.60,54.60,54.60,"1,055","1,055","1,055"
DC,2020-11-12,283,283,283,76.69,76.69,76.69,369,369,369
GA,2020-11-12,"2,250","2,250","2,250",84.81,84.81,84.81,"2,653","2,653","2,653"
ID,2020-11-12,192,192,192,65.31,65.31,65.31,294,294,294
IN,2020-11-12,"1,650","1,650","1,650",76.39,76.39,76.39,"2,160","2,156","2,164"
KS,2020-11-12,626,626,626,80.67,80.67,80.67,776,776,776
LA,2020-11-12,"1,317","1,317","1,317",72.09,72.09,72.09,"1,827","1,827","1,827"
MD,2020-11-12,"1,010","1,010","1,010",76.63,76.63,76.63,"1,318","1,318","1,318"
