state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,7823,61,4464,58,571,62,444,59,65,57,607,56,0.5845227183448999,58,4464,7637,0.12387992831541218,58,553,4464,0.0715837913843794,61,560,7823,0.10631229235880399,55,64,602,0.6820428336079077,56,414,607,2020-08-09
RI,1785,13,1933,13,84,13,141,13,9,13,164,13,1.0829131652661064,13,1933,1785,0.04345576823590274,13,84,1933,0.047058823529411764,13,84,1785,0.054878048780487805,13,9,164,0.8597560975609756,13,141,164,2020-08-09
SC,10367,81,7956,74,1329,81,935,70,308,75,1220,67,0.8332635106828655,74,7956,9548,0.1569884364002011,74,1249,7956,0.1281952348799074,81,1329,10367,0.22868852459016392,67,279,1220,0.7426229508196721,67,906,1220,2020-08-09
SD,2233,50,866,43,74,53,93,38,16,32,93,29,0.5581546458739441,42,859,1539,0.04387990762124711,43,38,866,0.033139274518584866,50,74,2233,0.08602150537634409,25,8,93,0.6236559139784946,29,58,93,2020-08-09
TN,17938,112,12132,115,1360,123,1585,87,428,119,1986,91,0.67518182364609,104,11233,16637,0.10748433893834487,114,1304,12132,0.06827062632577872,111,1223,17914,0.20090634441087613,91,399,1986,0.8244234800838575,86,1573,1908,2020-08-09
TX,63487,560,43423,542,8345,571,4908,507,2617,518,5894,479,0.7206454738319162,538,43140,59863,0.17631991877422928,541,7641,43336,0.12825973780112643,559,8130,63387,0.3774970121222469,470,2211,5857,0.7796063793688497,477,4595,5894,2020-08-09
UT,5236,51,3007,47,247,52,338,43,74,42,543,39,0.5774918379105051,47,3007,5207,0.08014632524110409,47,241,3007,0.046409472880061114,51,243,5236,0.1270718232044199,38,69,543,0.6058931860036832,38,329,543,2020-08-09
VA,17509,85,10006,77,1335,93,761,73,207,73,1394,74,0.6305195220141863,71,9867,15649,0.10813511892864282,77,1082,10006,0.07264835227597236,85,1272,17509,0.1463035019455253,67,188,1285,0.5844357976653697,69,751,1285,2020-08-09
VI,188,2,95,2,5,2,11,2,3,2,20,2,0.5053191489361702,2,95,188,0.05263157894736842,2,5,95,0.026595744680851064,2,5,188,0.15,2,3,20,0.55,2,11,20,2020-08-09
VT,566,12,184,9,9,15,27,7,2,9,48,6,0.5661538461538461,7,184,325,0.04891304347826087,9,9,184,0.014134275618374558,12,8,566,0.020833333333333332,6,1,48,0.5625,6,27,48,2020-08-09
