state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
PA,27,176,6,31,172,6,26,203,27802,209,21731,209,2063,203,185,209,292,203,4,201,20,201,2585,209,452,203,404,209,2021,203,1695,209,42,202,26,202,3373,209,0.781634414790303,209,21731,27802,0.095819786344635,203,2063,21530,0.075231565895996,203,2063,27422,0.138268583664729,203,452,3269,0.766380077082716,209,2585,3373,2021/05/06,POINT (-77.838886 40.896694),1,206,8,205,18,206,18,205,35,205,40,205,27,205,22,206,19,192,5,199,16,200,22,199,22,200,56,199,58,200,61,200,46,199,9,186
PR,0,14,52,0,14,52,7,65,9050,66,5264,66,354,65,9,66,23,65,0,65,6,65,496,66,82,65,54,66,331,65,298,66,23,65,6,65,674,66,0.581657458563536,66,5264,9050,0.068804664723032,65,354,5145,0.039891818796484,65,354,8874,0.127527216174184,65,82,643,0.735905044510386,66,496,674,2021/05/06,POINT (-66.414655 18.215692),0,66,0,66,3,66,1,66,3,66,1,66,1,66,0,66,0,66,0,65,1,65,2,65,2,65,4,65,1,65,8,65,5,65,0,65
RI,4,8,2,4,8,2,5,13,2514,14,2237,14,147,13,4,14,0,13,0,13,0,13,140,14,18,13,19,14,147,13,110,14,0,13,0,13,171,14,0.889817024661893,14,2237,2514,0.066909421939008,13,147,2197,0.060320065654493,13,147,2437,0.118421052631579,13,18,152,0.818713450292398,14,140,171,2021/05/06,POINT (-71.534637 41.572574),0,14,1,14,0,14,1,14,2,14,0,14,0,14,0,14,0,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
SC,18,49,2,18,49,2,1,67,9306,69,6631,69,324,67,31,69,26,67,1,67,0,67,748,69,86,67,74,69,319,67,292,69,5,67,5,67,1193,69,0.712551042338276,69,6631,9306,0.049511002444988,67,324,6544,0.035448577680525,67,324,9140,0.074652777777778,67,86,1152,0.62699077954736,69,748,1193,2021/05/06,POINT (-80.864614 33.878572),1,69,0,69,4,69,5,69,4,69,5,69,6,69,6,69,0,64,1,67,0,67,1,67,2,67,1,67,10,67,6,67,3,67,2,62
SD,1,59,3,1,59,3,10,60,2571,63,1309,63,65,60,6,63,7,60,0,60,1,60,130,63,21,60,18,63,63,60,55,63,2,60,1,60,236,63,0.509140412290937,63,1309,2571,0.050741608118657,60,65,1281,0.025958466453674,60,65,2504,0.093333333333333,60,21,225,0.550847457627119,63,130,236,2021/05/06,POINT (-100.230491 44.43614),0,63,0,62,0,62,1,62,2,62,1,62,2,62,0,62,0,63,1,60,0,59,1,59,0,59,3,59,1,59,1,59,0,59,0,60
TN,13,90,38,33,70,38,16,103,20281,141,12578,126,708,103,68,103,32,103,2,103,1,103,1590,137,268,103,247,103,696,103,640,103,12,103,9,103,2392,141,0.667161724924415,126,12578,18853,0.058793586154238,102,693,11787,0.039786456869907,103,708,17795,0.116319444444444,103,268,2304,0.692207226817588,137,1590,2297,2021/05/06,POINT (-86.343226 35.842998),0,103,4,103,5,103,9,103,14,103,14,103,14,103,3,103,5,103,1,103,2,103,4,103,3,103,5,103,6,103,5,103,4,103,2,103
TX,93,484,13,121,456,13,59,585,67310,590,46885,590,2844,585,280,590,341,585,13,585,40,585,5138,590,835,585,757,590,2769,585,2334,590,75,585,47,585,6898,590,0.69655326103105,590,46885,67310,0.061400289298128,585,2844,46319,0.042737996844241,585,2844,66545,0.124218982445701,585,835,6722,0.744853580748043,590,5138,6898,2021/05/06,POINT (-99.317341 31.447238),2,590,24,590,37,590,51,590,45,590,54,590,35,590,19,590,13,590,2,584,20,583,28,584,37,583,67,584,64,584,56,584,44,584,23,585
UT,1,50,1,1,50,1,1,51,5459,52,2840,52,148,51,29,52,4,51,0,51,0,51,355,52,57,51,54,52,142,51,130,52,6,51,0,51,628,52,0.520241802527936,52,2840,5459,0.052800570816982,51,148,2803,0.027478648347568,51,148,5386,0.09344262295082,51,57,610,0.565286624203822,52,355,628,2021/05/06,POINT (-111.678222 39.323779),1,52,6,52,2,52,7,52,6,52,4,52,2,52,1,52,0,52,0,51,0,51,0,51,2,51,1,51,0,51,1,51,0,51,0,51
VA,14,71,9,21,64,9,30,91,17044,94,11769,94,727,91,68,94,159,91,0,91,23,91,1271,94,196,91,179,94,718,91,600,94,9,91,4,91,1962,94,0.690506923257451,94,11769,17044,0.062569928565281,91,727,11619,0.043309901108066,91,727,16786,0.102833158447009,91,196,1906,0.647808358817533,94,1271,1962,2021/05/06,POINT (-78.666382 37.510861),0,94,3,94,8,94,10,94,13,94,14,94,12,94,5,94,3,94,1,91,11,91,13,91,10,91,26,91,36,91,35,91,26,91,1,91
VI,2,0,0,2,0,0,0,2,168,2,73,2,3,2,0,2,0,2,0,2,0,2,9,2,0,2,0,2,3,2,3,2,0,2,0,2,20,2,0.43452380952381,2,73,168,0.041095890410959,2,3,73,0.017857142857143,2,3,168,0,2,0,20,0.45,2,9,20,2021/05/06,POINT (-64.840836 18.060868),0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
