state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-08-11,"59,530","59,194","59,866",8.36,8.02,8.69,"691,937","688,999","694,875"
CW,2020-08-12,"58,159","58,014","58,304",8.11,7.94,8.28,"696,780","693,753","699,807"
CW,2020-08-13,"57,489","57,212","57,767",7.99,7.68,8.29,"699,280","696,159","702,402"
CW,2020-08-14,"55,321","54,958","55,683",7.67,7.29,8.05,"701,775","698,870","704,679"
CW,2020-08-15,"54,236","53,825","54,646",7.34,6.87,7.82,"700,741","696,891","704,591"
CW,2020-08-16,"53,771","53,395","54,148",7.32,6.89,7.74,"697,760","694,325","701,195"
CW,2020-08-17,"54,460","54,156","54,764",7.39,7.06,7.73,"699,231","696,413","702,050"
CW,2020-08-18,"54,523","54,154","54,892",7.37,6.97,7.78,"702,461","699,625","705,297"
CW,2020-08-19,"53,483","53,089","53,877",7.21,6.79,7.64,"704,496","701,766","707,227"
CW,2020-08-20,"51,874","51,529","52,220",6.97,6.61,7.34,"706,700","704,112","709,288"
CW,2020-08-21,"50,595","50,202","50,987",6.80,6.35,7.25,"707,756","704,310","711,203"
CW,2020-08-22,"48,646","48,356","48,935",6.55,6.23,6.87,"704,776","701,823","707,729"
CW,2020-08-23,"48,206","47,820","48,592",6.52,6.08,6.95,"702,736","699,777","705,694"
CW,2020-08-24,"48,656","48,299","49,012",6.53,6.12,6.93,"708,758","706,164","711,352"
CW,2020-08-25,"48,741","48,462","49,020",6.54,6.22,6.86,"711,145","708,823","713,466"
CW,2020-08-26,"47,792","47,409","48,174",6.40,5.96,6.83,"716,430","714,023","718,838"
CW,2020-08-27,"46,757","46,357","47,157",6.28,5.82,6.75,"719,121","716,671","721,571"
CW,2020-08-28,"45,192","44,767","45,618",6.11,5.61,6.60,"715,406","713,205","717,606"
CW,2020-08-29,"43,982","43,524","44,440",5.96,5.43,6.49,"712,861","710,386","715,336"
